t_rel_s,cmd1,cmd2,cmd3,cmd4,cmd5,cmd6
7.9266,-2.1205267507149386,-1.6738572546399622,2.0711197735966542,-2.04360613056983,-1.5912625306874644,2.6887117882560436
7.9305,-2.12075079097916,-1.6738528865367226,2.07107357995644,-2.0436371637020168,-1.5912877445482214,2.6887103456926056
7.9345,-2.1210757197999435,-1.6738488075789526,2.0711400002511495,-2.043608595374014,-1.5912508298840968,2.6887089480430952
7.9384,-2.121374737935711,-1.6738449954279315,2.071200532517594,-2.043581503099801,-1.5912159452846475,2.6887075937339713
7.9425,-2.121649707730403,-1.6738414296907855,2.0712557938686516,-2.0435557874560484,-1.5911829451261081,2.688706281254242
7.9468,-2.1219024198084337,-1.6738380917337685,2.0713063272599217,-2.0435313571525646,-1.5911516964355321,2.6887050091526774
7.9504,-2.12213458013174,-1.6738349645149568,2.071352611510321,-2.0435081282604903,-1.591122077617049,2.6887037760351595
7.9545,-2.122347801781616,-1.6738320324342062,2.0713950698207446,-2.0434860235233905,-1.5910939773232495,2.6887025805621607
7.9584,-2.122543600476406,-1.673829281198456,2.0714340770378885,-2.043464971741337,-1.5910672934532901,2.6887014214463423
7.9624,-2.1227233929907263,-1.6738266977007032,2.071469965866082,-2.0434449072193623,-1.591041932261877,2.6887002974502723
7.9664,-2.1228896417933774,-1.6738242699111534,2.071689162323814,-2.043425249167737,-1.5910716991776517,2.68869920738425
7.9705,-2.12304233899881,-1.6738219867792397,2.0718889626478725,-2.043406487440667,-1.5911003525283496,2.6886981501042375
7.9744,-2.1231826199689015,-1.6738198381453382,2.0720715550673776,-2.043388568321878,-1.591127930044397,2.6886971245098885
7.9785,-2.123311531607958,-1.673817814661153,2.0722388335268316,-2.0433714420480356,-1.5911544688586066,2.6886961295426697
7.9829,-2.1234300370635326,-1.6738159077178545,2.07239244326442,-2.0433550624699364,-1.5911800054254899,2.688695164184073
7.9863,-2.1235390207374585,-1.673814109381154,2.0725338184448154,-2.0433393867466214,-1.5912045754540078,2.688694227453912
7.9905,-2.1236392934293815,-1.6738124123326035,2.072664213379325,-2.043324375068832,-1.591228213852394,2.6886933184086987
7.9945,-2.1237315974789057,-1.6738108098164675,2.072784728543213,-2.043309990408675,-1.591250954683782,2.688692436140093
7.9985,-2.1238166223851906,-1.6738092955916024,2.072970798032203,-2.0432961935124125,-1.5912198958247623,2.688691579773429
8.0025,-2.1238949771566027,-1.6738078638878342,2.073142011365918,-2.0432829572468383,-1.5911903532854383,2.688690748466308
8.0064,-2.123967228333986,-1.6738065093663783,2.07329992188528,-2.043270251635632,-1.5911622276285131,2.6886899414072545
8.0108,-2.1240338929646447,-1.6738052270839001,2.0734458880140454,-2.0432580486947516,-1.591135427421375,2.688689157814439
8.0145,-2.1240954427383425,-1.6738040124598523,2.0735811015878927,-2.043246322277367,-1.5911098684864569,2.6886883969344537
8.0184,-2.124152307848503,-1.673802861246768,2.073706611531771,-2.043235047932492,-1.5910854732312438,2.6886876580411476
8.0227,-2.1242048805786156,-1.6738017695032175,2.0738233437328346,-2.043224202775956,-1.5910621700484824,2.6886869404345153
8.0266,-2.1242535186193274,-1.6738007335691756,2.0739321177874084,-2.0432137653725184,-1.5910398927783838,2.6886862434396335
8.0306,-2.1242985481255974,-1.6737997500435609,2.0740336611679737,-2.0432037156280507,-1.591018580225669,2.688685566405646
8.0346,-2.124435420281294,-1.673736563332195,2.0741834684581844,-2.043150337436008,-1.5909977097290893,2.6886849087047975
8.0386,-2.1245630464408674,-1.6736759338763583,2.0743221786763697,-2.0430996285098293,-1.5909777169054498,2.6886842697315063
8.0426,-2.12468203945949,-1.673617784651579,2.0744508616527924,-2.0430513967767494,-1.5909585515193292,2.6886836489014807
8.0466,-2.1247929799102425,-1.6735620369891289,2.0745704628513835,-2.04300546692822,-1.5909401669253733,2.6886830456508752
8.0506,-2.1248964159230197,-1.673508611226925,2.07468182023132,-2.0429616787163103,-1.5909225197685324,2.6886824594354826
8.0545,-2.124992863483871,-1.6734574272778453,2.074785678516611,-2.0429198854477133,-1.5909055697127163,2.6886818897299607
8.0586,-2.125082807090447,-1.6734084051225206,2.0748827013167648,-2.0428799526497237,-1.5908892791948548,2.688681336027097
8.0628,-2.1251667006763832,-1.6733614652334077,2.074973481458564,-2.042841756886207,-1.590873613201705,2.6886807978371
8.0664,-2.1254292340098475,-1.673315905645975,2.075058947793778,-2.0428048178793743,-1.5908585347674942,2.6886802746869267
8.0704,-2.125677169662576,-1.6732722947191476,2.0751391410414133,-2.0427683725311296,-1.5908440178688736,2.6886797661196353
8.0746,-2.1259109564165755,-1.6732305560821146,2.075214493492502,-2.042732248443492,-1.5908300339857224,2.688679271693766
8.0785,-2.1261311012191273,-1.673190614910651,2.075287765239787,-2.0426964963817267,-1.5908165564400618,2.6886787909827534
8.0828,-2.126338152874473,-1.6731523981110035,2.0753615885913628,-2.042661162245762,-1.5908035602561406,2.6886783235743548
8.0864,-2.1265326881564284,-1.673115834467015,2.0754357065852322,-2.0426262872702647,-1.5907910220325834,2.688677869070112
8.0903,-2.1267153001296655,-1.673080854754819,2.0755098806550722,-2.04259190823517,-1.5907789198254385,2.688677427084831
8.0945,-2.126886588456589,-1.6730473918290547,2.0755838907158792,-2.0425580576837237,-1.590767233041085,2.688676997246084
8.0983,-2.127333513670384,-1.6730153746068428,2.0756575395607153,-2.0425247599418395,-1.5907559422976547,2.6886765791937344
8.1027,-2.127759411942475,-1.6729847465732939,2.0757306391138486,-2.0424920439798755,-1.5907450294577419,2.6886761725794788
8.1067,-2.128163863570555,-1.6729554470969974,2.0758030233690836,-2.042459930985487,-1.5907344774213175,2.68867577706641
8.1105,-2.128546766604724,-1.6729274177517595,2.07587454341686,-2.042428438806961,-1.590724270091724,2.688675392328597
8.1147,-2.12890828220759,-1.6729006023079482,2.0759450667864465,-2.0423975821744733,-1.590714392305721,2.6886750180506853
8.1187,-2.1292487849255477,-1.672874946712248,2.076014476707942,-2.042367372916921,-1.590704829769067,2.688674653927508
8.1228,-2.1295688182561165,-1.6728503990576924,2.076082671313425,-2.0423378201731954,-1.5906955689971443,2.688674299663718
8.1268,-2.1298690556007585,-1.6728269095456363,2.076149562794745,-2.042308930596948,-1.5906865972601896,2.688673954973433
8.1306,-2.1301502664743612,-1.672804430441126,2.0762150765336025,-2.042280708554088,-1.5906779025327293,2.688673619579895
8.1346,-2.1308345389400727,-1.6727238483685558,2.076279150269221,-2.042253156267551,-1.5906694734464755,2.688673293215144
8.1386,-2.1314866134098263,-1.6726459362446242,2.0763417330574865,-2.04222627413396,-1.5906612992482887,2.6886729756197023
8.1428,-2.1321048242704146,-1.6725706792425832,2.0764027845487405,-2.0422000607603352,-1.5906533697590213,2.6886726665422778
8.1466,-2.1326883000802024,-1.6724980523259134,2.0764622740752876,-2.0421745131735274,-1.5906456753368905,2.6886723657394707
8.1505,-2.133236829123685,-1.6724280216180387,2.076520179814671,-2.0421496269752115,-1.5906382068431661,2.6886720729754985
8.1544,-2.1337507348853753,-1.6723605456654513,2.076576487982601,-2.042125396487971,-1.5906309556103464,2.688671788021929
8.1583,-2.1342307637878166,-1.6722955765958032,2.076631192059982,-2.0421018148925465,-1.590623913412624,2.688671510657424
8.1625,-2.1346779863083967,-1.6722330611737923,2.07668429205736,-2.0420788743563882,-1.5906170724384567,2.6886712406674937
8.1666,-2.135570519923355,-1.6721105070198592,2.076630798576736,-2.042102039913541,-1.5906486515723777,2.688670977844258
8.1709,-2.1364127302065974,-1.671991579768061,2.0765801441138376,-2.0421242547846314,-1.590679846329246,2.688670721986223
8.1744,-2.137203043408963,-1.6718763662583316,2.076532119909753,-2.042145573423034,-1.5907106243108975,2.688670472898059
8.1785,-2.137941095012926,-1.671764923189695,2.0764865359308073,-2.0421660463654683,-1.5907409566653687,2.6886702303903927
8.1824,-2.138627482537055,-1.6716572804006407,2.0764432189158577,-2.0421857205608345,-1.5907708179092213,2.6886699942796026
8.1864,-2.139263544807267,-1.6715534439871322,2.076402010655114,-2.042204639667685,-1.5908001857474137,2.6886697643876283
8.1906,-2.139851170305837,-1.6714533992381537,2.076362766469832,-2.042222844323677,-1.5908290408923795,2.6886695405417793
8.1948,-2.1403926348417945,-1.6713571133756697,2.0763253538666975,-2.0422403723899656,-1.5908573668837707,2.6886693225745586
8.1983,-2.1414195105502647,-1.6708455689735395,2.0762450963079555,-2.042257671528846,-1.5908440242386754,2.6886298192188205
8.2024,-2.1423758590620396,-1.6703299942030339,2.076169558021544,-2.042274344948478,-1.5908311396128263,2.688590740499531
8.2065,-2.143261919382649,-1.6698154104930316,2.076098357184265,-2.0422904245202123,-1.5908186913720217,2.6885521380586312
8.2105,-2.1440792339900803,-1.6693061865695091,2.076031149061276,-2.0423059400309604,-1.5908066592049575,2.688514058130283
8.2146,-2.144830308442161,-1.6688060415781836,2.075967621789487,-2.0423209193430956,-1.590795024027617,2.688476541792328
8.2185,-2.145518323559173,-1.6683180670038495,2.0759074927074357,-2.0423353885404385,-1.5907837678954986,2.6884396252265828
8.2226,-2.146146898571517,-1.6678447627918862,2.075849801588852,-2.042349372061681,-1.5907728739229607,2.688403339984694
8.2265,-2.146719901173975,-1.6673880834247565,2.0757920179835136,-2.0423628928224633,-1.5907623262090402,2.6883677132566435
8.2306,-2.1472412991093175,-1.6669494902129647,2.075734296658449,-2.0423759723271773,-1.5907521097691617,2.6883327681393334
8.2347,-2.1484271869538407,-1.6660315551690488,2.0755463898715414,-2.042388634614944,-1.5907418284866324,2.688298081727325
8.2387,-2.1495213781348212,-1.6651335132689207,2.0753517993771524,-2.042400894681128,-1.5907318643400963,2.6882641164653776
8.2426,-2.150525735105107,-1.6642632355138975,2.0751521029446574,-2.0424127703863895,-1.5907222040472357,2.6882308855910853
8.2466,-2.1514436090006948,-1.6634267832214742,2.074948785000256,-2.0424242785420312,-1.5907128350635533,2.688198399186199
8.2504,-2.152279378718968,-1.66262858331708,2.0747432259019,-2.0424354349831617,-1.5907037455332351,2.6881666644238287
8.2545,-2.1530380752622227,-1.6618716271199743,2.074536694555062,-2.0424462546360878,-1.590694924243722,2.6881356858065706
8.2586,-2.1537250844292606,-1.6611576771124208,2.0743303440741037,-2.042456751580444,-1.5906863605836752,2.688105465394818
8.2626,-2.1543459183692044,-1.660487469983867,2.07412521014669,-2.0424669949835597,-1.5906780445040543,2.6880760030247077
8.2665,-2.155823623830966,-1.6593626257684124,2.073792978657725,-2.042477034350886,-1.5906699628027872,2.6880002618764545
8.2706,-2.1571791236154234,-1.6582980057317394,2.0734596399867904,-2.042486869983805,-1.590662082358197,2.6879255500869967
8.2745,-2.158415102668219,-1.657297569585454,2.0731275714329684,-2.0424965025377726,-1.590654367078187,2.68785199910706
8.2785,-2.159536488214534,-1.6563632133709074,2.0727988636719057,-2.042505932958812,-1.5906468156791795,2.687779723733859
8.2831,-2.160549707435755,-1.655495168340409,2.0724753246231185,-2.042515162459489,-1.590639426714876,2.6877088230378368
8.2864,-2.161462092837177,-1.654692365706337,2.072158489193843,-2.042524192496079,-1.5906321985912142,2.6876393813258295
8.2907,-2.1622814216658908,-1.6539527583632132,2.071849633557618,-2.042533024746919,-1.5906251295805085,2.687571469124217
8.2946,-2.1630155711961243,-1.653273596140425,2.0715497927263185,-2.042541661091905,-1.5906182178347976,2.6875051441677487
8.2983,-2.164493966155585,-1.6525086953403034,2.071010759372587,-2.0425501035935087,-1.59061146136056,2.6874399260366935
8.3027,-2.1658326334581997,-1.6518073565601705,2.07048077411898,-2.0425583544773316,-1.5906048581448924,2.6873763825119514
8.3067,-2.167038803212316,-1.6511660857504482,2.0699633343849437,-2.042566416116076,-1.5905984060515321,2.6873145401867213
8.3107,-2.1681212006446535,-1.6505810961883307,2.0694612734036983,-2.042574291012973,-1.5905921028698964,2.687254416463233
8.3145,-2.169089349237156,-1.6500484658481653,2.0689768104856645,-2.042581981786601,-1.5905859463248453,2.6871960204363647
8.3186,-2.1699530477469513,-1.6495642579689815,2.068511609090885,-2.0425894911566655,-1.5905799340858076,2.68713935373548
8.3227,-2.170721992914344,-1.6491246106272677,2.068066838923588,-2.0425968219306996,-1.5905740637752965,2.68708441132142
8.3264,-2.171405519808884,-1.6487258008148387,2.0676432389834067,-2.0426039769916478,-1.590568332976846,2.6870311822366677
8.3309,-2.1720124341704503,-1.6483642879929903,2.067241179207084,-2.042610959286297,-1.5905627392423887,2.6869796503076038
8.3345,-2.173909870799639,-1.6480353339934641,2.066341389467334,-2.0426177718145166,-1.5905572800987229,2.686758224647919
8.3385,-2.17562694877453,-1.647737361893676,2.0654708582155994,-2.042624417619255,-1.5905519530550245,2.6865374776255857
8.3429,-2.1771707988868183,-1.6474674877457076,2.064635400756791,-2.0426308997772895,-1.5905467556075468,2.6863185108649366
8.3465,-2.178551586018404,-1.647223056131349,2.0638392114911412,-2.042637221390657,-1.5905416852454335,2.6861022942267447
8.3506,-2.1797812669101746,-1.6470016339487001,2.0630850683521063,-2.042643385578747,-1.5905367394557113,2.6858896696944328
8.3545,-2.1808726459025203,-1.6468010007613787,2.062374542891234,-2.0426493954710208,-1.590531915727877,2.6856813569682796
8.3586,-2.181838686265736,-1.6466191369384178,2.0617082047589848,-2.0426552542003176,-1.5905272115581044,2.6854779603588694
8.3625,-2.1826920306599846,-1.646454210519158,2.0610858128171134,-2.0426609648967196,-1.59052262445309,2.68527997660834
8.3666,-2.183992320268021,-1.6461785690678008,2.0600030030687044,-2.0426665306819403,-1.5905181519335583,2.68479282637976
8.3705,-2.1851462337715724,-1.6459273247543313,2.058982230643578,-2.042671954664207,-1.590513791537462,2.684306658180497
8.3746,-2.1861672691247076,-1.6456983411763177,2.05802621649305,-2.042677239933608,-1.5905095408228624,2.683825453798497
8.3786,-2.187068702193321,-1.6454896403986519,2.0571358726063265,-2.0426823895578727,-1.590505397370543,2.6833526119713773
8.3824,-2.1878632131866853,-1.6452993993202703,2.056310676418928,-2.042687406578563,-1.5905013587863583,2.6828909677885964
8.3865,-2.188562656449784,-1.6451259437711168,2.055549006203281,-2.0426922940076433,-1.5904974227033368,2.6824428244241063
8.3904,-2.1891779364239983,-1.6449677410915662,2.0548484319076996,-2.042697054824408,-1.5904935867835555,2.6820099935736357
8.3945,-2.189718959588409,-1.6448233917776092,2.054205960338923,-2.0427016919727436,-1.5904898487197983,2.6815938413939597
8.3985,-2.19089777265578,-1.6445721852811603,2.0531979474556303,-2.0427062083586986,-1.5904862062370175,2.680708673677125
8.4025,-2.19194450557523,-1.6443417495552013,2.052268234086202,-2.0427106068483436,-1.5904826570936093,2.6798410649098043
8.4065,-2.19287160756838,-1.6441304114088109,2.0514144470003095,-2.042714890265899,-1.5904791990825156,2.678998693669519
8.4105,-2.193691167099062,-1.6439366051994382,2.0506332487429626,-2.042719061392112,-1.5904758300321686,2.678187535425632
8.4147,-2.194414633133575,-1.6437588730269421,2.0499206563271644,-2.042723122962864,-1.5904725478072854,2.67741201803172
8.4184,-2.195052649351111,-1.6435958628564786,2.0492722984746363,-2.0427270776679927,-1.590469350309526,2.6766752013061677
8.4226,-2.1956149712862,-1.6434463251394562,2.0486836176789436,-2.0427309281503083,-1.5904662354780246,2.675978966191279
8.4265,-2.196110442308402,-1.643309108388751,2.048150024475275,-2.042734677004795,-1.5904632012898055,2.6753242023687993
8.4304,-2.1965470097030635,-1.6431831540689412,2.0476670115135236,-2.0427383267779784,-1.5904602457600896,2.674710986373358
8.4344,-2.1972747985831353,-1.643066378837197,2.0467958710500196,-2.042741879967445,-1.5904573669425042,2.6736442471096424
8.4384,-2.1979198724734355,-1.6429590908604454,2.0460009642506924,-2.0427453390215073,-1.5904545629292008,2.6726357933971867
8.4426,-2.1984911521317176,-1.6428604705730143,2.045277772790136,-2.042748706338992,-1.5904518318508902,2.6716888256081557
8.4464,-2.198996824679937,-1.642769769108564,2.0446214390681554,-2.0427519842691537,-1.5904491718768026,2.6708047248280615
8.4505,-2.1994443286382515,-1.6426863028667416,2.044026971818721,-2.042755175111688,-1.5904465812145785,2.6699834113672165
8.4543,-2.199840368686711,-1.6426094483091538,2.0434894005431694,-2.04275828111685,-1.5904440581100967,2.6692236700402328
8.4587,-2.2001909498157652,-1.6425386370252608,2.0430038874681076,-2.0427613044856554,-1.5904416008472453,2.6685234355123035
8.4626,-2.2005014231921303,-1.6424733510922236,2.0425658051219386,-2.042764247370166,-1.590439207747642,2.6678800354931353
8.4664,-2.2012572287494425,-1.6423116088639016,2.041585558966379,-2.0427671118738466,-1.590436877170307,2.6668746658221414
8.4705,-2.201933125869691,-1.6421614957357968,2.0406906911966343,-2.042769900051984,-1.5904346075112972,2.6659456616734403
8.4744,-2.2025367371669518,-1.6420221900444283,2.039876607259225,-2.042772613912169,-1.5904323972032983,2.665091043785219
8.4785,-2.2030752586669653,-1.6418929169104226,2.039138149939918,-2.0427752554148255,-1.59043024471519,2.6643078183544104
8.4827,-2.2035553884499333,-1.6417729482306982,2.0384698767355705,-2.0427778264737895,-1.590428148551577,2.663592296285594
8.4866,-2.2039832923959444,-1.6416616019877899,2.0378662711748614,-2.042780328956925,-1.5904261072522978,2.6629403531972278
8.4906,-2.2043645966947985,-1.6415582410436975,2.0373218985533814,-2.0427827646867773,-1.5904241193919095,2.66234763557732
8.4943,-2.2047043989817126,-1.6414622715561389,2.036831516181671,-2.042785135441258,-1.590422183579153,2.6618097198101887
8.4984,-2.205007291837973,-1.641373141129653,2.03639014733091,-2.0427874429543533,-1.590420298456403,2.661322231198344
8.5025,-2.2057375051578623,-1.6408985985080633,2.035396144587454,-2.0427896889168573,-1.5904184626991034,2.6607353616229803
8.5065,-2.206394963799313,-1.640447847460562,2.034491089270499,-2.0427918749771243,-1.590416675015191,2.660202715872716
8.5104,-2.206985965799507,-1.6400211676718872,2.033669795325211,-2.0427940027418345,-1.5904149341445097,2.6597199583753097
8.5142,-2.2075165760061033,-1.6396185003419264,2.0329265780214176,-2.042796073776774,-1.5904132388582193,2.659282890870084
8.5183,-2.2079925373143343,-1.639239510934603,2.0322555331612318,-2.0427980896076243,-1.5904115879581942,2.658887509755959
8.5226,-2.208419217014545,-1.6388836455413505,2.0316507465488858,-2.042800051720757,-1.5904099802764242,2.658530042821284
8.5265,-2.208801579605701,-1.6385501805934997,2.03110644554183,-2.0428019615640363,-1.590408414674408,2.6582069700352413
8.5306,-2.2091441790201505,-1.6382382659832744,2.030617103801262,-2.042803820547621,-1.590406890042549,2.657915032297719
8.5345,-2.209750286363543,-1.63740204318013,2.029568935557547,-2.0427667959244564,-1.5904054052995498,2.657649836768321
8.5386,-2.210296971518981,-1.6366034182568083,2.0286162986520933,-2.0427313366464888,-1.5904039593918091,2.6574101595387316
8.5428,-2.210789480097452,-1.635845504533672,2.0277534946239375,-2.042697343028675,-1.590402551292821,2.6571934904590933
8.5466,-2.211232795267007,-1.6351301756327281,2.0269742833546216,-2.0426641333185946,-1.590401180002577,2.656997549762386
8.5505,-2.2116315909495037,-1.6344582671617196,2.0262721953427616,-2.0426312499631134,-1.5903998445469745,2.6568202730226083
8.5545,-2.211990206806365,-1.633829767351698,2.0256407644008876,-2.042598734234655,-1.590398543977228,2.6566597953197038
8.5586,-2.212312639411767,-1.6332439911969716,2.025073694584889,-2.042566623335807,-1.5903972773692874,2.656514435254182
8.5630,-2.212602545104839,-1.6326997350877048,2.0245649742806613,-2.0425349505772576,-1.590396043823264,2.656382679266256
8.5666,-2.2131493120430434,-1.6315627969232465,2.02364439323791,-2.0425033387132596,-1.5903948424628616,2.6562631537797694
8.5707,-2.21364447483107,-1.630491084162533,2.0228121431235815,-2.04247222242418,-1.5903936724348142,2.656154650452175
8.5744,-2.21409240611446,-1.6294877286126228,2.022061714276328,-2.0424416254024926,-1.5903925329083362,2.656056072113978
8.5785,-2.21449727499006,-1.628553856583332,2.021386484529123,-2.0424115681155204,-1.5903914230745746,2.6559664344676768
8.5827,-2.2148630079997464,-1.6276890043661165,2.0207799244195446,-2.042382068000337,-1.5903903421460757,2.6558848547528884
8.5866,-2.2151932671253043,-1.6268914909958185,2.020235741096584,-2.042353139656602,-1.5903892893562563,2.655810541393774
8.5906,-2.2154914406015878,-1.6261587415739152,2.0197479736275343,-2.0423247950361088,-1.5903882639588867,2.655742784590446
8.5945,-2.215760643143161,-1.6254875596313418,2.019311050744667,-2.0422970436280132,-1.5903872652275808,2.6556809478028995
8.5983,-2.2162792859467,-1.6245879359383955,2.0187646863762994,-2.0422698882900554,-1.5903862924552974,2.6556244599528656
8.6027,-2.2167510534964445,-1.6237621360903682,2.018274001673219,-2.0422433385288064,-1.5903853449538508,2.655572808867876
8.6064,-2.217179671589803,-1.6230067425171848,2.0178336436270032,-2.042217397507591,-1.5903844220534296,2.6555255347097804
8.6104,-2.21756872978334,-1.6223177684604375,2.017438635121235,-2.042192066609167,-1.5903835231021262,2.6554822245406893
8.6146,-2.217921640781417,-1.6216908949856268,2.017084390490629,-2.0421673455894407,-1.5903826474654765,2.6554425073478245
8.6186,-2.2182416149698287,-1.6211216562889257,2.0167667156353732,-2.0421432327237694,-1.5903817945260081,2.655406049596895
8.6225,-2.2185316466502054,-1.6206055804809116,2.0164817973493876,-2.0421197249457363,-1.5903809636827988,2.6553725512613795
8.6263,-2.2187945091139807,-1.620138293096763,2.0162261854664956,-2.0420968179783494,-1.5903801543510447,2.6553417422791448
8.6306,-2.2190327562245327,-1.6197155901588627,2.0159967705575412,-2.0420745064576855,-1.5903793659616383,2.655313379391936
8.6346,-2.2196459631868186,-1.619190181814497,2.015928467379828,-2.0420527840038654,-1.590378597960755,2.655287243326215
8.6385,-2.2202082066943514,-1.6187138345812573,2.0158673025603835,-2.042031643466424,-1.59037784980945,2.655263136283895
8.6426,-2.220722665220959,-1.6182824276888663,2.01581245281239,-2.042011076888555,-1.5903771209832653,2.6552408796993525
8.6466,-2.221192603543139,-1.6178920323615624,2.015763196829765,-2.0419910756479265,-1.590376410971843,2.65522031224373
8.6507,-2.2216212843755017,-1.6175389471807866,2.0157189020232207,-2.0419716305446762,-1.5903757192785517,2.6552012880444447
8.6545,-2.2220119024281706,-1.6172197180488252,2.01567901302541,-2.0419527318829425,-1.5903750454201189,2.6551836750972084
8.6586,-2.222367536964838,-1.6169311465148724,2.0156430417307987,-2.0419343695461984,-1.5903743889262738,2.6551673538492917
8.6626,-2.222691119325619,-1.6166702895304272,2.0156105586649784,-2.041916533066671,-1.5903737493393986,2.6551522159350984
8.6664,-2.223790525811819,-1.6164330901782253,2.015704490284286,-2.0419443795018433,-1.5903731262141882,2.6551381630471806
8.6705,-2.2248118526369343,-1.6162185783071843,2.0157891871856157,-2.041971047294805,-1.5903725191173186,2.655125105927746
8.6744,-2.22575559433845,-1.6160245137573308,2.015865712411059,-2.041996607090378,-1.590371927627123,2.6551129634672415
8.6785,-2.2266236970467337,-1.6158488672318647,2.0159349895147027,-2.0420211242414474,-1.590371351333278,2.6551016618982763
8.6826,-2.2274191638220153,-1.615689804852176,2.015997823070806,-2.0420446592706294,-1.5903707898364954,2.6550911340743366
8.6866,-2.2281457238265707,-1.6155456725628472,2.0160549158448493,-2.042067268286141,-1.5903702427482234,2.655081318823978
8.6906,-2.228807562694017,-1.6154149808287674,2.0161068832226365,-2.04208900335696,-1.5903697096903553,2.6550721603722223
8.6944,-2.2294091086321774,-1.6152963899260038,2.0161542653772377,-2.0421099128517386,-1.5903691902949457,2.6550636078218246
8.6985,-2.2305426063611136,-1.6150659322176097,2.016405549481453,-2.0421304469376884,-1.590368684203934,2.6550556146878947
8.7025,-2.2315827893748237,-1.6148556219780508,2.016632998642629,-2.0421502243414555,-1.5903681910688754,2.655048138480093
8.7065,-2.2325330233058973,-1.6146636809603603,2.0168394500753237,-2.0421692852415734,-1.5903677105506786,2.655041140327269
8.7105,-2.2333977993927903,-1.6144884714986418,2.0170273405994377,-2.042187667087707,-1.5903672423193511,2.6550345846399894
8.7144,-2.2341823274254144,-1.6143284903677602,2.0171987715107966,-2.04220540481702,-1.5903667860537511,2.655028438806907
8.7185,-2.2348922133444455,-1.6141823615478121,2.0173555616462036,-2.0422225310510655,-1.5903663414413454,2.655022672921374
8.7229,-2.2355332114277813,-1.614048828350247,2.017499291017153,-2.042239076275166,-1.590365908177974,2.655017259535105
8.7264,-2.236111039861412,-1.6139267452522785,2.017631336865423,-2.042255069002026,-1.5903654859676224,2.655012173436043
8.7304,-2.2366312485835147,-1.6138150696973943,2.0177529035962563,-2.0422705359211353,-1.5903650745221978,2.6550073914479055
8.7347,-2.237706853700805,-1.613711725308612,2.0179470215701114,-2.042285505779332,-1.5903646735613137,2.65500289224915
8.7386,-2.2386854275817365,-1.6136170709651492,2.018125122548869,-2.0422999981299967,-1.5903642828120779,2.654998656209362
8.7426,-2.239572466680804,-1.6135303187232706,2.018288921764732,-2.042314078330351,-1.5903639020088887,2.6549946652412677
8.7467,-2.2403741091980978,-1.6134507539331753,2.0184399144342873,-2.042327903981899,-1.590363530893235,2.654990902666788
8.7506,-2.2410967984609123,-1.6133777287258544,2.0185794083700976,-2.0423414724090594,-1.590363169213502,2.6549873530957
8.7546,-2.2417470297965454,-1.6133106559607566,2.0187085511389062,-2.0423547816064747,-1.5903628167247843,2.6549840023156417
8.7584,-2.242331166971479,-1.6132490036336864,2.0188283527771986,-2.0423678301928154,-1.5903624731887,2.6549808371923254
8.7625,-2.242855314928046,-1.61319228973421,2.0189397048700077,-2.0423806173662857,-1.5903621383732143,2.6549778455789403
8.7664,-2.2439462137374817,-1.6130367770666179,2.0191682616884847,-2.042393142900694,-1.5903618120524652,2.6549750162338412
8.7703,-2.2449352904776156,-1.6128927544469147,2.019377276880918,-2.042405406987431,-1.5903614940065953,2.654972338745705
8.7744,-2.2458289183629145,-1.612759371648902,2.0195688605477327,-2.042417410313979,-1.5903611840215874,2.6549698034654337
8.7788,-2.2466340035920638,-1.6126358324992178,2.0197448470837376,-2.042429153987181,-1.590360881889105,2.654967401444143
8.7830,-2.2473576496719807,-1.6125213936808123,2.0199068370295463,-2.042440639497722,-1.5903605874063382,2.654965124376659
8.7866,-2.248006910314138,-1.6124153630092564,2.0200562317409467,-2.042451868686416,-1.5903603003758515,2.654962964549988
8.7907,-2.248588614848957,-1.6123170973347631,2.0201942622434768,-2.042462843712264,-1.5903600206054385,2.6549609147962983
8.7943,-2.249109251344557,-1.6122260001931994,2.020322013354734,-2.0424735670222596,-1.5903597479079783,2.6549589684499773
8.7983,-2.249574894445153,-1.6121415193043547,2.02044044393638,-2.0424840413228975,-1.590359482101298,2.654957119308394
8.8026,-2.250616822772706,-1.6120621809297921,2.020628538585909,-2.0424942695537474,-1.5903592230080381,2.6548936359298874
8.8064,-2.2515590265227594,-1.6119885415544084,2.020797444634834,-2.042504254861031,-1.5903589704555203,2.654832677469712
8.8108,-2.252408389941285,-1.6119201617690044,2.0209746297177826,-2.042514000575189,-1.5903587242756214,2.654774171913247
8.8145,-2.2531721228927606,-1.611856636308598,2.021159248944744,-2.04252351018833,-1.590358484304649,2.654718045136478
8.8186,-2.253857472894904,-1.6117975916527194,2.0213497492857617,-2.042532787333539,-1.5903582503832214,2.654664221585969
8.8227,-2.2544715184397877,-1.6117426837263498,2.021544657670736,-2.0425418357655776,-1.5903580223561509,2.6546126248762136
8.8265,-2.255021027636572,-1.611691595713638,2.0217425931367075,-2.042550659342922,-1.590357800072329,2.654563178311051
8.8308,-2.2555123679365834,-1.6116440359916413,2.021942275733972,-2.042559262011068,-1.5903575833846177,2.6545158053356626
8.8345,-2.2564239809843323,-1.6115997273074818,2.022321025147642,-2.0426089954688758,-1.5903573721497406,2.6543432683660857
8.8387,-2.2572455679726833,-1.6115584321777474,2.0227097907301648,-2.0426581919332962,-1.5903571662281788,2.654174955851148
