t_rel_s,fx,fy,fz,tx,ty,tz
9.4126,-1.26246,3.11894,0.24247,0.15542,0.06950,0.06731
9.4230,-1.01793,3.23761,0.21386,0.15168,0.05916,0.07335
9.4324,-0.62846,3.18888,0.34575,0.15848,0.09050,0.17932
9.4424,-0.90147,3.12427,0.17725,0.15225,0.07185,0.06974
9.4525,-0.73006,3.10333,0.01349,0.13903,0.07321,0.08126
9.4626,-0.73501,3.21302,0.11388,0.14706,0.08091,0.09054
9.4727,-0.89170,3.52282,-0.19834,0.14344,0.07763,0.09157
9.4827,-0.69595,3.05965,0.00883,0.13960,0.06751,0.09231
9.4925,-0.55628,3.40994,-0.02591,0.15160,0.07691,0.08359
9.5026,-0.44745,3.29567,0.15991,0.14451,0.07496,0.03563
9.5122,-0.66296,3.45527,-0.74660,0.14659,0.09731,0.04677
9.5224,-0.83815,3.67376,0.25627,0.14003,0.08231,0.06334
9.5324,-0.63045,3.53627,0.37479,0.13949,0.08236,0.08338
9.5426,-0.83601,3.09576,0.35635,0.14143,0.07702,0.08012
9.5525,-0.76193,3.66752,0.41791,0.14152,0.08525,0.08200
9.5623,-0.77634,3.48668,0.33787,0.14890,0.07282,0.08382
9.5726,-0.77193,3.18533,0.17577,0.16452,0.09560,0.08903
9.5825,-0.64276,3.20477,0.30088,0.15570,0.08433,0.09114
9.5922,-0.60435,3.09397,0.47200,0.14791,0.08880,0.08927
9.6025,-0.57281,2.81244,0.78184,0.16181,0.08056,0.09393
9.6125,-0.41953,3.00976,0.61386,0.14559,0.08031,0.09001
9.6225,-0.87905,3.12793,0.19006,0.16120,0.06906,0.08617
9.6325,-0.77688,3.06038,0.36926,0.14798,0.06738,0.07807
9.6426,-0.84735,3.27609,0.24461,0.15224,0.07176,0.06102
9.6522,-0.88000,3.27719,0.13737,0.15562,0.08874,0.04102
9.6623,-0.66221,3.03479,0.24367,0.15143,0.08539,0.03170
9.6725,-0.88986,3.30273,0.34102,0.14862,0.08587,0.01808
9.6826,-0.74014,3.09282,0.13363,0.16686,0.08305,0.00411
9.6925,-1.04694,3.36628,0.13005,0.14299,0.06220,-0.00061
9.7023,-1.09043,3.14042,0.10129,0.16476,0.08094,0.00079
9.7126,-0.61417,3.53331,-0.16581,0.15672,0.08425,-0.01037
9.7224,-0.74372,3.61991,-0.22750,0.15181,0.09524,-0.00912
9.7324,-0.93723,3.02798,0.08928,0.16222,0.08719,-0.00950
9.7425,-0.96602,3.03946,0.15723,0.15803,0.07033,0.00126
9.7523,-0.34395,3.22950,0.06952,0.16552,0.08332,-0.00261
9.7622,-0.12290,2.93960,0.04207,0.16804,0.09755,-0.00404
9.7724,-0.37084,3.46309,0.04374,0.16608,0.10252,0.00649
9.7827,-0.75494,3.07371,0.06265,0.16357,0.09799,0.01572
9.7923,-0.70531,3.27875,0.25213,0.16226,0.09204,0.01911
9.8026,-0.19891,2.78255,0.17965,0.16130,0.08087,0.04144
9.8124,-0.48381,2.86056,0.15771,0.16710,0.08136,0.05485
9.8230,-0.88313,3.42629,-0.16208,0.15941,0.08016,0.07614
9.8324,-0.70819,3.24844,0.00703,0.16201,0.09173,0.08629
9.8425,-0.84098,3.05817,0.13712,0.15902,0.08676,0.08428
9.8525,-1.14128,3.58773,0.08405,0.15717,0.08007,0.08300
9.8626,-0.96687,2.83908,0.10742,0.15546,0.08278,0.08243
9.8724,-0.55441,2.91984,-0.01360,0.16438,0.09692,0.08699
9.8823,-0.86904,3.28647,0.09535,0.16396,0.09626,0.07512
9.8925,-0.66238,3.23573,0.20959,0.14384,0.09697,0.08123
9.9023,-1.04945,3.53346,-0.12243,0.15208,0.08292,0.07365
9.9125,-1.17251,3.27292,-0.14428,0.15020,0.07694,0.05627
9.9223,-1.10692,3.39202,-0.16732,0.16673,0.06761,0.03056
9.9325,-0.85112,3.62284,-0.42863,0.15662,0.08012,0.00368
9.9430,-1.01236,4.01929,-0.43206,0.14707,0.08389,-0.03618
9.9526,-1.12444,3.99532,0.44920,0.18238,0.08317,-0.04958
9.9626,-1.47279,3.63484,-0.04410,0.17527,0.11813,-0.10884
9.9725,-0.55812,3.88651,-0.12792,0.15827,0.13500,-0.12567
9.9827,-1.80557,3.81544,-0.57852,0.16385,-0.02291,-0.11791
9.9926,-1.16884,3.95003,-0.83633,0.16467,0.09311,-0.00212
10.0024,-0.93867,4.08534,-0.94740,0.14880,0.07924,-0.00585
10.0125,-0.98413,4.32652,-0.41829,0.12550,0.05059,-0.07588
10.0226,-0.60851,4.33525,-0.65676,0.13390,0.08159,-0.09622
10.0324,-0.65170,4.57886,-0.82994,0.14693,0.06481,-0.13194
10.0424,-0.96981,5.24633,-1.56318,0.05529,0.08505,-0.09822
10.0525,-0.96109,4.83125,-1.63360,0.07758,0.08163,-0.10001
10.0625,-0.96821,4.57939,-1.73667,0.10854,0.08608,-0.09631
10.0724,-1.19206,5.03921,-1.87059,0.08243,0.08912,-0.09739
10.0822,-0.87353,4.38850,-1.61752,0.10074,0.07312,-0.09010
10.0924,-1.07488,4.22123,-1.43284,0.09389,0.08099,-0.09240
10.1028,-0.70141,4.15541,-0.82786,0.10807,0.07192,-0.09234
10.1124,-0.89444,4.16865,-0.66324,0.13268,0.06658,-0.08506
10.1227,-0.61776,3.71968,-0.38222,0.15269,0.06640,-0.08619
10.1324,-0.90727,3.74115,-0.37245,0.14908,0.07177,-0.09014
10.1426,-1.15495,3.88293,-0.47527,0.14874,0.06668,-0.08817
10.1527,-0.74493,3.68166,-0.40169,0.15240,0.05105,-0.08314
10.1625,-0.90233,3.78063,-0.35996,0.14380,0.06226,-0.08476
10.1724,-0.72122,3.84155,-0.26385,0.14844,0.06398,-0.08084
10.1825,-0.83947,3.67144,-0.06335,0.15174,0.07068,-0.09151
10.1925,-0.72348,3.70707,0.05182,0.14924,0.06641,-0.11036
10.2025,-0.62944,3.74251,0.11392,0.15434,0.08639,-0.10764
10.2124,-0.68448,3.79465,0.04605,0.16018,0.08131,-0.11208
10.2225,-0.67674,3.58376,0.05242,0.15344,0.08143,-0.11223
10.2322,-0.67500,3.83170,0.09140,0.15437,0.06967,-0.11183
10.2425,-0.64602,4.00848,-0.36569,0.14422,0.06387,-0.11107
10.2526,-0.53873,3.76036,-0.27703,0.15276,0.08452,-0.11643
10.2626,-0.82452,3.83225,-0.31383,0.14860,0.07075,-0.11051
10.2727,-0.98532,4.22735,-0.47721,0.13419,0.07001,-0.11096
10.2828,-0.80407,4.05859,-0.41863,0.12909,0.06968,-0.11014
10.2925,-0.70989,4.30827,-0.33432,0.13211,0.08014,-0.11154
10.3025,-0.79242,4.39141,-0.45659,0.12952,0.08667,-0.10825
10.3127,-0.57108,4.21885,-0.30503,0.13205,0.08198,-0.10489
10.3226,-0.85771,4.14337,-0.53081,0.14204,0.08482,-0.11275
10.3324,-0.58896,3.88362,-0.53430,0.15279,0.07818,-0.10254
10.3425,-0.79723,3.94546,-0.71043,0.15487,0.07758,-0.10896
10.3524,-0.51911,3.77009,-0.68227,0.15156,0.06894,-0.10491
10.3624,-0.76776,3.98201,-0.95166,0.16008,0.07765,-0.10849
10.3724,-0.53326,3.82106,-0.84871,0.16107,0.08569,-0.10335
10.3824,-1.05653,3.68280,-0.87061,0.16368,0.10489,-0.10165
10.3924,-0.60347,3.85490,-0.80815,0.18422,0.10092,-0.09110
10.4025,-0.74489,3.67333,-0.97296,0.17580,0.08123,-0.07837
10.4124,-0.79341,3.70411,-0.77654,0.17894,0.07681,-0.06615
10.4223,-0.97562,3.58147,-0.78598,0.17833,0.06603,-0.04981
10.4323,-1.10027,3.65600,-0.62930,0.18198,0.05971,-0.03557
10.4430,-1.12430,3.50084,-0.83021,0.17589,0.05150,-0.03251
10.4526,-0.94276,3.94432,-0.82450,0.17303,0.04889,-0.01757
10.4625,-1.16418,3.90345,-0.73054,0.17545,0.05548,-0.01293
10.4726,-1.03398,3.65664,-0.65461,0.17091,0.05307,-0.00413
10.4824,-1.16168,3.55561,-0.46802,0.16807,0.06200,-0.00183
10.4925,-1.13349,3.48254,-0.11141,0.16142,0.06038,0.00752
10.5026,-0.86887,3.33770,0.05186,0.15929,0.08477,0.00138
10.5126,-0.84983,3.52122,0.39275,0.17673,0.08941,0.00339
10.5225,-0.68551,3.32139,0.37414,0.18132,0.09247,0.00457
10.5325,-0.70308,2.94503,0.39674,0.19220,0.09675,0.00216
10.5428,-0.78936,3.18853,0.50421,0.18198,0.09751,0.00226
10.5524,-0.79590,3.01889,0.82560,0.18014,0.10479,-0.00010
10.5624,-0.65039,2.68480,1.28061,0.19408,0.11317,0.00221
10.5725,-0.31858,2.64053,1.51940,0.19150,0.10878,0.00117
10.5824,-0.37008,3.22365,1.28133,0.17013,0.10059,-0.00012
10.5925,-0.27967,3.29201,1.55119,0.16747,0.10112,0.00135
10.6029,-0.70028,2.57207,1.98461,0.19437,0.11747,-0.00188
10.6124,-0.41292,2.98828,1.45670,0.19738,0.11458,-0.00576
10.6225,-0.47509,3.06024,1.18518,0.19570,0.09935,-0.00885
10.6324,-0.39826,2.65530,1.28879,0.20452,0.09737,-0.01641
10.6426,-0.89206,3.37391,0.80835,0.18215,0.09821,-0.01542
10.6525,-0.49041,4.30587,0.32059,0.14751,0.06880,-0.02219
10.6628,-0.24486,2.46038,1.12769,0.21763,0.09965,-0.02410
10.6724,-0.43961,3.33904,1.69465,0.16621,0.10200,-0.02680
10.6822,-1.17810,4.90287,1.44176,0.14206,0.08880,-0.02915
10.6925,-1.22146,4.23921,1.10575,0.14733,0.07448,-0.03649
10.7026,-0.89910,4.23908,0.84305,0.19866,0.07109,-0.05087
10.7124,-1.25931,4.81517,0.26921,0.16129,0.09370,-0.04759
10.7229,-1.38787,4.78993,-0.06366,0.12856,0.06579,-0.04823
10.7325,-0.98522,4.20387,0.06002,0.18048,0.08522,-0.06377
10.7424,-0.87810,4.35620,-0.48035,0.17225,0.08709,-0.06677
10.7524,-1.56580,4.82395,-0.60688,0.13053,0.06177,-0.07400
10.7626,-1.43273,5.03485,-0.58056,0.12531,0.05238,-0.07310
10.7725,-1.08992,4.87406,-0.41697,0.13378,0.06698,-0.09367
10.7825,-1.14290,3.79546,-0.78522,0.15988,0.08046,-0.10294
10.7926,-1.06154,4.18271,-0.61663,0.14838,0.07203,-0.10942
10.8025,-1.17377,4.20570,-0.52632,0.15977,0.05724,-0.11564
10.8125,-0.91940,4.44921,-0.29706,0.16011,0.10385,-0.11719
10.8224,-0.81686,4.33533,0.16291,0.15925,0.06274,-0.11267
10.8325,-0.36534,3.45950,0.48028,0.17331,0.09949,-0.10700
10.8423,-0.40922,4.02240,0.30479,0.17315,0.10203,-0.11578
10.8525,-0.70030,4.46683,-0.25891,0.15230,0.07960,-0.10947
10.8626,-0.67590,3.29709,-0.01680,0.18794,0.09747,-0.11293
10.8725,-0.39604,3.03813,0.55435,0.19266,0.10864,-0.11760
10.8825,-1.11914,4.12782,0.21107,0.15552,0.08459,-0.11329
10.8923,-0.92330,3.96244,0.19026,0.16694,0.08914,-0.11402
10.9025,-0.75403,3.64134,0.52903,0.18461,0.08329,-0.11431
10.9126,-0.70040,4.59262,0.01989,0.15373,0.08402,-0.11469
10.9228,-1.05220,3.90486,-0.05361,0.16892,0.07909,-0.11757
10.9324,-0.90515,4.68878,-0.00852,0.14687,0.07289,-0.11740
10.9430,-0.70459,4.62394,-0.20883,0.13852,0.08262,-0.11801
10.9527,-1.16910,4.27052,-0.37984,0.14836,0.06534,-0.11753
10.9624,-1.14168,4.36885,-0.29566,0.15242,0.08663,-0.11679
10.9725,-0.78982,4.16406,-0.30450,0.14257,0.07781,-0.11411
10.9825,-1.42248,4.98285,-0.15647,0.12448,0.06689,-0.11183
10.9925,-1.22302,4.26484,-0.40155,0.13927,0.07584,-0.11656
11.0025,-1.07481,4.13409,-0.21936,0.15764,0.08289,-0.11576
11.0124,-0.86816,4.67618,-0.11864,0.14987,0.07103,-0.11900
11.0224,-1.25055,4.19924,-0.19270,0.16873,0.08650,-0.12064
11.0328,-1.24309,4.48765,-0.25260,0.15902,0.07959,-0.12009
11.0425,-1.00082,4.23512,0.10038,0.15728,0.07938,-0.11633
11.0527,-1.08466,3.92513,0.09601,0.17160,0.08138,-0.12023
11.0628,-0.92955,4.60467,-0.03902,0.16280,0.07737,-0.12164
11.0724,-1.00164,4.41403,0.46978,0.15825,0.08244,-0.12154
11.0825,-1.15692,4.75080,0.04585,0.14905,0.06733,-0.11460
11.0925,-1.16729,4.95760,0.47106,0.14617,0.07672,-0.11493
11.1026,-0.80394,4.12059,1.07446,0.17061,0.09689,-0.11757
11.1124,-0.64234,4.14378,1.16235,0.17303,0.07951,-0.11657
11.1226,-0.81555,4.30950,0.70314,0.17338,0.08417,-0.11499
11.1323,-1.30406,4.96186,0.33479,0.15005,0.07209,-0.11455
11.1424,-0.84665,4.46216,0.29722,0.15260,0.10971,-0.11498
11.1525,-0.74654,3.54779,-0.02856,0.18364,0.08023,-0.12236
11.1630,-0.84609,4.35099,0.53459,0.16492,0.09167,-0.11475
11.1725,-1.09866,4.11518,0.65333,0.18395,0.09246,-0.12536
11.1824,-1.16380,4.02231,0.72492,0.18513,0.08300,-0.11433
11.1924,-1.55672,4.05344,0.45459,0.17148,0.07555,-0.11623
11.2026,-1.96863,3.95942,0.17940,0.17932,0.06028,-0.12312
11.2124,-2.12244,3.89357,-0.51296,0.18611,0.05393,-0.12440
11.2225,-1.82851,3.39986,-0.61724,0.19436,0.05423,-0.11855
11.2325,-2.67657,3.71820,-0.24632,0.19334,0.04285,-0.12623
11.2425,-1.84622,3.44757,0.22835,0.20096,0.05468,-0.12295
11.2525,-2.66108,3.39696,0.28138,0.20274,0.03425,-0.12360
11.2625,-2.09557,3.67806,-0.49474,0.19714,0.03241,-0.12811
11.2724,-2.69818,3.36359,-0.70024,0.18587,0.02864,-0.12053
11.2826,-2.31144,3.54981,-1.26717,0.18729,0.02088,-0.12621
11.2926,-1.87526,3.19275,-1.43194,0.21740,0.06276,-0.12481
11.3026,-3.43008,3.19911,-0.84834,0.21104,-0.04256,-0.13432
11.3125,-2.16881,3.75268,0.01440,0.20187,0.05715,-0.13038
11.3227,-1.39291,3.53963,0.29119,0.21419,0.07344,-0.13730
11.3324,-2.10657,3.99656,0.34827,0.18264,0.05333,-0.12813
11.3426,-0.58109,4.61534,-0.35078,0.16353,0.12031,-0.13081
11.3528,-0.91901,3.64609,-0.61669,0.20485,0.07337,-0.13790
11.3625,-0.07631,3.94731,-0.90609,0.18609,0.08341,-0.12798
11.3725,-0.80617,4.14825,-0.60085,0.16957,0.09144,-0.13202
11.3826,0.75170,3.97910,-0.24262,0.18581,0.11653,-0.13222
11.3925,0.41952,4.86004,-0.17950,0.16774,0.14595,-0.12674
11.4026,0.30035,4.94876,-0.02855,0.17361,0.12143,-0.13370
11.4125,0.85214,5.01961,-0.23567,0.15044,0.15487,-0.13272
11.4224,0.13285,4.41385,-0.55950,0.17392,0.12663,-0.12807
11.4326,-0.37839,4.75540,-0.49185,0.15968,0.14297,-0.13180
11.4427,-0.16593,4.63823,-0.10084,0.17080,0.14200,-0.12705
11.4525,-0.40038,4.11103,0.03123,0.19744,0.12759,-0.13060
11.4625,0.02195,4.80066,-0.38852,0.15251,0.12434,-0.12758
11.4726,0.50335,4.45804,-0.56995,0.16854,0.15124,-0.13339
11.4823,0.53800,4.42097,-0.60539,0.16932,0.14874,-0.13111
11.4924,-0.01923,4.64117,-0.71439,0.16669,0.13855,-0.13348
11.5026,0.08613,4.42010,-0.84662,0.17668,0.11623,-0.12981
11.5124,-0.66454,3.90518,-0.51339,0.19373,0.11210,-0.13014
11.5225,-0.85020,4.33999,-0.00721,0.18169,0.08482,-0.12898
11.5323,-1.60683,5.08028,0.37483,0.16328,0.07496,-0.12723
11.5425,-1.35513,4.56986,0.19726,0.17260,0.08595,-0.13649
11.5525,-1.02922,3.88096,-0.12766,0.19485,0.07648,-0.13676
11.5625,-1.48515,4.44926,-0.30399,0.17292,0.07406,-0.13174
11.5727,-1.64386,4.17669,-0.76853,0.19145,0.07265,-0.13357
11.5823,-0.91654,4.44785,-0.46664,0.17635,0.07496,-0.12757
11.5926,-1.18179,4.26848,-0.86161,0.18556,0.07475,-0.13529
11.6025,-1.77847,4.08887,-0.63950,0.19369,0.03215,-0.13014
11.6125,-0.17804,3.77384,-0.33770,0.18892,0.11733,-0.12540
11.6226,-1.05919,3.04940,0.31723,0.21537,0.06855,-0.12433
11.6325,-0.90623,3.85822,-0.16771,0.18602,0.10115,-0.13307
11.6426,-0.83929,3.32594,-0.19571,0.20124,0.08980,-0.13135
11.6525,-1.29918,2.67510,-0.24559,0.23120,0.08006,-0.13129
11.6626,-0.47834,3.42397,-0.44814,0.20630,0.08957,-0.12606
11.6724,-1.65714,3.50827,-0.17055,0.19965,0.06059,-0.12125
11.6824,-0.77541,3.24070,-0.25765,0.21151,0.09163,-0.13180
11.6924,-0.74656,3.35904,0.51422,0.21262,0.10387,-0.13347
11.7023,-1.14672,3.13658,-0.01433,0.20977,0.05970,-0.13111
11.7125,0.19826,3.91143,0.14235,0.18948,0.12027,-0.13411
11.7231,-0.57348,3.40713,0.12024,0.20543,0.09513,-0.12723
11.7326,-1.38000,2.93351,0.04300,0.20405,0.05429,-0.12450
11.7424,-0.60961,3.88190,-0.14493,0.18951,0.09601,-0.11738
11.7527,-1.09753,3.81163,0.00368,0.21480,0.06334,-0.13721
11.7625,-0.77776,3.79229,0.00449,0.20947,0.07135,-0.12516
11.7724,-0.42753,3.38394,-0.27809,0.20579,0.07862,-0.11635
11.7826,0.22868,3.97690,-0.33797,0.19689,0.10515,-0.12316
11.7925,-0.16052,4.13877,-0.47759,0.18280,0.10627,-0.12142
11.8024,-1.57632,3.20226,-0.68376,0.22030,0.02462,-0.13447
11.8123,-0.12249,3.81645,-0.85277,0.18760,0.09745,-0.13674
11.8225,-0.89884,3.31535,-0.31242,0.20261,0.07838,-0.13035
11.8323,-0.90379,3.68499,-0.13348,0.21795,0.06194,-0.13161
11.8425,0.85536,4.20715,-0.60995,0.18022,0.11539,-0.13373
11.8525,0.87232,4.19643,-0.65579,0.17588,0.13509,-0.13095
11.8625,-0.65816,3.44750,-0.85224,0.19389,0.07396,-0.12607
11.8725,-0.52336,4.11381,-0.85233,0.18842,0.08032,-0.11954
11.8825,-0.91561,4.00086,-0.71753,0.19045,0.07617,-0.12763
11.8925,-1.19639,4.11760,-0.21987,0.20074,0.06695,-0.13226
11.9025,-2.21265,3.43982,0.05733,0.20847,0.01916,-0.15059
11.9127,-0.15178,3.87527,-0.48995,0.19566,0.08370,-0.13197
11.9225,-0.78148,3.61222,0.03790,0.18359,0.07251,-0.12265
11.9327,-1.71476,3.20620,0.52117,0.20895,0.03351,-0.12789
11.9424,-1.20041,3.89632,0.18688,0.19764,0.06382,-0.13034
11.9528,-1.32801,3.95440,0.46166,0.19207,0.07393,-0.13760
11.9626,-0.95571,3.65490,0.64158,0.20974,0.06067,-0.13946
11.9724,-0.13039,3.68526,0.75905,0.22194,0.10451,-0.13829
11.9825,-0.02483,3.40872,0.16319,0.21278,0.08666,-0.13075
11.9925,-0.12075,3.64592,0.22583,0.20545,0.07494,-0.12752
12.0028,-1.70324,3.33055,0.71914,0.21054,0.02319,-0.12843
12.0127,-0.48040,3.99579,0.20466,0.17237,0.07700,-0.13285
12.0222,-0.03994,3.80174,0.31543,0.18200,0.08709,-0.13919
12.0325,-0.98248,3.35882,0.35250,0.22023,0.05743,-0.14512
12.0427,-0.55689,3.61714,-0.04023,0.21037,0.09208,-0.13563
12.0525,-0.09913,4.26613,-0.64625,0.18727,0.09434,-0.12068
12.0626,-0.59350,4.22350,-0.74451,0.18454,0.05904,-0.12319
12.0725,-0.65042,3.78103,-0.00967,0.20513,0.06797,-0.12884
12.0826,0.38055,3.84173,-0.28799,0.20136,0.11294,-0.12367
12.0924,-0.02131,4.26712,-0.63087,0.18777,0.10294,-0.13669
12.1025,-1.30492,3.55744,-0.82900,0.21740,0.03007,-0.13012
12.1124,-0.79184,4.29963,-1.15412,0.17831,0.08414,-0.13249
12.1224,-0.40390,4.54845,-0.99420,0.16425,0.08838,-0.13105
12.1325,-1.25205,4.12052,-0.90517,0.17264,0.05440,-0.12792
12.1425,0.65878,3.96227,-1.32949,0.19041,0.10396,-0.12966
12.1528,-0.92127,3.74963,-1.69515,0.19809,0.06055,-0.12887
12.1628,-0.12501,3.81940,-2.28346,0.19329,0.06196,-0.13226
12.1726,-0.94473,4.08331,-2.41645,0.17913,0.05110,-0.13469
12.1826,-0.05691,2.96750,-1.87322,0.22004,0.08654,-0.12227
12.1923,0.41141,2.98906,-2.15371,0.22325,0.11249,-0.11992
12.2026,-1.12012,2.76754,-2.52815,0.21500,0.04271,-0.14490
12.2124,-0.98528,2.79358,-2.92767,0.21178,0.03384,-0.14552
12.2225,-0.35262,2.65412,-2.66252,0.22356,0.08034,-0.12688
12.2324,-0.50937,3.36818,-2.10924,0.21241,0.07196,-0.12978
12.2424,0.21472,2.89355,-1.12193,0.20836,0.09128,-0.12661
12.2525,0.00038,3.87070,-0.93408,0.18627,0.07868,-0.11908
12.2625,-1.29892,3.56945,-0.86003,0.19923,0.05555,-0.12846
12.2725,-1.59810,4.05818,-1.35706,0.18423,0.05946,-0.12328
12.2825,-0.97980,4.16107,-1.29645,0.19103,0.07465,-0.12263
12.2926,-0.15060,4.13134,-0.62412,0.19695,0.11609,-0.11953
12.3026,-1.22837,4.28582,0.34180,0.15994,0.05005,-0.13084
12.3126,-1.46224,5.43096,0.37259,0.14142,0.03508,-0.14031
12.3226,-0.79842,6.34709,1.04505,0.11440,0.06923,-0.14951
12.3327,-1.59585,6.18943,1.33696,0.14478,0.05967,-0.12919
12.3425,0.22858,5.22910,1.63707,0.14974,0.10785,-0.13218
12.3525,0.68616,4.83958,0.82717,0.14478,0.12164,-0.13241
12.3625,-1.02574,4.75934,1.06300,0.15678,0.06821,-0.13124
12.3725,0.13159,5.64806,1.32420,0.13883,0.10647,-0.13466
12.3829,0.81399,5.52021,1.64068,0.13070,0.12057,-0.14491
12.3926,0.43397,4.78396,2.21107,0.14908,0.12694,-0.13207
12.4024,-0.07818,4.40181,2.21141,0.14145,0.07777,-0.13346
12.4124,0.64311,4.63277,0.94097,0.12283,0.10136,-0.12490
12.4225,-0.16030,3.83595,0.66352,0.16286,0.07675,-0.13019
12.4324,-0.57658,4.11623,0.50901,0.14335,0.05628,-0.12389
12.4425,0.02970,4.24267,0.57706,0.13953,0.07055,-0.12791
12.4526,0.21131,3.62505,1.28947,0.14210,0.07707,-0.13194
12.4626,0.02008,3.28422,1.48750,0.16566,0.05752,-0.11516
12.4724,-0.31336,3.41935,0.94273,0.16714,0.05048,-0.11850
12.4827,-0.45855,3.52877,0.27140,0.16114,0.07827,-0.11087
12.4927,-0.89948,3.75503,0.01294,0.15838,0.05291,-0.11178
12.5024,-1.96791,3.57083,0.29409,0.16852,-0.00104,-0.12657
12.5125,-1.79177,3.86383,0.27628,0.15743,0.00885,-0.15006
12.5226,-0.23511,3.34623,0.17129,0.18600,0.07361,-0.14011
12.5324,-0.83049,3.68525,0.46515,0.15936,0.05075,-0.13522
12.5425,0.41912,4.23343,0.00395,0.14469,0.09605,-0.12602
12.5528,0.93303,4.22443,0.07448,0.14292,0.11132,-0.13064
12.5626,0.46682,3.75792,0.31329,0.17063,0.07066,-0.13076
12.5725,0.52265,3.45394,0.24511,0.17256,0.09167,-0.12564
12.5826,-0.33812,3.97021,0.21762,0.14432,0.06543,-0.12855
12.5923,0.57052,4.36114,0.36736,0.13758,0.09642,-0.11854
12.6026,0.39327,3.41465,0.74517,0.17349,0.08713,-0.12609
12.6126,1.06524,3.74390,0.51978,0.15265,0.11382,-0.12224
12.6227,1.54840,3.24251,0.42198,0.17053,0.13158,-0.12264
12.6323,0.71704,3.10068,1.29396,0.17348,0.11260,-0.12889
12.6424,0.55725,3.64008,0.76685,0.15901,0.11072,-0.11388
12.6526,0.84807,3.84071,0.93827,0.16240,0.11188,-0.12055
12.6626,-0.04497,3.22930,1.09001,0.16962,0.08750,-0.11844
12.6722,0.70840,3.34481,1.29214,0.17101,0.10093,-0.11360
12.6825,0.64848,3.73685,1.04497,0.16409,0.09652,-0.11435
12.6926,0.32355,3.45725,1.15769,0.16269,0.10354,-0.11765
12.7023,0.09077,3.27716,1.16693,0.18343,0.09174,-0.11665
12.7128,0.03451,3.10626,1.30049,0.19428,0.08816,-0.12217
12.7225,-0.06199,3.43014,0.71472,0.17573,0.08883,-0.12081
12.7324,-0.13368,3.52544,0.70360,0.17811,0.07474,-0.12313
12.7426,-0.20883,3.44832,0.73919,0.18356,0.07587,-0.11519
12.7525,-0.18281,3.44183,0.77278,0.18409,0.08090,-0.11912
12.7625,-0.14196,3.15728,0.90512,0.19450,0.08122,-0.11336
12.7722,-0.37387,2.74275,0.79730,0.20174,0.06192,-0.11266
12.7825,-0.67045,3.31486,0.07267,0.18002,0.05509,-0.11098
12.7925,-0.60617,2.53275,0.26959,0.20817,0.06436,-0.11065
12.8026,-1.25642,3.52297,-0.03511,0.18002,0.02243,-0.10601
12.8125,-0.62564,2.58711,-0.15482,0.20831,0.04607,-0.08920
12.8222,-1.25478,2.92222,-0.62472,0.18916,0.03350,-0.07890
12.8325,-2.09851,2.69819,-0.49486,0.19666,-0.00489,-0.06724
12.8426,-1.72658,2.96440,-0.97693,0.18646,0.02343,-0.05649
12.8526,-2.43041,2.80963,-0.78428,0.19872,0.00473,-0.05614
12.8624,-2.70468,3.43976,-0.67590,0.17686,-0.00092,-0.05708
12.8726,-2.49060,2.78410,-0.46172,0.20875,-0.02159,-0.04875
12.8825,-2.65841,3.21469,-1.14140,0.20264,-0.00549,-0.05879
12.8926,-2.12702,3.18401,-0.76424,0.18843,0.01761,-0.05414
12.9025,-3.70747,3.69432,-0.53780,0.17181,-0.05998,-0.06583
12.9126,-2.56364,3.37042,-0.95133,0.18715,-0.04191,-0.07205
12.9224,-2.60521,4.08572,-1.34650,0.18281,-0.01511,-0.06923
12.9323,-3.22459,3.89315,-0.26143,0.15882,-0.02487,-0.07838
12.9426,-2.05956,4.37406,0.09147,0.16249,-0.00622,-0.09778
12.9525,-0.75118,3.70818,0.60737,0.19314,0.06106,-0.09175
12.9624,-0.75359,4.49307,0.35951,0.14883,0.05740,-0.09708
12.9725,0.17985,4.07622,0.46655,0.17072,0.08756,-0.09111
12.9825,-0.38752,4.45093,-0.14697,0.15645,0.08452,-0.09164
12.9923,0.32025,4.53354,-0.48695,0.15715,0.09140,-0.09285
13.0027,0.38588,4.70267,-0.95069,0.15153,0.08756,-0.09792
13.0124,0.85275,4.52138,-0.11548,0.14969,0.10015,-0.08492
13.0223,1.05220,4.28412,0.52697,0.15723,0.10565,-0.09163
13.0325,0.96960,5.16352,0.74190,0.12902,0.11823,-0.09034
13.0430,0.98568,4.43328,0.72801,0.16011,0.10931,-0.09539
13.0528,0.75413,4.72187,0.13354,0.14895,0.11655,-0.09258
13.0627,0.04638,4.91382,-0.69848,0.13272,0.08000,-0.09673
13.0725,-0.23799,4.89271,-0.78749,0.14277,0.07842,-0.09028
13.0825,0.01011,4.18887,-0.39734,0.15237,0.08739,-0.09599
13.0926,-1.36400,4.72293,-0.27618,0.15637,0.05989,-0.09199
13.1026,-2.23718,4.87017,-0.10801,0.14113,-0.01964,-0.09758
13.1123,-0.72690,5.08201,-0.09099,0.13305,0.05957,-0.09941
13.1227,-1.42023,4.70684,0.10509,0.14826,0.02940,-0.08839
13.1326,-2.92464,5.27136,-0.44561,0.13118,-0.01451,-0.10290
13.1431,-1.57173,4.23609,-0.21519,0.15538,0.04360,-0.10387
13.1525,-1.69572,4.41824,-0.47849,0.17076,0.04085,-0.09806
