t_rel_s,fx,fy,fz,tx,ty,tz
19.9023,-0.94598,3.64069,0.21676,0.17689,0.11840,-0.10818
19.9127,-0.90423,3.95121,-0.03571,0.16596,0.10519,-0.11206
19.9225,-0.78702,3.49337,-0.03087,0.17365,0.10459,-0.11007
19.9324,-1.27951,4.24133,-0.33793,0.15956,0.09971,-0.11239
19.9424,-1.36043,4.26539,-0.41234,0.16135,0.09100,-0.10849
19.9526,-0.98630,4.08741,-0.39780,0.15886,0.09676,-0.10981
19.9625,-0.69529,4.29154,-0.39292,0.15981,0.11341,-0.10550
19.9725,-0.92984,4.20825,-0.57803,0.16507,0.10208,-0.10515
19.9826,-1.07478,4.35889,-0.69731,0.16361,0.10156,-0.10400
19.9924,-1.45557,4.07637,-0.55112,0.14848,0.10264,-0.10024
20.0025,-1.18498,4.12759,-0.59669,0.15725,0.09383,-0.08994
20.0125,-0.97124,4.03963,-0.45605,0.15217,0.10441,-0.08030
20.0222,-1.42653,3.65500,-0.48164,0.15503,0.11516,-0.06278
20.0325,-1.04727,3.94861,-0.41653,0.14929,0.10151,-0.04188
20.0430,-1.10997,4.01957,-0.50316,0.14774,0.09268,-0.01879
20.0526,-0.94755,4.07928,-0.42455,0.15252,0.09717,0.00193
20.0626,-1.23798,4.00017,-0.40100,0.15371,0.11022,0.01388
20.0726,-1.19052,4.33795,-0.46696,0.16083,0.09664,0.02471
20.0825,-0.80524,3.65246,-0.47913,0.14833,0.09038,0.04303
20.0925,-1.24934,4.07512,-0.40901,0.15176,0.10754,0.05284
20.1024,-1.21688,4.11531,-0.12336,0.16339,0.10611,0.06755
20.1126,-1.35997,3.65046,-0.21052,0.15413,0.11368,0.08257
20.1226,-1.35202,4.23351,-0.20399,0.14637,0.10965,0.08068
20.1325,-1.44571,3.99405,-0.22806,0.15143,0.11453,0.07309
20.1429,-1.33706,3.91285,-0.18854,0.15263,0.10853,0.07814
20.1524,-1.46033,4.11608,-0.19783,0.15022,0.11312,0.07185
20.1629,-1.30374,3.99044,-0.17787,0.15583,0.11316,0.07724
20.1724,-1.40716,4.00905,-0.22486,0.15446,0.11483,0.07464
20.1826,-1.21158,3.78465,-0.13970,0.14868,0.11456,0.07679
20.1923,-1.25296,3.70008,-0.10920,0.16247,0.10641,0.07275
20.2023,-1.18983,4.16344,-0.01038,0.16049,0.10432,0.07259
20.2127,-1.41970,3.80663,-0.36090,0.14476,0.09948,0.07299
20.2226,-1.33493,3.80699,-0.43727,0.15311,0.10971,0.07220
20.2326,-1.78170,3.79516,-0.40192,0.14697,0.11059,0.07977
20.2423,-1.18360,4.03996,-0.42157,0.15232,0.09201,0.07257
20.2525,-1.50008,3.91477,-0.20587,0.15065,0.11012,0.07220
20.2629,-1.28170,3.99483,-0.69626,0.14213,0.09780,0.07255
20.2725,-1.15650,3.95988,-1.55680,0.14876,0.10167,0.07495
20.2826,-1.20239,3.74482,-1.96239,0.14741,0.10475,0.06934
20.2926,-0.67387,3.90691,-2.62991,0.16081,0.11714,0.07464
20.3026,-1.06007,3.43565,-2.79770,0.16371,0.10343,0.06785
20.3123,-0.97815,3.55924,-2.85427,0.16223,0.11409,0.06771
20.3226,-1.03598,3.36851,-2.52826,0.16453,0.10972,0.06740
20.3325,-0.80075,3.45816,-2.34694,0.15822,0.11713,0.06673
20.3424,-0.87310,3.51368,-1.66959,0.16444,0.10762,0.06231
20.3524,-0.85304,3.60612,-1.19905,0.15481,0.11037,0.05595
20.3628,-0.99963,3.74269,-0.96583,0.16150,0.11403,0.04888
20.3724,-1.19965,3.77204,-1.05941,0.15223,0.09326,0.03578
20.3823,-0.76434,4.28381,-0.60689,0.15733,0.10296,0.03397
20.3925,-0.93496,3.93798,-0.28411,0.15510,0.10600,0.00753
20.4024,-0.99515,4.27289,0.15907,0.15335,0.11558,0.00557
20.4125,-1.17019,4.29776,0.12425,0.14435,0.11394,-0.00940
20.4225,-1.23735,4.68229,0.26510,0.13830,0.10523,-0.02935
20.4324,-0.84433,4.30735,0.27813,0.15092,0.11880,-0.04856
20.4427,-1.20087,4.22890,0.72743,0.14569,0.10267,-0.07038
20.4525,-0.97314,4.38872,0.96641,0.14826,0.10178,-0.09645
20.4625,-1.17202,4.64588,1.05113,0.14383,0.08586,-0.11798
20.4725,-1.10882,4.24612,0.79107,0.14469,0.08640,-0.13369
20.4826,-1.60413,4.08684,0.78744,0.14985,0.09035,-0.12032
20.4924,-0.82324,3.94390,0.44537,0.15384,0.07963,-0.12388
20.5025,-1.39566,4.00841,0.66412,0.16164,0.08280,-0.12168
20.5125,-1.50363,3.84232,0.42607,0.15013,0.08034,-0.12162
20.5226,-0.70602,3.77275,0.72471,0.16051,0.08635,-0.12324
20.5325,-1.31986,3.90374,0.65827,0.15810,0.08017,-0.11731
20.5425,-1.30391,3.82964,0.48747,0.15644,0.08506,-0.12028
20.5524,-1.08927,3.87061,0.74556,0.15484,0.09384,-0.11964
20.5624,-1.17542,4.05033,0.32503,0.15130,0.08637,-0.11911
20.5724,-1.26156,4.48403,0.28298,0.14057,0.07703,-0.11742
20.5825,-1.51925,4.52453,0.65229,0.14029,0.08301,-0.11647
20.5927,-0.87532,4.28326,0.65632,0.14439,0.09133,-0.12373
20.6026,-1.15991,4.34531,0.85831,0.14166,0.09435,-0.12132
20.6126,-0.95047,3.88920,0.89017,0.14677,0.09183,-0.11563
20.6230,-0.81333,4.19947,0.46891,0.14210,0.08310,-0.12465
20.6322,-1.14944,4.25569,0.48336,0.14192,0.09599,-0.12464
20.6424,-1.43376,4.10496,0.46895,0.14339,0.08626,-0.12549
20.6525,-1.03569,3.94479,0.55596,0.14044,0.08515,-0.12164
20.6626,-0.77131,3.69831,0.42436,0.15093,0.08408,-0.12498
20.6724,-0.83623,3.95567,0.47538,0.15011,0.07624,-0.12262
20.6829,-1.06150,3.99260,0.39502,0.14517,0.08860,-0.12977
20.6924,-1.09924,4.02645,0.21222,0.13883,0.07981,-0.13304
20.7023,-1.28966,3.96050,0.00761,0.13307,0.08886,-0.13001
20.7127,-0.78021,4.21867,0.01374,0.14206,0.07185,-0.13218
20.7227,-1.19350,3.88074,0.23580,0.13690,0.08530,-0.12927
20.7324,-1.28595,4.17272,0.00483,0.13711,0.07708,-0.12839
20.7425,-1.09222,3.91373,-0.29232,0.13461,0.08238,-0.12473
20.7528,-0.66943,3.95838,-0.22882,0.13663,0.07943,-0.13058
20.7624,-0.79084,4.10896,-0.23166,0.13704,0.08199,-0.13162
20.7725,-0.89462,4.13992,-0.33568,0.14128,0.08420,-0.13295
20.7825,-0.76780,4.07131,-0.41154,0.13879,0.07628,-0.13097
20.7925,-1.01838,3.94577,-0.30171,0.14329,0.09508,-0.12590
20.8024,-0.53281,3.97548,-0.23865,0.14339,0.08809,-0.12951
20.8124,-0.89603,3.96774,-0.20400,0.15042,0.10141,-0.13642
20.8224,-0.78216,3.90306,-0.23631,0.14054,0.09241,-0.12319
20.8322,-1.01638,4.07365,-0.47718,0.14035,0.10150,-0.13080
20.8426,-0.91027,4.32856,-0.40661,0.13960,0.08374,-0.12418
20.8526,-0.96100,4.02451,-0.18225,0.13909,0.09443,-0.12753
20.8626,-0.81334,3.83138,-0.04213,0.14433,0.09152,-0.12264
20.8725,-0.81325,4.00891,-0.36317,0.13449,0.08390,-0.12224
20.8827,-0.86555,4.17094,-0.30102,0.14943,0.07937,-0.12053
20.8925,-0.78566,4.27027,-0.38062,0.14236,0.08029,-0.12733
20.9027,-1.10669,4.10967,-0.35935,0.13908,0.08178,-0.12157
20.9126,-0.64457,4.09605,-0.34880,0.14710,0.08039,-0.12470
20.9224,-1.08751,3.95207,-0.47879,0.14728,0.08738,-0.11899
20.9322,-0.69336,3.93792,-0.37100,0.15270,0.08029,-0.12378
20.9427,-0.89077,4.07338,-0.39915,0.15119,0.07807,-0.12641
20.9526,-0.82647,3.95792,-0.41561,0.14780,0.08290,-0.12248
20.9625,-0.97167,4.09089,-0.32909,0.14162,0.08626,-0.12057
20.9725,-0.82362,4.19294,-0.24093,0.14454,0.07722,-0.12204
20.9826,-0.95659,4.20408,-0.42350,0.14976,0.08604,-0.11760
20.9926,-1.30923,4.36661,-0.47923,0.14555,0.08603,-0.11711
21.0026,-1.22253,4.24156,-0.39140,0.13831,0.08600,-0.12424
21.0124,-0.46947,4.04694,-0.24172,0.15263,0.08028,-0.11942
21.0228,-0.76345,4.06311,-0.21193,0.14750,0.08892,-0.11076
21.0325,-1.09049,4.18614,-0.48579,0.12760,0.08092,-0.12038
21.0426,-1.16635,4.02156,-0.25129,0.13582,0.08600,-0.11604
21.0525,-0.88891,4.14727,-0.47494,0.13998,0.08620,-0.11677
21.0625,-1.06350,4.17517,-0.52643,0.14078,0.08864,-0.11552
21.0726,-1.01207,3.67551,-0.37625,0.14035,0.08775,-0.11502
21.0825,-0.77262,3.96016,-0.39812,0.14557,0.08444,-0.11571
21.0924,-0.95140,3.98712,-0.29470,0.14556,0.08672,-0.11277
21.1028,-0.75290,4.14959,-0.46157,0.13871,0.07236,-0.11249
21.1128,-0.91962,4.22233,-0.54671,0.13812,0.08980,-0.11516
21.1229,-0.78449,4.03532,-0.23101,0.13546,0.08167,-0.11690
21.1324,-0.85316,4.01548,-0.19147,0.14612,0.08862,-0.11647
21.1425,-0.93182,3.72942,-0.37320,0.13902,0.08839,-0.11433
21.1525,-0.84112,3.89438,-0.30699,0.14038,0.09575,-0.11726
21.1627,-0.73943,4.05931,-0.23853,0.14486,0.08332,-0.11789
21.1725,-0.82719,4.01371,-0.42621,0.14666,0.08900,-0.12048
21.1822,-0.68812,4.08944,-0.30308,0.15018,0.09960,-0.12358
21.1924,-0.60114,3.88487,-0.25185,0.14500,0.09281,-0.11887
21.2024,-0.72526,3.73884,-0.27445,0.14480,0.09090,-0.12389
21.2124,-0.60511,3.95811,-0.12058,0.14631,0.08580,-0.11927
21.2228,-0.81048,3.66396,-0.10470,0.14456,0.08667,-0.11872
21.2325,-0.67572,3.73741,-0.11625,0.14583,0.08142,-0.11938
21.2424,-1.10830,3.61310,-0.19077,0.13876,0.09006,-0.12053
21.2523,-0.61590,3.48326,-0.08635,0.13949,0.09303,-0.12266
21.2625,-0.67811,3.76007,0.05493,0.14933,0.08288,-0.12070
21.2724,-0.39243,4.08385,-0.09040,0.14179,0.08318,-0.12023
21.2826,-0.81439,4.07748,-0.29590,0.13377,0.09001,-0.12514
21.2928,-0.71208,4.06026,-0.30425,0.14947,0.07595,-0.12637
21.3027,-0.93568,4.02789,-0.30013,0.14933,0.08862,-0.13209
21.3125,-0.90763,4.12074,0.09862,0.13966,0.07870,-0.12239
21.3229,-0.98425,4.04541,-0.20213,0.14709,0.08878,-0.13076
21.3323,-0.84364,4.17217,-0.43677,0.14081,0.07879,-0.12860
21.3429,-1.07102,4.01634,-0.14162,0.14616,0.08511,-0.12778
21.3525,-0.84543,4.15115,-0.26256,0.14191,0.08104,-0.13004
21.3623,-0.84746,3.86447,-0.32457,0.14967,0.08915,-0.12662
21.3724,-0.99008,4.00400,-0.64359,0.13693,0.09189,-0.12426
21.3826,-0.70785,4.51452,-0.77313,0.13831,0.07253,-0.12350
21.3926,-1.11682,4.46210,-0.65494,0.13750,0.08475,-0.12221
21.4024,-0.68082,4.36305,-0.52317,0.14257,0.08958,-0.11643
21.4125,-0.90036,3.95877,-0.25821,0.14399,0.08014,-0.11654
21.4225,-0.79019,4.24103,-0.39676,0.14297,0.07849,-0.11813
21.4325,-0.88323,4.22374,-0.29012,0.13904,0.08019,-0.11713
21.4425,-1.21395,4.02740,-0.54765,0.14165,0.09146,-0.12077
21.4525,-0.86845,4.08231,-0.71603,0.13458,0.07974,-0.11711
21.4623,-0.79175,4.32294,-0.61385,0.14370,0.08170,-0.11915
21.4723,-0.94775,4.11954,-0.64616,0.13736,0.07184,-0.11844
21.4827,-0.66323,4.55002,-0.45936,0.14608,0.07540,-0.11712
21.4924,-1.23461,4.46339,-0.54867,0.14263,0.08509,-0.12058
21.5028,-0.65021,4.17015,-0.44719,0.14419,0.08725,-0.12058
21.5125,-0.84634,3.98419,-0.56794,0.13756,0.08483,-0.11779
21.5224,-1.00614,4.27840,-0.55808,0.14480,0.08424,-0.12099
21.5323,-0.90211,4.31912,-0.64876,0.13112,0.07983,-0.11990
21.5429,-0.59016,4.40245,-0.57801,0.13486,0.07815,-0.12038
21.5524,-1.39536,4.42795,-0.37110,0.13569,0.09386,-0.12372
21.5628,-0.82266,4.30688,-0.32379,0.13332,0.07828,-0.12245
21.5723,-1.39113,4.18061,-0.27750,0.13566,0.08593,-0.11469
21.5825,-1.19053,4.14644,-0.50468,0.13630,0.08994,-0.12106
21.5927,-0.91081,4.16276,-0.62457,0.12886,0.08834,-0.11529
21.6025,-0.79897,3.78482,-0.43986,0.14166,0.08785,-0.11575
21.6126,-1.06507,3.94683,-0.35370,0.13513,0.09347,-0.12010
21.6227,-0.79731,4.10575,-0.33796,0.13909,0.08401,-0.11832
21.6324,-1.32348,3.89696,-0.24844,0.13063,0.08205,-0.11554
21.6428,-0.92442,4.14333,-0.03380,0.14264,0.08424,-0.11762
21.6525,-0.83786,4.29022,-0.00800,0.14304,0.07546,-0.11632
21.6625,-0.85482,4.17660,-0.23421,0.13194,0.07552,-0.11354
21.6724,-0.82800,4.27875,-0.49822,0.13096,0.07949,-0.12078
21.6824,-0.80688,4.14070,-0.33259,0.13026,0.07274,-0.11742
21.6925,-0.72029,4.01125,-0.33314,0.13469,0.06955,-0.12084
21.7025,-0.66861,4.32604,-0.12725,0.13734,0.07107,-0.11504
21.7126,-0.94535,3.72020,0.06798,0.13363,0.09544,-0.11394
21.7227,-0.84593,3.82510,0.12718,0.13500,0.08661,-0.11711
21.7324,-0.61711,3.93911,-0.28148,0.13135,0.08148,-0.11561
21.7426,-0.41642,3.82794,-0.26214,0.13556,0.07904,-0.11766
21.7525,-0.68286,3.73389,-0.23375,0.13050,0.07928,-0.11728
21.7624,-0.77434,3.93614,-0.33525,0.13288,0.08267,-0.11934
21.7726,-0.71159,3.84272,-0.48247,0.13183,0.07644,-0.11835
21.7825,-0.74373,4.02046,-0.52304,0.13620,0.07141,-0.11743
21.7925,-0.89290,3.90591,-0.41226,0.13447,0.06827,-0.12034
21.8029,-1.04231,3.75585,-0.11318,0.12902,0.07801,-0.11722
21.8126,-0.90404,4.04718,-0.30110,0.12754,0.08244,-0.11859
21.8224,-0.75979,3.80621,-0.07246,0.13095,0.07818,-0.11647
21.8326,-0.72644,4.10231,-0.39608,0.12932,0.07382,-0.11117
21.8425,-0.74564,3.97884,-0.20582,0.13304,0.07919,-0.12346
21.8524,-0.63960,3.92431,-0.11720,0.13885,0.07303,-0.11912
21.8627,-0.88843,3.93852,-0.17382,0.12666,0.07378,-0.11800
21.8723,-1.16302,3.92772,-0.27770,0.12549,0.08012,-0.11476
21.8824,-0.98425,3.93770,-0.33678,0.13267,0.07152,-0.11975
21.8924,-0.87917,4.10517,-0.43899,0.13081,0.08162,-0.11212
21.9023,-0.83685,4.11562,-0.33228,0.13707,0.08022,-0.11623
21.9125,-1.01167,4.13221,-0.40222,0.13146,0.07826,-0.11847
21.9225,-0.89043,3.92993,-0.21563,0.13112,0.07921,-0.11767
21.9324,-1.14996,4.13031,-0.23562,0.13091,0.07996,-0.11318
21.9424,-0.88049,4.09779,-0.08485,0.13442,0.08376,-0.11346
21.9525,-0.71284,3.79220,-0.13911,0.12743,0.07898,-0.11514
21.9626,-1.04895,3.99420,-0.07030,0.13622,0.08035,-0.11147
21.9725,-0.80247,4.15585,-0.28241,0.12793,0.08345,-0.11199
21.9824,-0.89964,3.83795,-0.14811,0.13962,0.08939,-0.11103
21.9922,-0.57672,3.68642,-0.21598,0.13082,0.07511,-0.11636
22.0025,-0.88234,3.88832,-0.25929,0.13312,0.08531,-0.11080
22.0124,-0.91589,3.82389,-0.50366,0.12945,0.08032,-0.11497
22.0224,-0.55361,3.75336,-0.59551,0.13344,0.08183,-0.11533
22.0325,-0.53260,3.80520,-0.43665,0.13774,0.08202,-0.11088
22.0427,-0.44504,3.72706,-0.40785,0.13771,0.08026,-0.11234
22.0524,-0.83690,3.41991,-0.24854,0.12829,0.08348,-0.10828
22.0624,-0.35109,3.64283,-0.52743,0.13550,0.08262,-0.10975
22.0725,-0.70604,3.84466,-0.69345,0.13454,0.08470,-0.10706
22.0826,-0.95339,3.59564,-0.78653,0.13980,0.08541,-0.10848
22.0924,-0.79594,3.47936,-0.72988,0.13557,0.08885,-0.11225
22.1025,-0.58980,3.50872,-0.78529,0.13535,0.08141,-0.10903
22.1124,-0.65125,3.82293,-0.74582,0.12914,0.07446,-0.10980
22.1225,-0.32952,3.51267,-0.43270,0.12734,0.07853,-0.10897
22.1323,-0.84173,3.68583,-0.29047,0.13133,0.09251,-0.10324
22.1427,-0.77380,3.73987,-0.28456,0.12921,0.07541,-0.11441
22.1524,-0.56568,3.67542,-0.33888,0.13365,0.08612,-0.11592
22.1626,-0.69728,3.73842,-0.34898,0.12856,0.08063,-0.11084
22.1724,-0.75145,4.46106,-0.56961,0.12069,0.07713,-0.11263
22.1823,-0.90712,3.71171,-0.51840,0.12222,0.07663,-0.11390
22.1925,-0.55169,3.78966,-0.31769,0.13611,0.07459,-0.11239
22.2025,-0.69836,3.92532,-0.18722,0.11942,0.07803,-0.11316
22.2124,-0.97035,4.04405,0.01511,0.12563,0.07897,-0.11319
22.2226,-0.64754,4.34880,-0.09516,0.12914,0.07934,-0.11106
22.2325,-1.04370,4.03769,0.12274,0.12019,0.07006,-0.11402
22.2425,-0.80107,3.79091,-0.07657,0.11859,0.06669,-0.11160
22.2530,-0.78017,4.22597,-0.06548,0.11739,0.07013,-0.11211
22.2624,-0.65715,3.88053,-0.05886,0.11938,0.08253,-0.11508
22.2724,-0.88109,3.83414,-0.54769,0.12398,0.07536,-0.11365
22.2826,-0.72535,4.03150,-0.60521,0.12010,0.07212,-0.11664
22.2925,-0.54877,3.49516,-0.67693,0.12737,0.08024,-0.11335
22.3024,-0.57354,3.63623,-0.37586,0.12888,0.07428,-0.11232
22.3127,-0.46431,3.47794,-0.41020,0.13240,0.07662,-0.12312
22.3226,-0.77533,3.58163,-0.39922,0.13091,0.07347,-0.11497
22.3325,-0.99750,3.27316,0.04505,0.13141,0.07876,-0.11629
22.3424,-1.00391,3.33771,-0.06186,0.12260,0.06917,-0.12236
22.3527,-0.72512,3.54901,0.00925,0.12562,0.07973,-0.11763
22.3625,-0.69701,3.51568,0.14446,0.12370,0.07560,-0.11230
22.3725,-0.76233,3.39984,-0.06903,0.12432,0.06445,-0.12046
22.3828,-0.72034,3.61192,-0.03227,0.12128,0.07859,-0.11339
22.3925,0.00476,3.73540,-0.39972,0.11996,0.08323,-0.11877
22.4026,-0.47388,3.70288,0.03087,0.12406,0.06956,-0.11402
22.4124,-0.83778,3.75114,0.29368,0.11881,0.07942,-0.11238
22.4226,-0.85875,4.46837,0.43164,0.12126,0.07841,-0.11445
22.4326,-0.72955,3.91004,0.40203,0.12349,0.06798,-0.12285
22.4428,-0.73170,4.06446,0.60003,0.12090,0.07092,-0.11832
22.4525,-0.94139,4.32378,0.26914,0.10551,0.07204,-0.11393
22.4626,-0.78181,4.14532,0.11350,0.11914,0.06528,-0.11356
22.4728,-0.57660,4.27509,0.17831,0.10349,0.07016,-0.11413
22.4825,-0.81286,4.65007,0.23324,0.10582,0.07136,-0.11497
22.4927,-0.64643,4.25814,0.50898,0.11595,0.07244,-0.10929
22.5028,-0.49741,3.04848,0.17629,0.18302,0.09480,-0.13505
22.5126,-0.77769,4.03008,0.49464,0.11996,0.06795,-0.10654
22.5226,-0.90482,4.08070,0.32657,0.12571,0.07386,-0.11310
22.5327,-0.67775,4.02675,0.14095,0.11313,0.07998,-0.11241
22.5425,-0.68390,4.34113,0.04890,0.10377,0.06957,-0.11346
22.5525,-0.70242,4.41992,-0.16922,0.10770,0.06647,-0.11008
22.5625,-1.01554,4.30063,-0.31577,0.11853,0.06574,-0.11484
22.5726,-1.16479,4.12829,0.16902,0.11742,0.06187,-0.11103
22.5824,-0.76063,4.28669,-0.00984,0.11211,0.07681,-0.11082
22.5925,-0.70434,3.99918,0.10757,0.11797,0.07652,-0.10696
22.6026,-1.06426,3.78557,-0.01018,0.12322,0.07453,-0.11294
22.6126,-0.82407,4.19215,-0.01149,0.12344,0.08409,-0.10923
22.6226,-0.58696,4.00277,-0.20115,0.12053,0.07144,-0.10689
22.6329,-0.86487,4.15146,-0.36066,0.12123,0.07824,-0.10488
22.6427,-0.95078,4.04560,-0.66275,0.09682,0.07072,-0.10090
22.6526,-0.50957,3.91436,-0.69181,0.11348,0.06536,-0.09365
22.6630,-0.81899,3.95724,-0.59699,0.11986,0.06416,-0.08869
22.6724,-0.98728,3.56355,-0.40314,0.11953,0.08416,-0.07467
22.6824,-0.72631,3.74674,-0.49125,0.11913,0.07253,-0.06642
22.6925,-1.08649,3.89707,-0.58185,0.11743,0.06812,-0.04962
22.7026,-0.75847,3.83933,-0.66092,0.11415,0.06986,-0.04171
22.7126,-0.78028,3.90007,-0.55887,0.12292,0.07457,-0.03437
22.7224,-0.79415,4.02537,-0.93771,0.11621,0.07289,-0.01942
22.7326,-0.90936,3.94867,-0.80952,0.11933,0.07949,-0.01444
22.7426,-0.66450,4.03176,-0.88001,0.11946,0.06487,-0.00803
22.7526,-1.06136,4.46971,-1.00497,0.10889,0.07581,-0.00043
22.7627,-1.08279,4.53752,-0.99779,0.11384,0.07200,-0.00014
22.7724,-1.00289,4.42156,-0.79828,0.11410,0.08305,0.00649
22.7823,-1.16953,4.36535,-0.85695,0.10350,0.07534,0.01291
22.7925,-0.88641,4.29234,-0.87638,0.10636,0.06391,0.01400
22.8026,-0.98903,4.43748,-0.80699,0.10865,0.08169,0.01667
22.8123,-1.17708,4.11173,-0.76316,0.10931,0.07508,0.08160
22.8223,-0.92795,4.18121,-0.91156,0.11421,0.07464,0.04107
22.8323,-1.29252,4.17729,-0.64373,0.11434,0.07996,0.03684
22.8425,-1.22807,4.34992,-0.64896,0.11434,0.07399,0.03235
22.8525,-0.97212,3.87164,-1.17519,0.10819,0.06736,-0.11970
22.8626,-0.69905,4.21276,-0.95441,0.10509,0.07146,0.00150
22.8726,-0.85048,4.15849,-0.74021,0.10723,0.07796,0.01819
22.8831,-1.10044,4.08098,-0.83392,0.11371,0.07705,0.02441
22.8928,-1.15488,4.44781,-1.10760,0.09517,0.07053,0.02512
22.9026,-0.95015,3.75025,-0.65736,0.11716,0.08406,0.01884
22.9126,-0.90393,4.31723,-0.95320,0.10670,0.06823,0.01610
22.9230,-0.77946,3.93688,-0.92477,0.10794,0.07117,0.01445
22.9325,-0.81855,3.79306,-0.30750,0.12782,0.07423,-0.05755
22.9425,-0.47538,3.59145,-1.57273,0.13366,0.09429,-0.06205
22.9526,-0.99148,4.18338,-0.46477,0.10998,0.07188,-0.06926
22.9625,-0.79654,3.87558,-0.76711,0.13068,0.07466,-0.09362
22.9725,-0.54383,3.80294,-0.90808,0.12567,0.08636,-0.11810
22.9824,-0.71633,4.13414,-0.79733,0.12494,0.07768,-0.11000
22.9923,-0.70640,3.67249,-0.87354,0.12562,0.08482,-0.10874
23.0027,-0.66459,4.09669,-0.64956,0.12278,0.08752,-0.10774
23.0125,-0.88468,4.21996,-0.55772,0.12625,0.06287,-0.10546
23.0226,-0.75446,3.94876,-0.67392,0.12357,0.07392,-0.10490
23.0325,-0.76508,4.15050,-0.74242,0.11563,0.08329,-0.10654
23.0429,-1.22209,4.16634,-0.47955,0.12505,0.08821,-0.10436
23.0527,-1.37395,4.30436,-0.67685,0.11765,0.06246,-0.10407
23.0625,-0.78681,4.25268,-0.49131,0.12160,0.07080,-0.10227
23.0726,-1.23328,4.00017,-0.35262,0.12698,0.07128,-0.09690
23.0829,-0.63525,4.32132,-0.37815,0.12658,0.08110,-0.10157
23.0924,-0.86638,4.18487,-0.00269,0.12258,0.08062,-0.10135
23.1025,-0.53152,4.24031,-0.22519,0.12588,0.08575,-0.10151
23.1123,-1.07495,4.25718,-0.16513,0.12240,0.06748,-0.10241
23.1228,-1.08437,4.15519,-0.11191,0.12379,0.07231,-0.10262
23.1323,-1.06995,4.04949,0.14500,0.13394,0.09223,-0.10080
23.1424,-0.71060,4.06746,0.22635,0.12674,0.09132,-0.10371
23.1526,-1.24878,3.76560,0.38470,0.13294,0.07704,-0.10213
23.1626,-1.05485,4.21903,0.09852,0.12681,0.06282,-0.09789
23.1729,-0.72263,3.85543,-0.08661,0.13000,0.07421,-0.09900
23.1826,-0.70962,3.85878,-0.00549,0.12824,0.08475,-0.09713
23.1926,-0.63313,4.14842,-0.03217,0.13235,0.08942,-0.09787
23.2026,-0.92786,3.85265,-0.20454,0.13034,0.08660,-0.09912
23.2127,-0.74451,3.82489,-0.54026,0.12995,0.08197,-0.09970
23.2225,-0.86849,4.07669,-0.72169,0.13184,0.06422,-0.10084
23.2328,-0.74968,3.71354,-0.76265,0.13501,0.08249,-0.09865
23.2425,-0.79509,3.83385,-0.68893,0.13670,0.08147,-0.10257
23.2526,-0.52776,3.91790,-0.76779,0.13804,0.07547,-0.09409
23.2625,-0.72312,3.80251,-0.85416,0.13235,0.08121,-0.10175
23.2727,-0.85933,3.71725,-0.94730,0.13816,0.07704,-0.09900
23.2823,-0.18580,3.61346,-0.68940,0.13749,0.07805,-0.09194
23.2925,-0.28851,3.96586,-0.87121,0.13248,0.07752,-0.09749
23.3023,-0.63267,3.86417,-0.71347,0.13713,0.07968,-0.09950
23.3124,-0.78324,3.84618,-0.84618,0.13904,0.08234,-0.10029
23.3226,-0.67195,3.84712,-0.84538,0.13566,0.07801,-0.10152
23.3324,-0.75571,3.71706,-0.77757,0.14580,0.06470,-0.09183
23.3428,-0.68115,4.02181,-0.90431,0.13152,0.07996,-0.09447
23.3525,-0.70926,3.77690,-0.74812,0.13244,0.07079,-0.09312
23.3623,-0.86256,3.93591,-0.66730,0.13911,0.07817,-0.09413
23.3726,-0.33137,3.80789,-0.58074,0.13369,0.10705,-0.10156
23.3824,-0.64640,3.85891,-0.66118,0.14146,0.07202,-0.10487
23.3927,-0.57998,3.94721,0.29536,0.13285,0.11228,-0.10492
23.4025,0.57936,3.77519,-0.44053,0.12327,0.18706,-0.10423
23.4127,-1.33178,3.51230,-0.60934,0.16066,-0.00790,0.00247
23.4225,-0.79806,4.07811,-0.29488,0.13608,0.07536,0.09295
23.4327,-0.75882,4.37013,-0.18205,0.10603,0.09939,-0.08831
23.4424,-0.52317,4.10378,-0.75416,0.12208,0.08108,-0.10540
23.4526,-0.46325,4.31549,-0.29766,0.12851,0.10264,-0.12245
23.4628,-0.75843,4.23751,-0.27225,0.11733,0.11164,-0.08753
23.4726,-0.53399,3.83359,-0.52656,0.12988,0.11870,-0.09692
23.4825,-0.46404,4.14376,-0.42899,0.12099,0.09314,-0.09806
23.4925,-0.87175,4.16153,-0.63842,0.12790,0.08868,-0.09688
23.5030,-0.55280,4.15976,-0.72643,0.11448,0.08921,-0.09805
23.5128,-0.75250,4.02095,-0.82631,0.10125,0.09075,-0.09657
23.5225,-0.73202,4.24048,-0.81730,0.10567,0.09546,-0.09517
23.5326,-0.62138,4.33873,-0.76862,0.10194,0.09346,-0.09325
23.5426,-0.49741,4.29177,-0.69073,0.11746,0.08342,-0.09729
23.5525,-0.77849,4.27145,-0.64939,0.11960,0.08153,-0.09648
23.5627,-0.67858,3.98805,-0.62736,0.11982,0.08345,-0.09977
23.5725,-0.57148,4.10731,-0.64699,0.12763,0.07873,-0.09626
23.5823,-0.89185,4.01281,-0.72197,0.11209,0.07375,-0.09876
23.5929,-0.91951,4.00330,-0.57803,0.11960,0.08237,-0.09801
