t_rel_s,x,y,z,qx,qy,qz,qw
3.3026,-0.000363,0.369777,0.517469,-0.018038,0.998456,0.010306,0.051511
3.3124,0.000291,0.370002,0.516787,-0.017295,0.998467,0.010357,0.051557
3.3228,0.000953,0.370200,0.516148,-0.016529,0.998475,0.010484,0.051619
3.3326,0.001641,0.370404,0.515552,-0.015711,0.998481,0.010711,0.051722
3.3428,0.002362,0.370577,0.514982,-0.014864,0.998485,0.010934,0.051844
3.3525,0.003083,0.370737,0.514437,-0.013966,0.998489,0.011185,0.051956
3.3629,0.003795,0.370861,0.513970,-0.013094,0.998489,0.011536,0.052113
3.3726,0.004529,0.370984,0.513511,-0.012161,0.998488,0.011886,0.052271
3.3828,0.005262,0.371083,0.513076,-0.011266,0.998485,0.012228,0.052448
3.3926,0.005964,0.371176,0.512695,-0.010372,0.998481,0.012638,0.052614
3.4026,0.006676,0.371257,0.512301,-0.009467,0.998477,0.013047,0.052764
3.4125,0.007357,0.371321,0.511900,-0.008605,0.998472,0.013388,0.052924
3.4227,0.008011,0.371384,0.511504,-0.007762,0.998465,0.013768,0.053083
3.4326,0.008627,0.371441,0.511060,-0.007005,0.998461,0.014027,0.053189
3.4430,0.009229,0.371484,0.510633,-0.006238,0.998457,0.014313,0.053291
3.4528,0.009765,0.371507,0.510171,-0.005563,0.998453,0.014501,0.053391
3.4626,0.010277,0.371538,0.509679,-0.004933,0.998451,0.014658,0.053453
3.4725,0.010757,0.371551,0.509176,-0.004326,0.998450,0.014764,0.053494
3.4826,0.011194,0.371570,0.508634,-0.003788,0.998450,0.014814,0.053518
3.4925,0.011575,0.371565,0.508078,-0.003321,0.998452,0.014818,0.053515
3.5031,0.011956,0.371563,0.507473,-0.002844,0.998454,0.014753,0.053508
3.5125,0.012279,0.371566,0.506870,-0.002433,0.998458,0.014698,0.053469
3.5226,0.012580,0.371553,0.506200,-0.002068,0.998465,0.014549,0.053396
3.5325,0.012835,0.371525,0.505546,-0.001748,0.998471,0.014423,0.053339
3.5426,0.013069,0.371500,0.504847,-0.001472,0.998478,0.014236,0.053259
3.5525,0.013288,0.371455,0.504162,-0.001175,0.998485,0.014087,0.053179
3.5626,0.013490,0.371416,0.503462,-0.000928,0.998492,0.013884,0.053103
3.5727,0.013676,0.371370,0.502743,-0.000695,0.998499,0.013670,0.053027
3.5830,0.013844,0.371310,0.502077,-0.000469,0.998503,0.013535,0.052986
3.5928,0.013999,0.371270,0.501411,-0.000269,0.998508,0.013380,0.052942
3.6030,0.014137,0.371203,0.500725,-0.000084,0.998513,0.013203,0.052890
3.6125,0.014265,0.371140,0.500106,0.000091,0.998517,0.013098,0.052848
3.6231,0.014378,0.371062,0.499478,0.000251,0.998521,0.012958,0.052791
3.6328,0.014495,0.370993,0.498879,0.000428,0.998525,0.012825,0.052763
3.6427,0.014593,0.370926,0.498302,0.000587,0.998529,0.012681,0.052711
3.6525,0.014687,0.370853,0.497756,0.000755,0.998533,0.012563,0.052670
3.6625,0.014752,0.370768,0.497250,0.000865,0.998536,0.012441,0.052627
3.6726,0.014816,0.370693,0.496771,0.000972,0.998540,0.012307,0.052587
3.6829,0.014884,0.370617,0.496287,0.001097,0.998544,0.012135,0.052543
3.6927,0.014917,0.370530,0.495832,0.001178,0.998551,0.011961,0.052461
3.7025,0.014949,0.370441,0.495368,0.001259,0.998557,0.011746,0.052382
3.7129,0.014976,0.370339,0.494935,0.001330,0.998563,0.011528,0.052313
3.7230,0.015008,0.370254,0.494490,0.001429,0.998570,0.011292,0.052235
3.7326,0.015014,0.370138,0.494044,0.001476,0.998578,0.011013,0.052132
3.7426,0.015016,0.370022,0.493570,0.001536,0.998588,0.010692,0.052010
3.7528,0.015014,0.369913,0.493115,0.001579,0.998598,0.010366,0.051880
3.7626,0.015001,0.369799,0.492641,0.001623,0.998609,0.010010,0.051749
3.7726,0.014981,0.369680,0.492183,0.001661,0.998619,0.009644,0.051626
3.7827,0.014937,0.369546,0.491704,0.001685,0.998630,0.009252,0.051474
3.7927,0.014900,0.369411,0.491239,0.001708,0.998641,0.008850,0.051336
3.8028,0.014847,0.369287,0.490741,0.001709,0.998654,0.008414,0.051151
3.8125,0.014785,0.369137,0.490304,0.001683,0.998664,0.008032,0.051009
3.8231,0.014723,0.369001,0.489838,0.001698,0.998676,0.007632,0.050845
3.8327,0.014677,0.368861,0.489432,0.001707,0.998685,0.007285,0.050726
3.8426,0.014619,0.368723,0.489018,0.001719,0.998694,0.006909,0.050591
3.8529,0.014563,0.368580,0.488610,0.001698,0.998703,0.006551,0.050455
3.8628,0.014520,0.368454,0.488199,0.001701,0.998713,0.006190,0.050314
3.8724,0.014475,0.368323,0.487824,0.001729,0.998722,0.005865,0.050177
3.8829,0.014429,0.368198,0.487440,0.001710,0.998729,0.005521,0.050062
3.8925,0.014401,0.368078,0.487024,0.001724,0.998739,0.005137,0.049913
3.9026,0.014364,0.367946,0.486651,0.001722,0.998746,0.004803,0.049796
3.9128,0.014358,0.367824,0.486225,0.001750,0.998755,0.004414,0.049656
3.9229,0.014320,0.367711,0.485800,0.001749,0.998765,0.004042,0.049490
3.9328,0.014312,0.367600,0.485400,0.001770,0.998772,0.003684,0.049367
3.9426,0.014282,0.367498,0.484963,0.001762,0.998781,0.003285,0.049213
3.9526,0.014271,0.367390,0.484568,0.001796,0.998789,0.002950,0.049077
3.9632,0.014271,0.367304,0.484146,0.001814,0.998797,0.002579,0.048936
3.9725,0.014263,0.367222,0.483742,0.001825,0.998803,0.002257,0.048832
3.9828,0.014265,0.367139,0.483338,0.001846,0.998810,0.001959,0.048702
3.9927,0.014278,0.367082,0.482897,0.001851,0.998815,0.001615,0.048596
4.0026,0.014265,0.367027,0.482442,0.001818,0.998822,0.001329,0.048477
4.0126,0.014273,0.366993,0.481949,0.001813,0.998828,0.001027,0.048358
4.0223,0.014292,0.366955,0.481469,0.001824,0.998833,0.000773,0.048253
4.0324,0.014327,0.366930,0.480932,0.001861,0.998837,0.000533,0.048169
4.0425,0.014377,0.366910,0.480390,0.001913,0.998841,0.000334,0.048089
4.0525,0.014429,0.366907,0.479828,0.001940,0.998844,0.000150,0.048024
4.0628,0.014502,0.366904,0.479259,0.002006,0.998846,0.000032,0.047980
4.0728,0.014579,0.366910,0.478652,0.002101,0.998848,-0.000078,0.047942
4.0826,0.014696,0.366924,0.478063,0.002210,0.998848,-0.000125,0.047944
4.0924,0.014832,0.366949,0.477482,0.002380,0.998847,-0.000093,0.047940
4.1028,0.015017,0.366970,0.476876,0.002605,0.998845,-0.000043,0.047987
4.1125,0.015251,0.367013,0.476274,0.002860,0.998841,0.000043,0.048040
4.1227,0.015528,0.367048,0.475681,0.003234,0.998837,0.000217,0.048101
4.1325,0.015883,0.367111,0.475075,0.003673,0.998832,0.000414,0.048183
4.1428,0.016286,0.367155,0.474510,0.004170,0.998823,0.000666,0.048314
4.1526,0.016754,0.367220,0.473907,0.004758,0.998815,0.000923,0.048426
4.1630,0.017283,0.367291,0.473333,0.005431,0.998804,0.001248,0.048567
4.1727,0.017868,0.367356,0.472717,0.006181,0.998793,0.001523,0.048703
4.1826,0.018513,0.367423,0.472085,0.007026,0.998781,0.001791,0.048830
4.1926,0.019210,0.367502,0.471433,0.007904,0.998767,0.002074,0.048975
4.2027,0.020005,0.367582,0.470720,0.008889,0.998752,0.002330,0.049101
4.2126,0.020871,0.367666,0.469915,0.009988,0.998735,0.002522,0.049221
4.2227,0.021804,0.367755,0.469116,0.011146,0.998715,0.002767,0.049353
4.2326,0.022835,0.367835,0.468200,0.012437,0.998695,0.002917,0.049454
4.2428,0.023899,0.367916,0.467250,0.013781,0.998672,0.003057,0.049549
4.2524,0.025013,0.367991,0.466221,0.015167,0.998649,0.003109,0.049605
4.2626,0.026179,0.368073,0.465179,0.016584,0.998623,0.003170,0.049679
4.2725,0.027376,0.368136,0.464086,0.018070,0.998594,0.003207,0.049737
4.2827,0.028599,0.368183,0.462944,0.019571,0.998564,0.003175,0.049761
4.2926,0.029849,0.368239,0.461776,0.021061,0.998535,0.003089,0.049753
4.3026,0.031107,0.368266,0.460523,0.022479,0.998503,0.002985,0.049782
4.3127,0.032368,0.368256,0.459198,0.023828,0.998474,0.002761,0.049736
4.3230,0.033594,0.368254,0.457788,0.025040,0.998449,0.002488,0.049665
4.3328,0.034837,0.368227,0.456335,0.026136,0.998425,0.002177,0.049591
4.3430,0.036058,0.368159,0.454817,0.027077,0.998406,0.001755,0.049497
4.3525,0.037250,0.368066,0.453288,0.027847,0.998391,0.001323,0.049386
4.3630,0.038467,0.367965,0.451742,0.028517,0.998378,0.000893,0.049268
