t_rel_s,x,y,z,qx,qy,qz,qw
7.5226,0.077366,0.400776,0.330337,0.034879,0.998970,0.021149,0.019855
7.5326,0.077801,0.401185,0.330062,0.035013,0.998976,0.020815,0.019705
7.5423,0.078277,0.401687,0.329819,0.035128,0.998980,0.020510,0.019579
7.5524,0.078799,0.402261,0.329603,0.035215,0.998986,0.020216,0.019472
7.5626,0.079384,0.402942,0.329397,0.035333,0.998990,0.019907,0.019347
7.5723,0.080027,0.403752,0.329225,0.035405,0.998995,0.019638,0.019223
7.5829,0.080719,0.404647,0.329050,0.035474,0.999001,0.019326,0.019131
7.5928,0.081449,0.405656,0.328917,0.035527,0.999006,0.019056,0.019012
7.6028,0.082264,0.406768,0.328821,0.035577,0.999011,0.018782,0.018929
7.6125,0.083092,0.407945,0.328782,0.035635,0.999015,0.018557,0.018857
7.6228,0.083957,0.409189,0.328845,0.035689,0.999015,0.018453,0.018859
7.6326,0.084821,0.410440,0.328903,0.035743,0.999016,0.018304,0.018848
7.6429,0.085707,0.411716,0.329078,0.035778,0.999014,0.018295,0.018899
7.6526,0.086581,0.413016,0.329277,0.035833,0.999010,0.018332,0.018945
7.6628,0.087439,0.414323,0.329548,0.035868,0.999005,0.018444,0.019032
7.6726,0.088314,0.415608,0.329832,0.035916,0.998999,0.018558,0.019146
7.6827,0.089158,0.416886,0.330144,0.035954,0.998993,0.018702,0.019262
7.6927,0.089979,0.418121,0.330486,0.036022,0.998985,0.018883,0.019382
7.7025,0.090809,0.419326,0.330913,0.036096,0.998973,0.019144,0.019573
7.7126,0.091609,0.420485,0.331362,0.036169,0.998960,0.019455,0.019792
7.7227,0.092383,0.421623,0.331890,0.036248,0.998944,0.019863,0.020037
7.7326,0.093124,0.422680,0.332414,0.036352,0.998927,0.020267,0.020305
7.7426,0.093843,0.423696,0.332955,0.036452,0.998910,0.020692,0.020565
7.7524,0.094538,0.424637,0.333447,0.036563,0.998892,0.021075,0.020810
7.7629,0.095202,0.425514,0.333911,0.036702,0.998874,0.021434,0.021060
7.7724,0.095855,0.426333,0.334355,0.036847,0.998856,0.021786,0.021297
7.7826,0.096476,0.427083,0.334744,0.037011,0.998839,0.022082,0.021520
7.7926,0.097087,0.427767,0.335151,0.037221,0.998819,0.022398,0.021768
7.8025,0.097704,0.428396,0.335511,0.037444,0.998799,0.022684,0.021994
7.8126,0.098318,0.428961,0.335904,0.037713,0.998776,0.023004,0.022255
7.8229,0.098898,0.429462,0.336288,0.037968,0.998753,0.023307,0.022517
7.8324,0.099511,0.429901,0.336679,0.038330,0.998725,0.023640,0.022798
7.8426,0.100097,0.430275,0.337026,0.038653,0.998700,0.023901,0.023067
7.8527,0.100683,0.430597,0.337379,0.039049,0.998672,0.024176,0.023362
7.8627,0.101276,0.430868,0.337732,0.039449,0.998642,0.024453,0.023655
7.8726,0.101872,0.431103,0.338103,0.039884,0.998610,0.024760,0.023965
7.8831,0.102465,0.431289,0.338459,0.040357,0.998577,0.025056,0.024251
7.8927,0.103065,0.431428,0.338815,0.040857,0.998542,0.025341,0.024555
7.9026,0.103687,0.431557,0.339198,0.041414,0.998502,0.025690,0.024876
7.9128,0.104278,0.431646,0.339561,0.041909,0.998465,0.026001,0.025186
7.9226,0.104890,0.431700,0.339918,0.042485,0.998425,0.026304,0.025502
7.9325,0.105491,0.431721,0.340233,0.043064,0.998386,0.026580,0.025786
7.9426,0.106081,0.431720,0.340555,0.043635,0.998346,0.026856,0.026090
7.9526,0.106657,0.431707,0.340841,0.044219,0.998306,0.027110,0.026345
7.9627,0.107201,0.431672,0.341105,0.044743,0.998270,0.027344,0.026585
7.9727,0.107734,0.431635,0.341332,0.045299,0.998234,0.027546,0.026803
7.9830,0.108256,0.431561,0.341532,0.045856,0.998198,0.027721,0.027001
7.9926,0.108721,0.431486,0.341702,0.046351,0.998167,0.027853,0.027178
8.0026,0.109157,0.431415,0.341827,0.046834,0.998138,0.027975,0.027279
8.0125,0.109546,0.431318,0.341909,0.047263,0.998114,0.028036,0.027380
8.0229,0.109922,0.431214,0.341952,0.047725,0.998089,0.028082,0.027439
8.0324,0.110217,0.431095,0.341960,0.048076,0.998072,0.028065,0.027464
8.0425,0.110511,0.430968,0.341874,0.048440,0.998057,0.027984,0.027451
8.0527,0.110739,0.430856,0.341813,0.048739,0.998044,0.027921,0.027432
8.0626,0.110956,0.430744,0.341685,0.049023,0.998036,0.027780,0.027383
8.0729,0.111138,0.430639,0.341570,0.049264,0.998029,0.027677,0.027313
8.0831,0.111284,0.430539,0.341451,0.049473,0.998023,0.027551,0.027272
8.0924,0.111427,0.430432,0.341315,0.049674,0.998018,0.027421,0.027218
8.1025,0.111550,0.430330,0.341150,0.049867,0.998016,0.027250,0.027125
8.1127,0.111651,0.430228,0.341013,0.050049,0.998013,0.027113,0.027036
8.1230,0.111770,0.430127,0.340829,0.050203,0.998013,0.026916,0.026925
8.1327,0.111870,0.430015,0.340639,0.050367,0.998014,0.026707,0.026805
8.1426,0.111997,0.429911,0.340452,0.050574,0.998012,0.026517,0.026671
8.1526,0.112135,0.429804,0.340280,0.050776,0.998009,0.026336,0.026567
8.1624,0.112271,0.429704,0.340121,0.050977,0.998007,0.026168,0.026447
8.1727,0.112465,0.429590,0.339937,0.051238,0.998001,0.025955,0.026344
8.1826,0.112667,0.429482,0.339779,0.051491,0.997996,0.025790,0.026227
8.1925,0.112918,0.429360,0.339580,0.051848,0.997987,0.025571,0.026086
8.2026,0.113239,0.429235,0.339409,0.052241,0.997974,0.025367,0.025985
8.2125,0.113586,0.429102,0.339265,0.052655,0.997959,0.025195,0.025900
8.2226,0.114013,0.428979,0.339106,0.053166,0.997938,0.025020,0.025817
8.2325,0.114478,0.428847,0.338961,0.053713,0.997916,0.024843,0.025727
8.2425,0.115006,0.428723,0.338785,0.054321,0.997890,0.024649,0.025627
8.2525,0.115598,0.428614,0.338624,0.054964,0.997862,0.024461,0.025531
8.2625,0.116235,0.428505,0.338432,0.055641,0.997832,0.024243,0.025437
8.2726,0.116936,0.428416,0.338205,0.056381,0.997800,0.023972,0.025333
8.2828,0.117713,0.428350,0.337976,0.057171,0.997765,0.023721,0.025192
8.2924,0.118531,0.428304,0.337673,0.057971,0.997731,0.023366,0.025031
8.3025,0.119463,0.428279,0.337361,0.058890,0.997689,0.023045,0.024844
8.3126,0.120456,0.428267,0.336982,0.059834,0.997648,0.022603,0.024663
8.3225,0.121526,0.428263,0.336583,0.060837,0.997602,0.022156,0.024440
8.3324,0.122682,0.428288,0.336155,0.061918,0.997552,0.021680,0.024199
8.3427,0.123899,0.428314,0.335731,0.063019,0.997499,0.021196,0.023967
8.3526,0.125151,0.428358,0.335266,0.064182,0.997442,0.020685,0.023700
8.3627,0.126425,0.428415,0.334901,0.065330,0.997381,0.020267,0.023504
8.3728,0.127763,0.428488,0.334579,0.066505,0.997315,0.019889,0.023333
8.3826,0.129104,0.428574,0.334313,0.067668,0.997247,0.019573,0.023170
8.3926,0.130504,0.428670,0.334122,0.068864,0.997172,0.019317,0.023087
8.4027,0.131938,0.428785,0.334020,0.070024,0.997096,0.019158,0.023010
8.4125,0.133425,0.428917,0.334034,0.071197,0.997013,0.019101,0.023043
8.4227,0.134901,0.429039,0.334126,0.072310,0.996932,0.019117,0.023086
8.4328,0.136394,0.429180,0.334308,0.073371,0.996850,0.019227,0.023173
8.4427,0.137907,0.429317,0.334583,0.074379,0.996767,0.019430,0.023357
8.4526,0.139398,0.429452,0.334919,0.075286,0.996690,0.019682,0.023538
8.4628,0.140862,0.429580,0.335334,0.076125,0.996614,0.019997,0.023793
8.4725,0.142297,0.429726,0.335824,0.076861,0.996542,0.020389,0.024090
8.4826,0.143634,0.429870,0.336337,0.077406,0.996484,0.020808,0.024391
8.4927,0.144931,0.430022,0.336901,0.077832,0.996432,0.021274,0.024743
8.5027,0.146164,0.430183,0.337528,0.078169,0.996386,0.021795,0.025104
8.5125,0.147358,0.430350,0.338156,0.078384,0.996347,0.022318,0.025487
8.5224,0.148466,0.430524,0.338823,0.078489,0.996317,0.022894,0.025859
8.5326,0.149526,0.430701,0.339520,0.078518,0.996290,0.023460,0.026284
8.5425,0.150566,0.430900,0.340241,0.078457,0.996268,0.024073,0.026741
8.5526,0.151551,0.431100,0.340936,0.078399,0.996247,0.024662,0.027141
8.5627,0.152510,0.431304,0.341629,0.078297,0.996229,0.025245,0.027559
8.5726,0.153453,0.431518,0.342285,0.078186,0.996213,0.025783,0.027957
8.5825,0.154375,0.431760,0.342914,0.078126,0.996193,0.026298,0.028345
8.5925,0.155270,0.432020,0.343485,0.078047,0.996177,0.026754,0.028704
8.6029,0.156163,0.432302,0.343976,0.077999,0.996163,0.027141,0.028979
8.6125,0.157067,0.432610,0.344425,0.078007,0.996145,0.027483,0.029247
8.6227,0.157966,0.432941,0.344795,0.078027,0.996129,0.027755,0.029469
8.6325,0.158839,0.433283,0.345071,0.078093,0.996114,0.027926,0.029625
8.6428,0.159682,0.433639,0.345283,0.078193,0.996100,0.028051,0.029735
8.6526,0.160525,0.433999,0.345439,0.078325,0.996085,0.028114,0.029812
8.6625,0.161350,0.434352,0.345524,0.078495,0.996070,0.028128,0.029850
8.6726,0.162131,0.434686,0.345536,0.078698,0.996057,0.028047,0.029847
8.6827,0.162916,0.434993,0.345454,0.078972,0.996041,0.027904,0.029797
8.6924,0.163657,0.435278,0.345331,0.079267,0.996025,0.027737,0.029705
8.7024,0.164406,0.435512,0.345130,0.079611,0.996009,0.027486,0.029558
8.7126,0.165191,0.435710,0.344923,0.080073,0.995982,0.027226,0.029449
8.7227,0.165950,0.435851,0.344647,0.080561,0.995956,0.026926,0.029280
8.7325,0.166724,0.435948,0.344356,0.081110,0.995924,0.026607,0.029115
8.7425,0.167476,0.436000,0.343998,0.081734,0.995890,0.026244,0.028885
8.7526,0.168259,0.435983,0.343638,0.082415,0.995849,0.025872,0.028687
8.7626,0.169036,0.435922,0.343278,0.083155,0.995802,0.025516,0.028490
8.7725,0.169795,0.435819,0.342913,0.083885,0.995757,0.025151,0.028268
8.7832,0.170583,0.435630,0.342527,0.084704,0.995703,0.024770,0.028069
8.7928,0.171351,0.435418,0.342109,0.085539,0.995648,0.024355,0.027833
8.8028,0.172122,0.435155,0.341715,0.086414,0.995589,0.023965,0.027602
8.8128,0.172957,0.434878,0.341324,0.087336,0.995522,0.023585,0.027415
8.8226,0.173741,0.434555,0.340958,0.088278,0.995453,0.023230,0.027213
8.8326,0.174552,0.434219,0.340581,0.089221,0.995383,0.022858,0.027018
8.8427,0.175351,0.433868,0.340247,0.090185,0.995309,0.022535,0.026825
8.8526,0.176163,0.433479,0.339897,0.091156,0.995232,0.022193,0.026652
8.8626,0.176955,0.433076,0.339548,0.092148,0.995154,0.021858,0.026466
8.8728,0.177757,0.432676,0.339209,0.093116,0.995074,0.021555,0.026307
8.8829,0.178544,0.432255,0.338881,0.094081,0.994995,0.021249,0.026119
8.8926,0.179292,0.431811,0.338526,0.095031,0.994916,0.020909,0.025971
8.9024,0.180007,0.431362,0.338129,0.095922,0.994843,0.020554,0.025769
8.9126,0.180668,0.430894,0.337710,0.096745,0.994777,0.020171,0.025550
8.9227,0.181293,0.430429,0.337295,0.097538,0.994712,0.019804,0.025344
8.9328,0.181851,0.429938,0.336833,0.098234,0.994658,0.019402,0.025098
8.9428,0.182398,0.429434,0.336308,0.098917,0.994606,0.018921,0.024838
8.9525,0.182888,0.428926,0.335767,0.099515,0.994562,0.018462,0.024562
8.9625,0.183343,0.428405,0.335209,0.100103,0.994518,0.017966,0.024298
8.9726,0.183773,0.427879,0.334581,0.100627,0.994483,0.017395,0.023986
8.9824,0.184159,0.427347,0.333946,0.101127,0.994449,0.016839,0.023670
8.9923,0.184523,0.426805,0.333267,0.101548,0.994424,0.016238,0.023332
9.0027,0.184886,0.426241,0.332563,0.101935,0.994403,0.015625,0.022980
9.0128,0.185234,0.425666,0.331809,0.102291,0.994385,0.014970,0.022621
9.0229,0.185574,0.425088,0.331070,0.102594,0.994372,0.014314,0.022246
9.0327,0.185930,0.424477,0.330282,0.102849,0.994363,0.013659,0.021870
9.0427,0.186277,0.423852,0.329468,0.103066,0.994359,0.012948,0.021448
9.0528,0.186646,0.423219,0.328657,0.103219,0.994361,0.012246,0.021045
9.0626,0.187013,0.422568,0.327812,0.103345,0.994366,0.011528,0.020590
9.0726,0.187399,0.421923,0.326988,0.103411,0.994375,0.010821,0.020167
9.0826,0.187758,0.421262,0.326150,0.103409,0.994392,0.010091,0.019712
9.0925,0.188135,0.420594,0.325294,0.103355,0.994414,0.009347,0.019247
9.1025,0.188499,0.419899,0.324444,0.103275,0.994438,0.008638,0.018786
9.1126,0.188889,0.419206,0.323576,0.103121,0.994469,0.007857,0.018307
9.1227,0.189250,0.418505,0.322711,0.102914,0.994505,0.007102,0.017819
9.1326,0.189605,0.417793,0.321810,0.102700,0.994542,0.006331,0.017302
9.1424,0.189949,0.417082,0.320942,0.102469,0.994579,0.005535,0.016811
9.1525,0.190295,0.416383,0.320084,0.102240,0.994614,0.004794,0.016326
9.1627,0.190616,0.415692,0.319245,0.102021,0.994648,0.004057,0.015850
9.1726,0.190923,0.414997,0.318395,0.101786,0.994682,0.003301,0.015348
9.1824,0.191238,0.414328,0.317581,0.101564,0.994714,0.002596,0.014897
9.1926,0.191520,0.413653,0.316744,0.101327,0.994747,0.001854,0.014403
9.2027,0.191804,0.412984,0.315930,0.101128,0.994775,0.001166,0.013911
9.2126,0.192032,0.412323,0.315087,0.100932,0.994802,0.000432,0.013435
9.2226,0.192248,0.411669,0.314252,0.100797,0.994823,-0.000290,0.012923
9.2325,0.192441,0.411042,0.313446,0.100665,0.994842,-0.000957,0.012474
9.2424,0.192635,0.410416,0.312678,0.100587,0.994854,-0.001596,0.012065
9.2529,0.192755,0.409839,0.311917,0.100510,0.994866,-0.002190,0.011638
9.2624,0.192847,0.409281,0.311171,0.100420,0.994878,-0.002766,0.011233
9.2727,0.192915,0.408743,0.310450,0.100385,0.994884,-0.003297,0.010861
9.2829,0.192955,0.408250,0.309755,0.100349,0.994889,-0.003770,0.010558
9.2928,0.192950,0.407779,0.309077,0.100309,0.994895,-0.004186,0.010235
9.3025,0.192924,0.407344,0.308428,0.100270,0.994900,-0.004551,0.010004
9.3125,0.192889,0.406925,0.307799,0.100280,0.994899,-0.004868,0.009797
9.3228,0.192817,0.406543,0.307186,0.100275,0.994900,-0.005113,0.009613
9.3325,0.192736,0.406179,0.306569,0.100280,0.994900,-0.005348,0.009467
9.3427,0.192630,0.405837,0.305969,0.100284,0.994900,-0.005536,0.009346
9.3527,0.192525,0.405512,0.305402,0.100343,0.994894,-0.005655,0.009271
9.3625,0.192402,0.405226,0.304833,0.100359,0.994892,-0.005753,0.009185
9.3727,0.192255,0.404939,0.304260,0.100387,0.994889,-0.005852,0.009138
9.3827,0.192116,0.404669,0.303725,0.100400,0.994888,-0.005903,0.009111
9.3925,0.191956,0.404406,0.303194,0.100455,0.994882,-0.005962,0.009080
9.4026,0.191797,0.404156,0.302646,0.100481,0.994879,-0.006025,0.009061
9.4128,0.191602,0.403932,0.302152,0.100465,0.994881,-0.006029,0.009060
9.4225,0.191417,0.403713,0.301645,0.100456,0.994882,-0.006096,0.009064
9.4325,0.191230,0.403527,0.301195,0.100436,0.994883,-0.006109,0.009084
9.4426,0.191045,0.403334,0.300735,0.100394,0.994887,-0.006176,0.009131
9.4526,0.190876,0.403145,0.300307,0.100393,0.994886,-0.006235,0.009190
9.4627,0.190703,0.402969,0.299894,0.100355,0.994889,-0.006315,0.009233
9.4728,0.190529,0.402809,0.299495,0.100322,0.994891,-0.006381,0.009316
9.4828,0.190356,0.402635,0.299101,0.100259,0.994895,-0.006520,0.009417
9.4926,0.190211,0.402453,0.298717,0.100243,0.994895,-0.006677,0.009514
9.5026,0.190049,0.402277,0.298336,0.100201,0.994897,-0.006843,0.009647
9.5125,0.189894,0.402106,0.297992,0.100131,0.994901,-0.007012,0.009823
9.5225,0.189754,0.401920,0.297632,0.100090,0.994902,-0.007212,0.009993
9.5325,0.189618,0.401735,0.297314,0.100042,0.994903,-0.007365,0.010218
9.5427,0.189501,0.401552,0.297018,0.099982,0.994906,-0.007513,0.010471
9.5526,0.189388,0.401358,0.296762,0.099943,0.994906,-0.007582,0.010735
9.5624,0.189284,0.401170,0.296548,0.099911,0.994906,-0.007634,0.011044
9.5723,0.189204,0.400997,0.296354,0.099883,0.994905,-0.007655,0.011369
9.5826,0.189125,0.400850,0.296216,0.099871,0.994902,-0.007600,0.011747
9.5927,0.189053,0.400707,0.296097,0.099860,0.994899,-0.007525,0.012102
9.6027,0.188990,0.400589,0.296051,0.099850,0.994896,-0.007396,0.012527
9.6123,0.188985,0.400485,0.296037,0.099868,0.994890,-0.007198,0.013006
9.6225,0.188955,0.400393,0.296089,0.099866,0.994885,-0.006977,0.013503
9.6326,0.188935,0.400333,0.296174,0.099878,0.994879,-0.006720,0.013988
9.6427,0.188938,0.400286,0.296301,0.099906,0.994871,-0.006402,0.014494
9.6524,0.188923,0.400253,0.296452,0.099909,0.994865,-0.006087,0.014996
9.6626,0.188928,0.400236,0.296640,0.099910,0.994859,-0.005749,0.015479
9.6726,0.188934,0.400240,0.296844,0.099922,0.994853,-0.005390,0.015960
9.6824,0.188936,0.400271,0.297087,0.099902,0.994849,-0.005005,0.016403
9.6922,0.188958,0.400308,0.297344,0.099880,0.994846,-0.004612,0.016832
9.7026,0.188991,0.400360,0.297648,0.099867,0.994842,-0.004211,0.017269
9.7127,0.189014,0.400427,0.297935,0.099840,0.994840,-0.003821,0.017650
9.7225,0.189043,0.400480,0.298207,0.099832,0.994836,-0.003468,0.017989
9.7325,0.189078,0.400556,0.298494,0.099784,0.994836,-0.003111,0.018284
9.7427,0.189125,0.400646,0.298813,0.099763,0.994834,-0.002707,0.018573
9.7524,0.189194,0.400745,0.299136,0.099752,0.994831,-0.002334,0.018849
9.7625,0.189273,0.400865,0.299480,0.099736,0.994828,-0.001953,0.019133
9.7725,0.189362,0.400989,0.299821,0.099728,0.994825,-0.001583,0.019364
9.7828,0.189488,0.401133,0.300221,0.099704,0.994823,-0.001165,0.019643
9.7926,0.189636,0.401293,0.300645,0.099693,0.994818,-0.000761,0.019923
9.8028,0.189801,0.401481,0.301090,0.099684,0.994814,-0.000347,0.020216
9.8125,0.189987,0.401695,0.301576,0.099639,0.994812,0.000084,0.020529
9.8226,0.190196,0.401926,0.302081,0.099625,0.994806,0.000539,0.020862
9.8325,0.190429,0.402172,0.302603,0.099604,0.994801,0.001001,0.021207
9.8425,0.190660,0.402422,0.303121,0.099611,0.994792,0.001458,0.021535
9.8526,0.190890,0.402663,0.303645,0.099601,0.994785,0.001907,0.021869
9.8627,0.191108,0.402929,0.304210,0.099575,0.994778,0.002400,0.022244
9.8729,0.191351,0.403183,0.304767,0.099596,0.994767,0.002872,0.022595
9.8827,0.191586,0.403457,0.305332,0.099580,0.994759,0.003329,0.022954
9.8926,0.191838,0.403721,0.305923,0.099591,0.994747,0.003787,0.023350
9.9026,0.192093,0.404009,0.306539,0.099587,0.994736,0.004249,0.023764
9.9126,0.192346,0.404299,0.307135,0.099624,0.994721,0.004682,0.024143
9.9224,0.192594,0.404569,0.307768,0.099673,0.994704,0.005141,0.024537
9.9326,0.192829,0.404843,0.308323,0.099701,0.994691,0.005497,0.024900
9.9426,0.193055,0.405109,0.308887,0.099731,0.994677,0.005852,0.025227
9.9527,0.193262,0.405354,0.309404,0.099783,0.994663,0.006161,0.025524
9.9627,0.193470,0.405594,0.309898,0.099855,0.994647,0.006417,0.025805
9.9726,0.193640,0.405809,0.310330,0.099904,0.994635,0.006592,0.026021
9.9829,0.193810,0.406004,0.310732,0.099995,0.994620,0.006746,0.026219
9.9927,0.193961,0.406162,0.311039,0.100087,0.994608,0.006777,0.026305
10.0025,0.194078,0.406313,0.311314,0.100161,0.994599,0.006774,0.026357
10.0126,0.194176,0.406407,0.311494,0.100229,0.994595,0.006661,0.026291
10.0226,0.194249,0.406499,0.311622,0.100280,0.994594,0.006512,0.026176
10.0325,0.194294,0.406544,0.311671,0.100343,0.994593,0.006263,0.026016
10.0425,0.194314,0.406580,0.311690,0.100364,0.994598,0.005986,0.025795
10.0526,0.194312,0.406566,0.311623,0.100368,0.994607,0.005604,0.025519
10.0625,0.194280,0.406549,0.311522,0.100358,0.994618,0.005214,0.025202
10.0725,0.194242,0.406506,0.311332,0.100362,0.994630,0.004743,0.024809
10.0823,0.194179,0.406428,0.311100,0.100364,0.994643,0.004191,0.024396
10.0925,0.194095,0.406356,0.310800,0.100341,0.994659,0.003625,0.023931
10.1029,0.194018,0.406262,0.310457,0.100336,0.994674,0.002990,0.023416
10.1125,0.193905,0.406168,0.310116,0.100310,0.994689,0.002374,0.022926
10.1228,0.193824,0.406075,0.309771,0.100294,0.994703,0.001768,0.022442
10.1325,0.193722,0.405983,0.309422,0.100288,0.994716,0.001167,0.021955
10.1427,0.193631,0.405884,0.309071,0.100277,0.994728,0.000570,0.021465
10.1527,0.193551,0.405791,0.308710,0.100277,0.994738,-0.000058,0.021011
10.1629,0.193462,0.405713,0.308410,0.100241,0.994750,-0.000572,0.020591
10.1726,0.193388,0.405637,0.308104,0.100235,0.994759,-0.001104,0.020174
10.1825,0.193307,0.405562,0.307810,0.100241,0.994765,-0.001630,0.019805
10.1926,0.193247,0.405492,0.307538,0.100274,0.994767,-0.002090,0.019461
10.2027,0.193182,0.405442,0.307314,0.100322,0.994768,-0.002498,0.019152
10.2124,0.193122,0.405396,0.307096,0.100376,0.994767,-0.002866,0.018856
10.2229,0.193096,0.405368,0.306938,0.100443,0.994763,-0.003181,0.018646
10.2323,0.193068,0.405357,0.306818,0.100528,0.994757,-0.003423,0.018453
10.2430,0.193070,0.405349,0.306730,0.100636,0.994747,-0.003647,0.018347
10.2524,0.193070,0.405354,0.306658,0.100729,0.994739,-0.003822,0.018235
10.2627,0.193067,0.405368,0.306619,0.100814,0.994731,-0.003935,0.018181
10.2724,0.193093,0.405416,0.306621,0.100911,0.994722,-0.003995,0.018163
10.2825,0.193115,0.405434,0.306623,0.100994,0.994713,-0.004031,0.018143
10.2925,0.193144,0.405475,0.306643,0.101081,0.994704,-0.004030,0.018173
10.3026,0.193183,0.405505,0.306669,0.101143,0.994697,-0.004024,0.018220
10.3128,0.193218,0.405555,0.306742,0.101189,0.994692,-0.003943,0.018273
10.3228,0.193264,0.405588,0.306791,0.101214,0.994688,-0.003897,0.018339
10.3327,0.193294,0.405630,0.306869,0.101214,0.994687,-0.003807,0.018410
10.3426,0.193352,0.405684,0.306973,0.101227,0.994684,-0.003671,0.018522
10.3525,0.193388,0.405730,0.307024,0.101220,0.994684,-0.003610,0.018584
10.3624,0.193457,0.405774,0.307106,0.101238,0.994681,-0.003510,0.018682
10.3725,0.193485,0.405827,0.307165,0.101229,0.994681,-0.003418,0.018748
10.3824,0.193570,0.405864,0.307245,0.101253,0.994676,-0.003315,0.018858
10.3925,0.193607,0.405918,0.307298,0.101214,0.994680,-0.003217,0.018912
10.4026,0.193682,0.405962,0.307355,0.101236,0.994676,-0.003124,0.018993
10.4127,0.193733,0.405998,0.307384,0.101211,0.994678,-0.003051,0.019048
10.4226,0.193794,0.406036,0.307415,0.101229,0.994675,-0.002973,0.019118
10.4328,0.193853,0.406076,0.307442,0.101202,0.994677,-0.002907,0.019177
10.4432,0.193906,0.406113,0.307454,0.101213,0.994675,-0.002852,0.019216
10.4527,0.193949,0.406138,0.307461,0.101206,0.994676,-0.002792,0.019235
10.4626,0.193997,0.406148,0.307441,0.101216,0.994674,-0.002790,0.019265
10.4727,0.194026,0.406162,0.307421,0.101229,0.994673,-0.002755,0.019280
10.4825,0.194056,0.406169,0.307404,0.101227,0.994672,-0.002753,0.019296
10.4928,0.194086,0.406185,0.307394,0.101255,0.994670,-0.002737,0.019290
10.5027,0.194114,0.406194,0.307395,0.101250,0.994670,-0.002718,0.019298
10.5127,0.194152,0.406211,0.307419,0.101264,0.994669,-0.002696,0.019310
10.5227,0.194196,0.406241,0.307492,0.101300,0.994664,-0.002631,0.019348
10.5327,0.194255,0.406287,0.307614,0.101281,0.994665,-0.002529,0.019434
10.5429,0.194320,0.406353,0.307773,0.101299,0.994661,-0.002395,0.019525
10.5525,0.194401,0.406431,0.307968,0.101306,0.994659,-0.002250,0.019642
10.5625,0.194502,0.406538,0.308226,0.101323,0.994655,-0.002061,0.019791
10.5726,0.194634,0.406684,0.308591,0.101328,0.994651,-0.001808,0.019978
10.5825,0.194793,0.406867,0.309024,0.101320,0.994648,-0.001511,0.020195
10.5923,0.194998,0.407092,0.309595,0.101341,0.994640,-0.001185,0.020479
10.6030,0.195251,0.407374,0.310320,0.101335,0.994635,-0.000780,0.020768
10.6125,0.195526,0.407687,0.311166,0.101346,0.994628,-0.000392,0.021093
10.6226,0.195855,0.408035,0.312123,0.101364,0.994619,-0.000012,0.021422
10.6326,0.196219,0.408422,0.313205,0.101373,0.994611,0.000354,0.021738
10.6429,0.196566,0.408810,0.314352,0.101368,0.994606,0.000638,0.021998
10.6526,0.196934,0.409208,0.315558,0.101401,0.994598,0.000869,0.022192
10.6630,0.197300,0.409619,0.316862,0.101392,0.994595,0.001049,0.022365
10.6726,0.197666,0.410027,0.318246,0.101396,0.994591,0.001182,0.022501
10.6825,0.198048,0.410463,0.319735,0.101394,0.994588,0.001332,0.022641
10.6926,0.198410,0.410883,0.321302,0.101400,0.994585,0.001419,0.022715
10.7027,0.198768,0.411288,0.322925,0.101386,0.994586,0.001358,0.022734
10.7125,0.199117,0.411683,0.324634,0.101398,0.994586,0.001302,0.022692
10.7223,0.199429,0.412041,0.326328,0.101361,0.994592,0.001117,0.022604
10.7326,0.199705,0.412368,0.328026,0.101378,0.994594,0.000884,0.022440
10.7426,0.199961,0.412667,0.329678,0.101340,0.994603,0.000520,0.022227
10.7525,0.200174,0.412935,0.331318,0.101343,0.994610,0.000122,0.021936
10.7629,0.200340,0.413160,0.332890,0.101307,0.994622,-0.000430,0.021545
10.7725,0.200478,0.413356,0.334420,0.101286,0.994633,-0.001049,0.021108
10.7827,0.200585,0.413520,0.335904,0.101258,0.994645,-0.001721,0.020610
10.7930,0.200679,0.413663,0.337339,0.101243,0.994655,-0.002420,0.020122
10.8027,0.200732,0.413762,0.338708,0.101220,0.994666,-0.003239,0.019567
10.8127,0.200730,0.413835,0.340017,0.101179,0.994680,-0.004177,0.018913
10.8228,0.200756,0.413893,0.341331,0.101171,0.994688,-0.005071,0.018306
10.8325,0.200723,0.413942,0.342645,0.101145,0.994696,-0.005939,0.017713
10.8427,0.200724,0.413996,0.343968,0.101124,0.994702,-0.006731,0.017199
10.8528,0.200719,0.414022,0.345316,0.101099,0.994708,-0.007447,0.016746
10.8627,0.200683,0.414035,0.346655,0.101126,0.994707,-0.008172,0.016297
10.8723,0.200641,0.414018,0.347985,0.101108,0.994709,-0.008847,0.015899
10.8827,0.200603,0.414010,0.349352,0.101150,0.994705,-0.009400,0.015581
10.8926,0.200543,0.413971,0.350711,0.101155,0.994703,-0.009915,0.015325
10.9026,0.200441,0.413916,0.352106,0.101188,0.994699,-0.010343,0.015123
10.9126,0.200339,0.413851,0.353515,0.101209,0.994694,-0.010699,0.015002
10.9229,0.200201,0.413734,0.354904,0.101263,0.994687,-0.011080,0.014858
10.9325,0.200023,0.413585,0.356302,0.101317,0.994679,-0.011388,0.014788
10.9432,0.199834,0.413411,0.357651,0.101359,0.994672,-0.011672,0.014730
10.9529,0.199619,0.413228,0.359005,0.101422,0.994664,-0.011861,0.014733
10.9626,0.199371,0.412983,0.360293,0.101520,0.994651,-0.012057,0.014760
10.9728,0.199075,0.412714,0.361553,0.101602,0.994640,-0.012194,0.014801
