t_rel_s,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,eff1,eff2,eff3,eff4,eff5,eff6
18.2123,-1.878947,-1.538624,1.577694,-1.734070,-1.639143,2.770076,-0.475228,-0.142237,0.288089,0.005935,-0.001046,-0.313402,-1.0498,-3.1151,-0.7122,-0.1490,-0.1251,-0.2691
18.2224,-1.883547,-1.539973,1.580619,-1.734023,-1.639155,2.766936,-0.453215,-0.137103,0.296223,0.001233,-0.000579,-0.310509,-1.3571,-3.1948,-0.4973,-0.1973,-0.1196,-0.2854
18.2322,-1.887917,-1.541340,1.583648,-1.734047,-1.639164,2.763863,-0.439504,-0.131929,0.306016,0.000006,-0.000362,-0.309524,-0.8915,-3.2277,-0.7982,-0.2934,-0.1147,-0.2917
18.2423,-1.892072,-1.542676,1.586758,-1.734090,-1.639145,2.760733,-0.416417,-0.130995,0.308737,-0.005184,-0.000253,-0.303552,-0.8946,-3.0533,-0.6912,-0.3569,-0.0942,-0.2755
18.2523,-1.896112,-1.543946,1.589852,-1.734149,-1.639152,2.757736,-0.393562,-0.126850,0.311599,-0.009619,-0.000197,-0.299317,-0.8670,-3.0696,-0.7892,-0.4130,-0.0770,-0.2718
18.2623,-1.899965,-1.545269,1.592923,-1.734293,-1.639147,2.754741,-0.370361,-0.124896,0.311230,-0.015354,-0.000130,-0.296522,-0.8686,-3.0986,-0.7414,-0.3759,-0.0775,-0.2361
18.2723,-1.903598,-1.546499,1.596115,-1.734346,-1.639164,2.751855,-0.350207,-0.125139,0.315061,-0.012178,-0.000110,-0.296157,-0.9263,-3.1382,-0.9529,-0.4387,-0.0823,-0.2396
18.2824,-1.906997,-1.547728,1.599301,-1.734472,-1.639125,2.748960,-0.327026,-0.121813,0.316728,-0.014237,-0.000095,-0.296626,-1.0498,-3.3888,-0.8223,-0.4403,-0.0856,-0.2701
18.2923,-1.910194,-1.548957,1.602456,-1.734585,-1.639155,2.746020,-0.307726,-0.126145,0.319763,-0.016808,-0.000084,-0.294389,-1.0565,-3.3913,-1.0978,-0.4704,-0.0711,-0.2765
18.3024,-1.913146,-1.550241,1.605661,-1.734763,-1.639167,2.743066,-0.288134,-0.126388,0.316951,-0.018734,-0.000075,-0.291624,-0.7835,-3.5149,-1.0357,-0.5119,-0.0757,-0.2833
18.3123,-1.915888,-1.551565,1.608837,-1.734975,-1.639152,2.740134,-0.269777,-0.127429,0.314940,-0.023128,-0.000068,-0.286238,-0.9678,-3.4682,-0.9233,-0.4841,-0.0694,-0.2906
18.3224,-1.918413,-1.552886,1.611944,-1.735207,-1.639171,2.737200,-0.256130,-0.131967,0.314625,-0.023727,-0.000062,-0.286028,-1.0591,-3.3190,-0.4605,-0.4737,-0.0794,-0.3196
18.3323,-1.920897,-1.554316,1.615183,-1.735478,-1.639125,2.734217,-0.247007,-0.135237,0.327707,-0.028479,-0.000057,-0.300282,-1.0497,-3.4382,-0.5877,-0.4429,-0.1120,-0.2627
18.3424,-1.923228,-1.555724,1.618500,-1.735740,-1.639143,2.731166,-0.236698,-0.142112,0.335101,-0.026833,-0.000053,-0.308088,-1.1203,-3.1891,-0.6846,-0.5118,-0.1161,-0.2574
18.3525,-1.925582,-1.557157,1.621885,-1.736011,-1.639143,2.728036,-0.229019,-0.143447,0.343598,-0.030428,-0.000049,-0.312535,-1.1351,-3.2305,-0.8336,-0.5001,-0.1238,-0.2711
18.3623,-1.927852,-1.558632,1.625387,-1.736336,-1.639104,2.724855,-0.227796,-0.146536,0.349522,-0.033998,-0.000020,-0.320208,-1.0837,-3.1410,-0.7302,-0.4740,-0.1548,-0.2682
18.3723,-1.930160,-1.560137,1.628971,-1.736678,-1.639139,2.721655,-0.228266,-0.148423,0.364195,-0.035770,-0.000842,-0.331973,-1.1733,-3.2242,-0.6699,-0.4981,-0.1680,-0.2811
18.3823,-1.932470,-1.561652,1.632651,-1.737049,-1.639125,2.718374,-0.228768,-0.153454,0.373260,-0.038619,-0.001397,-0.341066,-1.4489,-3.0314,-0.4886,-0.4804,-0.1820,-0.3002
18.3923,-1.934826,-1.563180,1.636480,-1.737420,-1.639112,2.714984,-0.232026,-0.157142,0.380329,-0.039992,-0.001601,-0.346280,-1.2699,-3.1732,-0.6526,-0.5162,-0.1762,-0.3234
18.4022,-1.937197,-1.564695,1.640315,-1.737815,-1.639164,2.711429,-0.234061,-0.156854,0.386963,-0.043942,-0.002187,-0.347565,-1.3636,-3.1878,-0.8189,-0.5312,-0.1782,-0.2999
18.4122,-1.939554,-1.566235,1.644194,-1.738266,-1.639183,2.707944,-0.235492,-0.157712,0.388446,-0.048933,-0.001709,-0.343197,-1.4126,-3.2147,-0.8523,-0.4913,-0.1815,-0.3069
18.4223,-1.941933,-1.567812,1.648032,-1.738779,-1.639200,2.704518,-0.238259,-0.157444,0.387027,-0.050790,-0.002422,-0.340967,-1.6190,-3.1236,-0.6948,-0.4694,-0.1667,-0.2855
18.4322,-1.944342,-1.569356,1.651927,-1.739258,-1.639203,2.701165,-0.245299,-0.157318,0.387668,-0.049513,-0.002143,-0.336736,-1.3537,-3.0479,-0.8136,-0.5114,-0.1641,-0.2424
18.4428,-1.946787,-1.570923,1.655823,-1.739730,-1.639227,2.697775,-0.245993,-0.156099,0.384437,-0.048435,-0.001439,-0.325560,-1.4424,-3.0619,-0.9808,-0.5200,-0.1644,-0.2621
18.4527,-1.949225,-1.572488,1.659592,-1.740258,-1.639236,2.694617,-0.249472,-0.153001,0.378091,-0.049102,-0.001416,-0.313961,-1.2972,-2.8990,-1.0495,-0.5123,-0.1671,-0.2639
18.4623,-1.951711,-1.573938,1.663336,-1.740738,-1.639209,2.691549,-0.249816,-0.147151,0.368221,-0.049747,-0.000727,-0.302794,-1.3243,-3.0296,-0.9572,-0.4869,-0.1849,-0.2331
18.4723,-1.954182,-1.575379,1.667000,-1.741206,-1.639232,2.688609,-0.255998,-0.143398,0.364756,-0.049580,-0.001848,-0.293327,-1.3797,-2.9277,-1.0213,-0.4644,-0.1731,-0.2371
18.4823,-1.956770,-1.576762,1.670595,-1.741661,-1.639248,2.685738,-0.256890,-0.137019,0.358336,-0.047898,-0.000989,-0.286953,-1.5377,-3.0489,-0.9670,-0.5160,-0.1765,-0.2320
18.4924,-1.959367,-1.578172,1.674119,-1.742148,-1.639263,2.682933,-0.258890,-0.136605,0.346687,-0.047884,-0.002204,-0.278171,-1.1934,-3.0646,-1.0055,-0.5211,-0.1790,-0.2086
18.5024,-1.961965,-1.579480,1.677534,-1.742606,-1.639295,2.680199,-0.257745,-0.132191,0.338423,-0.043518,-0.003197,-0.265489,-1.2934,-2.9834,-1.1742,-0.5545,-0.1786,-0.2332
18.5125,-1.964603,-1.580808,1.680835,-1.743054,-1.639354,2.677586,-0.256524,-0.125878,0.323710,-0.043624,-0.002818,-0.251869,-1.2833,-2.9641,-1.0936,-0.5249,-0.1840,-0.2249
18.5224,-1.967196,-1.582095,1.684021,-1.743492,-1.639383,2.675163,-0.255590,-0.125073,0.309354,-0.041588,-0.003817,-0.238521,-1.5160,-2.9095,-1.2449,-0.5338,-0.2015,-0.2641
18.5325,-1.969826,-1.583299,1.686985,-1.743859,-1.639395,2.672762,-0.257946,-0.120283,0.293297,-0.037062,-0.004810,-0.236940,-1.3104,-3.0811,-1.3049,-0.5374,-0.1896,-0.1981
18.5428,-1.972396,-1.584492,1.689841,-1.744218,-1.639459,2.670478,-0.257367,-0.116885,0.275207,-0.035276,-0.005028,-0.223389,-1.4692,-3.0632,-1.4623,-0.5543,-0.1913,-0.2169
18.5524,-1.974922,-1.585649,1.692500,-1.744593,-1.639506,2.668281,-0.255741,-0.112553,0.255558,-0.032574,-0.004023,-0.213418,-1.3548,-3.1591,-1.5059,-0.5558,-0.2037,-0.2221
18.5624,-1.977494,-1.586770,1.694936,-1.744850,-1.639562,2.666110,-0.258681,-0.109585,0.236795,-0.028808,-0.005788,-0.209858,-1.3179,-3.0310,-1.4234,-0.5502,-0.1926,-0.2138
18.5722,-1.980036,-1.587917,1.697244,-1.745191,-1.639580,2.664044,-0.266507,-0.111034,0.219655,-0.025708,-0.006113,-0.209865,-1.4486,-3.1433,-1.4942,-0.5781,-0.1970,-0.2593
18.5826,-1.982634,-1.589001,1.699321,-1.745404,-1.639634,2.661952,-0.265547,-0.109844,0.202595,-0.023017,-0.005852,-0.211861,-1.6374,-3.0866,-1.4128,-0.5679,-0.2234,-0.2388
18.5925,-1.985252,-1.590126,1.701284,-1.745623,-1.639699,2.659850,-0.269539,-0.110329,0.190873,-0.020099,-0.006238,-0.218148,-1.4241,-3.0259,-1.4183,-0.5720,-0.2115,-0.2657
18.6029,-1.987957,-1.591219,1.703076,-1.745830,-1.639774,2.657694,-0.271230,-0.110278,0.173799,-0.019314,-0.006963,-0.219097,-1.3017,-3.0552,-1.3041,-0.5533,-0.2120,-0.2692
18.6124,-1.990677,-1.592304,1.704737,-1.746042,-1.639853,2.655468,-0.270189,-0.109185,0.159745,-0.017930,-0.008052,-0.225721,-1.2190,-2.8909,-1.2549,-0.5187,-0.2051,-0.2294
18.6227,-1.993409,-1.593423,1.706269,-1.746177,-1.639928,2.653230,-0.263873,-0.108362,0.148424,-0.013530,-0.005855,-0.227361,-1.3679,-2.9689,-1.3038,-0.5346,-0.2327,-0.2880
18.6324,-1.996094,-1.594437,1.707681,-1.746328,-1.639965,2.650855,-0.265396,-0.106262,0.140822,-0.012790,-0.006511,-0.234492,-1.1579,-2.9729,-1.2437,-0.5011,-0.2123,-0.2819
18.6423,-1.998796,-1.595465,1.708996,-1.746432,-1.640022,2.648395,-0.257531,-0.103816,0.128638,-0.008952,-0.006804,-0.242183,-1.2031,-3.0361,-1.2596,-0.5067,-0.2022,-0.2574
18.6525,-2.001387,-1.596509,1.710237,-1.746485,-1.640078,2.645954,-0.253531,-0.103248,0.120585,-0.004836,-0.006844,-0.247411,-1.0711,-2.8677,-1.3359,-0.5032,-0.1968,-0.2710
18.6624,-2.003921,-1.597499,1.711431,-1.746552,-1.640176,2.643413,-0.252725,-0.100076,0.114548,-0.003567,-0.006306,-0.250503,-1.1903,-2.8049,-1.4328,-0.5034,-0.1927,-0.2747
18.6725,-2.006469,-1.598495,1.712531,-1.746577,-1.640228,2.640743,-0.257822,-0.098388,0.110362,-0.005306,-0.005639,-0.265561,-1.2497,-2.9020,-1.3281,-0.5031,-0.1980,-0.2670
18.6823,-2.009038,-1.599464,1.713579,-1.746637,-1.640253,2.638041,-0.258520,-0.093874,0.104184,-0.006358,-0.002211,-0.277305,-1.6525,-2.8654,-1.0902,-0.4963,-0.2127,-0.2747
18.6924,-2.011570,-1.600385,1.714584,-1.746700,-1.640238,2.635232,-0.266141,-0.092793,0.102603,-0.006693,-0.002126,-0.285736,-1.4979,-2.7424,-1.1912,-0.4903,-0.2001,-0.2618
18.7025,-2.014206,-1.601311,1.715620,-1.746760,-1.640284,2.632380,-0.269976,-0.088253,0.100078,-0.006740,-0.001904,-0.289072,-1.5249,-2.5848,-1.1121,-0.5006,-0.2134,-0.2994
18.7124,-2.016879,-1.602188,1.716643,-1.746836,-1.640289,2.629449,-0.275110,-0.083650,0.100217,-0.006422,-0.001236,-0.291970,-1.5957,-2.5713,-1.1867,-0.5088,-0.1959,-0.2794
18.7222,-2.019652,-1.602958,1.717678,-1.746947,-1.640261,2.626578,-0.281232,-0.078331,0.097566,-0.008000,-0.000689,-0.290099,-1.9154,-2.4799,-0.9305,-0.4903,-0.1959,-0.2752
18.7322,-2.022588,-1.603687,1.718694,-1.746968,-1.640261,2.623714,-0.296497,-0.070114,0.100416,-0.008039,-0.001167,-0.293407,-1.7101,-2.6361,-1.1357,-0.4840,-0.1966,-0.2327
18.7422,-2.025633,-1.604369,1.719682,-1.747102,-1.640289,2.620842,-0.301478,-0.066595,0.103565,-0.009005,-0.000561,-0.288976,-1.6103,-2.4334,-1.1589,-0.4863,-0.1724,-0.1997
18.7523,-2.028767,-1.604976,1.720686,-1.747152,-1.640285,2.618040,-0.309103,-0.059084,0.102476,-0.007737,-0.000369,-0.278000,-1.6441,-2.3936,-1.1997,-0.4959,-0.1378,-0.2221
18.7624,-2.031974,-1.605522,1.721721,-1.747214,-1.640311,2.615319,-0.314106,-0.054383,0.100663,-0.006566,-0.000229,-0.264481,-1.4944,-2.3347,-1.1471,-0.5122,-0.0939,-0.2244
18.7723,-2.035195,-1.606016,1.722732,-1.747295,-1.640289,2.612726,-0.321301,-0.045629,0.102281,-0.007514,-0.000114,-0.249258,-1.4726,-2.3828,-1.2597,-0.5087,-0.0147,-0.2444
18.7823,-2.038419,-1.606416,1.723772,-1.747355,-1.640277,2.610210,-0.326210,-0.039991,0.100413,-0.008153,0.003164,-0.240826,-1.6849,-2.4428,-1.0758,-0.4940,0.0088,-0.1852
18.7924,-2.041608,-1.606775,1.724757,-1.747430,-1.640241,2.607956,-0.326512,-0.034757,0.099013,-0.008056,0.006977,-0.223042,-1.4887,-2.4512,-1.1428,-0.4948,0.0758,-0.1814
18.8024,-2.044829,-1.607097,1.725740,-1.747490,-1.640172,2.605782,-0.328404,-0.030723,0.097185,-0.006502,0.008269,-0.203486,-1.3158,-2.3539,-1.2799,-0.5119,0.0985,-0.2112
18.8123,-2.048010,-1.607354,1.726711,-1.747574,-1.640109,2.603789,-0.322338,-0.025213,0.092496,-0.006916,0.010587,-0.189166,-1.3034,-2.4625,-1.1538,-0.5043,0.1052,-0.1967
18.8225,-2.051171,-1.607608,1.727615,-1.747646,-1.640014,2.602027,-0.316633,-0.020568,0.089961,-0.005559,0.010980,-0.170804,-1.3786,-2.4293,-1.2999,-0.5169,0.1079,-0.1975
18.8322,-2.054362,-1.607788,1.728479,-1.747655,-1.639902,2.600353,-0.310871,-0.017462,0.086668,-0.005426,0.012463,-0.157990,-1.1993,-2.4331,-1.3595,-0.5313,0.1137,-0.1828
18.8424,-2.057449,-1.607959,1.729306,-1.747745,-1.639846,2.598900,-0.299786,-0.013616,0.078860,-0.005145,0.011187,-0.142343,-1.1068,-2.4376,-1.2612,-0.5385,0.1286,-0.1952
18.8523,-2.060458,-1.608017,1.730047,-1.747786,-1.639738,2.597528,-0.286158,-0.009770,0.071209,-0.005759,0.011963,-0.133042,-1.0950,-2.4065,-1.1998,-0.5229,0.1463,-0.1500
18.8623,-2.063277,-1.608095,1.730723,-1.747868,-1.639643,2.596315,-0.273173,-0.003899,0.067201,-0.005423,0.012163,-0.120303,-1.0224,-2.4014,-1.3726,-0.5092,0.1299,-0.1934
18.8724,-2.065991,-1.608104,1.731374,-1.747928,-1.639586,2.595128,-0.261907,-0.001056,0.060684,-0.004759,0.010769,-0.116705,-1.0722,-2.3720,-1.2996,-0.5087,0.1766,-0.1923
18.8826,-2.068498,-1.608095,1.731950,-1.747949,-1.639440,2.594006,-0.248233,0.000410,0.054632,-0.004046,0.012315,-0.115583,-0.9720,-2.2027,-1.3592,-0.5213,0.1558,-0.2001
18.8927,-2.070904,-1.608083,1.732450,-1.747965,-1.639360,2.592905,-0.233944,0.000971,0.048796,-0.003472,0.011144,-0.114576,-0.7986,-2.1079,-1.3551,-0.5360,0.1573,-0.2004
18.9025,-2.073112,-1.608044,1.732910,-1.747993,-1.639275,2.591761,-0.216481,0.002435,0.044291,-0.003504,0.010324,-0.114948,-0.8508,-2.1138,-1.4800,-0.5297,0.1558,-0.2472
18.9123,-2.075154,-1.608048,1.733322,-1.748028,-1.639188,2.590573,-0.201765,0.002545,0.038277,-0.004241,0.008053,-0.120887,-0.9651,-1.9394,-1.4769,-0.5118,0.1491,-0.2048
18.9225,-2.077057,-1.608020,1.733682,-1.748064,-1.639112,2.589348,-0.187113,0.002947,0.032649,-0.002919,0.007827,-0.121453,-0.8293,-1.8869,-1.4684,-0.5144,0.1497,-0.2475
18.9321,-2.078837,-1.607983,1.733993,-1.748100,-1.639041,2.588109,-0.173265,0.003602,0.028973,-0.002317,0.006443,-0.130558,-0.7191,-1.7817,-1.4259,-0.5304,0.1432,-0.2237
18.9424,-2.080450,-1.607948,1.734242,-1.748099,-1.638996,2.586750,-0.157511,0.004364,0.025093,-0.002840,0.004976,-0.133800,-0.7205,-1.6910,-1.4551,-0.5213,0.1471,-0.2163
18.9524,-2.081926,-1.607900,1.734497,-1.748148,-1.638973,2.585360,-0.143230,0.005484,0.021644,-0.002061,0.004535,-0.136099,-0.9152,-1.7010,-1.4369,-0.5313,0.1351,-0.2320
18.9624,-2.083330,-1.607837,1.734689,-1.748157,-1.638952,2.583957,-0.135345,0.006728,0.019165,-0.002360,0.002472,-0.144061,-0.8291,-1.5808,-1.5176,-0.5280,0.1254,-0.2459
18.9724,-2.084640,-1.607757,1.734838,-1.748172,-1.638913,2.582469,-0.130052,0.008637,0.016879,-0.001725,0.001414,-0.147993,-0.9504,-1.6017,-1.4321,-0.5266,0.1092,-0.2313
18.9826,-2.085927,-1.607670,1.734990,-1.748178,-1.638890,2.580941,-0.128450,0.009198,0.014522,-0.001953,0.001033,-0.152978,-0.9328,-1.4755,-1.3942,-0.5236,0.1047,-0.2104
18.9923,-2.087211,-1.607597,1.735153,-1.748190,-1.638889,2.579412,-0.127353,0.008597,0.013913,-0.001429,0.000586,-0.153445,-1.0769,-1.4553,-1.4396,-0.5140,0.1037,-0.1933
19.0024,-2.088539,-1.607522,1.735266,-1.748210,-1.638897,2.577895,-0.133280,0.008225,0.012284,-0.002051,0.000421,-0.150363,-0.9759,-1.3954,-1.4644,-0.4843,0.0978,-0.2167
19.0124,-2.089859,-1.607446,1.735362,-1.748241,-1.638889,2.576334,-0.131705,0.007766,0.011432,-0.001223,0.000316,-0.152011,-1.0453,-1.4931,-1.3271,-0.5165,0.0851,-0.2036
19.0224,-2.091243,-1.607359,1.735532,-1.748253,-1.638885,2.574837,-0.136272,0.008025,0.011398,-0.001135,0.000252,-0.145101,-1.5851,-1.4276,-1.4294,-0.5255,0.0575,-0.2259
19.0322,-2.092676,-1.607255,1.735617,-1.748260,-1.638880,2.573376,-0.152623,0.008237,0.011271,-0.000919,0.000069,-0.143420,-1.3540,-1.3949,-1.4019,-0.5408,0.0049,-0.1975
19.0423,-2.094307,-1.607227,1.735725,-1.748245,-1.638854,2.571956,-0.164195,0.005768,0.010582,-0.001055,0.000030,-0.136739,-1.5768,-1.3515,-1.3227,-0.5268,-0.0435,-0.1947
19.0524,-2.096042,-1.607164,1.735833,-1.748258,-1.638880,2.570671,-0.175734,0.005151,0.010957,-0.000966,0.000000,-0.130769,-1.7116,-1.2600,-1.2663,-0.5265,-0.0856,-0.2040
19.0624,-2.097929,-1.607123,1.735973,-1.748296,-1.638901,2.569395,-0.196334,0.005578,0.011628,-0.000917,-0.001809,-0.124569,-1.7331,-1.4136,-1.3150,-0.4983,-0.1175,-0.1887
19.0724,-2.100040,-1.607051,1.736073,-1.748320,-1.638901,2.568179,-0.225954,0.006790,0.014560,-0.000611,-0.003684,-0.115667,-1.8906,-1.3410,-1.2869,-0.5054,-0.1247,-0.2023
19.0825,-2.102364,-1.607015,1.736222,-1.748300,-1.638943,2.567098,-0.249124,0.005019,0.017107,-0.000367,-0.002014,-0.110363,-2.3072,-1.0484,-1.2026,-0.5023,-0.1812,-0.2094
19.0923,-2.104995,-1.606908,1.736448,-1.748296,-1.638976,2.566032,-0.275557,0.007487,0.021975,-0.000415,-0.003772,-0.102675,-1.9584,-1.1887,-1.1511,-0.5025,-0.1421,-0.1816
19.1024,-2.107812,-1.606887,1.736680,-1.748300,-1.638985,2.565062,-0.297855,0.008126,0.026683,-0.000553,-0.004312,-0.096470,-2.0523,-1.1164,-1.0522,-0.5057,-0.1442,-0.1506
19.1124,-2.110898,-1.606772,1.736992,-1.748309,-1.639024,2.564177,-0.318732,0.008462,0.032363,-0.001866,-0.003165,-0.088698,-1.9574,-1.2510,-0.9237,-0.5148,-0.1489,-0.2046
19.1224,-2.114173,-1.606661,1.737371,-1.748367,-1.639041,2.563337,-0.335182,0.008981,0.041941,-0.002859,-0.003566,-0.085778,-2.2256,-1.1450,-0.7635,-0.5110,-0.1360,-0.1828
19.1321,-2.117693,-1.606600,1.737875,-1.748387,-1.639041,2.562563,-0.355619,0.009920,0.056905,-0.003646,-0.002353,-0.076839,-1.8744,-1.1731,-0.9256,-0.5179,-0.1447,-0.1794
19.1423,-2.121393,-1.606494,1.738499,-1.748408,-1.639067,2.561865,-0.367967,0.007907,0.067201,-0.005338,-0.002592,-0.069846,-1.7563,-1.1184,-0.7448,-0.5003,-0.1241,-0.1612
19.1523,-2.125186,-1.606401,1.739257,-1.748483,-1.639116,2.561226,-0.375994,0.008930,0.083236,-0.005146,-0.001156,-0.063286,-1.6050,-1.1699,-0.7680,-0.4987,-0.1087,-0.1957
19.1622,-2.129025,-1.606302,1.740196,-1.748544,-1.639140,2.560582,-0.377627,0.008847,0.097126,-0.005162,-0.000557,-0.061781,-1.5861,-1.3093,-0.8259,-0.5041,-0.0921,-0.1714
19.1724,-2.132845,-1.606198,1.741263,-1.748545,-1.639140,2.559989,-0.382366,0.010736,0.114267,-0.004365,-0.000367,-0.062520,-1.4286,-1.3166,-0.7005,-0.5087,-0.0569,-0.1689
19.1824,-2.136582,-1.606071,1.742502,-1.748651,-1.639125,2.559365,-0.378954,0.008911,0.131471,-0.006012,-0.000229,-0.062732,-1.3115,-1.1477,-0.7516,-0.4903,0.0021,-0.1983
19.1922,-2.140274,-1.606011,1.743909,-1.748668,-1.639137,2.558710,-0.370980,0.009874,0.145748,-0.006074,0.000161,-0.066475,-1.1624,-1.3113,-0.7675,-0.5202,0.0457,-0.1692
19.2023,-2.143843,-1.605919,1.745437,-1.748724,-1.639116,2.558072,-0.357448,0.010065,0.159044,-0.007307,0.002282,-0.065822,-1.0597,-1.2996,-0.9232,-0.5039,0.0971,-0.2138
19.2124,-2.147332,-1.605835,1.747066,-1.748842,-1.639104,2.557381,-0.340714,0.009565,0.168699,-0.008153,0.003854,-0.069424,-0.9868,-1.2575,-0.7871,-0.4894,0.1018,-0.2029
19.2224,-2.150654,-1.605728,1.748781,-1.748901,-1.639056,2.556633,-0.319104,0.008998,0.174879,-0.006916,0.004487,-0.074947,-0.9712,-1.2468,-0.6246,-0.5038,0.1142,-0.1973
19.2323,-2.153838,-1.605624,1.750632,-1.748907,-1.639039,2.555877,-0.298257,0.010686,0.183140,-0.008673,0.006046,-0.075287,-0.7376,-1.3307,-0.6098,-0.4849,0.1177,-0.1849
19.2423,-2.156757,-1.605489,1.752527,-1.748991,-1.639000,2.555078,-0.275486,0.010883,0.189879,-0.006632,0.006360,-0.076482,-0.6901,-1.3043,-0.7787,-0.4856,0.1387,-0.1914
19.2524,-2.159390,-1.605405,1.754474,-1.749055,-1.638942,2.554311,-0.246062,0.012186,0.195936,-0.006496,0.005655,-0.077488,-0.6644,-1.3748,-0.9658,-0.5095,0.1574,-0.2291
19.2625,-2.161691,-1.605273,1.756437,-1.749130,-1.638897,2.553496,-0.221163,0.012692,0.199580,-0.006771,0.007129,-0.080346,-0.6659,-1.4214,-0.9515,-0.5146,0.1497,-0.2232
19.2725,-2.163693,-1.605137,1.758515,-1.749174,-1.638838,2.552671,-0.195871,0.013505,0.207848,-0.005992,0.006382,-0.083122,-0.5999,-1.3550,-0.7739,-0.4975,0.1661,-0.1793
19.2824,-2.165527,-1.605018,1.760654,-1.749246,-1.638778,2.551828,-0.171876,0.011996,0.215476,-0.008465,0.006376,-0.084227,-0.6871,-1.2193,-0.6425,-0.5100,0.1685,-0.2121
19.2923,-2.167074,-1.604860,1.762849,-1.749376,-1.638694,2.550948,-0.148765,0.012485,0.223215,-0.013648,0.007029,-0.081307,-0.7072,-1.3185,-0.6085,-0.5073,0.1611,-0.2298
19.3024,-2.168425,-1.604759,1.765096,-1.749540,-1.638615,2.550197,-0.129309,0.012417,0.232728,-0.016183,0.006164,-0.081360,-0.6771,-1.2145,-0.7549,-0.4765,0.1748,-0.2292
19.3126,-2.169591,-1.604659,1.767498,-1.749677,-1.638581,2.549326,-0.111202,0.012695,0.239502,-0.018288,0.006406,-0.080589,-0.5545,-1.2338,-0.7387,-0.5110,0.1433,-0.1995
19.3224,-2.170588,-1.604523,1.769940,-1.749868,-1.638568,2.548527,-0.092563,0.013534,0.247948,-0.022411,0.005892,-0.078349,-0.6008,-1.1588,-0.5329,-0.5450,0.1564,-0.1505
19.3324,-2.171410,-1.604384,1.772482,-1.750229,-1.638463,2.547755,-0.076754,0.014109,0.257945,-0.037370,0.005021,-0.071104,-0.4776,-1.1942,-0.7253,-0.5233,0.1490,-0.1891
19.3424,-2.172076,-1.604249,1.775117,-1.750637,-1.638464,2.547086,-0.062928,0.014011,0.265097,-0.047387,0.004416,-0.066118,-0.5354,-1.2082,-0.6883,-0.5664,0.1427,-0.1754
19.3524,-2.172629,-1.604105,1.777785,-1.751215,-1.638413,2.546494,-0.051917,0.014209,0.274800,-0.062441,0.004151,-0.059382,-0.5093,-1.2103,-0.8757,-0.5905,0.1610,-0.1875
19.3623,-2.173034,-1.603949,1.780618,-1.751987,-1.638350,2.545892,-0.039789,0.015148,0.281068,-0.082353,0.004345,-0.055643,-0.4863,-1.3002,-0.7050,-0.5607,0.1512,-0.1637
19.3724,-2.173395,-1.603809,1.783521,-1.752991,-1.638315,2.545404,-0.030593,0.014580,0.299789,-0.112531,0.003044,-0.048486,-0.4531,-1.2105,-0.6853,-0.5933,0.1384,-0.1557
19.3823,-2.173600,-1.603662,1.786580,-1.754299,-1.638275,2.544986,-0.020706,0.013399,0.313423,-0.142225,0.002770,-0.041490,-0.4889,-1.1740,-0.3991,-0.5986,0.1321,-0.1534
19.3924,-2.173780,-1.603539,1.789806,-1.756037,-1.638258,2.544567,-0.014309,0.011897,0.327421,-0.176883,0.002403,-0.034489,-0.4209,-1.2373,-0.4535,-0.6207,0.1544,-0.1701
19.4024,-2.173849,-1.603432,1.793159,-1.757959,-1.638243,2.544278,-0.004459,0.010739,0.338371,-0.209159,0.001420,-0.026818,-0.2516,-1.2876,-0.4853,-0.6371,0.1408,-0.1562
19.4123,-2.173846,-1.603328,1.796635,-1.760295,-1.638243,2.543988,0.003197,0.009862,0.352487,-0.242768,0.000936,-0.022067,0.0718,-1.3596,-0.7753,-0.6761,0.1412,-0.1852
19.4223,-2.173774,-1.603239,1.800165,-1.762940,-1.638203,2.543852,0.006912,0.006919,0.358393,-0.269254,0.000697,-0.016501,0.1834,-1.3265,-0.2993,-0.6485,0.1133,-0.1698
19.4324,-2.173714,-1.603172,1.803824,-1.765874,-1.638200,2.543709,0.010924,0.005395,0.371659,-0.302771,0.000614,-0.011837,0.5205,-1.4677,-0.5290,-0.6447,0.1098,-0.1465
19.4423,-2.173562,-1.603171,1.807577,-1.768976,-1.638203,2.543636,0.014591,0.001802,0.379051,-0.327321,0.000365,-0.004524,0.6032,-1.3526,-0.6308,-0.6258,0.0674,-0.1295
19.4523,-2.173394,-1.603156,1.811481,-1.772293,-1.638215,2.543631,0.015134,0.001051,0.381438,-0.344684,0.000208,-0.001047,0.5426,-1.4614,-0.7408,-0.6104,0.0352,-0.0876
19.4624,-2.173278,-1.603140,1.815275,-1.775877,-1.638207,2.543628,0.015580,0.000825,0.387784,-0.362801,0.000121,-0.000001,0.6527,-1.4514,-0.7379,-0.6260,-0.0078,-0.0048
19.4724,-2.173125,-1.603140,1.819249,-1.779716,-1.638234,2.543667,0.016265,0.001351,0.410516,-0.390923,-0.000174,0.004412,0.6833,-1.3455,-0.3237,-0.6309,-0.0363,0.0370
19.4824,-2.172981,-1.603160,1.823433,-1.783812,-1.638215,2.543709,0.015652,-0.001581,0.429224,-0.419386,-0.001206,0.009052,0.6799,-1.4158,0.0709,-0.6120,-0.0504,0.0656
