t_rel_s,t_wall,gello_q1,gello_q2,gello_q3,gello_q4,gello_q5,gello_q6,gello_qd1,gello_qd2,gello_qd3,gello_qd4,gello_qd5,gello_qd6,gello_grip,cmd1,cmd2,cmd3,cmd4,cmd5,cmd6,ur_q1,ur_q2,ur_q3,ur_q4,ur_q5,ur_q6,ur_qd1,ur_qd2,ur_qd3,ur_qd4,ur_qd5,ur_qd6,ur_eff1,ur_eff2,ur_eff3,ur_eff4,ur_eff5,ur_eff6,grip_cmd,grip_pos,fx,fy,fz,tx,ty,tz,tcp_x,tcp_y,tcp_z,tcp_qx,tcp_qy,tcp_qz,tcp_qw
17.4357,1783065348.5379,-1.566385,-1.290096,1.505965,-1.874182,-1.637903,2.980241,-0.64157,-0.54946,0.04628,0.13747,0.00000,-0.36432,0.0015,-1.505530,-1.268713,1.503090,-1.879954,-1.638064,2.993898,-1.412314,-1.200572,1.504893,-1.968830,-1.635455,3.024164,-0.639554,-0.395117,-0.152040,0.629698,-0.086403,-0.221415,-1.8526,-5.4413,-2.6743,0.0689,-0.2334,-0.2549,0.0021,0.0549,-1.84878,4.48340,-0.13097,0.14571,0.07366,0.11901,-0.226521,0.608808,0.351940,-0.137032,0.988919,0.047733,0.031354
17.4458,1783065348.5480,-1.566385,-1.290096,1.505965,-1.874182,-1.637903,2.980241,-0.64157,-0.54946,0.04628,0.13747,0.00000,-0.36432,0.0015,-1.510530,-1.273713,1.503436,-1.878696,-1.638048,2.991200,-1.418624,-1.204682,1.503503,-1.962488,-1.636214,3.021823,-0.643886,-0.404761,-0.132705,0.634052,-0.076924,-0.223521,-1.8659,-5.4508,-2.6677,0.0860,-0.2449,-0.2260,0.0021,0.0549,-0.89088,5.19208,0.01311,0.12042,0.10655,0.11327,-0.222435,0.609183,0.354545,-0.135063,0.989197,0.047182,0.031947
17.4557,1783065348.5579,-1.566385,-1.290096,1.505965,-1.874182,-1.637903,2.980241,-0.64157,-0.54946,0.04628,0.13747,0.00000,-0.36432,0.0015,-1.518030,-1.281213,1.503852,-1.877329,-1.638027,2.988065,-1.425071,-1.208825,1.502292,-1.956151,-1.636963,3.019603,-0.650903,-0.415973,-0.112177,0.639086,-0.069666,-0.222099,-1.7847,-5.7192,-2.8043,0.0513,-0.2302,-0.2555,0.0021,0.0549,-0.81050,4.25824,0.34379,0.14529,0.10567,0.10844,-0.218263,0.609505,0.357081,-0.132970,0.989491,0.046556,0.032532
17.4657,1783065348.5680,-1.586342,-1.308503,1.509017,-1.866543,-1.637903,2.964932,-0.59991,-0.55333,0.09177,0.22963,0.00000,-0.46017,0.0015,-1.523030,-1.283827,1.504078,-1.876673,-1.638015,2.986485,-1.431654,-1.213145,1.501247,-1.949854,-1.637551,3.017369,-0.653606,-0.434705,-0.099702,0.634576,-0.058218,-0.221228,-2.0399,-5.5606,-2.5673,0.0435,-0.2664,-0.2532,0.0021,0.0549,-0.93972,4.55822,-0.39371,0.14498,0.10576,0.09627,-0.214018,0.609749,0.359650,-0.130818,0.989790,0.045949,0.033035
17.4757,1783065348.5779,-1.586342,-1.308503,1.509017,-1.866543,-1.637903,2.964932,-0.59991,-0.55333,0.09177,0.22963,0.00000,-0.46017,0.0015,-1.530530,-1.291327,1.504784,-1.873672,-1.638000,2.979995,-1.438268,-1.217620,1.500347,-1.943503,-1.638077,3.015137,-0.653154,-0.453910,-0.081065,0.630380,-0.049696,-0.224930,-1.7833,-4.8883,-2.6015,0.0417,-0.2618,-0.2512,0.0021,0.0549,-1.32255,4.11474,-0.15149,0.16253,0.11571,0.12181,-0.209755,0.609890,0.362235,-0.128653,0.990087,0.045316,0.033504
17.4857,1783065348.5879,-1.586342,-1.308503,1.509017,-1.866543,-1.637903,2.964932,-0.59991,-0.55333,0.09177,0.22963,0.00000,-0.46017,0.0015,-1.535530,-1.296327,1.505162,-1.872187,-1.637991,2.976672,-1.444765,-1.222148,1.499600,-1.937349,-1.638576,3.012925,-0.655730,-0.462853,-0.069362,0.612655,-0.044865,-0.221889,-1.7819,-4.7445,-2.4880,0.1091,-0.2372,-0.2827,0.0021,0.0549,-2.36542,5.59479,-1.47424,0.12059,0.07385,0.12401,-0.205570,0.609941,0.364796,-0.126533,0.990372,0.044730,0.033951
17.4957,1783065348.5979,-1.586342,-1.308503,1.509017,-1.866543,-1.637903,2.964932,-0.59991,-0.55333,0.09177,0.22963,0.00000,-0.46017,0.0015,-1.543030,-1.302229,1.505626,-1.870538,-1.637980,2.972967,-1.451279,-1.226735,1.498979,-1.931199,-1.638956,3.010643,-0.664037,-0.474359,-0.052972,0.601288,-0.037839,-0.227264,-1.7654,-5.0658,-2.4449,0.0634,-0.2483,-0.2397,0.0021,0.0549,-1.13367,4.51980,-1.28003,0.14604,0.08663,0.09062,-0.201388,0.609916,0.367327,-0.124443,0.990651,0.044109,0.034336
17.5056,1783065348.6079,-1.606284,-1.325392,1.512085,-1.858873,-1.639421,2.951111,-0.59944,-0.50768,0.09222,0.23054,-0.04565,-0.41545,0.0015,-1.548030,-1.307229,1.506096,-1.868126,-1.638104,2.967967,-1.457934,-1.231457,1.498602,-1.925260,-1.639260,3.008352,-0.662689,-0.480687,-0.035891,0.586668,-0.032607,-0.236158,-2.0077,-5.5829,-2.7530,0.0035,-0.2456,-0.2359,0.0021,0.0549,-0.90157,3.88166,0.88936,0.18142,0.12398,0.11969,-0.197129,0.609820,0.369841,-0.122287,0.990933,0.043534,0.034682
17.5157,1783065348.6179,-1.606284,-1.325392,1.512085,-1.858873,-1.639421,2.951111,-0.59944,-0.50768,0.09222,0.23054,-0.04565,-0.41545,0.0015,-1.555530,-1.314729,1.506656,-1.865395,-1.638270,2.962277,-1.464640,-1.236372,1.498353,-1.919600,-1.639585,3.005999,-0.661189,-0.488152,-0.021122,0.565054,-0.026062,-0.239636,-1.7634,-5.6297,-2.7892,-0.0071,-0.2202,-0.2865,0.0021,0.0549,-1.08307,4.53754,1.07039,0.15104,0.11717,0.12134,-0.192840,0.609652,0.372437,-0.120129,0.991202,0.043126,0.035039
17.5257,1783065348.6279,-1.606284,-1.325392,1.512085,-1.858873,-1.639421,2.951111,-0.59944,-0.50768,0.09222,0.23054,-0.04565,-0.41545,0.0015,-1.560530,-1.318524,1.506954,-1.864046,-1.638368,2.959591,-1.471345,-1.241441,1.498189,-1.914066,-1.639813,3.003541,-0.660434,-0.498487,-0.011127,0.543021,-0.021718,-0.246788,-1.7815,-5.4206,-2.6558,-0.0494,-0.2120,-0.2596,0.0021,0.0549,-1.76303,4.44690,0.51306,0.15309,0.06844,0.09439,-0.188568,0.609403,0.375095,-0.118021,0.991458,0.042812,0.035349
17.5357,1783065348.6380,-1.626226,-1.340748,1.512116,-1.848166,-1.639436,2.932749,-0.59686,-0.45959,0.00092,0.32047,-0.00045,-0.54958,0.0015,-1.568030,-1.323001,1.507340,-1.861363,-1.638499,2.955060,-1.477943,-1.246595,1.498102,-1.908742,-1.639989,3.001070,-0.664207,-0.515739,0.000447,0.516648,-0.015630,-0.260600,-1.8456,-5.4354,-2.0000,-0.0191,-0.2136,-0.2522,0.0021,0.0549,-1.64351,4.80077,-0.29558,0.14575,0.09501,0.11986,-0.184376,0.609075,0.377783,-0.115968,0.991699,0.042608,0.035631
17.5458,1783065348.6481,-1.626226,-1.340748,1.512116,-1.848166,-1.639436,2.932749,-0.59686,-0.45959,0.00092,0.32047,-0.00045,-0.54958,0.0015,-1.573030,-1.328001,1.507608,-1.858588,-1.638577,2.950060,-1.484520,-1.251790,1.498192,-1.903733,-1.640113,2.998433,-0.666462,-0.529641,0.015508,0.495878,-0.011689,-0.272342,-1.9287,-4.8769,-1.4222,0.0152,-0.2103,-0.2768,0.0021,0.0549,-1.95391,4.81526,-0.99634,0.14260,0.08803,0.12582,-0.180212,0.608687,0.380435,-0.114006,0.991922,0.042490,0.035892
17.5558,1783065348.6580,-1.626226,-1.340748,1.512116,-1.848166,-1.639436,2.932749,-0.59686,-0.45959,0.00092,0.32047,-0.00045,-0.54958,0.0015,-1.580530,-1.333510,1.508020,-1.855449,-1.638681,2.943091,-1.491195,-1.257065,1.498433,-1.898868,-1.640138,2.995633,-0.665302,-0.533139,0.023684,0.476028,-0.004228,-0.279360,-1.5721,-4.7634,-1.3786,0.0214,-0.1944,-0.2930,0.0021,0.0549,-0.88582,4.15148,-1.24400,0.17176,0.11604,0.10941,-0.176007,0.608242,0.383069,-0.112077,0.992138,0.042402,0.036110
17.5658,1783065348.6680,-1.626226,-1.340748,1.512116,-1.848166,-1.639436,2.932749,-0.59686,-0.45959,0.00092,0.32047,-0.00045,-0.54958,0.0015,-1.585530,-1.335575,1.508293,-1.853905,-1.638743,2.940436,-1.497907,-1.262365,1.498675,-1.894240,-1.640193,2.992736,-0.662407,-0.537669,0.029698,0.454474,-0.001254,-0.287933,-1.8510,-5.0111,-1.3124,-0.0410,-0.1918,-0.3023,0.0021,0.0549,-1.61317,3.56140,0.00209,0.18191,0.09042,0.11519,-0.171791,0.607776,0.385735,-0.110171,0.992341,0.042442,0.036350
17.5757,1783065348.6779,-1.644649,-1.356088,1.513635,-1.837428,-1.639436,2.918898,-0.49679,-0.41365,0.04096,0.28954,-0.00000,-0.37351,0.0036,-1.593030,-1.341363,1.508807,-1.849855,-1.638825,2.934383,-1.504565,-1.267835,1.499011,-1.889883,-1.640208,2.989711,-0.668040,-0.541749,0.035596,0.436931,-0.000717,-0.304025,-1.9827,-5.2809,-1.3858,-0.0739,-0.1817,-0.2818,0.0021,0.0549,-1.49171,3.43423,0.23234,0.18147,0.10418,0.09829,-0.167623,0.607229,0.388481,-0.108349,0.992524,0.042652,0.036581
17.5857,1783065348.6879,-1.644649,-1.356088,1.513635,-1.837428,-1.639436,2.918898,-0.49679,-0.41365,0.04096,0.28954,-0.00000,-0.37351,0.0036,-1.598030,-1.346019,1.509178,-1.847136,-1.638873,2.930054,-1.511184,-1.273374,1.499399,-1.885629,-1.640166,2.986538,-0.671823,-0.540440,0.041272,0.414802,-0.000457,-0.320708,-1.9368,-5.3848,-1.2909,-0.0091,-0.1392,-0.2937,0.0021,0.0549,-1.30105,4.65570,-0.04006,0.16250,0.11588,0.10773,-0.163497,0.606616,0.391244,-0.106618,0.992692,0.042921,0.036791
17.5956,1783065348.6978,-1.644649,-1.356088,1.513635,-1.837428,-1.639436,2.918898,-0.49679,-0.41365,0.04096,0.28954,-0.00000,-0.37351,0.0036,-1.605530,-1.349980,1.509708,-1.844118,-1.638938,2.925953,-1.517858,-1.278816,1.499839,-1.881547,-1.640215,2.983230,-0.670049,-0.546156,0.046920,0.398076,-0.000131,-0.337755,-1.7449,-5.0227,-1.2348,-0.0298,-0.0946,-0.2747,0.0021,0.0549,-1.17664,4.99076,-0.08728,0.15498,0.11374,0.11913,-0.159345,0.605999,0.393931,-0.104924,0.992851,0.043194,0.037055
17.6057,1783065348.7079,-1.664575,-1.372946,1.516687,-1.828209,-1.639436,2.903573,-0.67631,-0.57218,0.10360,0.31290,-0.00000,-0.52013,0.0015,-1.610530,-1.354980,1.510314,-1.840558,-1.638977,2.920953,-1.524622,-1.284234,1.500295,-1.877684,-1.640154,2.979736,-0.670505,-0.555536,0.048231,0.379791,-0.000000,-0.351832,-1.9132,-4.7929,-1.1032,0.0093,-0.0374,-0.3091,0.0021,0.0549,-0.99711,4.87337,-0.86876,0.14269,0.11207,0.10577,-0.155166,0.605377,0.396609,-0.103277,0.992999,0.043552,0.037279
17.6156,1783065348.7179,-1.664575,-1.372946,1.516687,-1.828209,-1.639436,2.903573,-0.67631,-0.57218,0.10360,0.31290,-0.00000,-0.52013,0.0015,-1.618030,-1.362480,1.511181,-1.836601,-1.639028,2.913743,-1.531417,-1.289784,1.500861,-1.873870,-1.640142,2.976156,-0.673564,-0.558348,0.054398,0.369362,0.000288,-0.368561,-2.1206,-4.6304,-1.1340,-0.0465,0.0354,-0.2882,0.0021,0.0549,-0.58782,3.99832,-0.87512,0.17331,0.12055,0.10946,-0.150976,0.604672,0.399309,-0.101654,0.993140,0.043941,0.037536
17.6257,1783065348.7280,-1.664575,-1.372946,1.516687,-1.828209,-1.639436,2.903573,-0.67631,-0.57218,0.10360,0.31290,-0.00000,-0.52013,0.0015,-1.623030,-1.365958,1.511718,-1.834697,-1.639059,2.910984,-1.538146,-1.295391,1.501398,-1.870247,-1.640184,2.972447,-0.675101,-0.555216,0.061432,0.357079,0.002759,-0.383637,-1.7607,-4.6509,-1.3144,-0.0449,0.0689,-0.2951,0.0021,0.0549,-1.73686,3.48945,-0.16808,0.17592,0.08428,0.11308,-0.146837,0.603923,0.402069,-0.100121,0.993261,0.044464,0.037837
17.6357,1783065348.7379,-1.686035,-1.391338,1.519755,-1.817487,-1.639436,2.889752,-0.63928,-0.54789,0.09139,0.31942,-0.00000,-0.41172,0.0036,-1.630530,-1.370438,1.512619,-1.831334,-1.639100,2.906497,-1.544818,-1.300964,1.501994,-1.866784,-1.640083,2.968585,-0.679858,-0.559195,0.060326,0.345513,0.004913,-0.400413,-1.9186,-4.9648,-1.0950,-0.0416,0.0869,-0.3168,0.0021,0.0549,-1.60131,4.30500,-0.32818,0.16889,0.08920,0.11209,-0.142764,0.603137,0.404784,-0.098694,0.993369,0.045021,0.038077
17.6457,1783065348.7480,-1.686035,-1.391338,1.519755,-1.817487,-1.639436,2.889752,-0.63928,-0.54789,0.09139,0.31942,-0.00000,-0.41172,0.0036,-1.635530,-1.375438,1.513385,-1.828151,-1.639125,2.901713,-1.551639,-1.306596,1.502689,-1.863392,-1.640018,2.964478,-0.682187,-0.556516,0.066142,0.336753,0.007209,-0.414373,-1.8522,-5.0706,-1.2094,-0.0232,0.0858,-0.3569,0.0021,0.0549,-0.75969,4.59341,-0.21283,0.16866,0.13563,0.11701,-0.138614,0.602306,0.407485,-0.097313,0.993469,0.045584,0.038352
17.6557,1783065348.7579,-1.686035,-1.391338,1.519755,-1.817487,-1.639436,2.889752,-0.63928,-0.54789,0.09139,0.31942,-0.00000,-0.41172,0.0036,-1.643030,-1.382936,1.514423,-1.824677,-1.639158,2.897178,-1.558542,-1.312216,1.503349,-1.860131,-1.640010,2.960163,-0.686644,-0.560305,0.069462,0.331024,0.006873,-0.432006,-1.7671,-4.8972,-1.2036,-0.0075,0.1012,-0.3600,0.0021,0.0549,-1.54660,4.22663,-0.68413,0.14427,0.09549,0.11690,-0.134427,0.601466,0.410198,-0.095991,0.993556,0.046213,0.038676
17.6656,1783065348.7678,-1.705992,-1.411265,1.525860,-1.808267,-1.639436,2.880502,-0.60164,-0.60072,0.18406,0.27793,-0.00000,-0.27886,0.0015,-1.648030,-1.385344,1.515037,-1.823028,-1.639178,2.895183,-1.565435,-1.317769,1.504041,-1.856916,-1.639974,2.955736,-0.680903,-0.564341,0.070653,0.324950,0.009179,-0.446190,-1.8288,-4.4989,-1.0614,0.0259,0.1238,-0.3230,0.0021,0.0549,-2.03886,4.80810,-0.85433,0.15118,0.09044,0.12564,-0.130267,0.600597,0.412849,-0.094730,0.993637,0.046812,0.038994
17.6757,1783065348.7779,-1.705992,-1.411265,1.525860,-1.808267,-1.639436,2.880502,-0.60164,-0.60072,0.18406,0.27793,-0.00000,-0.27886,0.0015,-1.655530,-1.392844,1.516971,-1.818191,-1.639204,2.889676,-1.572199,-1.323397,1.504772,-1.853606,-1.639894,2.951167,-0.686474,-0.571664,0.073481,0.321228,0.008457,-0.455427,-2.1004,-4.5730,-1.1672,-0.0562,0.1370,-0.3280,0.0021,0.0549,-1.27271,3.97849,-0.68675,0.17457,0.11687,0.13192,-0.126207,0.599637,0.415505,-0.093607,0.993704,0.047383,0.039296
17.6857,1783065348.7879,-1.705992,-1.411265,1.525860,-1.808267,-1.639436,2.880502,-0.60164,-0.60072,0.18406,0.27793,-0.00000,-0.27886,0.0015,-1.660530,-1.397844,1.518127,-1.815872,-1.639220,2.887223,-1.579009,-1.329112,1.505580,-1.850411,-1.639795,2.946514,-0.688877,-0.562478,0.080642,0.314214,0.008761,-0.464934,-1.8002,-4.6514,-1.1890,-0.0560,0.1302,-0.3435,0.0021,0.0549,-1.17808,3.98709,-0.56798,0.17148,0.10196,0.10868,-0.122140,0.598618,0.418176,-0.092500,0.993766,0.048012,0.039605
17.6957,1783065348.7979,-1.705992,-1.411265,1.525860,-1.808267,-1.639436,2.880502,-0.60164,-0.60072,0.18406,0.27793,-0.00000,-0.27886,0.0015,-1.668030,-1.404833,1.519636,-1.813389,-1.639242,2.884757,-1.585954,-1.334883,1.506399,-1.847316,-1.639711,2.941862,-0.690980,-0.565960,0.081480,0.309145,0.006958,-0.477257,-1.9610,-4.9875,-1.1435,-0.0682,0.1362,-0.3010,0.0021,0.0549,-0.70979,4.07528,-0.01043,0.18974,0.12568,0.15242,-0.118012,0.597568,0.420874,-0.091322,0.993827,0.048707,0.039942
17.7058,1783065348.8080,-1.724416,-1.431206,1.531996,-1.800582,-1.637918,2.871298,-0.55443,-0.60012,0.18464,0.23128,0.04570,-0.27700,0.0015,-1.673030,-1.409833,1.521392,-1.810413,-1.639155,2.881237,-1.592932,-1.340584,1.507212,-1.844241,-1.639663,2.937160,-0.693732,-0.572610,0.085275,0.304206,0.006664,-0.482367,-1.8256,-5.1441,-1.1562,-0.0393,0.1078,-0.3348,0.0021,0.0549,-0.98367,4.36185,-0.43492,0.16759,0.11684,0.11154,-0.113881,0.596501,0.423525,-0.090153,0.993886,0.049375,0.040305
17.7156,1783065348.8179,-1.724416,-1.431206,1.531996,-1.800582,-1.637918,2.871298,-0.55443,-0.60012,0.18464,0.23128,0.04570,-0.27700,0.0015,-1.680530,-1.417333,1.523674,-1.807192,-1.639039,2.877624,-1.599859,-1.346291,1.508100,-1.841222,-1.639635,2.932265,-0.692610,-0.578577,0.091140,0.302339,0.007083,-0.486341,-1.6047,-4.4924,-1.1037,-0.0042,0.1515,-0.3354,0.0021,0.0549,-2.36388,3.97154,-0.66654,0.17647,0.08682,0.12006,-0.109799,0.595378,0.426136,-0.089105,0.993933,0.050029,0.040690
17.7257,1783065348.8279,-1.724416,-1.431206,1.531996,-1.800582,-1.637918,2.871298,-0.55443,-0.60012,0.18464,0.23128,0.04570,-0.27700,0.0015,-1.685530,-1.422333,1.524953,-1.805670,-1.638971,2.876005,-1.606711,-1.352044,1.509051,-1.838164,-1.639576,2.927346,-0.693918,-0.585844,0.094426,0.301743,0.007857,-0.486329,-2.0972,-4.8228,-0.9118,-0.0262,0.1452,-0.2986,0.0021,0.0549,-2.10900,4.57340,-0.91220,0.16623,0.08583,0.14009,-0.105787,0.594183,0.428726,-0.088108,0.993974,0.050654,0.041063
17.7356,1783065348.8379,-1.739786,-1.448111,1.535094,-1.792912,-1.637903,2.866650,-0.46197,-0.50807,0.09313,0.23053,0.00046,-0.13970,0.0036,-1.693030,-1.428391,1.526796,-1.803113,-1.638879,2.873731,-1.613668,-1.357896,1.510079,-1.835144,-1.639452,2.922475,-0.695613,-0.588142,0.101954,0.304854,0.008788,-0.482031,-1.7057,-4.6689,-1.0128,-0.0393,0.1318,-0.3294,0.0021,0.0549,-0.07969,4.14049,-0.66713,0.17764,0.13533,0.09781,-0.101743,0.592925,0.431329,-0.087035,0.994020,0.051312,0.041420
17.7457,1783065348.8479,-1.739786,-1.448111,1.535094,-1.792912,-1.637903,2.866650,-0.46197,-0.50807,0.09313,0.23053,0.00046,-0.13970,0.0036,-1.698030,-1.433391,1.528124,-1.800791,-1.638824,2.871981,-1.620712,-1.363869,1.511135,-1.832131,-1.639436,2.917603,-0.696091,-0.589669,0.108123,0.299374,0.004961,-0.480663,-1.9894,-5.0899,-1.0700,-0.0645,0.1414,-0.2753,0.0021,0.0549,-0.95343,4.36001,-0.06171,0.16955,0.10752,0.12297,-0.097661,0.591598,0.433977,-0.085914,0.994064,0.052005,0.041847
17.7558,1783065348.8580,-1.739786,-1.448111,1.535094,-1.792912,-1.637903,2.866650,-0.46197,-0.50807,0.09313,0.23053,0.00046,-0.13970,0.0036,-1.705530,-1.440469,1.529746,-1.798275,-1.638749,2.870168,-1.627783,-1.369912,1.512246,-1.829212,-1.639412,2.912920,-0.699103,-0.594032,0.116076,0.295919,0.006037,-0.472145,-1.7393,-4.8819,-1.0508,-0.0057,0.1681,-0.2851,0.0021,0.0549,-1.75718,4.55324,-0.25554,0.16123,0.08012,0.10574,-0.093590,0.590215,0.436636,-0.084684,0.994112,0.052754,0.042284
17.7656,1783065348.8678,-1.752089,-1.464985,1.539681,-1.782205,-1.637903,2.860529,-0.36521,-0.50091,0.13616,0.31784,0.00000,-0.18170,0.0015,-1.710530,-1.442720,1.530613,-1.797080,-1.638704,2.869337,-1.634702,-1.375885,1.513453,-1.826305,-1.639376,2.908332,-0.699592,-0.604550,0.121597,0.294185,0.005860,-0.463989,-1.9409,-4.9459,-0.9507,-0.0107,0.1762,-0.2886,0.0021,0.0549,-1.82945,4.33740,-0.80615,0.17982,0.06403,0.12073,-0.089635,0.588783,0.439194,-0.083486,0.994159,0.053430,0.042707
17.7758,1783065348.8780,-1.752089,-1.464985,1.539681,-1.782205,-1.637903,2.860529,-0.36521,-0.50091,0.13616,0.31784,0.00000,-0.18170,0.0015,-1.718030,-1.450220,1.532762,-1.792330,-1.638642,2.866439,-1.641597,-1.381939,1.514689,-1.823341,-1.639292,2.903798,-0.706777,-0.618236,0.129049,0.292595,0.007630,-0.453481,-1.7675,-4.6011,-0.9603,-0.0220,0.1486,-0.2518,0.0021,0.0549,-1.22794,4.26439,-0.80072,0.16148,0.11275,0.12216,-0.085725,0.587281,0.441764,-0.082274,0.994206,0.054105,0.043113
17.7857,1783065348.8880,-1.752089,-1.464985,1.539681,-1.782205,-1.637903,2.860529,-0.36521,-0.50091,0.13616,0.31784,0.00000,-0.18170,0.0015,-1.723030,-1.455220,1.533916,-1.790022,-1.638605,2.865077,-1.648650,-1.388062,1.516013,-1.820355,-1.639238,2.899303,-0.700546,-0.615942,0.135848,0.291581,0.008656,-0.437014,-2.2836,-4.7189,-0.9349,-0.0311,0.1154,-0.2554,0.0021,0.0549,-0.13493,3.60580,-0.81607,0.17868,0.12501,0.11360,-0.081749,0.585719,0.444313,-0.080965,0.994259,0.054751,0.043543
17.7958,1783065348.8980,-1.752089,-1.464985,1.539681,-1.782205,-1.637903,2.860529,-0.36521,-0.50091,0.13616,0.31784,0.00000,-0.18170,0.0015,-1.730530,-1.459547,1.535297,-1.787523,-1.638553,2.863629,-1.655865,-1.394342,1.517397,-1.817478,-1.639152,2.894992,-0.706172,-0.619745,0.141756,0.288329,0.005424,-0.417678,-1.8925,-4.6898,-0.9125,-0.0381,0.1323,-0.2905,0.0021,0.0549,-1.43766,4.72239,-0.34355,0.16021,0.11735,0.12338,-0.077712,0.584088,0.446922,-0.079479,0.994318,0.055500,0.043983
17.8057,1783065348.9079,-1.761324,-1.475784,1.541246,-1.769949,-1.637903,2.852874,-0.27977,-0.32716,0.04740,0.37130,0.00000,-0.23189,0.0036,-1.735530,-1.464313,1.536288,-1.783474,-1.638522,2.861216,-1.662943,-1.400619,1.518825,-1.814601,-1.639149,2.890869,-0.710694,-0.620799,0.147619,0.287455,0.005386,-0.404774,-1.9681,-4.9155,-1.1682,0.0056,0.1535,-0.2736,0.0021,0.0549,-2.76272,5.09855,-0.44667,0.14023,0.05573,0.10977,-0.073776,0.582402,0.449491,-0.077967,0.994376,0.056221,0.044460
17.8157,1783065348.9179,-1.761324,-1.475784,1.541246,-1.769949,-1.637903,2.852874,-0.27977,-0.32716,0.04740,0.37130,0.00000,-0.23189,0.0036,-1.743030,-1.468945,1.537469,-1.779010,-1.638477,2.858581,-1.669978,-1.406846,1.520387,-1.811663,-1.639057,2.886933,-0.712039,-0.624941,0.154237,0.291129,0.009126,-0.386717,-1.6824,-4.5369,-1.0567,-0.0473,0.1537,-0.2303,0.0021,0.0549,-1.21815,4.31604,-0.63586,0.18185,0.10299,0.13142,-0.069903,0.580666,0.451943,-0.076391,0.994445,0.056832,0.044875
17.8257,1783065348.9280,-1.761324,-1.475784,1.541246,-1.769949,-1.637903,2.852874,-0.27977,-0.32716,0.04740,0.37130,0.00000,-0.23189,0.0036,-1.748030,-1.470905,1.538088,-1.776885,-1.638448,2.857321,-1.677067,-1.413086,1.521890,-1.808765,-1.638985,2.883177,-0.718205,-0.632397,0.156712,0.293122,0.006227,-0.370099,-2.1127,-4.4654,-0.9277,0.0375,0.1339,-0.2203,0.0021,0.0549,-1.22872,4.31075,-1.28902,0.18086,0.08303,0.10494,-0.066026,0.578903,0.454420,-0.074695,0.994516,0.057496,0.045314
17.8357,1783065348.9379,-1.775084,-1.497153,1.545817,-1.756158,-1.637903,2.833055,-0.41111,-0.63845,0.13659,0.41202,0.00000,-0.59213,0.0036,-1.755530,-1.474775,1.539209,-1.772866,-1.638407,2.853855,-1.684383,-1.419419,1.523497,-1.805751,-1.638913,2.879680,-0.715665,-0.630793,0.160949,0.302498,0.008733,-0.356435,-2.1010,-4.1697,-0.9598,-0.0008,0.1032,-0.2033,0.0021,0.0549,-0.08202,3.82563,-0.92174,0.18036,0.16667,0.13369,-0.062054,0.577068,0.456871,-0.072761,0.994604,0.058096,0.045749
17.8458,1783065348.9480,-1.775084,-1.497153,1.545817,-1.756158,-1.637903,2.833055,-0.41111,-0.63845,0.13659,0.41202,0.00000,-0.59213,0.0036,-1.760530,-1.479775,1.540285,-1.768857,-1.638381,2.848881,-1.691632,-1.425780,1.525150,-1.802753,-1.638928,2.876252,-0.723620,-0.623845,0.164462,0.305381,0.003733,-0.339748,-1.9468,-4.1051,-1.0001,0.0341,0.1545,-0.2375,0.0021,0.0549,-1.86213,3.43267,-0.85624,0.18918,0.05760,0.12364,-0.058145,0.575176,0.459301,-0.070822,0.994687,0.058686,0.046231
17.8556,1783065348.9579,-1.775084,-1.497153,1.545817,-1.756158,-1.637903,2.833055,-0.41111,-0.63845,0.13659,0.41202,0.00000,-0.59213,0.0036,-1.768030,-1.487275,1.541580,-1.764532,-1.638345,2.843628,-1.698824,-1.432069,1.526749,-1.799625,-1.638877,2.873029,-0.736453,-0.614198,0.165586,0.314609,0.005680,-0.327973,-2.0004,-4.3656,-1.1299,0.0395,0.1367,-0.2494,0.0021,0.0549,-1.32496,3.63998,-0.78600,0.20427,0.10722,0.12312,-0.054304,0.573261,0.461686,-0.068815,0.994777,0.059212,0.046665
17.8657,1783065348.9679,-1.775222,-1.497367,1.545863,-1.756020,-1.637903,2.832857,-0.00413,-0.00641,0.00137,0.00414,0.00000,-0.00594,0.0036,-1.770334,-1.490752,1.542264,-1.762510,-1.638322,2.841117,-1.706113,-1.438195,1.528400,-1.796495,-1.638781,2.869744,-0.735651,-0.614698,0.163599,0.325567,0.007839,-0.321214,-2.2236,-4.2580,-1.0230,0.0946,0.1177,-0.2608,0.0021,0.0549,-1.03010,4.80895,-1.55501,0.15556,0.11699,0.11682,-0.050440,0.571358,0.463938,-0.066796,0.994870,0.059631,0.047067
17.8757,1783065348.9779,-1.775222,-1.497367,1.545863,-1.756020,-1.637903,2.832857,-0.00413,-0.00641,0.00137,0.00414,0.00000,-0.00594,0.0036,-1.772115,-1.493333,1.543090,-1.760339,-1.638289,2.838375,-1.713579,-1.444277,1.530017,-1.793130,-1.638647,2.866556,-0.739103,-0.618933,0.162729,0.342053,0.006719,-0.320954,-2.0736,-3.9293,-0.8466,0.0448,0.1336,-0.2501,0.0021,0.0549,-0.18149,3.88704,-1.62032,0.17816,0.12141,0.12261,-0.046510,0.569425,0.466141,-0.064647,0.994977,0.059930,0.047434
