t_rel_s,t_wall,gello_q1,gello_q2,gello_q3,gello_q4,gello_q5,gello_q6,gello_qd1,gello_qd2,gello_qd3,gello_qd4,gello_qd5,gello_qd6,gello_grip,cmd1,cmd2,cmd3,cmd4,cmd5,cmd6,ur_q1,ur_q2,ur_q3,ur_q4,ur_q5,ur_q6,ur_qd1,ur_qd2,ur_qd3,ur_qd4,ur_qd5,ur_qd6,ur_eff1,ur_eff2,ur_eff3,ur_eff4,ur_eff5,ur_eff6,grip_cmd,grip_pos,fx,fy,fz,tx,ty,tz,tcp_x,tcp_y,tcp_z,tcp_qx,tcp_qy,tcp_qz,tcp_qw
0.0157,1783065331.1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0257,1783065331.1280,,,,,,,,,,,,,,-1.751280,-1.932874,1.817693,-1.470292,-1.578933,2.904908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0357,1783065331.1380,-1.750680,-1.933019,1.825017,-1.472233,-1.579596,2.900351,,,,,,,0.0000,-1.751224,-1.932885,1.819067,-1.470573,-1.578908,2.904208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0457,1783065331.1479,-1.750680,-1.933019,1.825017,-1.472233,-1.579596,2.900351,,,,,,,0.0000,-1.751191,-1.932892,1.820128,-1.470737,-1.578942,2.903793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0557,1783065331.1579,-1.750680,-1.933019,1.825017,-1.472233,-1.579596,2.900351,,,,,,,0.0000,-1.751145,-1.932902,1.821364,-1.470950,-1.578989,2.903249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0656,1783065331.1679,-1.750679,-1.933019,1.826566,-1.472233,-1.578092,2.900350,0.00000,0.00000,0.04676,-0.00000,0.04537,-0.00001,0.0000,-1.751117,-1.932908,1.822000,-1.471073,-1.579019,2.902933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0756,1783065331.1779,-1.750679,-1.933019,1.826566,-1.472233,-1.578092,2.900350,0.00000,0.00000,0.04676,-0.00000,0.04537,-0.00001,0.0000,-1.751080,-1.932916,1.823125,-1.471234,-1.578952,2.902525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0856,1783065331.1879,-1.750679,-1.933019,1.826566,-1.472233,-1.578092,2.900350,0.00000,0.00000,0.04676,-0.00000,0.04537,-0.00001,0.0000,-1.751057,-1.932922,1.823707,-1.471328,-1.578910,2.902290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0957,1783065331.1979,-1.750679,-1.933019,1.826566,-1.472233,-1.578092,2.900350,0.00000,0.00000,0.04676,-0.00000,0.04537,-0.00001,0.0000,-1.751026,-1.932929,1.824388,-1.471450,-1.578849,2.901987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1058,1783065331.2080,-1.750679,-1.933019,1.826582,-1.472233,-1.578077,2.897313,0.00000,0.00000,0.00046,-0.00000,0.00044,-0.08920,0.0000,-1.751007,-1.932934,1.824742,-1.471521,-1.578810,2.901646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1157,1783065331.2179,-1.750679,-1.933019,1.826582,-1.472233,-1.578077,2.897313,0.00000,0.00000,0.00046,-0.00000,0.00044,-0.08920,0.0000,-1.750981,-1.932940,1.825160,-1.471614,-1.578753,2.900960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1258,1783065331.2280,-1.750679,-1.933019,1.826582,-1.472233,-1.578077,2.897313,0.00000,0.00000,0.00046,-0.00000,0.00044,-0.08920,0.0000,-1.750965,-1.932944,1.825379,-1.471668,-1.578717,2.900559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1357,1783065331.2379,-1.750679,-1.933019,1.823545,-1.472233,-1.576559,2.892727,0.00000,0.00000,-0.09351,-0.00000,0.04676,-0.14121,0.0000,-1.750942,-1.932950,1.825407,-1.471739,-1.578625,2.899767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1456,1783065331.2479,-1.750679,-1.933019,1.823545,-1.472233,-1.576559,2.892727,0.00000,0.00000,-0.09351,-0.00000,0.04676,-0.14121,0.0000,-1.750929,-1.932954,1.825143,-1.471781,-1.578509,2.898951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1557,1783065331.2580,-1.750679,-1.933019,1.823545,-1.472233,-1.576559,2.892727,0.00000,0.00000,-0.09351,-0.00000,0.04676,-0.14121,0.0000,-1.750910,-1.932959,1.824833,-1.471836,-1.578341,2.897867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1657,1783065331.2679,-1.752198,-1.936057,1.823514,-1.473751,-1.578062,2.885088,-0.04538,-0.09076,-0.00091,-0.04538,-0.04492,-0.22826,0.0000,-1.750898,-1.932962,1.824668,-1.471868,-1.578234,2.897239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1757,1783065331.2780,-1.752198,-1.936057,1.823514,-1.473751,-1.578062,2.885088,-0.04538,-0.09076,-0.00091,-0.04538,-0.04492,-0.22826,0.0000,-1.750998,-1.933211,1.824464,-1.472094,-1.578218,2.894936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1857,1783065331.2880,-1.752198,-1.936057,1.823514,-1.473751,-1.578062,2.885088,-0.04538,-0.09076,-0.00091,-0.04538,-0.04492,-0.22826,0.0000,-1.751063,-1.933376,1.824353,-1.472230,-1.578209,2.893572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1957,1783065331.2979,-1.752198,-1.936057,1.823514,-1.473751,-1.578062,2.885088,-0.04538,-0.09076,-0.00091,-0.04538,-0.04492,-0.22826,0.0000,-1.751155,-1.933617,1.824217,-1.472413,-1.578196,2.891814,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.2057,1783065331.3079,-1.755251,-1.937606,1.820477,-1.472248,-1.576558,2.877418,-0.09116,-0.04626,-0.09072,0.04490,0.04490,-0.22905,0.0000,-1.751394,-1.933877,1.823825,-1.472399,-1.578098,2.889629,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.2158,1783065331.3180,-1.755251,-1.937606,1.820477,-1.472248,-1.576558,2.877418,-0.09116,-0.04626,-0.09072,0.04490,0.04490,-0.22905,0.0000,-1.751754,-1.934256,1.823349,-1.472382,-1.577958,2.886818,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.2257,1783065331.3280,-1.755251,-1.937606,1.820477,-1.472248,-1.576558,2.877418,-0.09116,-0.04626,-0.09072,0.04490,0.04490,-0.22905,0.0000,-1.751988,-1.934499,1.823089,-1.472372,-1.577871,2.885265,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.2357,1783065331.3379,-1.755281,-1.937621,1.815891,-1.470714,-1.576543,2.875823,-0.00092,-0.00047,-0.13860,0.04635,0.00045,-0.04821,0.0000,-1.752328,-1.934843,1.822580,-1.472301,-1.577747,2.883233,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.2457,1783065331.3480,-1.755281,-1.937621,1.815891,-1.470714,-1.576543,2.875823,-0.00092,-0.00047,-0.13860,0.04635,0.00045,-0.04821,0.0000,-1.752544,-1.935057,1.822088,-1.472188,-1.577670,2.881974,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.2557,1783065331.3580,-1.755281,-1.937621,1.815891,-1.470714,-1.576543,2.875823,-0.00092,-0.00047,-0.13860,0.04635,0.00045,-0.04821,0.0000,-1.752847,-1.935355,1.821506,-1.472041,-1.577562,2.880472,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.2657,1783065331.3680,-1.753763,-1.937621,1.811289,-1.467661,-1.578062,2.878844,0.04526,-0.00000,-0.13718,0.09100,-0.04527,0.09007,0.0000,-1.753034,-1.935537,1.821197,-1.471955,-1.577496,2.879686,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.2757,1783065331.3779,-1.753763,-1.937621,1.811289,-1.467661,-1.578062,2.878844,0.04526,-0.00000,-0.13718,0.09100,-0.04527,0.09007,0.0000,-1.753117,-1.935786,1.820395,-1.471582,-1.577549,2.879488,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.2858,1783065331.3880,-1.753763,-1.937621,1.811289,-1.467661,-1.578062,2.878844,0.04526,-0.00000,-0.13718,0.09100,-0.04527,0.09007,0.0000,-1.753166,-1.935936,1.819785,-1.471376,-1.577581,2.879386,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.2957,1783065331.3979,-1.753763,-1.937621,1.811289,-1.467661,-1.578062,2.878844,0.04526,-0.00000,-0.13718,0.09100,-0.04527,0.09007,0.0000,-1.753232,-1.936139,1.818820,-1.471100,-1.577624,2.879266,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.3057,1783065331.4080,-1.752229,-1.937621,1.806687,-1.464594,-1.576558,2.880393,0.04611,-0.00000,-0.13834,0.09222,0.04520,0.04656,0.0000,-1.753158,-1.936260,1.817736,-1.470729,-1.577560,2.879431,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.3157,1783065331.4179,-1.752229,-1.937621,1.806687,-1.464594,-1.576558,2.880393,0.04611,-0.00000,-0.13834,0.09222,0.04520,0.04656,0.0000,-1.753062,-1.936424,1.816104,-1.470143,-1.577469,2.879626,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.3257,1783065331.4280,-1.752229,-1.937621,1.806687,-1.464594,-1.576558,2.880393,0.04611,-0.00000,-0.13834,0.09222,0.04520,0.04656,0.0000,-1.753006,-1.936522,1.815064,-1.469746,-1.577413,2.879729,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.3357,1783065331.4379,-1.752214,-1.937621,1.803604,-1.463044,-1.575025,2.881927,0.00046,-0.00000,-0.09243,0.04645,0.04598,0.04599,0.0000,-1.752930,-1.936653,1.813437,-1.469098,-1.577285,2.879952,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.3458,1783065331.4480,-1.752214,-1.937621,1.803604,-1.463044,-1.575025,2.881927,0.00046,-0.00000,-0.09243,0.04645,0.04598,0.04599,0.0000,-1.752884,-1.936730,1.812200,-1.468592,-1.577139,2.880192,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.3557,1783065331.4579,-1.752214,-1.937621,1.803604,-1.463044,-1.575025,2.881927,0.00046,-0.00000,-0.09243,0.04645,0.04598,0.04599,0.0000,-1.752823,-1.936835,1.810558,-1.467871,-1.576932,2.880483,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.3657,1783065331.4679,-1.752213,-1.937621,1.805091,-1.461510,-1.573491,2.881942,0.00000,-0.00000,0.04475,0.04615,0.04614,0.00046,0.0000,-1.752786,-1.936897,1.809613,-1.467424,-1.576802,2.880641,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.3757,1783065331.4779,-1.752213,-1.937621,1.805091,-1.461510,-1.573491,2.881942,0.00000,-0.00000,0.04475,0.04615,0.04614,0.00046,0.0000,-1.752737,-1.936980,1.808719,-1.466582,-1.576457,2.880839,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.3857,1783065331.4879,-1.752213,-1.937621,1.805091,-1.461510,-1.573491,2.881942,0.00000,-0.00000,0.04475,0.04615,0.04614,0.00046,0.0000,-1.752706,-1.937030,1.808224,-1.466068,-1.576238,2.880949,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.3956,1783065331.4979,-1.752213,-1.937621,1.805091,-1.461510,-1.573491,2.881942,0.00000,-0.00000,0.04475,0.04615,0.04614,0.00046,0.0000,-1.752666,-1.937096,1.807612,-1.465377,-1.575932,2.881088,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.4056,1783065331.5078,-1.752213,-1.937621,1.803588,-1.461495,-1.573475,2.881943,0.00000,-0.00000,-0.04340,0.00044,0.00044,0.00000,0.0000,-1.752641,-1.937136,1.807170,-1.464967,-1.575742,2.881166,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.4158,1783065331.5181,-1.752213,-1.937621,1.803588,-1.461495,-1.573475,2.881943,0.00000,-0.00000,-0.04340,0.00044,0.00044,0.00000,0.0000,-1.752606,-1.937189,1.806479,-1.464426,-1.575480,2.881266,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.4257,1783065331.5280,-1.752213,-1.937621,1.803588,-1.461495,-1.573475,2.881943,0.00000,-0.00000,-0.04340,0.00044,0.00044,0.00000,0.0000,-1.752586,-1.937221,1.806097,-1.464111,-1.575320,2.881324,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.4357,1783065331.5379,-1.752213,-1.937621,1.803573,-1.461495,-1.573475,2.881943,0.00000,0.00000,-0.00047,0.00000,0.00000,0.00000,0.0000,-1.752557,-1.937263,1.805622,-1.463702,-1.575103,2.881398,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.4457,1783065331.5479,-1.752213,-1.937621,1.803573,-1.461495,-1.573475,2.881943,0.00000,0.00000,-0.00047,0.00000,0.00000,0.00000,0.0000,-1.752539,-1.937289,1.805359,-1.463466,-1.574971,2.881441,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.4556,1783065331.5579,-1.752213,-1.937621,1.803573,-1.461495,-1.573475,2.881943,0.00000,0.00000,-0.00047,0.00000,0.00000,0.00000,0.0000,-1.752514,-1.937324,1.805032,-1.463162,-1.574794,2.881498,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.4657,1783065331.5680,-1.750695,-1.937621,1.803572,-1.459976,-1.573475,2.881943,0.04524,0.00000,-0.00000,0.04524,0.00000,0.00000,0.0000,-1.752499,-1.937345,1.804852,-1.462987,-1.574688,2.881531,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.4756,1783065331.5778,-1.750695,-1.937621,1.803572,-1.459976,-1.573475,2.881943,0.04524,0.00000,-0.00000,0.04524,0.00000,0.00000,0.0000,-1.752368,-1.937373,1.804627,-1.462526,-1.574545,2.881575,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.4857,1783065331.5879,-1.750695,-1.937621,1.803572,-1.459976,-1.573475,2.881943,0.04524,0.00000,-0.00000,0.04524,0.00000,0.00000,0.0000,-1.752282,-1.937390,1.804503,-1.462258,-1.574459,2.881601,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.4957,1783065331.5979,-1.750695,-1.937621,1.803572,-1.459976,-1.573475,2.881943,0.04524,0.00000,-0.00000,0.04524,0.00000,0.00000,0.0000,-1.752158,-1.937413,1.804347,-1.461910,-1.574345,2.881635,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.5057,1783065331.6080,-1.750680,-1.937621,1.806610,-1.459961,-1.573475,2.883461,0.00046,0.00000,0.09160,0.00046,0.00000,0.04580,0.0000,-1.752077,-1.937426,1.804596,-1.461708,-1.574276,2.881755,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.5156,1783065331.6179,-1.750680,-1.937621,1.806610,-1.459961,-1.573475,2.883461,0.00046,0.00000,0.09160,0.00046,0.00000,0.04580,0.0000,-1.751960,-1.937445,1.804902,-1.461445,-1.574184,2.881913,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.5257,1783065331.6280,-1.750680,-1.937621,1.806610,-1.459961,-1.573475,2.883461,0.00046,0.00000,0.09160,0.00046,0.00000,0.04580,0.0000,-1.751887,-1.937457,1.805070,-1.461294,-1.574130,2.882005,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.5356,1783065331.6378,-1.750679,-1.937621,1.809677,-1.461479,-1.573475,2.883476,0.00000,0.00000,0.09195,-0.04552,0.00000,0.00046,0.0000,-1.751782,-1.937472,1.805422,-1.461176,-1.574056,2.882128,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.5456,1783065331.6479,-1.750679,-1.937621,1.809677,-1.461479,-1.573475,2.883476,0.00000,0.00000,0.09195,-0.04552,0.00000,0.00046,0.0000,-1.751716,-1.937482,1.805785,-1.461206,-1.574012,2.882201,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.5557,1783065331.6579,-1.750679,-1.937621,1.809677,-1.461479,-1.573475,2.883476,0.00000,0.00000,0.09195,-0.04552,0.00000,0.00046,0.0000,-1.751623,-1.937495,1.806232,-1.461243,-1.573953,2.882300,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.5657,1783065331.6679,-1.750679,-1.937621,1.809677,-1.461479,-1.573475,2.883476,0.00000,0.00000,0.09195,-0.04552,0.00000,0.00046,0.0000,-1.751566,-1.937502,1.806479,-1.461265,-1.573918,2.882359,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.5757,1783065331.6779,-1.750679,-1.939140,1.814264,-1.459976,-1.574994,2.883477,0.00000,-0.04167,0.12586,0.04125,-0.04167,0.00000,0.0000,-1.751485,-1.937608,1.807059,-1.461159,-1.573980,2.882440,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.5857,1783065331.6879,-1.750679,-1.939140,1.814264,-1.459976,-1.574994,2.883477,0.00000,-0.04167,0.12586,0.04125,-0.04167,0.00000,0.0000,-1.751436,-1.937705,1.807437,-1.461055,-1.574050,2.882492,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.5957,1783065331.6979,-1.750679,-1.939140,1.814264,-1.459976,-1.574994,2.883477,0.00000,-0.04167,0.12586,0.04125,-0.04167,0.00000,0.0000,-1.751366,-1.937842,1.807983,-1.460917,-1.574143,2.882566,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.6056,1783065331.7079,-1.750679,-1.940674,1.817347,-1.461480,-1.575009,2.881958,0.00000,-0.05096,0.10243,-0.04996,-0.00050,-0.05045,0.0000,-1.751324,-1.938031,1.808592,-1.460965,-1.574199,2.882535,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.6157,1783065331.7179,-1.750679,-1.940674,1.817347,-1.461480,-1.575009,2.881958,0.00000,-0.05096,0.10243,-0.04996,-0.00050,-0.05045,0.0000,-1.751264,-1.938300,1.809568,-1.461027,-1.574273,2.882492,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.6258,1783065331.7280,-1.750679,-1.940674,1.817347,-1.461480,-1.575009,2.881958,0.00000,-0.05096,0.10243,-0.04996,-0.00050,-0.05045,0.0000,-1.751228,-1.938468,1.810227,-1.461063,-1.574318,2.882466,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.6357,1783065331.7379,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751225,-1.938705,1.811263,-1.461169,-1.574378,2.882429,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.6457,1783065331.7480,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751283,-1.938852,1.812021,-1.461304,-1.574414,2.882405,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.6557,1783065331.7579,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751362,-1.939055,1.813077,-1.461478,-1.574463,2.882371,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.6657,1783065331.7679,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.6758,1783065331.7780,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.6857,1783065331.7880,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.6957,1783065331.7979,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.7057,1783065331.8079,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.7157,1783065331.8180,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.7257,1783065331.8279,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.7357,1783065331.8379,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.7457,1783065331.8479,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.7558,1783065331.8580,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.7658,1783065331.8680,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.7757,1783065331.8780,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.7857,1783065331.8879,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.7957,1783065331.8980,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.8057,1783065331.9080,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.8158,1783065331.9180,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.8258,1783065331.9280,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.8357,1783065331.9380,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.8458,1783065331.9480,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.8557,1783065331.9579,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.8657,1783065331.9680,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.8757,1783065331.9779,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.8857,1783065331.9879,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
0.8957,1783065331.9979,-1.752198,-1.940689,1.818897,-1.463013,-1.575009,2.881943,-0.04571,-0.00046,0.04664,-0.04616,-0.00000,-0.00046,0.0000,-1.751386,-1.939117,1.813402,-1.461530,-1.574479,2.882360,,,,,,,,,,,,,,,,,,,,0.0196,,,,,,,,,,,,,
