t_rel_s,gello_grip,grip_cmd,grip_pos
3.1318,0.0000,,0.0196
3.1648,0.0000,,0.0196
3.1956,0.0000,,0.0196
3.1977,0.0000,,0.0196
3.2311,0.0000,,0.0196
3.2645,0.0000,,0.0196
3.2979,0.0000,,0.0196
3.3314,0.0000,,0.0196
3.3646,0.0000,,0.0196
3.3958,0.0000,,0.0196
3.3977,0.0000,,0.0196
3.4315,0.0000,,0.0196
3.4645,0.0000,,0.0196
3.4980,0.0000,,0.0196
3.5313,0.0000,,0.0196
3.5647,0.0000,,0.0196
3.5956,0.0000,,0.0196
3.5976,0.0000,,0.0196
3.6317,0.0000,,0.0196
3.6645,0.0000,,0.0196
3.6978,0.0000,,0.0196
3.7311,0.0000,,0.0196
3.7645,0.0000,,0.0196
3.7957,0.0000,,0.0196
3.7979,0.0000,,0.0196
3.8317,0.0000,,0.0196
3.8646,0.0000,,0.0196
3.8977,0.0000,,0.0196
3.9311,0.0000,,0.0196
3.9646,0.0000,,0.0196
3.9954,0.0000,,0.0196
3.9977,0.0000,,0.0196
4.0313,0.0000,,0.0196
4.0646,0.0000,,0.0196
4.0979,0.0000,,0.0196
4.1311,0.0000,,0.0196
4.1655,0.0000,,0.0196
4.1954,0.0000,,0.0196
4.1979,0.0000,,0.0196
4.2313,0.0000,,0.0196
4.2648,0.0000,,0.0196
4.2979,0.0000,,0.0196
4.3315,0.0000,,0.0196
4.3647,0.0000,,0.0196
4.3955,0.0000,,0.0196
4.3976,0.0000,,0.0196
4.4311,0.0000,,0.0196
4.4644,0.0000,,0.0196
4.4978,0.0000,,0.0196
4.5311,0.0000,,0.0196
4.5646,0.0000,,0.0196
4.5953,0.0000,,0.0196
4.5977,0.0000,,0.0196
4.6311,0.0000,,0.0196
4.6646,0.0000,,0.0196
4.6979,0.0000,,0.0196
4.7313,0.0000,,0.0196
4.7647,0.0000,,0.0196
4.7954,0.0000,,0.0196
4.7979,0.0000,,0.0196
4.8313,0.0000,,0.0196
4.8646,0.0000,,0.0196
4.8977,0.0000,,0.0196
4.9311,0.0000,,0.0196
4.9648,0.0000,,0.0196
4.9955,0.0000,,0.0196
4.9978,0.0000,,0.0196
5.0313,0.0000,,0.0196
5.0647,0.0000,,0.0196
5.0977,0.0000,,0.0196
5.1311,0.0000,,0.0196
5.1646,0.0000,,0.0196
5.1953,0.0000,,0.0196
5.1979,0.0000,,0.0196
5.2311,0.0000,,0.0196
5.2645,0.0000,,0.0196
5.2979,0.0000,,0.0196
5.3312,0.0000,,0.0196
5.3648,0.0000,,0.0196
5.3954,0.0000,,0.0196
5.3979,0.0000,,0.0196
5.4313,0.0000,,0.0196
5.4645,0.0000,,0.0196
5.4979,0.0000,,0.0196
5.5315,0.0000,,0.0196
5.5644,0.0000,,0.0196
5.5953,0.0000,,0.0196
5.5978,0.0000,,0.0196
5.6311,0.0000,,0.0196
5.6648,0.0000,,0.0196
5.6980,0.0000,,0.0196
5.7311,0.0000,,0.0196
5.7645,0.0000,,0.0196
5.7957,0.0000,,0.0196
5.7977,0.0000,,0.0196
5.8315,0.0000,,0.0196
5.8647,0.0000,,0.0196
5.8980,0.0000,,0.0196
5.9313,0.0000,,0.0196
5.9646,0.0000,,0.0196
5.9953,0.0000,,0.0196
5.9978,0.0000,,0.0196
6.0330,0.0000,,0.0196
6.0656,0.0000,,0.0196
6.0977,0.0000,,0.0196
6.1315,0.0000,,0.0196
6.1645,0.0000,,0.0196
6.1954,0.0000,,0.0196
6.1979,0.0000,,0.0196
6.2311,0.0000,,0.0196
6.2646,0.0000,,0.0196
6.2978,0.0000,,0.0196
6.3312,0.0000,,0.0196
6.3646,0.0000,,0.0196
6.3956,0.0000,,0.0196
6.3979,0.0000,,0.0196
6.4313,0.0000,,0.0196
6.4645,0.0000,,0.0196
6.4978,0.0000,,0.0196
6.5311,0.0000,,0.0196
6.5645,0.0000,,0.0196
6.5953,0.0000,,0.0196
6.5977,0.0000,,0.0196
6.6311,0.0000,,0.0196
6.6648,0.0000,,0.0196
6.6980,0.0000,,0.0196
6.7311,0.0000,,0.0196
6.7645,0.0000,,0.0196
6.7958,0.0000,,0.0196
6.7978,0.0000,,0.0196
6.8313,0.0000,,0.0196
6.8648,0.0000,,0.0196
6.8979,0.0000,,0.0196
6.9312,0.0000,,0.0196
6.9644,0.0000,,0.0196
6.9953,0.0000,,0.0196
6.9977,0.0000,,0.0196
7.0312,0.0000,,0.0196
7.0647,0.0000,,0.0196
7.0981,0.0000,,0.0196
7.1312,0.0000,,0.0196
7.1647,0.0000,,0.0196
7.1954,0.0000,,0.0196
7.1979,0.0000,,0.0196
7.2316,0.0000,,0.0196
7.2644,0.0000,,0.0196
7.2986,0.0000,,0.0196
7.3311,0.0000,,0.0196
7.3645,0.0000,,0.0196
7.3958,0.0000,,0.0196
7.3981,0.0000,,0.0196
7.4311,0.0000,,0.0196
7.4647,0.0000,,0.0196
7.4982,0.0000,,0.0196
7.5318,0.0000,,0.0196
7.5654,0.0000,,0.0196
7.5954,0.0000,,0.0196
7.6004,0.0000,,0.0196
7.6313,0.0000,,0.0196
7.6647,0.0000,,0.0196
7.6979,0.0000,,0.0196
7.7312,0.0000,,0.0196
7.7646,0.0000,,0.0196
7.7956,0.0000,,0.0196
7.7979,0.0000,,0.0196
7.8314,0.0000,,0.0196
7.8645,0.0000,,0.0196
7.8977,0.0000,,0.0196
7.9315,0.0000,,0.0196
7.9644,0.0000,,0.0196
7.9955,0.0000,,0.0196
7.9978,0.0000,,0.0196
8.0313,0.0000,,0.0196
8.0646,0.0000,,0.0196
8.0980,0.0000,,0.0196
8.1313,0.0000,,0.0196
8.1646,0.0000,,0.0196
8.1955,0.0000,,0.0196
8.1978,0.0000,,0.0196
8.2312,0.0000,,0.0196
8.2647,0.0000,,0.0196
8.2979,0.0000,,0.0196
8.3315,0.0000,,0.0196
8.3644,0.0000,,0.0196
8.3955,0.0000,,0.0196
8.3977,0.0000,,0.0196
8.4311,0.0000,,0.0196
8.4644,0.0000,,0.0196
8.4987,0.0000,,0.0196
8.5314,0.0000,,0.0196
8.5645,0.0000,,0.0196
8.5955,0.0000,,0.0196
8.5979,0.0000,,0.0196
8.6310,0.0000,,0.0196
8.6645,0.0000,,0.0196
8.6979,0.0000,,0.0196
8.7312,0.0000,,0.0196
8.7644,0.0000,,0.0196
8.7956,0.0000,,0.0196
8.7986,0.0000,,0.0196
8.8313,0.0000,,0.0196
8.8645,0.0000,,0.0196
8.8979,0.0000,,0.0196
8.9310,0.0000,,0.0196
8.9655,0.0000,,0.0196
8.9957,0.0000,,0.0196
8.9976,0.0000,,0.0196
9.0313,0.0000,,0.0196
9.0648,0.0000,,0.0196
9.0979,0.0000,,0.0196
9.1312,0.0000,,0.0196
9.1645,0.0000,,0.0196
9.1957,0.0000,,0.0196
9.1980,0.0000,,0.0196
9.2313,0.0000,,0.0196
9.2647,0.0000,,0.0196
9.2978,0.0000,,0.0196
9.3314,0.0000,,0.0196
9.3646,0.0223,,0.0196
9.3649,0.0223,0.0223,0.0196
9.3955,0.0223,0.0223,0.0196
9.3978,0.2120,0.0223,0.0196
9.3980,0.2120,0.2120,0.0196
9.4311,0.5136,0.2120,0.0196
9.4313,0.5136,0.5136,0.0196
9.4644,0.7789,0.5136,0.0196
9.4646,0.7789,0.7789,0.0196
9.4980,0.8419,0.7789,0.0196
9.4981,0.8419,0.8419,0.0196
9.5311,0.8592,0.8419,0.0196
9.5645,0.9260,0.8419,0.0196
9.5647,0.9260,0.9260,0.0196
9.5960,0.9260,0.9260,0.0745
9.5979,0.9496,0.9260,0.0745
9.5980,0.9496,0.9496,0.0745
9.6322,0.9519,0.9496,0.0745
9.6644,0.9498,0.9496,0.0745
9.6981,0.9540,0.9496,0.0745
9.7317,0.9707,0.9496,0.0745
9.7319,0.9707,0.9707,0.0745
9.7646,0.9997,0.9707,0.0745
9.7649,0.9997,0.9997,0.0745
9.7953,0.9997,0.9997,0.2824
9.7980,1.0000,0.9997,0.2824
9.8313,1.0000,0.9997,0.2824
9.8645,1.0000,0.9997,0.2824
9.8983,1.0000,0.9997,0.2824
9.9312,1.0000,0.9997,0.2824
9.9646,1.0000,0.9997,0.2824
9.9956,1.0000,0.9997,0.4784
9.9977,1.0000,0.9997,0.4784
10.0314,1.0000,0.9997,0.4784
10.0657,1.0000,0.9997,0.4784
10.0982,1.0000,0.9997,0.4784
10.1311,1.0000,0.9997,0.4784
10.1645,1.0000,0.9997,0.4784
10.1955,1.0000,0.9997,0.5020
10.1979,1.0000,0.9997,0.5020
10.2312,1.0000,0.9997,0.5020
10.2645,1.0000,0.9997,0.5020
10.2978,1.0000,0.9997,0.5020
10.3312,1.0000,0.9997,0.5020
10.3646,1.0000,0.9997,0.5020
10.3957,1.0000,0.9997,0.5020
10.3981,1.0000,0.9997,0.5020
10.4314,1.0000,0.9997,0.5020
10.4645,1.0000,0.9997,0.5020
10.4978,1.0000,0.9997,0.5020
10.5313,1.0000,0.9997,0.5020
10.5647,1.0000,0.9997,0.5020
10.5955,1.0000,0.9997,0.5020
10.5978,1.0000,0.9997,0.5020
10.6311,1.0000,0.9997,0.5020
10.6648,1.0000,0.9997,0.5020
10.6979,1.0000,0.9997,0.5020
10.7310,1.0000,0.9997,0.5020
10.7646,1.0000,0.9997,0.5020
10.7955,1.0000,0.9997,0.5020
10.7979,1.0000,0.9997,0.5020
10.8311,1.0000,0.9997,0.5020
10.8645,1.0000,0.9997,0.5020
10.8978,1.0000,0.9997,0.5020
10.9311,1.0000,0.9997,0.5020
10.9644,1.0000,0.9997,0.5020
10.9957,1.0000,0.9997,0.5020
10.9978,1.0000,0.9997,0.5020
11.0311,1.0000,0.9997,0.5020
11.0646,1.0000,0.9997,0.5020
11.0978,1.0000,0.9997,0.5020
11.1311,1.0000,0.9997,0.5020
11.1646,1.0000,0.9997,0.5020
11.1955,1.0000,0.9997,0.5020
11.1979,1.0000,0.9997,0.5020
11.2318,1.0000,0.9997,0.5020
11.2647,1.0000,0.9997,0.5020
11.2978,1.0000,0.9997,0.5020
11.3311,1.0000,0.9997,0.5020
11.3646,1.0000,0.9997,0.5020
11.3952,1.0000,0.9997,0.5020
11.3989,1.0000,0.9997,0.5020
11.4313,1.0000,0.9997,0.5020
11.4646,1.0000,0.9997,0.5020
11.4982,1.0000,0.9997,0.5020
11.5316,1.0000,0.9997,0.5020
11.5647,1.0000,0.9997,0.5020
11.5955,1.0000,0.9997,0.5020
11.5977,1.0000,0.9997,0.5020
11.6312,1.0000,0.9997,0.5020
11.6646,1.0000,0.9997,0.5020
11.6979,1.0000,0.9997,0.5020
11.7312,1.0000,0.9997,0.5020
11.7646,1.0000,0.9997,0.5020
11.7955,1.0000,0.9997,0.5020
11.7981,1.0000,0.9997,0.5020
11.8311,1.0000,0.9997,0.5020
11.8645,1.0000,0.9997,0.5020
11.8978,1.0000,0.9997,0.5020
11.9311,1.0000,0.9997,0.5020
11.9645,1.0000,0.9997,0.5020
11.9956,1.0000,0.9997,0.5020
11.9979,1.0000,0.9997,0.5020
12.0312,1.0000,0.9997,0.5020
12.0644,1.0000,0.9997,0.5020
12.0981,1.0000,0.9997,0.5020
12.1310,1.0000,0.9997,0.5020
12.1647,1.0000,0.9997,0.5020
12.1954,1.0000,0.9997,0.5020
12.1978,1.0000,0.9997,0.5020
12.2312,1.0000,0.9997,0.5020
12.2647,1.0000,0.9997,0.5020
12.2978,1.0000,0.9997,0.5020
12.3312,1.0000,0.9997,0.5020
12.3648,1.0000,0.9997,0.5020
12.3953,1.0000,0.9997,0.5020
12.3978,1.0000,0.9997,0.5020
12.4312,1.0000,0.9997,0.5020
12.4645,1.0000,0.9997,0.5020
12.5016,1.0000,0.9997,0.5020
12.5319,1.0000,0.9997,0.5020
12.5648,1.0000,0.9997,0.5020
12.5955,1.0000,0.9997,0.5020
12.5978,1.0000,0.9997,0.5020
12.6313,1.0000,0.9997,0.5020
12.6645,1.0000,0.9997,0.5020
12.6978,1.0000,0.9997,0.5020
12.7311,1.0000,0.9997,0.5020
12.7649,1.0000,0.9997,0.5020
12.7952,1.0000,0.9997,0.5020
12.7977,1.0000,0.9997,0.5020
12.8318,1.0000,0.9997,0.5020
12.8647,1.0000,0.9997,0.5020
12.8979,1.0000,0.9997,0.5020
12.9315,1.0000,0.9997,0.5020
12.9645,1.0000,0.9997,0.5020
12.9954,1.0000,0.9997,0.5020
12.9979,1.0000,0.9997,0.5020
13.0311,1.0000,0.9997,0.5020
13.0646,1.0000,0.9997,0.5020
13.0979,1.0000,0.9997,0.5020
13.1313,1.0000,0.9997,0.5020
13.1646,1.0000,0.9997,0.5020
13.1953,1.0000,0.9997,0.5020
13.1979,1.0000,0.9997,0.5020
13.2312,1.0000,0.9997,0.5020
13.2645,1.0000,0.9997,0.5020
13.2980,1.0000,0.9997,0.5020
13.3312,1.0000,0.9997,0.5020
13.3647,1.0000,0.9997,0.5020
13.3958,1.0000,0.9997,0.5020
13.3978,1.0000,0.9997,0.5020
13.4313,1.0000,0.9997,0.5020
13.4645,1.0000,0.9997,0.5020
13.4990,1.0000,0.9997,0.5020
13.5311,1.0000,0.9997,0.5020
13.5646,1.0000,0.9997,0.5020
13.5955,1.0000,0.9997,0.5020
13.5979,1.0000,0.9997,0.5020
13.6312,1.0000,0.9997,0.5020
13.6645,1.0000,0.9997,0.5020
13.6981,1.0000,0.9997,0.5020
13.7311,1.0000,0.9997,0.5020
13.7649,1.0000,0.9997,0.5020
13.7953,1.0000,0.9997,0.5020
13.7978,1.0000,0.9997,0.5020
13.8311,1.0000,0.9997,0.5020
13.8649,1.0000,0.9997,0.5020
13.8980,1.0000,0.9997,0.5020
13.9312,1.0000,0.9997,0.5020
13.9645,1.0000,0.9997,0.5020
13.9955,1.0000,0.9997,0.5020
13.9977,1.0000,0.9997,0.5020
14.0313,1.0000,0.9997,0.5020
14.0645,1.0000,0.9997,0.5020
14.0978,1.0000,0.9997,0.5020
14.1312,1.0000,0.9997,0.5020
14.1645,1.0000,0.9997,0.5020
14.1953,1.0000,0.9997,0.5020
14.1979,1.0000,0.9997,0.5020
14.2310,1.0000,0.9997,0.5020
14.2644,1.0000,0.9997,0.5020
14.3033,1.0000,0.9997,0.5020
14.3351,1.0000,0.9997,0.5020
14.3683,1.0000,0.9997,0.5020
14.4007,1.0000,0.9997,0.5020
14.4014,1.0000,0.9997,0.5020
14.4335,1.0000,0.9997,0.5020
14.4654,1.0000,0.9997,0.5020
14.4988,1.0000,0.9997,0.5020
14.5321,1.0000,0.9997,0.5020
14.5653,1.0000,0.9997,0.5020
14.5966,1.0000,0.9997,0.5020
14.5983,1.0000,0.9997,0.5020
14.6319,1.0000,0.9997,0.5020
14.6651,1.0000,0.9997,0.5020
14.6982,1.0000,0.9997,0.5020
14.7315,1.0000,0.9997,0.5020
14.7650,1.0000,0.9997,0.5020
14.7963,1.0000,0.9997,0.5020
14.7980,1.0000,0.9997,0.5020
14.8313,1.0000,0.9997,0.5020
14.8646,1.0000,0.9997,0.5020
14.8980,1.0000,0.9997,0.5020
14.9313,1.0000,0.9997,0.5020
14.9645,1.0000,0.9997,0.5020
14.9954,1.0000,0.9997,0.5020
14.9979,1.0000,0.9997,0.5020
15.0313,1.0000,0.9997,0.5020
15.0645,1.0000,0.9997,0.5020
15.0981,1.0000,0.9997,0.5020
15.1318,1.0000,0.9997,0.5020
15.1644,1.0000,0.9997,0.5020
15.1952,1.0000,0.9997,0.5020
15.1979,1.0000,0.9997,0.5020
15.2311,1.0000,0.9997,0.5020
15.2646,1.0000,0.9997,0.5020
15.2978,1.0000,0.9997,0.5020
15.3312,1.0000,0.9997,0.5020
15.3652,1.0000,0.9997,0.5020
15.3956,1.0000,0.9997,0.5020
15.3979,1.0000,0.9997,0.5020
15.4311,1.0000,0.9997,0.5020
15.4646,1.0000,0.9997,0.5020
15.5007,1.0000,0.9997,0.5020
15.5311,1.0000,0.9997,0.5020
15.5647,1.0000,0.9997,0.5020
15.5954,1.0000,0.9997,0.5020
15.5978,1.0000,0.9997,0.5020
15.6311,1.0000,0.9997,0.5020
15.6646,1.0000,0.9997,0.5020
15.6978,1.0000,0.9997,0.5020
15.7312,1.0000,0.9997,0.5020
15.7645,1.0000,0.9997,0.5020
15.7957,1.0000,0.9997,0.5020
15.7980,1.0000,0.9997,0.5020
15.8310,1.0000,0.9997,0.5020
15.8645,1.0000,0.9997,0.5020
15.8978,1.0000,0.9997,0.5020
15.9313,1.0000,0.9997,0.5020
15.9646,1.0000,0.9997,0.5020
15.9954,1.0000,0.9997,0.5020
15.9980,1.0000,0.9997,0.5020
16.0312,1.0000,0.9997,0.5020
16.0645,1.0000,0.9997,0.5020
16.0978,1.0000,0.9997,0.5020
16.1311,1.0000,0.9997,0.5020
16.1645,1.0000,0.9997,0.5020
16.1955,1.0000,0.9997,0.5020
16.1979,0.8296,0.9997,0.5020
16.1980,0.8296,0.8296,0.5020
16.2314,0.3533,0.8296,0.5020
16.2315,0.3533,0.3533,0.5020
16.2646,0.2902,0.3533,0.5020
16.2647,0.2902,0.2902,0.5020
16.2994,0.2376,0.2902,0.5020
16.2997,0.2376,0.2376,0.5020
16.3312,0.0559,0.2376,0.5020
16.3315,0.0559,0.0559,0.5020
16.3646,0.0021,0.0559,0.5020
16.3648,0.0021,0.0021,0.5020
16.3959,0.0021,0.0021,0.4471
16.3977,0.0036,0.0021,0.4471
16.4312,0.0015,0.0021,0.4471
16.4658,0.0015,0.0021,0.4471
16.4978,0.0015,0.0021,0.4471
16.5312,0.0015,0.0021,0.4471
16.5649,0.0036,0.0021,0.4471
16.5954,0.0036,0.0021,0.2588
16.5978,0.0015,0.0021,0.2588
16.6312,0.0036,0.0021,0.2588
16.6647,0.0015,0.0021,0.2588
16.6979,0.0015,0.0021,0.2588
16.7313,0.0015,0.0021,0.2588
16.7644,0.0015,0.0021,0.2588
16.7953,0.0015,0.0021,0.0667
16.7979,0.0015,0.0021,0.0667
16.8310,0.0015,0.0021,0.0667
16.8645,0.0015,0.0021,0.0667
16.8980,0.0015,0.0021,0.0667
16.9311,0.0015,0.0021,0.0667
16.9646,0.0015,0.0021,0.0667
16.9954,0.0015,0.0021,0.0549
16.9977,0.0015,0.0021,0.0549
17.0313,0.0015,0.0021,0.0549
17.0648,0.0015,0.0021,0.0549
17.0977,0.0015,0.0021,0.0549
17.1312,0.0015,0.0021,0.0549
17.1649,0.0015,0.0021,0.0549
17.1954,0.0015,0.0021,0.0549
17.1979,0.0036,0.0021,0.0549
17.2311,0.0015,0.0021,0.0549
17.2645,0.0015,0.0021,0.0549
17.2978,0.0015,0.0021,0.0549
17.3312,0.0036,0.0021,0.0549
17.3646,0.0015,0.0021,0.0549
17.3954,0.0015,0.0021,0.0549
17.3979,0.0015,0.0021,0.0549
17.4313,0.0015,0.0021,0.0549
17.4646,0.0015,0.0021,0.0549
17.4979,0.0015,0.0021,0.0549
17.5313,0.0015,0.0021,0.0549
17.5685,0.0036,0.0021,0.0549
17.5955,0.0036,0.0021,0.0549
17.5978,0.0015,0.0021,0.0549
17.6314,0.0036,0.0021,0.0549
17.6646,0.0015,0.0021,0.0549
17.6978,0.0015,0.0021,0.0549
17.7312,0.0036,0.0021,0.0549
17.7647,0.0015,0.0021,0.0549
17.7954,0.0015,0.0021,0.0549
17.7977,0.0036,0.0021,0.0549
17.8312,0.0036,0.0021,0.0549
17.8646,0.0036,0.0021,0.0549
17.8981,0.0036,0.0021,0.0549
17.9313,0.0036,0.0021,0.0549
17.9646,0.0036,0.0021,0.0549
17.9953,0.0036,0.0021,0.0549
17.9979,0.0036,0.0021,0.0549
18.0312,0.0036,0.0021,0.0549
18.0646,0.0036,0.0021,0.0549
18.0978,0.0036,0.0021,0.0549
18.1313,0.0036,0.0021,0.0549
18.1645,0.0036,0.0021,0.0549
18.1954,0.0036,0.0021,0.0549
18.1989,0.0036,0.0021,0.0549
18.2311,0.0036,0.0021,0.0549
18.2644,0.0036,0.0021,0.0549
18.2978,0.0036,0.0021,0.0549
18.3311,0.0036,0.0021,0.0549
18.3648,0.0036,0.0021,0.0549
18.3955,0.0036,0.0021,0.0549
18.3979,0.0036,0.0021,0.0549
18.4312,0.0036,0.0021,0.0549
18.4647,0.0036,0.0021,0.0549
18.4978,0.0036,0.0021,0.0549
18.5311,0.0036,0.0021,0.0549
18.5646,0.0036,0.0021,0.0549
18.5954,0.0036,0.0021,0.0549
18.5988,0.0036,0.0021,0.0549
18.6313,0.0036,0.0021,0.0549
18.6646,0.0036,0.0021,0.0549
18.6979,0.0036,0.0021,0.0549
18.7313,0.0036,0.0021,0.0549
18.7645,0.0036,0.0021,0.0549
18.7954,0.0036,0.0021,0.0549
18.7978,0.0036,0.0021,0.0549
18.8312,0.0036,0.0021,0.0549
18.8646,0.0036,0.0021,0.0549
18.8979,0.0036,0.0021,0.0549
18.9313,0.0036,0.0021,0.0549
18.9646,0.0036,0.0021,0.0549
18.9954,0.0036,0.0021,0.0549
18.9987,0.0036,0.0021,0.0549
19.0310,0.0036,0.0021,0.0549
19.0647,0.0057,0.0021,0.0549
19.0978,0.0057,0.0021,0.0549
19.1312,0.0057,0.0021,0.0549
19.1645,0.0057,0.0021,0.0549
19.1953,0.0057,0.0021,0.0549
19.1985,0.0036,0.0021,0.0549
19.2311,0.0036,0.0021,0.0549
19.2644,0.0036,0.0021,0.0549
19.2979,0.0057,0.0021,0.0549
19.3312,0.0057,0.0021,0.0549
19.3646,0.0057,0.0021,0.0549
19.3955,0.0057,0.0021,0.0549
19.3979,0.0057,0.0021,0.0549
19.4311,0.0078,0.0021,0.0549
19.4647,0.0078,0.0021,0.0549
19.4981,0.0099,0.0021,0.0549
19.5313,0.0099,0.0021,0.0549
19.5646,0.0099,0.0021,0.0549
19.5955,0.0099,0.0021,0.0549
19.5978,0.0099,0.0021,0.0549
19.6312,0.0099,0.0021,0.0549
19.6645,0.0099,0.0021,0.0549
19.6988,0.0120,0.0021,0.0549
19.7310,0.0120,0.0021,0.0549
19.7646,0.0120,0.0021,0.0549
19.7958,0.0120,0.0021,0.0549
19.7978,0.0120,0.0021,0.0549
19.8312,0.0120,0.0021,0.0549
19.8657,0.0120,0.0021,0.0549
19.8978,0.0120,0.0021,0.0549
19.9312,0.0120,0.0021,0.0549
19.9647,0.0120,0.0021,0.0549
19.9953,0.0120,0.0021,0.0549
19.9979,0.0120,0.0021,0.0549
20.0313,0.0120,0.0021,0.0549
20.0649,0.0120,0.0021,0.0549
20.0980,0.0120,0.0021,0.0549
20.1312,0.0120,0.0021,0.0549
20.1649,0.0120,0.0021,0.0549
20.1952,0.0120,0.0021,0.0549
20.1978,0.0120,0.0021,0.0549
20.2312,0.0120,0.0021,0.0549
20.2648,0.0120,0.0021,0.0549
20.2978,0.0120,0.0021,0.0549
20.3313,0.0120,0.0021,0.0549
20.3649,0.0120,0.0021,0.0549
20.3952,0.0120,0.0021,0.0549
20.3977,0.0120,0.0021,0.0549
20.4314,0.0120,0.0021,0.0549
20.4646,0.0120,0.0021,0.0549
20.4979,0.0120,0.0021,0.0549
20.5312,0.0120,0.0021,0.0549
20.5646,0.0120,0.0021,0.0549
20.5953,0.0120,0.0021,0.0549
20.5978,0.0120,0.0021,0.0549
20.6309,0.0120,0.0021,0.0549
20.6655,0.0120,0.0021,0.0549
20.6978,0.0120,0.0021,0.0549
20.7312,0.0120,0.0021,0.0549
20.7648,0.0120,0.0021,0.0549
20.7953,0.0120,0.0021,0.0549
20.7977,0.0120,0.0021,0.0549
20.8312,0.0120,0.0021,0.0549
20.8648,0.0120,0.0021,0.0549
20.8977,0.0120,0.0021,0.0549
20.9314,0.0120,0.0021,0.0549
20.9645,0.0120,0.0021,0.0549
20.9954,0.0120,0.0021,0.0549
20.9978,0.0120,0.0021,0.0549
21.0314,0.0120,0.0021,0.0549
21.0646,0.0120,0.0021,0.0549
21.0978,0.0120,0.0021,0.0549
21.1311,0.0120,0.0021,0.0549
21.1645,0.0120,0.0021,0.0549
21.1952,0.0120,0.0021,0.0549
21.1979,0.0120,0.0021,0.0549
21.2312,0.0120,0.0021,0.0549
21.2647,0.0120,0.0021,0.0549
21.2979,0.0120,0.0021,0.0549
21.3314,0.0120,0.0021,0.0549
21.3644,0.0120,0.0021,0.0549
21.3954,0.0120,0.0021,0.0549
