t_rel_s,fx,fy,fz,tx,ty,tz
22.0690,-0.82282,-2.35118,1.37306,-0.28178,-0.03556,-0.16424
22.0792,-1.22453,-3.02431,1.68802,-0.25320,-0.07726,-0.16574
22.0891,-2.78275,-1.85398,1.36551,-0.27569,-0.14715,-0.17037
22.0994,-3.24456,-3.04931,1.97187,-0.24519,-0.15149,-0.16698
22.1091,-1.30942,-2.89175,1.29400,-0.27600,-0.05463,-0.15937
22.1191,-4.62612,-3.16140,1.82439,-0.25431,-0.21850,-0.17855
22.1292,-1.08622,-2.35510,1.49093,-0.26721,-0.06204,-0.16406
22.1390,-1.65173,-2.93955,1.79891,-0.25290,-0.11157,-0.16449
22.1494,0.13964,-2.32478,2.03629,-0.28371,-0.01077,-0.15930
22.1592,-2.34968,-2.92934,3.36470,-0.25525,-0.15847,-0.16871
22.1694,1.92650,-2.03193,3.20205,-0.28904,0.03430,-0.16248
22.1791,-0.29362,-3.31806,3.67209,-0.23818,-0.04918,-0.15957
22.1893,0.00191,-1.81313,3.61934,-0.28107,-0.04062,-0.16354
22.1991,-0.28511,-2.11388,4.01656,-0.28241,-0.05299,-0.16000
22.2094,2.07550,-1.88242,3.08665,-0.27788,0.02298,-0.15597
22.2193,-0.28713,-2.75332,3.92047,-0.25312,-0.06016,-0.15928
22.2293,0.43432,-1.00915,2.65514,-0.30517,-0.01665,-0.16126
22.2392,0.99611,-2.80679,2.99805,-0.25935,-0.01880,-0.15154
22.2492,1.19907,-2.06892,1.80790,-0.28845,0.00463,-0.15517
22.2591,-0.50236,-2.07563,1.99528,-0.27355,-0.06715,-0.15802
22.2693,1.96986,-1.48172,1.02043,-0.29536,0.01958,-0.15311
22.2792,0.87641,-2.91235,1.30699,-0.25933,-0.04598,-0.15386
22.2893,0.39882,-1.91901,0.89759,-0.27143,-0.04284,-0.16017
22.2992,-0.78180,-2.89464,1.56730,-0.24399,-0.05679,-0.14989
22.3093,0.54632,-2.35835,0.91412,-0.26711,-0.00869,-0.15618
22.3191,-1.95222,-3.07377,1.44760,-0.24816,-0.14275,-0.17218
22.3293,-0.79348,-2.60588,1.54702,-0.26007,-0.04528,-0.15244
22.3391,-1.94602,-3.20298,2.03880,-0.24067,-0.10084,-0.15832
22.3490,-1.34343,-2.45288,1.90838,-0.26211,-0.07219,-0.16360
22.3591,-3.46603,-2.60154,2.40871,-0.25576,-0.19527,-0.17475
22.3693,1.01449,-2.31225,2.06196,-0.25583,0.01785,-0.15924
22.3791,-1.49696,-2.98101,2.48104,-0.24768,-0.10555,-0.15601
22.3894,-1.17319,-1.60260,1.88432,-0.27959,-0.07647,-0.16544
22.3991,-1.58893,-2.60873,2.33679,-0.26265,-0.13458,-0.17530
22.4090,1.85822,-2.57902,2.22988,-0.27115,0.06205,-0.15297
22.4192,-2.09958,-2.10806,2.34601,-0.25880,-0.14262,-0.16882
22.4293,1.51246,-1.76849,1.79115,-0.27731,0.01717,-0.15514
22.4393,0.28590,-2.30817,2.03993,-0.26640,-0.07029,-0.16121
22.4492,1.69041,-2.35494,2.05735,-0.27278,0.01762,-0.16002
22.4590,-1.23999,-2.35432,2.73470,-0.25613,-0.10597,-0.15880
22.4693,2.65807,-2.29206,2.53139,-0.27273,0.06417,-0.14885
22.4791,0.10578,-2.86031,2.50127,-0.25798,-0.04745,-0.16187
22.4893,1.18947,-2.10646,2.16943,-0.27023,-0.01090,-0.16403
22.4991,1.03235,-2.11906,2.19668,-0.25915,-0.03532,-0.15303
22.5093,2.25859,-2.76521,2.17997,-0.25829,0.05838,-0.15337
22.5193,0.02953,-2.52763,2.45562,-0.26327,-0.06842,-0.15536
22.5294,1.59650,-1.68580,2.01141,-0.28174,0.03022,-0.15073
22.5392,1.06629,-2.47655,2.62566,-0.26143,-0.01330,-0.15639
22.5493,0.85167,-1.92703,2.49337,-0.26908,-0.00543,-0.15271
22.5594,-0.48430,-2.26851,3.22173,-0.25793,-0.06120,-0.16356
22.5694,1.50931,-2.64919,3.19707,-0.25938,0.03603,-0.15802
22.5793,-0.00701,-2.96209,3.48832,-0.24731,-0.03160,-0.15560
22.5895,-1.29222,-1.52478,3.39073,-0.28508,-0.10354,-0.16383
22.5990,-0.84038,-2.56113,3.68076,-0.26723,-0.08211,-0.16534
22.6091,-0.04528,-1.82877,3.39310,-0.27558,-0.03431,-0.15304
22.6190,-2.49630,-2.36997,3.21813,-0.25829,-0.13873,-0.16294
22.6291,-0.95104,-1.30632,1.94576,-0.29235,-0.06372,-0.16375
22.6392,-0.98516,-2.32927,2.04887,-0.26488,-0.08982,-0.15635
22.6493,-0.39554,-2.15728,1.42469,-0.26684,-0.04075,-0.16015
22.6591,-1.06504,-2.08203,1.55148,-0.26115,-0.09834,-0.15813
22.6693,1.53307,-1.95854,1.32872,-0.27141,0.02577,-0.15303
22.6790,0.31090,-2.64214,1.76373,-0.26393,-0.06399,-0.16598
22.6890,1.73304,-2.03512,1.14222,-0.27239,0.01888,-0.16166
22.6994,0.96314,-2.39295,1.24654,-0.26294,-0.01960,-0.16044
22.7091,2.28842,-2.22811,1.22975,-0.27040,0.04513,-0.15376
22.7197,0.46951,-2.76642,1.59754,-0.24993,-0.03571,-0.15828
22.7291,2.06394,-2.01839,1.33053,-0.27212,0.01454,-0.15041
22.7391,0.72311,-2.52455,1.88224,-0.26344,-0.01406,-0.14935
22.7492,1.05866,-2.13517,1.73090,-0.26224,0.01085,-0.15612
22.7591,-0.08587,-2.50388,2.10412,-0.25904,-0.04838,-0.15469
22.7691,1.11866,-2.43422,2.03385,-0.26234,-0.00091,-0.15125
22.7791,-0.05705,-2.57047,2.54546,-0.26118,-0.02794,-0.15617
22.7891,0.03114,-1.98675,2.48977,-0.26968,-0.03518,-0.15386
22.7990,-0.22977,-2.12740,2.83379,-0.26633,-0.04544,-0.15382
22.8093,0.19768,-2.23559,3.15609,-0.26476,-0.02359,-0.15555
22.8191,-0.38986,-2.19413,3.10571,-0.26575,-0.04940,-0.15293
22.8290,0.14010,-2.02351,2.73295,-0.26970,-0.03249,-0.15640
22.8390,-0.09038,-2.24063,2.53941,-0.26676,-0.04303,-0.15685
22.8493,-0.07463,-2.17861,2.49948,-0.25822,-0.02335,-0.15893
22.8591,-0.34428,-2.03530,2.39698,-0.26661,-0.06238,-0.15409
22.8695,0.08166,-2.14212,2.26768,-0.25552,-0.02822,-0.16165
22.8793,-0.14121,-2.46375,2.35912,-0.26518,-0.04860,-0.15476
22.8892,-0.37753,-2.03813,2.13163,-0.26736,-0.05134,-0.15578
22.8991,-0.55503,-2.47968,2.52039,-0.25110,-0.07336,-0.15281
22.9090,-0.31221,-2.50476,2.33137,-0.26446,-0.04092,-0.15528
22.9193,-1.28385,-2.68573,2.16137,-0.25493,-0.08201,-0.15848
22.9289,-0.52230,-2.21150,2.21799,-0.26467,-0.04565,-0.15186
22.9390,-0.53604,-2.14399,2.49921,-0.26191,-0.06815,-0.14965
22.9491,0.07176,-2.07369,2.48730,-0.26802,-0.05148,-0.15258
22.9589,-0.93460,-2.10829,2.63402,-0.27084,-0.06682,-0.15892
22.9695,0.42373,-2.38020,2.40152,-0.26709,-0.01702,-0.15235
22.9791,0.02279,-2.16178,2.43691,-0.26729,-0.03752,-0.15187
22.9892,-0.05619,-1.99600,2.30495,-0.27770,-0.03597,-0.15461
22.9992,-0.10839,-2.39999,2.35172,-0.26295,-0.04736,-0.15703
23.0090,0.53693,-2.51862,2.38588,-0.27015,-0.02193,-0.15058
23.0190,-0.82779,-2.41381,2.46946,-0.26574,-0.06950,-0.15218
23.0291,-0.48702,-2.23321,2.29639,-0.26488,-0.02665,-0.15606
23.0392,-0.45724,-2.72676,2.32361,-0.26463,-0.04523,-0.15373
23.0493,-0.32498,-2.40800,2.10871,-0.26087,-0.02666,-0.15865
23.0591,-0.50163,-2.45698,2.09438,-0.26053,-0.05515,-0.15064
23.0693,0.64098,-2.29491,1.92721,-0.27068,-0.00587,-0.15157
23.0792,-0.24175,-2.46794,2.14465,-0.26393,-0.05699,-0.15460
23.0895,0.30170,-2.24918,2.27901,-0.26233,-0.03884,-0.14883
23.0991,-0.19819,-2.19559,2.53155,-0.26306,-0.05468,-0.14890
23.1090,0.33516,-2.36516,2.49464,-0.26829,-0.01950,-0.14864
23.1190,-0.62373,-2.19798,2.55686,-0.26496,-0.07442,-0.15298
23.1290,-0.16639,-2.30464,2.47682,-0.26517,-0.02027,-0.15176
23.1391,-0.28161,-2.24934,2.36906,-0.26200,-0.04121,-0.15589
23.1491,0.22808,-2.10527,2.25885,-0.26696,-0.01808,-0.15424
23.1592,0.30409,-2.05702,2.30277,-0.27300,-0.04199,-0.15311
23.1693,0.89732,-1.91531,2.25836,-0.27092,-0.00353,-0.14976
23.1791,0.50289,-2.47469,2.20461,-0.26860,-0.02511,-0.14934
23.1894,0.68915,-2.04836,2.14863,-0.27276,-0.01779,-0.15022
23.1993,-0.02088,-2.30491,2.10114,-0.26547,-0.03271,-0.15201
23.2093,0.43114,-2.12703,2.17396,-0.26430,-0.02043,-0.14825
23.2191,-0.27750,-2.22401,2.22611,-0.25601,-0.04017,-0.15158
23.2294,0.29800,-2.01438,2.23405,-0.26499,-0.02980,-0.14947
23.2390,-0.25907,-2.25997,2.30771,-0.26587,-0.04117,-0.14993
23.2492,0.06366,-2.21993,2.25704,-0.27122,-0.03075,-0.15082
23.2591,-0.62241,-2.35089,2.64252,-0.26581,-0.05852,-0.14826
23.2694,0.03467,-2.25296,2.35519,-0.25909,-0.03831,-0.15199
23.2790,-0.42024,-2.43627,2.49527,-0.27211,-0.05368,-0.14974
23.2894,-0.76825,-2.55946,2.54114,-0.26206,-0.06868,-0.15256
23.2991,-1.29445,-2.26193,2.69805,-0.25935,-0.08680,-0.15474
23.3093,-0.82377,-2.50546,2.65849,-0.25477,-0.05873,-0.15116
23.3193,-1.39575,-2.49467,2.43084,-0.26133,-0.11396,-0.15927
23.3294,-1.03101,-2.15159,2.40643,-0.24952,-0.06808,-0.15714
23.3393,-1.22904,-2.30379,2.37880,-0.26340,-0.07759,-0.15434
23.3492,-1.15911,-2.34897,2.34838,-0.26400,-0.06860,-0.15319
23.3593,-1.53479,-2.20804,2.42610,-0.25723,-0.10819,-0.16117
23.3693,-0.36969,-2.43040,2.62170,-0.25533,-0.03516,-0.14964
23.3792,-1.11397,-2.38630,2.58279,-0.26028,-0.06701,-0.15096
23.3891,-0.81437,-1.54614,2.13125,-0.27747,-0.04803,-0.15762
23.3995,-1.03314,-1.79665,2.28633,-0.26744,-0.07633,-0.16184
23.4093,1.00757,-2.32417,2.15526,-0.26349,-0.00879,-0.14828
23.4190,-0.87664,-1.51459,1.98176,-0.28707,-0.08890,-0.15904
23.4292,0.91223,-1.80785,2.21247,-0.27363,0.00085,-0.15516
23.4393,-0.23159,-2.06210,2.01240,-0.28176,-0.06653,-0.15812
23.4491,1.32433,-2.27543,1.99043,-0.27356,-0.00712,-0.15839
23.4593,-0.66370,-1.87486,1.96215,-0.27874,-0.07377,-0.15786
23.4690,1.92386,-2.23940,2.10874,-0.27041,0.03399,-0.14973
23.4793,-0.39739,-1.83596,2.27205,-0.27714,-0.07504,-0.16663
23.4894,0.69199,-2.49450,2.38357,-0.26963,-0.01451,-0.16229
23.4991,-0.67982,-2.03415,2.82563,-0.26676,-0.07836,-0.15274
23.5092,0.82907,-2.57585,3.02836,-0.25669,0.01586,-0.15845
23.5191,-1.42121,-2.39044,3.03822,-0.26863,-0.12582,-0.16676
23.5289,0.27997,-2.33625,3.12033,-0.26408,-0.01718,-0.16119
23.5391,-0.54067,-2.55730,2.90831,-0.25969,-0.05980,-0.15516
23.5491,-0.65938,-2.04451,2.49386,-0.27080,-0.04261,-0.15980
23.5592,-1.64868,-2.74952,2.58461,-0.26065,-0.11394,-0.17044
23.5688,0.43929,-2.94239,2.60137,-0.24972,-0.00841,-0.15438
23.5793,-1.27306,-2.84223,2.77914,-0.25199,-0.06113,-0.15892
23.5893,-1.12085,-2.59892,2.58838,-0.26723,-0.06031,-0.16534
23.5990,-0.79525,-2.99058,2.97367,-0.26720,-0.07629,-0.16572
23.6093,0.99247,-2.88277,2.85164,-0.25501,-0.00839,-0.15387
23.6192,-0.85431,-2.32178,2.48711,-0.25367,-0.09848,-0.15835
23.6291,1.15060,-2.42176,2.25348,-0.27013,0.00627,-0.15586
23.6391,-0.09245,-2.38404,2.17630,-0.25503,-0.05839,-0.16095
23.6491,1.20114,-2.39475,1.82134,-0.26627,-0.00414,-0.15440
23.6592,-0.72433,-2.44072,2.20352,-0.27417,-0.08205,-0.15809
23.6691,1.79211,-2.54840,2.09916,-0.26781,0.03721,-0.15392
23.6793,-0.41585,-2.46933,2.41151,-0.27039,-0.07261,-0.16017
23.6893,0.72455,-2.05860,2.39547,-0.27381,-0.00260,-0.15995
23.6989,0.04278,-2.22678,3.02885,-0.26608,-0.06542,-0.15685
23.7090,1.23890,-1.89642,2.64604,-0.27325,0.01411,-0.15690
23.7194,-0.56833,-2.05321,2.74916,-0.27158,-0.08960,-0.16318
23.7295,1.31275,-1.71417,2.42341,-0.28636,0.01310,-0.16209
23.7390,0.04575,-2.34788,2.80129,-0.26879,-0.03778,-0.15782
23.7491,1.20774,-1.67731,2.37747,-0.28844,0.00286,-0.16344
23.7593,0.36918,-1.96795,2.61014,-0.27783,-0.05158,-0.16657
23.7690,1.29816,-2.19377,2.33847,-0.28330,0.01655,-0.17314
23.7791,0.61336,-2.05069,2.41743,-0.26784,-0.03006,-0.16938
23.7894,0.58223,-1.17919,1.32732,-0.30012,-0.01367,-0.17932
23.7993,0.33046,-2.27869,1.44211,-0.26711,-0.04596,-0.17613
23.8094,0.47840,-2.17328,1.50245,-0.26249,-0.02985,-0.16791
23.8191,-1.40795,-1.55196,0.95997,-0.30317,-0.09298,-0.17166
23.8297,-1.32721,-2.38038,1.38766,-0.27149,-0.07142,-0.17615
23.8393,-1.59320,-2.55430,1.55897,-0.26632,-0.09596,-0.16854
23.8492,-1.84627,-2.68309,1.87899,-0.25728,-0.09985,-0.16948
23.8593,-3.30497,-2.28509,2.17314,-0.26357,-0.17388,-0.17204
23.8692,-0.66300,-2.69114,2.44140,-0.25735,-0.04957,-0.16830
23.8791,-2.24134,-2.89566,2.58644,-0.27430,-0.13322,-0.17455
23.8892,-1.09785,-2.93242,3.04919,-0.25073,-0.07514,-0.16603
23.8989,-1.91606,-2.83453,3.52565,-0.25796,-0.11660,-0.16367
23.9092,1.04438,-3.51382,3.61837,-0.25484,0.00903,-0.15975
23.9194,-1.41176,-2.72290,3.40370,-0.27584,-0.13169,-0.16676
23.9295,1.31950,-2.35255,3.31845,-0.28155,0.00695,-0.15557
23.9393,0.64478,-2.33048,3.49568,-0.27454,-0.04770,-0.15568
23.9492,1.11611,-2.58158,3.34150,-0.28506,0.00786,-0.16247
23.9592,-0.61650,-2.24709,3.44926,-0.28111,-0.09583,-0.15989
23.9692,2.03887,-2.51634,3.16972,-0.28243,0.03246,-0.15224
23.9791,0.55863,-2.61993,3.23284,-0.27017,-0.02900,-0.14929
23.9890,1.92462,-2.23003,2.17772,-0.28802,0.01982,-0.15305
23.9991,0.49952,-2.57836,2.32058,-0.28471,-0.03818,-0.15862
24.0090,2.42107,-2.54239,1.88857,-0.27825,0.04086,-0.15554
24.0194,0.24351,-2.55752,1.95013,-0.27723,-0.04374,-0.16051
24.0292,1.71422,-2.22252,2.04345,-0.28585,0.01683,-0.15595
24.0393,0.35644,-2.83034,2.37425,-0.27342,-0.04461,-0.16134
24.0494,0.52646,-2.26922,1.90136,-0.27771,-0.02734,-0.16247
24.0592,-1.50188,-2.21885,1.80979,-0.28779,-0.12583,-0.15924
24.0690,-0.18077,-2.24244,1.87985,-0.27809,-0.04791,-0.16141
24.0791,-1.16529,-2.36873,1.92941,-0.26716,-0.09897,-0.16905
24.0891,-1.35506,-2.32868,1.73459,-0.26878,-0.09372,-0.16353
24.0990,-1.64224,-2.21406,1.88158,-0.27535,-0.10241,-0.16093
24.1090,-0.19259,-2.34213,1.80711,-0.28186,-0.04343,-0.15953
24.1191,-1.44088,-1.70259,1.65440,-0.29063,-0.12474,-0.16814
24.1292,0.01876,-2.61442,1.83127,-0.27298,-0.04763,-0.15732
24.1394,0.31323,-2.55277,1.90818,-0.27762,-0.06624,-0.16495
24.1491,-0.08305,-2.58492,1.87763,-0.28419,-0.04199,-0.16337
24.1593,-1.05320,-2.72055,2.13023,-0.27325,-0.09656,-0.16646
24.1692,1.17653,-2.63562,2.43150,-0.27012,-0.01720,-0.15180
24.1791,-0.16085,-3.03658,2.78747,-0.26326,-0.07582,-0.15155
24.1891,-2.33113,-1.49011,3.50756,-0.29871,-0.13821,-0.16315
24.1991,-1.61110,-2.16221,4.22030,-0.28778,-0.12334,-0.15851
24.2091,-0.78047,-2.62211,4.65283,-0.27180,-0.06813,-0.15286
24.2192,-3.36704,-2.18806,4.56312,-0.28110,-0.16116,-0.16120
24.2294,-1.22916,-1.26374,3.78131,-0.30691,-0.05690,-0.15984
24.2390,-1.45595,-2.29564,3.79510,-0.27701,-0.11081,-0.16451
24.2491,0.28488,-2.23759,2.96209,-0.28348,-0.02952,-0.15938
24.2591,-1.86957,-1.93894,2.78951,-0.29225,-0.12126,-0.15521
24.2694,2.81219,-2.30330,2.06802,-0.27842,0.05521,-0.15320
24.2790,-0.40234,-2.28239,2.20833,-0.27522,-0.10321,-0.16422
24.2895,2.69741,-2.42842,1.41652,-0.28723,0.05799,-0.15451
24.2990,0.12572,-3.11047,1.64788,-0.27148,-0.05106,-0.15082
24.3094,3.40763,-2.87350,1.01408,-0.27138,0.07022,-0.15063
24.3191,-0.69300,-3.01760,1.39893,-0.27462,-0.10966,-0.16199
24.3291,2.65476,-3.08586,0.82024,-0.26916,0.04683,-0.15180
24.3392,0.44367,-3.29812,1.16504,-0.26161,-0.04832,-0.15358
24.3491,1.53137,-2.82772,1.24028,-0.27320,-0.00702,-0.15454
24.3591,-1.36704,-2.94675,2.21411,-0.26681,-0.09923,-0.16251
24.3692,1.57716,-2.72296,2.39757,-0.27191,0.01477,-0.14635
24.3791,0.08612,-2.98579,2.83993,-0.26061,-0.03761,-0.15488
24.3892,-0.65086,-2.04038,3.27528,-0.28786,-0.06878,-0.16143
24.3991,-0.69589,-2.27230,3.86691,-0.29320,-0.07962,-0.16317
24.4091,0.58040,-2.20663,3.91073,-0.29087,-0.00364,-0.15325
24.4193,-2.59903,-2.49131,4.32107,-0.27250,-0.15656,-0.16345
24.4289,-0.56620,-1.02636,3.44212,-0.31936,-0.03927,-0.15759
24.4390,-1.48437,-2.82046,3.88787,-0.27416,-0.11721,-0.16196
24.4491,-1.06350,-1.68067,3.11526,-0.29618,-0.07385,-0.16411
24.4589,-3.84332,-1.11664,2.99778,-0.31234,-0.20718,-0.16795
24.4692,0.44574,-2.06693,2.51989,-0.29853,-0.00839,-0.15933
24.4790,-2.01938,-2.70228,2.43460,-0.28482,-0.13904,-0.16908
24.4892,-0.14432,-2.48312,1.72081,-0.29551,-0.05147,-0.17428
24.4990,-1.14812,-2.76099,2.02758,-0.28277,-0.09183,-0.16355
24.5092,2.73795,-2.80962,1.70508,-0.28114,0.05901,-0.16622
24.5192,-0.59963,-2.85461,2.01442,-0.27829,-0.12775,-0.18059
24.5292,3.28967,-2.68794,1.69908,-0.29163,0.06666,-0.16616
24.5391,1.14883,-3.31594,2.12082,-0.27475,-0.02794,-0.15979
24.5491,2.47285,-3.06674,1.78310,-0.28094,0.03747,-0.16043
24.5592,0.06479,-2.59726,1.97829,-0.29573,-0.08816,-0.16191
24.5690,2.87314,-3.22459,2.15031,-0.27808,0.05015,-0.15321
24.5792,0.79374,-3.26095,2.31854,-0.28557,-0.03567,-0.14954
24.5892,0.92001,-2.48440,2.19959,-0.29849,-0.04138,-0.15601
24.5991,-0.01583,-2.88006,2.81048,-0.28708,-0.05776,-0.15851
24.6095,1.08067,-2.84078,2.60882,-0.30138,-0.02072,-0.15206
24.6193,-0.47345,-2.62010,2.60446,-0.29343,-0.08023,-0.15335
24.6294,0.58761,-2.37086,2.51637,-0.31062,-0.02919,-0.15475
24.6393,0.22506,-3.02357,2.76834,-0.29366,-0.07026,-0.15550
24.6491,-0.06829,-2.79754,2.53821,-0.30094,-0.07094,-0.15487
24.6592,-1.71007,-2.10509,2.54241,-0.31578,-0.15529,-0.15781
24.6693,0.45131,-2.52677,2.60939,-0.30183,-0.02945,-0.14690
24.6792,-1.15849,-2.56043,2.54344,-0.30737,-0.11262,-0.15665
24.6891,-1.22200,-2.61612,2.51512,-0.30796,-0.09492,-0.15946
24.6994,-1.65573,-1.99854,2.90638,-0.31355,-0.11567,-0.14611
24.7092,0.34162,-3.17348,2.95610,-0.29866,-0.02712,-0.15582
24.7193,-1.59836,-2.42258,2.82611,-0.31072,-0.14869,-0.15770
24.7295,0.57171,-2.79218,2.82423,-0.30501,-0.03091,-0.14803
24.7391,-0.07032,-2.89981,3.14550,-0.29479,-0.07410,-0.14720
24.7493,0.83294,-2.38325,2.65410,-0.30217,-0.03310,-0.14984
24.7591,-1.02322,-2.17231,2.70567,-0.32113,-0.12932,-0.15557
24.7692,2.11338,-2.90594,2.68195,-0.29648,0.01708,-0.14635
24.7792,0.01182,-2.86297,3.00346,-0.29226,-0.06484,-0.15014
24.7892,0.23467,-1.78908,2.06198,-0.34088,-0.07129,-0.15174
24.7993,-0.78788,-2.38141,2.31329,-0.31031,-0.09252,-0.15315
24.8094,1.24885,-3.32731,2.40687,-0.29017,-0.02790,-0.14509
24.8192,-1.59495,-2.27713,1.83206,-0.31900,-0.12003,-0.15342
24.8292,0.65993,-2.64091,2.16907,-0.31707,-0.02986,-0.14710
24.8392,-0.84018,-2.79268,2.23867,-0.30440,-0.09967,-0.15748
24.8491,0.58840,-2.78576,1.93017,-0.29867,-0.05687,-0.15387
24.8592,-2.35815,-1.92919,2.17127,-0.31975,-0.15189,-0.15337
24.8693,1.82651,-3.18082,2.68382,-0.27946,0.01980,-0.14003
24.8794,-1.27986,-2.91068,2.67088,-0.30906,-0.11962,-0.15566
24.8892,0.23646,-2.30904,2.14891,-0.31515,-0.04321,-0.15540
24.8991,-1.02176,-1.83082,2.45598,-0.32054,-0.10309,-0.14612
24.9092,2.01085,-3.30721,2.36326,-0.29086,0.00891,-0.14780
24.9189,-1.74991,-1.28323,1.55498,-0.35699,-0.16076,-0.16128
24.9289,1.84961,-2.41000,2.32193,-0.31149,0.00153,-0.14720
24.9392,-0.05445,-1.97955,2.08880,-0.32464,-0.08387,-0.14168
24.9490,1.27906,-2.18894,2.09558,-0.32485,-0.01072,-0.14846
24.9592,-1.43843,-1.48919,1.97173,-0.35068,-0.14018,-0.16335
24.9690,1.87312,-3.68987,3.37519,-0.29337,0.03307,-0.14744
24.9790,0.19573,-2.63829,2.82150,-0.31023,-0.05464,-0.14823
24.9891,-1.33766,0.32984,1.22982,-0.40685,-0.08435,-0.16573
24.9991,-1.41608,-1.47418,1.43163,-0.36292,-0.14115,-0.17713
25.0092,0.99317,-3.27574,2.74140,-0.29752,-0.00587,-0.15107
25.0191,-2.61896,-0.79254,1.34002,-0.35365,-0.14752,-0.15959
25.0290,0.22969,-2.45718,2.64796,-0.32784,-0.01034,-0.16216
25.0391,-1.78607,-2.64459,3.03128,-0.33024,-0.13323,-0.17107
25.0492,1.87747,-3.73300,3.54485,-0.28082,0.02819,-0.17031
25.0591,-1.78168,-2.63365,3.86040,-0.30602,-0.13867,-0.16520
25.0690,3.62616,-4.56237,4.30212,-0.25948,0.09883,-0.15736
25.0790,-0.19117,-3.05220,3.85257,-0.30565,-0.07325,-0.16901
25.0892,2.61759,-3.64073,3.31209,-0.28691,0.04795,-0.15694
25.0990,0.15306,-3.01630,3.39325,-0.28837,-0.05114,-0.15111
25.1091,2.37534,-4.15212,3.51709,-0.28234,0.05216,-0.15791
25.1192,-1.12479,-2.72622,2.85940,-0.32486,-0.10370,-0.15637
25.1291,1.77339,-3.20067,3.52079,-0.29412,0.03341,-0.15903
25.1391,-0.52164,-3.30453,3.48088,-0.29708,-0.06978,-0.15559
25.1491,-0.13911,-2.80406,3.27769,-0.32014,-0.04325,-0.15681
25.1591,-2.80300,-2.43208,3.83074,-0.32787,-0.14895,-0.16332
25.1692,0.93711,-3.24240,4.09291,-0.29131,0.01341,-0.14852
25.1792,-0.98514,-3.22004,3.81649,-0.30209,-0.08631,-0.15400
25.1893,-2.10718,-2.33696,3.24039,-0.33496,-0.09316,-0.16560
25.1992,-1.54454,-2.48274,3.27679,-0.32562,-0.09524,-0.15480
25.2094,0.66245,-3.28026,3.36401,-0.30749,-0.00209,-0.14904
25.2193,-2.85630,-2.75313,3.34666,-0.30805,-0.14401,-0.15988
25.2292,0.72428,-2.07975,2.59475,-0.33570,0.01758,-0.15095
25.2391,-1.11714,-2.93671,3.03175,-0.31068,-0.08962,-0.16047
25.2492,0.85236,-2.71561,2.26137,-0.31332,0.01262,-0.15501
25.2590,-1.91829,-1.45093,1.92734,-0.34544,-0.11141,-0.15674
25.2691,2.43762,-2.95558,2.05454,-0.30567,0.06347,-0.15500
25.2794,-1.03505,-2.55117,2.15070,-0.32838,-0.09461,-0.15889
25.2893,1.69775,-2.64621,1.69630,-0.32296,0.04428,-0.15383
25.2990,-0.08106,-1.72847,1.48070,-0.33782,-0.03808,-0.15072
25.3093,2.82833,-3.01155,1.67001,-0.30859,0.06498,-0.14637
25.3191,-0.16066,-2.08557,1.39995,-0.34208,-0.06099,-0.15936
25.3291,2.68154,-3.31438,1.82030,-0.31012,0.06797,-0.15168
25.3389,0.92449,-3.25148,2.26051,-0.31088,-0.00310,-0.14503
25.3492,2.25839,-3.11740,2.07106,-0.31101,0.04690,-0.14616
25.3591,0.56331,-2.14172,2.34676,-0.32144,-0.01837,-0.15219
25.3692,1.73488,-3.62499,2.93553,-0.29418,0.05076,-0.15099
25.3792,0.76357,-2.86218,2.68940,-0.31229,-0.00855,-0.14913
25.3893,0.11593,-2.53681,2.56786,-0.32140,-0.01349,-0.15339
25.3992,-0.02356,-2.62492,2.53492,-0.32487,-0.03848,-0.15652
25.4091,0.35788,-2.95684,2.64155,-0.31658,-0.01349,-0.15211
25.4192,-1.91360,-1.59378,1.68904,-0.36252,-0.09196,-0.15589
25.4292,-1.23956,-1.92113,1.58723,-0.34031,-0.05932,-0.15006
25.4394,-1.75428,-2.20097,1.35385,-0.33767,-0.09976,-0.15811
25.4494,-1.71720,-2.34160,1.59684,-0.33886,-0.05741,-0.15850
25.4592,-3.45193,-0.54523,0.91262,-0.39660,-0.15616,-0.15900
25.4693,-0.26376,-2.46917,2.04573,-0.32782,-0.01831,-0.14718
25.4790,-1.98831,-2.07487,2.02075,-0.35719,-0.11507,-0.15469
25.4890,-0.27732,-2.63797,2.41465,-0.34079,-0.03705,-0.15344
25.4991,-1.13648,-2.23858,2.57862,-0.34398,-0.10376,-0.14832
25.5093,1.60782,-3.60013,3.04744,-0.29368,0.03206,-0.14385
25.5193,-0.86609,-1.87234,2.11390,-0.35463,-0.08002,-0.15721
25.5290,1.65159,-3.58625,2.73623,-0.31390,0.02087,-0.14965
25.5390,0.08277,-3.05246,2.93811,-0.31530,-0.03515,-0.15181
25.5491,1.59361,-3.31171,2.64877,-0.30768,0.03110,-0.15448
25.5588,-0.62951,-2.23165,2.39180,-0.34714,-0.05843,-0.15695
25.5694,2.29021,-4.17003,3.22497,-0.29519,0.03557,-0.14978
25.5792,0.88370,-2.97397,3.00740,-0.32515,-0.01409,-0.14938
25.5893,0.96712,-2.99679,2.86921,-0.31501,-0.00337,-0.15074
25.5995,-0.14199,-2.69239,2.76434,-0.35229,-0.04020,-0.14969
25.6095,1.39766,-3.73057,3.41890,-0.30835,0.01304,-0.14544
