t_rel_s,cmd1,cmd2,cmd3,cmd4,cmd5,cmd6
0.0890,-2.2524492774608866,-1.6379230120200077,0.9319130016990559,-1.3411837582247346,-1.509048024841574,2.8612605636402515
0.0929,-2.2524443542022623,-1.6379852897984328,0.9327761901610732,-1.3410831003368024,-1.5090480270505109,2.8612842729931325
0.0970,-2.252439602120409,-1.6380466447139268,0.9335670520784011,-1.3409861070901195,-1.509048029205239,2.861307240199282
0.1011,-2.25243501455862,-1.6381069899399787,0.9342893355744859,-1.3408927446096448,-1.5090480313070902,2.861329482915637
0.1051,-2.252430585143473,-1.6381662500194065,0.9349472323348318,-1.3408029645576782,-1.509048033357363,2.861351019027424
0.1090,-2.252426307772156,-1.6382243601957898,0.9355451669427398,-1.3407167063130814,-1.5090480353573241,2.861371866565467
0.1131,-2.2524221766003505,-1.6382812657325532,0.9360876345156952,-1.3406338989596769,-1.5090480373082091,2.8613920436318825
0.1169,-2.2524181860306607,-1.63833692122861,0.9365790793167751,-1.3405544630887283,-1.5090480392112233,2.8614115683335823
0.1211,-2.252414330701555,-1.6383912899382518,0.9370238072298753,-1.3404783124225843,-1.5090480410675422,2.8614304587230253
0.1249,-2.2524106054768063,-1.6384448468407933,0.9380010574608126,-1.3404053486192962,-1.5090480428783126,2.8614487327461626
0.1291,-2.2524070054354106,-1.6384970603136393,0.938895805693261,-1.3403354827320895,-1.509048044644653,2.8614664081946044
0.1331,-2.252403525861963,-1.6385479144839128,0.9397120164541287,-1.3402686159700152,-1.5090480463676543,2.8614835026664656
0.1370,-2.2524001622374685,-1.6385973997262633,0.9404543092066927,-1.3402046475654792,-1.5090480480483803,2.861500033530442
0.1410,-2.252396910230578,-1.6386455120704964,0.9411276755136365,-1.3401434756507382,-1.5090480496878693,2.8615160178951853
0.1450,-2.252393765689219,-1.6386922526381988,0.9417372598278977,-1.3400849980172103,-1.5090480512871336,2.8615314725830605
0.1489,-2.2523907246326127,-1.6387376271098206,0.9422881947121645,-1.3400291127681665,-1.5090480528471608,2.8615464141078855
0.1531,-2.2523877832436616,-1.6387816452231065,0.9427854812753748,-1.339975718874963,-1.5090480543689144,2.861560858656306
0.1569,-2.252384937861681,-1.6388243203032669,0.9432339062255478,-1.3399247166464638,-1.5090480558533337,2.8615748220724497
0.1612,-2.2523821849754677,-1.6390295807631614,0.944080745888432,-1.3398760080551924,-1.5090480573013354,2.861588319845561
0.1650,-2.252379521216692,-1.6392348639786982,0.944850874841755,-1.3398294972589795,-1.5090480587138135,2.8616013671002922
0.1690,-2.252376943353588,-1.6394391221144895,0.945549382861542,-1.3397850906602997,-1.5090480600916398,2.861613978589431
0.1730,-2.2523744482849417,-1.6396414231124845,0.9461815572222373,-1.3397426971813495,-1.5090480614356652,2.8616261686887623
0.1771,-2.2523720330343515,-1.6398409483952037,0.9467527008805875,-1.3397022284235118,-1.509048062746719,2.8616379513938646
0.1811,-2.252369694744758,-1.6400369889349278,0.9472679998421738,-1.33966359878535,-1.509048064025611,2.861649340318612
0.1851,-2.252367430673223,-1.6402289400369006,0.9477324304901718,-1.3396267255446028,-1.5090480652731302,2.8616603486951995
0.1891,-2.252365238185952,-1.6404162951587629,0.9481506986116026,-1.3395915289091056,-1.5090480664900467,2.8616709893755043
0.1932,-2.2523631147535434,-1.641110123613225,0.9497204484591969,-1.3395579320404272,-1.5090480676771119,2.861681274833622
0.1972,-2.2523610579464615,-1.6418198771490198,0.9511679677114455,-1.3395258610573775,-1.509048068835058,2.8616912171694318
0.2012,-2.252359065430712,-1.6425358850663374,0.9524936726285372,-1.339495245016443,-1.5090480699646,2.8617008281130514
0.2052,-2.252357134963722,-1.6432496533223169,0.9537008814524551,-1.339466015878786,-1.5090480710664347,2.861710119030063
0.2091,-2.2523552643904043,-1.6439539086510848,0.9547949571389278,-1.339438108463271,-1.509048072141242,2.861719100927394
0.2131,-2.252353451639408,-1.6446425891447625,0.955782602286894,-1.339411460388605,-1.5090480731896856,2.861727784459753
0.2171,-2.252351694719535,-1.6453107931207718,0.956671299077126,-1.3393860120067127,-1.5090480742124122,2.861736179936535
0.2212,-2.2523499917163243,-1.6459546977533606,0.9574688790692673,-1.3393617063291925,-1.5090480752100528,2.8617442973291065
0.2251,-2.2523483407887928,-1.6468979377637425,0.9588454073945119,-1.3393384889484548,-1.509048076183223,2.861752146278403
0.2292,-2.252346740166321,-1.6478097250534134,0.9600897599277489,-1.339316307954959,-1.5090480771325234,2.861759736102768
0.2332,-2.2523451881456844,-1.648683853425925,0.9612096615544661,-1.3392951138516849,-1.5090480780585398,2.861767075805979
0.2373,-2.252343683088218,-1.649515884602181,0.9622139266608382,-1.3392748594669148,-1.5090480789618435,2.861774174085408
0.2412,-2.252342223417109,-1.6503029198812105,0.9631118800345578,-1.3392554998661712,-1.5090480798429917,2.8617810393402614
0.2452,-2.2523408076148113,-1.6510433662953115,0.9639129289446332,-1.3392369922640424,-1.509048080702528,2.861787679679875
0.2491,-2.252339434220581,-1.651736709880897,0.9646262598185222,-1.339219295936516,-1.5090480815409826,2.8617941029320098
0.2532,-2.2523381018281174,-1.6523833046699887,0.9652606341979496,-1.339202372134328,-1.509048082358873,2.8618003166511254
0.2572,-2.2523368090833134,-1.6529841826344005,0.9658242614438167,-1.3391861839977486,-1.5090480831567037,2.861806328126608
0.2612,-2.2523355546821042,-1.6535447125155227,0.9669898762017926,-1.3391706964731436,-1.5090480839349667,2.8618121443909166
0.2650,-2.252334337368415,-1.6540627533157164,0.9680356196423059,-1.339155876231586,-1.5090480846941423,2.8618177722276354
0.2691,-2.2523331559321984,-1.6545404592589719,0.9689709069910915,-1.339141691589729,-1.5090480854346986,2.861823218179414
0.2732,-2.2523320092075605,-1.6549801431794675,0.9698053392083946,-1.3391281124330976,-1.5090480861570923,2.8618284885557728
0.2771,-2.252330896070968,-1.6553841967652474,0.9705483608318648,-1.3391151101419259,-1.5090480868617693,2.861833589440773
0.2810,-2.252329815439534,-1.6557550279486848,0.9712090266338577,-1.3391026575196079,-1.509048087549164,2.861838526700527
0.2849,-2.2523287662693856,-1.6560950129739793,0.9717958529642664,-1.3390907287238205,-1.5090480882197006,2.8618433059905497
0.2891,-2.252327747554094,-1.656406460782409,0.972316733094959,-1.3390792992003324,-1.5090480888737925,2.861847932762943
0.2930,-2.2523267583231807,-1.6566916252866526,0.9734425073664681,-1.3390683456195018,-1.5090480895118432,2.8618524122733993
0.2972,-2.2523257976406867,-1.6569525720461846,0.9744519950894183,-1.3390578458154416,-1.5090480901342462,2.8618567495880325
0.3011,-2.252324864603803,-1.657191286699216,0.9753545616692476,-1.339047778727817,-1.5090480907413852,2.861860949590025
0.3052,-2.25232395834156,-1.6574096286491202,0.9761596626813158,-1.3390381243462257,-1.509048091333635,2.86186501698609
0.3090,-2.2523230780135775,-1.6576093294305956,0.9768765362926444,-1.3390288636571066,-1.5090480919113605,2.8618689563127515
0.3131,-2.2523222228088655,-1.6577919940253172,0.9775139961948742,-1.339019978593107,-1.5090480924749181,2.861872771942436
0.3171,-2.2523213919446765,-1.6579591043278543,0.9780803022628305,-1.3390114519848377,-1.5090480930246553,2.8618764680893873
0.3212,-2.2523205846654077,-1.6581120241215517,0.9785830895959355,-1.33900326751494,-1.509048093560911,2.8618800488153897
0.3252,-2.252319800241551,-1.6582520054118726,0.9796896659917527,-1.3390474109044797,-1.509048094084016,2.8618835180353166
0.3289,-2.2523190379686873,-1.6583801939282037,0.9806823843588557,-1.3390893054135309,-1.509048094594293,2.861886879522498
0.3331,-2.2523182971665214,-1.6584976371403963,0.9815703959418384,-1.3391291088591226,-1.5090480950920568,2.861890136913914
0.3371,-2.252317577177961,-1.6586052908543805,0.98236293227664,-1.3391669654906486,-1.509048095577614,2.861893293715211
0.3411,-2.2523168773682327,-1.6587040261051489,0.9830690096023302,-1.3392030073460275,-1.5090480960512642,2.861896353305555
0.3450,-2.2523161971240353,-1.6587946358439603,0.9836972297102355,-1.3392373554538337,-1.509048096513299,2.861899318942311
0.3489,-2.252315535852728,-1.6588778413375602,0.9842556554210841,-1.3392701209009348,-1.5090480969640039,2.8619021937655678
0.3531,-2.2523148929815546,-1.6589542982261993,0.9847517421730405,-1.3393014057824384,-1.5090480974036564,2.8619049808024974
0.3573,-2.2523142679568977,-1.659024602209404,0.9851923105578774,-1.3393313040484482,-1.5090480978325276,2.8619076829715655
0.3610,-2.2523136602435647,-1.659089294348366,0.9862346062881736,-1.3393150459115806,-1.5090480982508823,2.8619103030865873
0.3651,-2.252313069324104,-1.65914886596674,0.9871705927408388,-1.3392992693847392,-1.509048098658978,2.8619128438606403
0.3691,-2.252312494698146,-1.659203763189807,0.9880088476359077,-1.33928396295878,-1.5090480990570667,2.861915307909832
0.3731,-2.252311935881777,-1.659254391101718,0.9887579737912939,-1.3392691150954552,-1.5090480994453934,2.861917697756933
0.3772,-2.252311392406934,-1.6593011175552848,0.9894263447671123,-1.3392547142626043,-1.509048099824198,2.8619200158348725
0.3811,-2.252310863820823,-1.6593442766508957,0.990021934112735,-1.3392407489657345,-1.5090481001937137,2.861922264490108
0.3851,-2.252310349685368,-1.659384171906034,0.9905522092664264,-1.339227207776242,-1.5090481005541685,2.8619244459858666
0.3891,-2.252309849576673,-1.6594210791374113,0.9910240740698095,-1.3392140793565201,-1.5090481009057846,2.8619265625052672
0.3931,-2.2523093630845135,-1.6594552490776608,0.9924180461668435,-1.3392008978487675,-1.5090481012487786,2.861887246988964
0.3971,-2.252308889811843,-1.659486909747797,0.9936785380488745,-1.3391881190505983,-1.5090481015833621,2.8618496703621124
0.4010,-2.252308429374322,-1.6595162686062244,0.9948131977415433,-1.339175731877865,-1.5090481019097413,2.861813719171169
0.4052,-2.252307981399866,-1.6595435144933997,0.9958308295040962,-1.3391637253925168,-1.5090481022281175,2.861779289055146
0.4091,-2.2523075455282076,-1.6595688193905156,0.9967407951885551,-1.3391520888178245,-1.5090481025386868,2.8617462838994467
0.4130,-2.252307121410482,-1.6595923400091381,0.9975525706031277,-1.3391408115515087,-1.509048102841641,2.861714615079612
0.4172,-2.2523067087088235,-1.6596142192274919,0.9982754299925511,-1.3391298831769467,-1.5090481031371665,2.8616842007842673
0.4210,-2.2523063070959797,-1.659634587387845,0.9989182328428554,-1.3391192934726248,-1.509048103425446,2.861654496551609
0.4250,-2.2523059162549415,-1.6596535634682459,1.0005031651589056,-1.3391539552238574,-1.5090481037066563,2.861624743641408
0.4291,-2.252305535878587,-1.6596712561407023,1.0019322469747163,-1.3391870787595699,-1.5090481039809716,2.8615953590412033
0.4329,-2.252305165669339,-1.6596877647268409,1.0032143508336848,-1.3392187619137819,-1.5090481042485604,2.86156637161205
0.4370,-2.252304805338834,-1.6597031800610433,1.0043599083256989,-1.3392490948101756,-1.5090481045095883,2.8615378070347965
0.4410,-2.2523044546076076,-1.6597175852701527,1.00538011330658,-1.3392781605685558,-1.5090481047642155,2.861509687970992
0.4449,-2.2523041132047887,-1.659731056477955,1.0062863350021638,-1.3393060359376079,-1.5090481050125994,2.861482034225437
0.4493,-2.252303780867808,-1.6597436634418696,1.0070897041157876,-1.339332791862568,-1.509048105254893,2.861454862908996
0.4531,-2.2523034573421157,-1.6597554701285475,1.0078008363263578,-1.3393584939953018,-1.5090481054912455,2.86142818860044
0.4571,-2.2523031423809083,-1.6597665352344229,1.0084296613682036,-1.339383203153342,-1.5090481057218028,2.861402023506251
0.4611,-2.25230283574487,-1.6598547590205617,1.0100300587570097,-1.3394073675728702,-1.509048105946707,2.8613763734108595
0.4651,-2.252302537201921,-1.6599381662040102,1.0114648397385573,-1.3394306294410772,-1.5090481061660967,2.861351250499404
0.4690,-2.252302246526975,-1.6600170048856615,1.0127451811988033,-1.3394530386726269,-1.509048106380107,2.8613266607931522
0.4731,-2.252301963501708,-1.6600915148914845,1.0138834479106738,-1.3394746416741365,-1.5090481065888697,2.8613026085429523
0.4771,-2.252301687914332,-1.6601619272272397,1.0148924180049588,-1.3394954816306233,-1.5090481067925137,2.8612790963677925
0.4812,-2.25230141955938,-1.6602284637112186,1.0157847319878581,-1.3395155987653513,-1.5090481069911648,2.861256125387719
0.4851,-2.2523011582374983,-1.6602913367567882,1.0165725205958969,-1.3395351226102568,-1.5090481071849449,2.861233695350862
0.4892,-2.252300903755247,-1.660350749279861,1.017267170723028,-1.339554341564334,-1.5090481073739737,2.8612118047544257
0.4932,-2.2523006559249055,-1.66040764832867,1.0191326786214776,-1.339573249765959,-1.5090481075583675,2.8611904509156814
0.4971,-2.252300414564286,-1.6604614270271587,1.0208027119739094,-1.3395918350240923,-1.5090481077382405,2.8611696302130443
0.5011,-2.252300179496557,-1.6605122616189096,1.0222896138211703,-1.3396100902981634,-1.5090481079137033,2.861149338055482
0.5051,-2.252299950550068,-1.6605603193558809,1.0236076729330181,-1.3396280097561368,-1.5090481080848637,2.861129569023634
0.5090,-2.2522997275581815,-1.6606057587403154,1.0247720106738907,-1.3396455886961953,-1.5090481082518274,2.8611103169603425
0.5134,-2.2522995103591175,-1.6606487298007284,1.0257977841512138,-1.3396628234706405,-1.5090481084146976,2.861091575055368
0.5171,-2.252299298795794,-1.660689374392934,1.0266996442825707,-1.339679711412221,-1.5090481085735743,2.8610733359244436
0.5211,-2.252299092715679,-1.6607278265185113,1.0274913913091377,-1.3396962507630576,-1.5090481087285554,2.8610555916828626
0.5252,-2.252298891970646,-1.6607642198000692,1.0293015568462014,-1.3396727972394127,-1.5090481088797367,2.860992891813394
0.5291,-2.252298696416835,-1.6607986660251448,1.03090953757895,-1.3396502092090499,-1.5090481090272112,2.8609311063512934
0.5333,-2.2522985059145197,-1.6608312776450935,1.0323312399458555,-1.3396284393539415,-1.50904810917107,2.8608703244964575
0.5370,-2.2522983203279754,-1.6608621605933718,1.0335836008617956,-1.339607443652121,-1.5090481093114012,2.860810623886436
0.5411,-2.252298139525356,-1.6608914146155596,1.0346836340044332,-1.3395871811108744,-1.509048109448292,2.860752071268598
0.5449,-2.252297963378572,-1.660919133592351,1.035647784864197,-1.3395676135244852,-1.5090481095818262,2.860694723186239
0.5492,-2.2522977917631755,-1.6609454058537845,1.0364915239857129,-1.339548470821469,-1.5090481097120867,2.8606386266694277
0.5532,-2.252297624558245,-1.660970314483411,1.0372291171985233,-1.3395296352686141,-1.5090481098391535,2.860583819922634
0.5573,-2.25229746164628,-1.6609939376114444,1.0378735226243392,-1.3395111155900161,-1.5090481099631048,2.860530333002363
0.5611,-2.2522973029130933,-1.6610163487630736,1.0395573835840999,-1.3394925318919155,-1.5090481100840167,2.860477680976604
0.5651,-2.252297148247711,-1.661037616924141,1.0410478592041623,-1.339474281798928,-1.5090481102019642,2.8604263942119963
0.5691,-2.252296997542275,-1.6610578070053397,1.0423618635370262,-1.3394563708624752,-1.50904811031702,2.8603764832869056
0.5732,-2.252296850691946,-1.6610769800167595,1.0435166637205595,-1.3394388035162779,-1.5090481104292546,2.860327952992217
0.5770,-2.2522967075948146,-1.6610951933003932,1.0445291317539125,-1.3394215831524647,-1.5090481105387374,2.860280802904391
0.5810,-2.2522965681518117,-1.661112500750579,1.0454152609805212,-1.3394047121951778,-1.509048110645536,2.860235027927917
0.5850,-2.2522964322666215,-1.6611289530226483,1.0461898814738402,-1.3393881921715185,-1.5090481107497162,2.8601906188061963
0.5890,-2.2522962998456024,-1.6611445977301191,1.046866519492281,-1.3393720237797122,-1.509048110851342,2.860147562600376
0.5930,-2.2522961707977047,-1.661223018910372,1.0485843056043351,-1.3393562028952268,-1.5090481109504763,2.860105837866703
0.5972,-2.2522960450343925,-1.6612983373200962,1.0501040533486399,-1.3393407328771345,-1.50904811104718,2.860065431000092
0.6010,-2.252295922469571,-1.661370627431302,1.0514430965049164,-1.3393256123198616,-1.5090481111415128,2.86002632057422
0.6050,-2.2522958030195133,-1.6614399689832988,1.0526191599902723,-1.3393108392320676,-1.5090481112335328,2.8599884830789564
0.6090,-2.2522956866027894,-1.6615064458160134,1.0536495759403062,-1.3392964110901748,-1.5090481113232963,2.859951893245116
0.6132,-2.252295573140201,-1.6615701448331315,1.0545507773250564,-1.3392823248889785,-1.5090481114108594,2.859916524341318
0.6172,-2.252295462554713,-1.6616311550862,1.0553379999864476,-1.3392685771893886,-1.5090481114962755,2.8598823484442972
0.6210,-2.252295354771393,-1.6616895669706573,1.0560251354957608,-1.3392551641633617,-1.509048111579597,2.85984933668406
0.6251,-2.252295249717348,-1.6617461137712097,1.057757801816293,-1.3392420815943973,-1.509048111660876,2.8598174594121293
0.6290,-2.2522951473216644,-1.661800221503736,1.0592893783270299,-1.3392293250430143,-1.509048111740162,2.859786686561942
0.6332,-2.252295047515354,-1.6618519808322862,1.0606376845474315,-1.339216889756936,-1.509048111817504,2.859756987664682
0.6370,-2.252294950231294,-1.6619014816078659,1.0618208858487617,-1.3392047707481125,-1.5090481118929502,2.8597283320631517
0.6411,-2.2522948554041764,-1.6619488124760884,1.0628567020281097,-1.3391929628248267,-1.5090481119665464,2.8597006890530463
0.6451,-2.252294762970453,-1.6619940605490056,1.0637618995596219,-1.3391814606215235,-1.5090481120383383,2.859674028007703
0.6489,-2.2522946728682873,-1.6620373111342117,1.0645519960734338,-1.339170258626459,-1.50904811210837,2.8596483184876362
0.6529,-2.2522945850375047,-1.6620786475148177,1.0652411177740835,-1.3391593512072746,-1.5090481121766848,2.8596235303361297
0.6569,-2.252294499419544,-1.6621181507743916,1.0658419628127798,-1.3391487326345972,-1.5090481122433244,2.859599633762072
0.6612,-2.2522559756868317,-1.6622838595178242,1.0673041046722826,-1.339138397103346,-1.5090481123083301,2.8595765994106426
0.6651,-2.25221781207037,-1.6624451118154313,1.0685934621292534,-1.3391283387539707,-1.5090481123717423,2.859554398425563
0.6691,-2.252180062393419,-1.662601656700025,1.069726978590581,-1.33911855168945,-1.5090481124335997,2.8595330024985754
0.6732,-2.2521427751719894,-1.66275330289077,1.0707211761528164,-1.3391090299924349,-1.5090481124939403,2.859512383912441
0.6772,-2.252105993841132,-1.6628999129336157,1.0715916972803343,-1.339099767740479,-1.509048112552802,2.8594925155756292
0.6809,-2.252069756992287,-1.6630413974817824,1.0723530363606,-1.3390907590198768,-1.5090481126102202,2.8594733710500346
0.6848,-2.252034098618383,-1.6631777097942921,1.0730184086673529,-1.339081997938198,-1.5090481126662307,2.859454924572466
0.6892,-2.251999048363715,-1.663308840511103,1.0735997150201793,-1.339073478635603,-1.509048112720868,2.859437151070585
0.6929,-2.2519642001608386,-1.6635794777784876,1.074845794612715,-1.3390651952950157,-1.5090481127741657,2.859420026173913
0.6969,-2.2519300107054283,-1.6638433144900855,1.0759446858237067,-1.3390571421512505,-1.5090481128261566,2.859403526220508
0.7009,-2.2518964990213237,-1.6640995846496935,1.0769114884089652,-1.3390493134991301,-1.509048112876873,2.8593876282597797
0.7050,-2.251863680683939,-1.6643476847894854,1.0777605927302598,-1.339041703700698,-1.509048112926346,2.8593723100519672
0.7089,-2.2518315680657595,-1.6645871587226693,1.0785054120202677,-1.3390343071915807,-1.5090481129746058,2.859357550064691
0.7130,-2.251800170575242,-1.6648176821146774,1.0791582421922692,-1.3390271184865585,-1.5090481130216828,2.8593433274669673
0.7169,-2.2517694948880544,-1.665039047273163,1.0797302119284207,-1.3390201321844126,-1.5090481130676054,2.859329622121054
0.7210,-2.2517395451697815,-1.6652511484677228,1.080231294092153,-1.339013342972097,-1.5090481131124023,2.859316414572425
0.7249,-2.251710318728137,-1.665703696653571,1.081566359581342,-1.3390067456282946,-1.5090481131561009,2.859303686038179
0.7289,-2.2516818199761444,-1.666144348605009,1.0827505615649557,-1.3390003350264046,-1.509048113198728,2.859291418394128
0.7330,-2.2516540467965056,-1.6665711564012928,1.08379779826158,-1.3389941061370079,-1.50904811324031,2.8592795941608022
0.7371,-2.251626995355839,-1.6669826130788556,1.0847217698874219,-1.3389880540298558,-1.5090481132808724,2.859268196488571
0.7410,-2.251600660278046,-1.6673776082969551,1.0855355785592966,-1.3389821738754226,-1.5090481133204403,2.8592572091420654
0.7450,-2.2515750348073946,-1.6677553824853728,1.0862514809613137,-1.338976460946059,-1.5090481133590383,2.8592466164840666
0.7495,-2.251550110961439,-1.6681154812587884,1.0868807541785517,-1.3389709106167864,-1.50904811339669,2.8592364034589948
0.7529,-2.251525879673943,-1.6684577114533572,1.0874336425235955,-1.3389655183657596,-1.5090481134334186,2.859226555576133
0.7572,-2.251502330928064,-1.6687820997573863,1.087919360131738,-1.338960279774436,-1.5090481134692466,2.8592170588926935
0.7611,-2.2514794538331278,-1.6690917600022246,1.0894046488571891,-1.3389551905274726,-1.5090481135041962,2.859207899996818
0.7650,-2.251457236881154,-1.669384027528511,1.090729219376744,-1.3389502464123846,-1.509048113538289,2.8591990659906057
0.7691,-2.251435667909732,-1.6696593648809648,1.0919059025305689,-1.3389454433189871,-1.5090481135715457,2.8591905444732313
0.7731,-2.2514147342474806,-1.6699183274141816,1.0929480145511394,-1.3389407772386415,-1.5090481136039873,2.8591823235242244
0.7771,-2.2513944228035405,-1.6701615393412115,1.0938687583973055,-1.3389362442633317,-1.5090481136356333,2.8591743916869548
0.7810,-2.2513747201494905,-1.6703896732361703,1.0946808191076065,-1.3389318405845871,-1.5090481136665037,2.8591667379523757
0.7850,-2.2513556125941108,-1.6706034327239208,1.0953961089615971,-1.3389275624922714,-1.5090481136966172,2.859159351743061
0.7893,-2.251337086251397,-1.6708035380585469,1.096025624496036,-1.338923406373253,-1.5090481137259921,2.859152222897562
0.7931,-2.2513191271017674,-1.6710882091162536,1.0976528257336273,-1.3389193687099736,-1.509048113754647,2.8591453416551222
0.7969,-2.2513017210492285,-1.6713557741477965,1.0991044190939863,-1.3389154460789292,-1.5090481137825993,2.8591386986407534
0.8010,-2.2512848539701236,-1.6716068917929796,1.1003936977842157,-1.3389116351490735,-1.5090481138098664,2.859132284850706
0.8052,-2.2512685117586377,-1.6718422722038306,1.1015348309465172,-1.3389079326801605,-1.509048113836465,2.8591260916383323
0.8090,-2.2512526803670125,-1.6720626584266163,1.1025420999797773,-1.338904335521032,-1.5090481138624117,2.8591201107003594
0.8132,-2.251237345841305,-1.6722688109212014,1.1034293732013856,-1.338900840607862,-1.509048113887722,2.8591143340635727
0.8169,-2.2512224943530286,-1.672461494877243,1.104209766544316,-1.3388974449623692,-1.509048113912412,2.859108754071917
0.8210,-2.251208112226989,-1.672641469989371,1.1048954444298822,-1.3388941456900014,-1.5090481139364966,2.8591033633740093
0.8250,-2.2511941859656215,-1.672810455042282,1.1065900970515783,-1.3388909399781013,-1.5090860219199616,2.859098154911069
0.8292,-2.251180702270126,-1.6729681472918225,1.1080983582774304,-1.3388878250940608,-1.5091236094227547,2.8590931219052567
0.8332,-2.251167648058635,-1.673115250061281,1.1094347799292268,-1.3388847983834695,-1.5091608213527357,2.8590882578484225
0.8369,-2.251155010481709,-1.6732524390455832,1.1106147832946538,-1.3388818572682621,-1.5091976078559661,2.8590835564912482
0.8411,-2.25114277693537,-1.6733803599074408,1.1116538353652714,-1.33887899924487,-1.509233924106104,2.8590790118327902
0.8450,-2.251130935071905,-1.673499626778591,1.1125668889823135,-1.338876221882381,-1.509269730081425,2.8590746181104025
0.8493,-2.251119472808643,-1.6736108214958088,1.1133680272889053,-1.3388735228207127,-1.50930499033279,2.859070369790039
0.8531,-2.2511083783348984,-1.6737144934254045,1.1140702607415043,-1.3388708997688,-1.5093396737455533,2.859066261556924
0.8570,-2.2510976401172638,-1.673811159751738,1.1146854340830736,-1.3388683505028023,-1.5093737532980973,2.85906228830658
0.8609,-2.2510872469034084,-1.6739013153199962,1.1163238329496585,-1.338865872864332,-1.5093651839428501,2.8590584451362053
0.8652,-2.251077187724543,-1.673985405401104,1.1177785902805972,-1.3388634647587063,-1.509356900452037,2.859054727336388
0.8692,-2.2510674518966933,-1.674063855561971,1.1190650204323722,-1.3388611241532262,-1.5093488903585084,2.859051130383152
0.8731,-2.251058029020903,-1.674137063128091,1.120198952884749,-1.3388588490754807,-1.509341141892254,2.8590476499303166
0.8770,-2.251048908982498,-1.6742053985305518,1.1211960028961603,-1.3388566376116826,-1.5093336439338887,2.859044281802169
0.8812,-2.25104008194951,-1.6742692067046654,1.1220710886340661,-1.338854487905032,-1.5093263859716672,2.8590410219864273
0.8851,-2.25103153837037,-1.6743288085091976,1.1228381360973894,-1.3388523981541127,-1.5093193580617323,2.8590378666274976
0.8891,-2.2510232689709553,-1.6743845021418764,1.1235099221067184,-1.3388503666113203,-1.5093125507913228,2.859034812020004
0.8931,-2.25101526475108,-1.6744365646182044,1.1252080327031921,-1.3388483915813232,-1.5093462935874313,2.859031854602587
0.8971,-2.251007516980501,-1.6744852528653076,1.1267145467384179,-1.3388464714195565,-1.5093794920618389,2.8590289909519555
0.9011,-2.2510000171945115,-1.6745308052994858,1.1280454452719124,-1.3388446045307492,-1.5094121207295885,2.859026217777194
0.9051,-2.250992757189184,-1.6745734429899877,1.1292173048530851,-1.3388427893674868,-1.509444157684439,2.8590235319143003
0.9091,-2.250985729016317,-1.674613370854987,1.1302465046953967,-1.338841024428806,-1.5094755843772645,2.859020930320955
