t_rel_s,t_wall,gello_q1,gello_q2,gello_q3,gello_q4,gello_q5,gello_q6,gello_qd1,gello_qd2,gello_qd3,gello_qd4,gello_qd5,gello_qd6,gello_grip,cmd1,cmd2,cmd3,cmd4,cmd5,cmd6,ur_q1,ur_q2,ur_q3,ur_q4,ur_q5,ur_q6,ur_qd1,ur_qd2,ur_qd3,ur_qd4,ur_qd5,ur_qd6,ur_eff1,ur_eff2,ur_eff3,ur_eff4,ur_eff5,ur_eff6,grip_cmd,grip_pos,fx,fy,fz,tx,ty,tz,tcp_x,tcp_y,tcp_z,tcp_qx,tcp_qy,tcp_qz,tcp_qw
14.0162,1783066417.7283,-2.577386,-1.501971,1.467631,-1.903297,-1.653242,2.967845,-0.32049,-0.00000,0.00000,0.04527,0.00000,0.00000,1.0000,-2.570087,-1.501162,1.467556,-1.905358,-1.654206,2.967100,-2.553877,-1.500793,1.467291,-1.906398,-1.655107,2.966673,-0.267712,-0.011400,0.001737,0.014143,0.019680,0.008629,-1.9686,-2.9661,-1.4530,-0.1482,0.1515,0.0826,0.9996,0.8980,-1.99832,-2.08236,2.38602,-0.33003,-0.09376,-0.00174,0.388871,0.409778,0.543576,0.392300,0.900365,0.130899,0.135314
14.0262,1783066417.7383,-2.588124,-1.501971,1.469149,-1.903281,-1.653242,2.967845,-0.32728,-0.00000,0.04629,0.00046,0.00000,0.00000,1.0000,-2.573839,-1.501236,1.467613,-1.905111,-1.654082,2.967156,-2.556618,-1.500913,1.467300,-1.906191,-1.654704,2.966738,-0.272154,-0.013189,0.001961,0.017031,0.025711,0.008826,-1.5416,-2.9788,-1.4681,-0.1734,0.0856,0.0975,0.9996,0.8980,2.58743,-2.53644,2.27328,-0.32523,0.10980,-0.01252,0.389924,0.408713,0.543607,0.393534,0.899845,0.130788,0.135298
14.0362,1783066417.7483,-2.588124,-1.501971,1.469149,-1.903281,-1.653242,2.967845,-0.32728,-0.00000,0.04629,0.00046,0.00000,0.00000,1.0000,-2.577237,-1.501282,1.467712,-1.904962,-1.654009,2.967191,-2.559471,-1.501026,1.467346,-1.906031,-1.654571,2.966790,-0.292826,-0.011017,0.002839,0.017246,0.014633,0.008100,-2.0677,-2.8730,-1.5517,-0.1529,0.1273,0.0902,0.9996,0.8980,0.41967,-2.79123,2.21769,-0.31423,-0.03096,-0.03422,0.391036,0.407580,0.543624,0.394832,0.899288,0.130596,0.135402
14.0461,1783066417.7582,-2.588124,-1.501971,1.469149,-1.903281,-1.653242,2.967845,-0.32728,-0.00000,0.04629,0.00046,0.00000,0.00000,1.0000,-2.580894,-1.501346,1.467852,-1.904759,-1.653913,2.967242,-2.562474,-1.501168,1.467378,-1.905855,-1.654332,2.966839,-0.299376,-0.012012,0.002915,0.018766,0.015836,0.008019,-1.5951,-2.8167,-1.4480,-0.1470,0.1224,0.0796,0.9996,0.8980,1.46126,-2.15688,2.22514,-0.31344,0.05364,-0.04230,0.392191,0.406388,0.543660,0.396187,0.898704,0.130434,0.135480
14.0562,1783066417.7683,-2.588124,-1.501971,1.469149,-1.903281,-1.653242,2.967845,-0.32728,-0.00000,0.04629,0.00046,0.00000,0.00000,1.0000,-2.582606,-1.501385,1.467938,-1.904638,-1.653856,2.967274,-2.565511,-1.501272,1.467372,-1.905671,-1.654303,2.966888,-0.319261,-0.009148,0.004645,0.020761,0.009792,0.008004,-2.2916,-2.6397,-1.3054,-0.1692,0.1302,0.1007,0.9996,0.8980,-0.05303,-2.20313,2.31150,-0.31997,-0.03211,-0.05772,0.393380,0.405171,0.543697,0.397572,0.898100,0.130209,0.135643
14.0663,1783066417.7784,-2.598862,-1.503490,1.469164,-1.901763,-1.653242,2.967845,-0.31996,-0.04525,0.00045,0.04526,0.00000,0.00000,1.0000,-2.586999,-1.501537,1.468059,-1.904347,-1.653781,2.967319,-2.568752,-1.501371,1.467450,-1.905456,-1.654079,2.966986,-0.316360,-0.008647,0.007342,0.020534,0.013259,0.007111,-1.2852,-2.9016,-1.2929,-0.1574,0.1552,0.0911,0.9996,0.8980,2.78272,-2.39566,1.63455,-0.33120,0.10625,-0.07296,0.394635,0.403884,0.543681,0.399057,0.897465,0.129977,0.135704
14.0762,1783066417.7883,-2.598862,-1.503490,1.469164,-1.901763,-1.653242,2.967845,-0.31996,-0.04525,0.00045,0.04526,0.00000,0.00000,1.0000,-2.589843,-1.501665,1.468134,-1.904130,-1.653737,2.967347,-2.571920,-1.501455,1.467555,-1.905291,-1.654119,2.967015,-0.320571,-0.008651,0.011750,0.018648,0.006216,0.005752,-1.8318,-2.6750,-1.3481,-0.1516,0.2089,0.1249,0.9996,0.8980,-2.28173,-2.79150,2.17730,-0.31494,-0.12658,-0.08861,0.395876,0.402603,0.543652,0.400498,0.896841,0.129677,0.135874
14.0862,1783066417.7983,-2.598862,-1.503490,1.469164,-1.901763,-1.653242,2.967845,-0.31996,-0.04525,0.00045,0.04526,0.00000,0.00000,1.0000,-2.592872,-1.501844,1.468237,-1.903834,-1.653679,2.967387,-2.575101,-1.501523,1.467666,-1.905059,-1.653923,2.967063,-0.326311,-0.007151,0.013598,0.019492,0.008295,0.005864,-1.9556,-2.7006,-1.3201,-0.1680,0.1060,0.1251,0.9996,0.8980,0.79641,-2.13505,2.16358,-0.32266,0.04294,-0.09121,0.397108,0.401335,0.543600,0.401936,0.896229,0.129405,0.135924
14.0962,1783066417.8083,-2.609600,-1.503505,1.473721,-1.901747,-1.653242,2.967845,-0.32237,-0.00046,0.13678,0.00046,0.00000,0.00000,1.0000,-2.595665,-1.501957,1.468465,-1.903656,-1.653644,2.967412,-2.578322,-1.501571,1.467806,-1.904871,-1.653908,2.967114,-0.334376,-0.005852,0.012823,0.023121,0.003882,0.006159,-1.5258,-2.9571,-1.3976,-0.1787,0.1408,0.1375,0.9996,0.8980,-0.25196,-2.36193,2.63431,-0.32444,-0.02306,-0.09539,0.398368,0.400036,0.543529,0.403405,0.895597,0.129079,0.136046
14.1062,1783066417.8183,-2.609600,-1.503505,1.473721,-1.901747,-1.653242,2.967845,-0.32237,-0.00046,0.13678,0.00046,0.00000,0.00000,1.0000,-2.600394,-1.502114,1.469045,-1.903415,-1.653598,2.967447,-2.581622,-1.501643,1.467938,-1.904643,-1.653888,2.967123,-0.327184,-0.008317,0.014362,0.021119,0.004694,0.006280,-0.5053,-3.2009,-1.5048,-0.1760,0.2238,0.1101,0.9996,0.8980,-0.50446,-2.32606,2.36604,-0.32413,-0.03622,-0.11342,0.399646,0.398697,0.543470,0.404890,0.894956,0.128742,0.136172
14.1163,1783066417.8284,-2.609600,-1.503505,1.473721,-1.901747,-1.653242,2.967845,-0.32237,-0.00046,0.13678,0.00046,0.00000,0.00000,1.0000,-2.602616,-1.502211,1.469418,-1.903271,-1.653571,2.967469,-2.584818,-1.501718,1.468098,-1.904451,-1.653832,2.967199,-0.342700,-0.007248,0.017671,0.020556,0.001319,0.006369,-2.1330,-2.8994,-1.3542,-0.1543,0.1225,0.1227,0.9996,0.8980,-1.98110,-1.75986,2.52436,-0.32849,-0.10191,-0.12198,0.400876,0.397397,0.543404,0.406355,0.894321,0.128432,0.136275
14.1261,1783066417.8383,-2.618819,-1.505023,1.475285,-1.903266,-1.653242,2.967845,-0.27758,-0.04573,0.04710,-0.04572,0.00000,0.00000,1.0000,-2.606153,-1.502400,1.470016,-1.903146,-1.653535,2.967499,-2.588277,-1.501795,1.468296,-1.904208,-1.653735,2.967235,-0.335058,-0.008955,0.020575,0.024719,0.010277,0.005731,-1.3276,-3.1731,-1.3300,-0.1767,0.0735,0.1145,0.9996,0.8980,1.42813,-2.22539,2.64697,-0.33107,0.08971,-0.11947,0.402199,0.395989,0.543310,0.407917,0.893648,0.128077,0.136356
14.1362,1783066417.8483,-2.618819,-1.505023,1.475285,-1.903266,-1.653242,2.967845,-0.27758,-0.04573,0.04710,-0.04572,0.00000,0.00000,1.0000,-2.609216,-1.502590,1.470483,-1.903156,-1.653513,2.967518,-2.591670,-1.501894,1.468520,-1.903983,-1.653767,2.967252,-0.336373,-0.010135,0.024577,0.023581,0.002042,0.005130,-1.0322,-3.0516,-1.2924,-0.1592,0.1790,0.1333,0.9996,0.8980,-2.03154,-2.40186,2.61582,-0.31203,-0.10681,-0.14274,0.403490,0.394588,0.543220,0.409449,0.892982,0.127695,0.136490
14.1462,1783066417.8583,-2.618819,-1.505023,1.475285,-1.903266,-1.653242,2.967845,-0.27758,-0.04573,0.04710,-0.04572,0.00000,0.00000,1.0000,-2.612473,-1.502855,1.471133,-1.903169,-1.653484,2.967545,-2.595002,-1.502005,1.468797,-1.903767,-1.653684,2.967306,-0.321223,-0.011994,0.028081,0.020697,0.005451,0.005130,-1.0419,-3.0634,-1.2388,-0.1653,0.1593,0.1218,0.9996,0.8980,-0.67568,-2.14261,2.12732,-0.33363,-0.03949,-0.14202,0.404742,0.393214,0.543108,0.410962,0.892327,0.127339,0.136560
14.1562,1783066417.8683,-2.618819,-1.505023,1.475285,-1.903266,-1.653242,2.967845,-0.27758,-0.04573,0.04710,-0.04572,0.00000,0.00000,1.0000,-2.613984,-1.503019,1.471529,-1.903177,-1.653466,2.967562,-2.598270,-1.502118,1.469059,-1.903572,-1.653684,2.967339,-0.338691,-0.011038,0.034631,0.017807,0.001773,0.004457,-1.9976,-2.8705,-1.1978,-0.1475,0.1093,0.1164,0.9996,0.8980,-1.25642,-2.13362,2.38194,-0.33156,-0.06446,-0.14804,0.405969,0.391855,0.543008,0.412440,0.891679,0.126977,0.136672
14.1662,1783066417.8783,-2.628023,-1.505039,1.478338,-1.903281,-1.653242,2.967845,-0.27453,-0.00045,0.09106,-0.00045,0.00000,0.00000,1.0000,-2.617781,-1.503247,1.472379,-1.903188,-1.653443,2.967585,-2.601613,-1.502214,1.469430,-1.903380,-1.653626,2.967406,-0.318658,-0.015154,0.040894,0.015474,0.009807,0.004972,-0.9148,-3.1856,-1.2686,-0.1852,0.1218,0.1117,0.9996,0.8980,0.74818,-2.12164,2.37768,-0.32913,0.04011,-0.14844,0.407219,0.390468,0.542842,0.413965,0.891020,0.126579,0.136728
14.1762,1783066417.8883,-2.628023,-1.505039,1.478338,-1.903281,-1.653242,2.967845,-0.27453,-0.00045,0.09106,-0.00045,0.00000,0.00000,1.0000,-2.620220,-1.503385,1.472999,-1.903195,-1.653429,2.967599,-2.604762,-1.502385,1.469884,-1.903244,-1.653648,2.967439,-0.310481,-0.016731,0.045114,0.011805,0.001932,0.004991,-0.5152,-3.1433,-1.2555,-0.1950,0.2121,0.1168,0.9996,0.8980,-3.13179,-2.61830,2.88499,-0.31534,-0.18749,-0.16441,0.408368,0.389134,0.542682,0.415391,0.890397,0.126190,0.136818
14.1862,1783066417.8983,-2.628023,-1.505039,1.478338,-1.903281,-1.653242,2.967845,-0.27453,-0.00045,0.09106,-0.00045,0.00000,0.00000,1.0000,-2.622812,-1.503575,1.473836,-1.903204,-1.653410,2.967619,-2.607674,-1.502544,1.470348,-1.903179,-1.653540,2.967440,-0.294653,-0.015885,0.048892,0.006082,0.004412,0.004143,-1.4652,-3.0563,-1.1295,-0.2001,0.1469,0.1415,0.9996,0.8980,-1.24088,-1.67133,2.75733,-0.33410,-0.05048,-0.16701,0.409421,0.387909,0.542519,0.416688,0.889831,0.125871,0.136856
14.1961,1783066417.9082,-2.637227,-1.505039,1.479887,-1.903281,-1.653242,2.967845,-0.27630,-0.00000,0.04651,-0.00000,0.00000,0.00000,1.0000,-2.625183,-1.503689,1.474422,-1.903210,-1.653399,2.967632,-2.610563,-1.502700,1.470852,-1.903147,-1.653504,2.967479,-0.304249,-0.016395,0.056844,0.002544,0.001573,0.003783,-1.6817,-3.0359,-1.2828,-0.1921,0.1117,0.1246,0.9996,0.8980,0.17137,-2.21726,2.54430,-0.31675,-0.02883,-0.15885,0.410467,0.386685,0.542338,0.417995,0.889256,0.125531,0.136915
14.2062,1783066417.9183,-2.637227,-1.505039,1.479887,-1.903281,-1.653242,2.967845,-0.27630,-0.00000,0.04651,-0.00000,0.00000,0.00000,1.0000,-2.629186,-1.503845,1.475326,-1.903217,-1.653383,2.967649,-2.613508,-1.502907,1.471454,-1.903163,-1.653488,2.967526,-0.284638,-0.021265,0.060701,0.000864,0.004731,0.003283,-0.7273,-3.1487,-1.2800,-0.2222,0.1610,0.1422,0.9996,0.8980,-0.87671,-2.53213,2.43383,-0.31742,-0.04432,-0.16872,0.411513,0.385423,0.542139,0.419331,0.888665,0.125183,0.136986
14.2163,1783066417.9284,-2.637227,-1.505039,1.479887,-1.903281,-1.653242,2.967845,-0.27630,-0.00000,0.04651,-0.00000,0.00000,0.00000,1.0000,-2.631077,-1.503938,1.475854,-1.903222,-1.653374,2.967660,-2.616265,-1.503122,1.472065,-1.903151,-1.653563,2.967543,-0.289693,-0.018601,0.063571,0.000400,0.001229,0.003340,-1.6755,-2.8693,-1.1785,-0.2692,0.1435,0.1258,0.9996,0.8980,-2.69155,-2.10047,2.68587,-0.32651,-0.13411,-0.16145,0.412482,0.384225,0.541938,0.420577,0.888115,0.124809,0.137074
14.2261,1783066417.9383,-2.646431,-1.505039,1.482940,-1.903281,-1.653242,2.967845,-0.27601,-0.00000,0.09155,-0.00000,0.00000,0.00000,1.0000,-2.634241,-1.504064,1.476730,-1.903228,-1.653361,2.967675,-2.619136,-1.503334,1.472749,-1.903144,-1.653372,2.967583,-0.278416,-0.020138,0.066398,0.000174,0.007393,0.002941,-1.0397,-3.0445,-1.3995,-0.3193,0.0761,0.1275,0.9996,0.8980,1.68580,-1.94792,2.02704,-0.34109,0.04697,-0.15817,0.413478,0.383000,0.541696,0.421865,0.887556,0.124475,0.137040
14.2363,1783066417.9484,-2.646431,-1.505039,1.482940,-1.903281,-1.653242,2.967845,-0.27601,-0.00000,0.09155,-0.00000,0.00000,0.00000,1.0000,-2.637106,-1.504139,1.477481,-1.903231,-1.653354,2.967684,-2.621949,-1.503522,1.473454,-1.903175,-1.653432,2.967598,-0.282512,-0.017199,0.070988,-0.000183,0.000474,0.002657,-1.6235,-2.9043,-1.2797,-0.3196,0.0953,0.1325,0.9996,0.8980,-1.76454,-2.54643,2.14147,-0.31620,-0.08872,-0.17048,0.414468,0.381779,0.541437,0.423133,0.886999,0.124070,0.137103
14.2462,1783066417.9583,-2.646431,-1.505039,1.482940,-1.903281,-1.653242,2.967845,-0.27601,-0.00000,0.09155,-0.00000,0.00000,0.00000,1.0000,-2.640187,-1.504241,1.478460,-1.903236,-1.653343,2.967697,-2.624790,-1.503720,1.474127,-1.903144,-1.653376,2.967646,-0.274371,-0.016751,0.071285,-0.000553,0.000465,0.002065,-1.1995,-2.9251,-1.3551,-0.3453,0.1328,0.1395,0.9996,0.8980,0.27343,-2.23270,2.32081,-0.32495,-0.00123,-0.15069,0.415455,0.380552,0.541191,0.424420,0.886436,0.123690,0.137112
14.2562,1783066417.9683,-2.646431,-1.505039,1.482940,-1.903281,-1.653242,2.967845,-0.27601,-0.00000,0.09155,-0.00000,0.00000,0.00000,1.0000,-2.641634,-1.504302,1.479020,-1.903239,-1.653337,2.967705,-2.627527,-1.503867,1.474831,-1.903171,-1.653362,2.967658,-0.283256,-0.012392,0.072688,-0.001152,0.000864,0.001423,-1.8260,-2.8992,-1.1581,-0.3293,0.0688,0.1261,0.9996,0.8980,-0.74794,-2.02239,2.33981,-0.33467,-0.05675,-0.15493,0.416419,0.379372,0.540908,0.425648,0.885900,0.123293,0.137126
14.2662,1783066417.9783,-2.655635,-1.505039,1.484489,-1.903281,-1.653242,2.967845,-0.27826,-0.00000,0.04684,-0.00000,0.00000,0.00000,1.0000,-2.645325,-1.504384,1.479933,-1.903243,-1.653328,2.967716,-2.630413,-1.503972,1.475601,-1.903159,-1.653340,2.967639,-0.274419,-0.013832,0.073260,-0.000561,0.000596,0.001436,-0.9053,-3.0724,-1.2231,-0.3602,0.1341,0.1308,0.9996,0.8980,1.55603,-2.42481,1.93264,-0.33442,0.04989,-0.15700,0.417445,0.378133,0.540562,0.426930,0.885351,0.122827,0.137106
14.2762,1783066417.9883,-2.655635,-1.505039,1.484489,-1.903281,-1.653242,2.967845,-0.27826,-0.00000,0.04684,-0.00000,0.00000,0.00000,1.0000,-2.647722,-1.504433,1.480514,-1.903245,-1.653323,2.967723,-2.633095,-1.504066,1.476350,-1.903202,-1.653408,2.967636,-0.267026,-0.011529,0.077157,-0.000946,0.000912,0.001317,-1.5560,-2.8664,-1.1954,-0.3626,0.1152,0.1345,0.9996,0.8980,-2.95218,-2.75615,2.62692,-0.31148,-0.14871,-0.16284,0.418402,0.376973,0.540230,0.428132,0.884830,0.122377,0.137126
14.2862,1783066417.9983,-2.655635,-1.505039,1.484489,-1.903281,-1.653242,2.967845,-0.27826,-0.00000,0.04684,-0.00000,0.00000,0.00000,1.0000,-2.650296,-1.504499,1.481251,-1.903249,-1.653316,2.967733,-2.635761,-1.504165,1.477111,-1.903167,-1.653359,2.967695,-0.274741,-0.009392,0.076220,-0.000827,0.003504,0.001099,-1.5059,-3.0079,-1.2146,-0.3868,0.0545,0.1376,0.9996,0.8980,0.12104,-1.72382,2.68320,-0.33253,0.00247,-0.14953,0.419337,0.375823,0.539883,0.429348,0.884311,0.121932,0.137069
14.2961,1783066418.0082,-2.664839,-1.505039,1.484504,-1.903281,-1.653242,2.967845,-0.27441,-0.00000,0.00046,-0.00000,0.00000,0.00000,1.0000,-2.652647,-1.504539,1.481665,-1.903251,-1.653311,2.967739,-2.638454,-1.504279,1.477921,-1.903179,-1.653340,2.967707,-0.276931,-0.007133,0.078365,-0.001376,0.000469,0.001413,-1.3535,-2.9864,-1.2634,-0.3742,0.0866,0.1093,0.9996,0.8980,-0.50543,-2.39125,2.53932,-0.33517,-0.03111,-0.15475,0.420276,0.374655,0.539525,0.430556,0.883791,0.121478,0.137031
14.3062,1783066418.0183,-2.664839,-1.505039,1.484504,-1.903281,-1.653242,2.967845,-0.27441,-0.00000,0.00046,-0.00000,0.00000,0.00000,1.0000,-2.656630,-1.504592,1.482186,-1.903253,-1.653305,2.967747,-2.641121,-1.504336,1.478693,-1.903199,-1.653364,2.967703,-0.267770,-0.007428,0.075635,-0.000753,0.000291,0.001148,-0.6385,-3.0671,-1.4031,-0.3970,0.1545,0.1313,0.9996,0.8980,-0.44966,-2.67382,2.32251,-0.32290,-0.03446,-0.16083,0.421225,0.373503,0.539157,0.431749,0.883278,0.121009,0.137006
14.3162,1783066418.0283,-2.664839,-1.505039,1.484504,-1.903281,-1.653242,2.967845,-0.27441,-0.00000,0.00046,-0.00000,0.00000,0.00000,1.0000,-2.658528,-1.504624,1.482475,-1.903255,-1.653302,2.967753,-2.643721,-1.504396,1.479414,-1.903191,-1.653353,2.967700,-0.284131,-0.004071,0.071824,-0.001444,-0.000335,0.000988,-1.9322,-2.7602,-1.1476,-0.3922,0.0899,0.1355,0.9996,0.8980,-2.15442,-2.29871,3.14907,-0.32321,-0.12884,-0.15725,0.422144,0.372380,0.538813,0.432908,0.882777,0.120565,0.136969
14.3263,1783066418.0384,-2.672524,-1.505039,1.486023,-1.903281,-1.653242,2.969364,-0.22965,-0.00000,0.04538,-0.00000,0.00000,0.04538,1.0000,-2.661507,-1.504668,1.482935,-1.903257,-1.653296,2.967801,-2.646490,-1.504419,1.480129,-1.903204,-1.653268,2.967681,-0.275835,-0.006492,0.066848,-0.000799,0.004234,0.000968,-1.2648,-2.9436,-1.2787,-0.4174,0.0612,0.1355,0.9996,0.8980,2.19086,-2.07265,2.39960,-0.33859,0.07904,-0.14694,0.423132,0.371196,0.538455,0.434129,0.882245,0.120127,0.136910
14.3362,1783066418.0483,-2.672524,-1.505039,1.486023,-1.903281,-1.653242,2.969364,-0.22965,-0.00000,0.04538,-0.00000,0.00000,0.04538,1.0000,-2.664047,-1.504694,1.483314,-1.903259,-1.653293,2.967887,-2.649247,-1.504437,1.480812,-1.903195,-1.653363,2.967723,-0.278238,-0.003009,0.062442,-0.001160,0.001032,0.000936,-1.0862,-2.9400,-1.3303,-0.4193,0.0895,0.1332,0.9996,0.8980,-1.25444,-3.23941,2.88543,-0.31134,-0.09954,-0.15763,0.424122,0.370001,0.538108,0.435384,0.881691,0.119643,0.136918
14.3462,1783066418.0583,-2.672524,-1.505039,1.486023,-1.903281,-1.653242,2.969364,-0.22965,-0.00000,0.04538,-0.00000,0.00000,0.04538,1.0000,-2.666791,-1.504729,1.483794,-1.903261,-1.653289,2.968011,-2.652033,-1.504464,1.481386,-1.903207,-1.653320,2.967739,-0.270391,-0.002114,0.057753,-0.000594,0.000648,0.000768,-1.0222,-3.0555,-1.6229,-0.4232,0.1068,0.1405,0.9996,0.8980,0.12119,-2.59514,2.76540,-0.32065,-0.01816,-0.15208,0.425116,0.368804,0.537826,0.436627,0.881130,0.119252,0.136914
14.3563,1783066418.0684,-2.672524,-1.505039,1.486023,-1.903281,-1.653242,2.969364,-0.22965,-0.00000,0.04538,-0.00000,0.00000,0.04538,1.0000,-2.668089,-1.504750,1.484063,-1.903262,-1.653286,2.968090,-2.654795,-1.504473,1.481972,-1.903219,-1.653309,2.967762,-0.283915,-0.000929,0.053411,-0.000599,0.000244,0.002288,-1.9251,-2.7899,-1.3925,-0.4240,0.0586,0.1397,0.9996,0.8980,-0.46278,-2.52697,2.90037,-0.32217,-0.03447,-0.15164,0.426105,0.367614,0.537527,0.437865,0.880572,0.118841,0.136911
14.3662,1783066418.0784,-2.680194,-1.505039,1.486038,-1.903281,-1.653242,2.969379,-0.23026,0.00000,0.00046,0.00000,0.00000,0.00046,1.0000,-2.671224,-1.504779,1.484403,-1.903263,-1.653283,2.968202,-2.657651,-1.504469,1.482465,-1.903238,-1.653287,2.967784,-0.267397,-0.004522,0.048780,-0.000423,0.000249,0.004630,-0.9229,-2.8420,-1.4565,-0.4218,0.0999,0.1659,0.9996,0.8980,1.27944,-2.53475,2.85051,-0.31771,0.04824,-0.15271,0.427132,0.366387,0.537270,0.439139,0.879984,0.118463,0.136934
14.3762,1783066418.0883,-2.680194,-1.505039,1.486038,-1.903281,-1.653242,2.969379,-0.23026,0.00000,0.00046,0.00000,0.00000,0.00046,1.0000,-2.673245,-1.504796,1.484595,-1.903264,-1.653280,2.968273,-2.660342,-1.504484,1.482918,-1.903231,-1.653392,2.967832,-0.261298,-0.001428,0.044752,-0.000420,0.000615,0.006933,-0.7209,-3.0154,-1.4548,-0.4144,0.1389,0.1580,0.9996,0.8980,-3.02070,-3.16479,3.05929,-0.30767,-0.14518,-0.17196,0.428096,0.365214,0.537043,0.440360,0.879415,0.118074,0.137004
14.3863,1783066418.0985,-2.680194,-1.505039,1.486038,-1.903281,-1.653242,2.969379,-0.23026,0.00000,0.00046,0.00000,0.00000,0.00046,1.0000,-2.675436,-1.504820,1.484836,-1.903266,-1.653277,2.968373,-2.662854,-1.504505,1.483352,-1.903243,-1.653320,2.967885,-0.246227,-0.001268,0.040355,-0.000731,0.000595,0.007620,-1.3395,-3.0240,-1.5201,-0.4288,0.1185,0.1569,0.9996,0.8980,-0.86196,-2.26445,2.61970,-0.33150,-0.05075,-0.16347,0.428983,0.364130,0.536829,0.441491,0.878889,0.117766,0.137005
14.3963,1783066418.1084,-2.689383,-1.505039,1.486038,-1.903281,-1.651724,2.969379,-0.27693,0.00000,0.00000,0.00000,0.04577,0.00000,1.0000,-2.677574,-1.504834,1.484971,-1.903267,-1.653232,2.968435,-2.665289,-1.504527,1.483756,-1.903235,-1.653308,2.967999,-0.252614,-0.000635,0.037266,-0.000820,0.000453,0.008648,-1.6406,-2.8753,-1.4499,-0.4055,0.0649,0.1674,0.9996,0.8980,-0.15936,-3.07083,2.94514,-0.31527,-0.01621,-0.16198,0.429843,0.363072,0.536630,0.442618,0.878361,0.117455,0.137025
14.4063,1783066418.1184,-2.689383,-1.505039,1.486038,-1.903281,-1.651724,2.969379,-0.27693,0.00000,0.00000,0.00000,0.04577,0.00000,1.0000,-2.681312,-1.504854,1.485143,-1.903268,-1.653105,2.968521,-2.667812,-1.504532,1.484081,-1.903216,-1.653304,2.968048,-0.238364,-0.003036,0.033304,-0.000522,0.000375,0.009797,-0.7041,-3.1506,-1.6190,-0.4241,0.1450,0.1424,0.9996,0.8980,-0.81953,-2.97937,2.78985,-0.30189,-0.04917,-0.15751,0.430740,0.361978,0.536461,0.443755,0.877821,0.117152,0.137070
14.4163,1783066418.1284,-2.689383,-1.505039,1.486038,-1.903281,-1.651724,2.969379,-0.27693,0.00000,0.00000,0.00000,0.04577,0.00000,1.0000,-2.683118,-1.504866,1.485239,-1.903268,-1.653023,2.968575,-2.670100,-1.504548,1.484378,-1.903274,-1.653355,2.968159,-0.244952,-0.001447,0.027998,-0.000517,0.000389,0.008975,-1.5370,-2.9392,-1.4868,-0.4323,0.1173,0.1642,0.9996,0.8980,-2.60351,-2.30172,3.07588,-0.31357,-0.13192,-0.15898,0.431553,0.360979,0.536322,0.444816,0.877304,0.116898,0.137154
14.4262,1783066418.1383,-2.697068,-1.505039,1.486038,-1.903281,-1.651708,2.969379,-0.22969,0.00000,0.00000,0.00000,0.00045,0.00000,1.0000,-2.685994,-1.504882,1.485362,-1.903269,-1.652908,2.968650,-2.672448,-1.504572,1.484619,-1.903255,-1.653248,2.968237,-0.237557,-0.002324,0.024742,-0.000693,0.004372,0.008265,-1.1539,-2.9798,-1.5857,-0.4202,0.1146,0.1459,0.9996,0.8980,1.43876,-2.50600,2.54466,-0.31506,0.04238,-0.15762,0.432375,0.359964,0.536207,0.445877,0.876791,0.116680,0.137175
14.4362,1783066418.1483,-2.697068,-1.505039,1.486038,-1.903281,-1.651708,2.969379,-0.22969,0.00000,0.00000,0.00000,0.00045,0.00000,1.0000,-2.688474,-1.504892,1.485432,-1.903270,-1.652835,2.968696,-2.674799,-1.504599,1.484897,-1.903239,-1.653272,2.968308,-0.247091,-0.001695,0.021221,-0.000492,0.001592,0.007695,-1.7658,-2.8722,-1.4993,-0.4143,0.1470,0.1554,0.9996,0.8980,-0.79755,-2.76970,2.66893,-0.30569,-0.07380,-0.16232,0.433199,0.358933,0.536075,0.446946,0.876272,0.116411,0.137240
14.4462,1783066418.1583,-2.697068,-1.505039,1.486038,-1.903281,-1.651708,2.969379,-0.22969,0.00000,0.00000,0.00000,0.00045,0.00000,1.0000,-2.691188,-1.504905,1.485521,-1.903271,-1.652733,2.968759,-2.677238,-1.504604,1.485024,-1.903271,-1.653165,2.968372,-0.244561,-0.004224,0.017022,-0.000354,0.007737,0.007839,-1.3634,-2.8689,-1.5541,-0.4270,0.1599,0.1405,0.9996,0.8980,0.43111,-2.61432,2.66074,-0.31383,-0.01542,-0.14817,0.434062,0.357882,0.536015,0.448036,0.875726,0.116244,0.137310
14.4563,1783066418.1684,-2.697068,-1.505039,1.486038,-1.903281,-1.651708,2.969379,-0.22969,0.00000,0.00000,0.00000,0.00045,0.00000,1.0000,-2.692486,-1.504913,1.485572,-1.903271,-1.652669,2.968798,-2.679668,-1.504644,1.485195,-1.903283,-1.653140,2.968494,-0.254229,-0.002614,0.014604,-0.000316,0.006058,0.007900,-1.5877,-2.8481,-1.5622,-0.4157,0.1326,0.1609,0.9996,0.8980,-0.87392,-2.23073,2.65818,-0.31429,-0.05687,-0.15595,0.434910,0.356818,0.535949,0.449154,0.875166,0.116045,0.137400
