t_rel_s,t_wall,gello_q1,gello_q2,gello_q3,gello_q4,gello_q5,gello_q6,gello_qd1,gello_qd2,gello_qd3,gello_qd4,gello_qd5,gello_qd6,gello_grip,cmd1,cmd2,cmd3,cmd4,cmd5,cmd6,ur_q1,ur_q2,ur_q3,ur_q4,ur_q5,ur_q6,ur_qd1,ur_qd2,ur_qd3,ur_qd4,ur_qd5,ur_qd6,ur_eff1,ur_eff2,ur_eff3,ur_eff4,ur_eff5,ur_eff6,grip_cmd,grip_pos,fx,fy,fz,tx,ty,tz,tcp_x,tcp_y,tcp_z,tcp_qx,tcp_qy,tcp_qz,tcp_qw
0.1862,1783066403.8983,-2.252291,-1.644585,0.952166,-1.338776,-1.509048,2.862001,0.00000,-0.13682,0.13865,0.00000,0.00000,0.00000,0.0000,-2.252367,-1.640229,0.947732,-1.339627,-1.509048,2.861660,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.1962,1783066403.9083,-2.252291,-1.655261,0.964362,-1.338776,-1.509048,2.862001,0.00000,-0.31742,0.36259,0.00000,0.00000,0.00000,0.0000,-2.252363,-1.641110,0.949720,-1.339558,-1.509048,2.861681,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.2062,1783066403.9183,-2.252291,-1.655261,0.964362,-1.338776,-1.509048,2.862001,0.00000,-0.31742,0.36259,0.00000,0.00000,0.00000,0.0000,-2.252357,-1.643250,0.953701,-1.339466,-1.509048,2.861710,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.2163,1783066403.9284,-2.252291,-1.655261,0.964362,-1.338776,-1.509048,2.862001,0.00000,-0.31742,0.36259,0.00000,0.00000,0.00000,0.0000,-2.252353,-1.644643,0.955783,-1.339411,-1.509048,2.861728,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.2263,1783066403.9384,-2.252291,-1.659924,0.970558,-1.338776,-1.509048,2.862001,0.00000,-0.14112,0.18754,0.00000,0.00000,0.00000,0.0000,-2.252348,-1.646898,0.958845,-1.339338,-1.509048,2.861752,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.2363,1783066403.9484,-2.252291,-1.659924,0.970558,-1.338776,-1.509048,2.862001,0.00000,-0.14112,0.18754,0.00000,0.00000,0.00000,0.0000,-2.252345,-1.648684,0.961210,-1.339295,-1.509048,2.861767,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.2462,1783066403.9583,-2.252291,-1.659924,0.970558,-1.338776,-1.509048,2.862001,0.00000,-0.14112,0.18754,0.00000,0.00000,0.00000,0.0000,-2.252341,-1.651043,0.963913,-1.339237,-1.509048,2.861788,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.2562,1783066403.9683,-2.252291,-1.659924,0.970558,-1.338776,-1.509048,2.862001,0.00000,-0.14112,0.18754,0.00000,0.00000,0.00000,0.0000,-2.252338,-1.652383,0.965261,-1.339202,-1.509048,2.861800,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.2662,1783066403.9783,-2.252291,-1.659970,0.976695,-1.338776,-1.509048,2.862001,0.00000,-0.00140,0.18447,0.00000,0.00000,0.00000,0.0000,-2.252334,-1.654063,0.968036,-1.339156,-1.509048,2.861818,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.2762,1783066403.9883,-2.252291,-1.659970,0.976695,-1.338776,-1.509048,2.862001,0.00000,-0.00140,0.18447,0.00000,0.00000,0.00000,0.0000,-2.252332,-1.654980,0.969805,-1.339128,-1.509048,2.861828,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.2861,1783066403.9982,-2.252291,-1.659970,0.976695,-1.338776,-1.509048,2.862001,0.00000,-0.00140,0.18447,0.00000,0.00000,0.00000,0.0000,-2.252329,-1.656095,0.971796,-1.339091,-1.509048,2.861843,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.2962,1783066404.0084,-2.252291,-1.659971,0.982831,-1.338776,-1.509048,2.862001,0.00000,-0.00001,0.18179,0.00000,0.00000,0.00000,0.0000,-2.252327,-1.656692,0.973443,-1.339068,-1.509048,2.861852,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.3061,1783066404.0182,-2.252291,-1.659971,0.982831,-1.338776,-1.509048,2.862001,0.00000,-0.00001,0.18179,0.00000,0.00000,0.00000,0.0000,-2.252324,-1.657410,0.976160,-1.339038,-1.509048,2.861865,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.3162,1783066404.0283,-2.252291,-1.659971,0.982831,-1.338776,-1.509048,2.862001,0.00000,-0.00001,0.18179,0.00000,0.00000,0.00000,0.0000,-2.252322,-1.657792,0.977514,-1.339020,-1.509048,2.861873,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.3261,1783066404.0382,-2.252291,-1.659971,0.988967,-1.340295,-1.509048,2.862001,0.00000,-0.00000,0.18488,-0.04576,0.00000,0.00000,0.0000,-2.252320,-1.658252,0.979690,-1.339047,-1.509048,2.861884,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.3362,1783066404.0483,-2.252291,-1.659971,0.988967,-1.340295,-1.509048,2.862001,0.00000,-0.00000,0.18488,-0.04576,0.00000,0.00000,0.0000,-2.252318,-1.658498,0.981570,-1.339129,-1.509048,2.861890,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.3462,1783066404.0583,-2.252291,-1.659971,0.988967,-1.340295,-1.509048,2.862001,0.00000,-0.00000,0.18488,-0.04576,0.00000,0.00000,0.0000,-2.252316,-1.658795,0.983697,-1.339237,-1.509048,2.861899,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.3562,1783066404.0683,-2.252291,-1.659971,0.988967,-1.340295,-1.509048,2.862001,0.00000,-0.00000,0.18488,-0.04576,0.00000,0.00000,0.0000,-2.252315,-1.658954,0.984752,-1.339301,-1.509048,2.861905,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.3662,1783066404.0783,-2.252291,-1.659971,0.995103,-1.338791,-1.509048,2.862001,0.00000,-0.00000,0.18574,0.04551,0.00000,0.00000,0.0000,-2.252313,-1.659149,0.987171,-1.339299,-1.509048,2.861913,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.3762,1783066404.0883,-2.252291,-1.659971,0.995103,-1.338791,-1.509048,2.862001,0.00000,-0.00000,0.18574,0.04551,0.00000,0.00000,0.0000,-2.252312,-1.659254,0.988758,-1.339269,-1.509048,2.861918,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.3862,1783066404.0983,-2.252291,-1.659971,0.995103,-1.338791,-1.509048,2.862001,0.00000,-0.00000,0.18574,0.04551,0.00000,0.00000,0.0000,-2.252310,-1.659384,0.990552,-1.339227,-1.509048,2.861924,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.3962,1783066404.1083,-2.252291,-1.659971,1.004276,-1.338776,-1.509048,2.860482,0.00000,-0.00000,0.27403,0.00045,0.00000,-0.04537,0.0000,-2.252309,-1.659455,0.992418,-1.339201,-1.509048,2.861887,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.4062,1783066404.1183,-2.252291,-1.659971,1.004276,-1.338776,-1.509048,2.860482,0.00000,-0.00000,0.27403,0.00045,0.00000,-0.04537,0.0000,-2.252308,-1.659544,0.995831,-1.339164,-1.509048,2.861779,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.4162,1783066404.1283,-2.252291,-1.659971,1.004276,-1.338776,-1.509048,2.860482,0.00000,-0.00000,0.27403,0.00045,0.00000,-0.04537,0.0000,-2.252307,-1.659592,0.997553,-1.339141,-1.509048,2.861715,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.4262,1783066404.1384,-2.252291,-1.659971,1.013479,-1.340295,-1.509048,2.860467,0.00000,-0.00000,0.27578,-0.04550,0.00000,-0.00046,0.0000,-2.252306,-1.659654,1.000503,-1.339154,-1.509048,2.861625,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.4362,1783066404.1483,-2.252291,-1.659971,1.013479,-1.340295,-1.509048,2.860467,0.00000,-0.00000,0.27578,-0.04550,0.00000,-0.00046,0.0000,-2.252305,-1.659688,1.003214,-1.339219,-1.509048,2.861566,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.4461,1783066404.1582,-2.252291,-1.659971,1.013479,-1.340295,-1.509048,2.860467,0.00000,-0.00000,0.27578,-0.04550,0.00000,-0.00046,0.0000,-2.252304,-1.659731,1.006286,-1.339306,-1.509048,2.861482,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.4562,1783066404.1683,-2.252291,-1.659971,1.013479,-1.340295,-1.509048,2.860467,0.00000,-0.00000,0.27578,-0.04550,0.00000,-0.00046,0.0000,-2.252303,-1.659755,1.007801,-1.339358,-1.509048,2.861428,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.4663,1783066404.1784,-2.252291,-1.661490,1.022683,-1.340310,-1.509048,2.860467,0.00000,-0.04548,0.27564,-0.00045,0.00000,-0.00000,0.0000,-2.252303,-1.659938,1.011465,-1.339431,-1.509048,2.861351,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.4762,1783066404.1883,-2.252291,-1.661490,1.022683,-1.340310,-1.509048,2.860467,0.00000,-0.04548,0.27564,-0.00045,0.00000,-0.00000,0.0000,-2.252302,-1.660092,1.013883,-1.339475,-1.509048,2.861303,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.4862,1783066404.1984,-2.252291,-1.661490,1.022683,-1.340310,-1.509048,2.860467,0.00000,-0.04548,0.27564,-0.00045,0.00000,-0.00000,0.0000,-2.252301,-1.660291,1.016573,-1.339535,-1.509048,2.861234,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.4962,1783066404.2083,-2.252291,-1.661505,1.033406,-1.340310,-1.509048,2.860467,0.00000,-0.00045,0.32053,-0.00000,0.00000,-0.00000,0.0000,-2.252301,-1.660408,1.019133,-1.339573,-1.509048,2.861190,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.5062,1783066404.2183,-2.252291,-1.661505,1.033406,-1.340310,-1.509048,2.860467,0.00000,-0.00045,0.32053,-0.00000,0.00000,-0.00000,0.0000,-2.252300,-1.660560,1.023608,-1.339628,-1.509048,2.861130,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.5162,1783066404.2283,-2.252291,-1.661505,1.033406,-1.340310,-1.509048,2.860467,0.00000,-0.00045,0.32053,-0.00000,0.00000,-0.00000,0.0000,-2.252300,-1.660649,1.025798,-1.339663,-1.509048,2.861092,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.5262,1783066404.2383,-2.252291,-1.661505,1.042625,-1.338792,-1.509048,2.858948,0.00000,-0.00000,0.27854,0.04588,0.00000,-0.04588,0.0000,-2.252299,-1.660764,1.029302,-1.339673,-1.509048,2.860993,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.5363,1783066404.2484,-2.252291,-1.661505,1.042625,-1.338792,-1.509048,2.858948,0.00000,-0.00000,0.27854,0.04588,0.00000,-0.04588,0.0000,-2.252299,-1.660831,1.032331,-1.339628,-1.509048,2.860870,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.5462,1783066404.2583,-2.252291,-1.661505,1.042625,-1.338792,-1.509048,2.858948,0.00000,-0.00000,0.27854,0.04588,0.00000,-0.04588,0.0000,-2.252298,-1.660919,1.035648,-1.339568,-1.509048,2.860695,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.5563,1783066404.2684,-2.252291,-1.661505,1.042625,-1.338792,-1.509048,2.858948,0.00000,-0.00000,0.27854,0.04588,0.00000,-0.04588,0.0000,-2.252298,-1.660970,1.037229,-1.339530,-1.509048,2.860584,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.5662,1783066404.2784,-2.252291,-1.661505,1.051829,-1.338776,-1.509048,2.858933,0.00000,-0.00000,0.27626,0.00046,0.00000,-0.00046,0.0000,-2.252297,-1.661038,1.041048,-1.339474,-1.509048,2.860426,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.5763,1783066404.2884,-2.252291,-1.661505,1.051829,-1.338776,-1.509048,2.858933,0.00000,-0.00000,0.27626,0.00046,0.00000,-0.00046,0.0000,-2.252297,-1.661077,1.043517,-1.339439,-1.509048,2.860328,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.5862,1783066404.2983,-2.252291,-1.661505,1.051829,-1.338776,-1.509048,2.858933,0.00000,-0.00000,0.27626,0.00046,0.00000,-0.00046,0.0000,-2.252296,-1.661129,1.046190,-1.339388,-1.509048,2.860191,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.5962,1783066404.3083,-2.252291,-1.663024,1.061033,-1.338776,-1.509048,2.858933,0.00000,-0.04568,0.27687,0.00000,0.00000,-0.00000,0.0000,-2.252296,-1.661223,1.048584,-1.339356,-1.509048,2.860106,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.6062,1783066404.3183,-2.252291,-1.663024,1.061033,-1.338776,-1.509048,2.858933,0.00000,-0.04568,0.27687,0.00000,0.00000,-0.00000,0.0000,-2.252296,-1.661440,1.052619,-1.339311,-1.509048,2.859988,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.6161,1783066404.3282,-2.252291,-1.663024,1.061033,-1.338776,-1.509048,2.858933,0.00000,-0.04568,0.27687,0.00000,0.00000,-0.00000,0.0000,-2.252296,-1.661570,1.054551,-1.339282,-1.509048,2.859917,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.6262,1783066404.3383,-2.252291,-1.663039,1.070237,-1.338776,-1.509048,2.858933,0.00000,-0.00045,0.27434,0.00000,0.00000,-0.00000,0.0000,-2.252295,-1.661746,1.057758,-1.339242,-1.509048,2.859817,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.6363,1783066404.3484,-2.252291,-1.663039,1.070237,-1.338776,-1.509048,2.858933,0.00000,-0.00045,0.27434,0.00000,0.00000,-0.00000,0.0000,-2.252295,-1.661852,1.060638,-1.339217,-1.509048,2.859757,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.6462,1783066404.3583,-2.252291,-1.663039,1.070237,-1.338776,-1.509048,2.858933,0.00000,-0.00045,0.27434,0.00000,0.00000,-0.00000,0.0000,-2.252295,-1.661994,1.063762,-1.339181,-1.509048,2.859674,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.6561,1783066404.3682,-2.252291,-1.663039,1.070237,-1.338776,-1.509048,2.858933,0.00000,-0.00045,0.27434,0.00000,0.00000,-0.00000,0.0000,-2.252295,-1.662079,1.065241,-1.339159,-1.509048,2.859624,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.6662,1783066404.3783,-2.250773,-1.666076,1.077922,-1.338776,-1.509048,2.858933,0.04567,-0.09134,0.23110,0.00000,0.00000,-0.00000,0.0000,-2.252218,-1.662445,1.068593,-1.339128,-1.509048,2.859554,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.6762,1783066404.3883,-2.250773,-1.666076,1.077922,-1.338776,-1.509048,2.858933,0.04567,-0.09134,0.23110,0.00000,0.00000,-0.00000,0.0000,-2.252143,-1.662753,1.070721,-1.339109,-1.509048,2.859512,,,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,
0.6862,1783066404.3983,-2.250773,-1.666076,1.077922,-1.338776,-1.509048,2.858933,0.04567,-0.09134,0.23110,0.00000,0.00000,-0.00000,0.0000,-2.252034,-1.663178,1.073018,-1.339082,-1.509048,2.859455,-2.252273,-1.661794,1.059197,-1.339342,-1.509028,2.859826,-0.000050,-0.015441,0.272680,0.002082,-0.000000,-0.008887,0.3348,-2.2586,-0.7671,-0.1873,-0.0369,-0.1447,,0.0118,-0.88625,-1.99265,2.64613,-0.33230,-0.09043,0.03292,0.151884,0.409347,0.752360,0.188470,0.964095,0.177651,0.058648
0.6961,1783066404.4082,-2.250757,-1.669144,1.084073,-1.338776,-1.509048,2.858933,0.00046,-0.09276,0.18601,0.00000,0.00000,-0.00000,0.0000,-2.251964,-1.663579,1.074846,-1.339065,-1.509048,2.859420,-2.252295,-1.661942,1.061917,-1.339243,-1.509035,2.859735,0.001227,-0.017841,0.272586,0.003936,-0.000000,-0.007285,0.4606,-2.4651,-0.9983,-0.1506,-0.0344,-0.1539,,0.0118,-0.00570,-2.34978,2.77694,-0.31858,-0.07220,0.03273,0.152119,0.409620,0.751177,0.188527,0.964334,0.176487,0.058047
0.7061,1783066404.4182,-2.250757,-1.669144,1.084073,-1.338776,-1.509048,2.858933,0.00046,-0.09276,0.18601,0.00000,0.00000,-0.00000,0.0000,-2.251864,-1.664348,1.077761,-1.339042,-1.509048,2.859372,-2.252284,-1.662164,1.064625,-1.339239,-1.509078,2.859658,0.001917,-0.023450,0.259349,0.002278,-0.000000,-0.006877,0.6658,-2.7183,-1.2414,-0.2056,-0.0256,-0.1508,,0.0118,-0.27424,-1.83593,2.65647,-0.33002,-0.09328,0.03631,0.152316,0.409863,0.750041,0.188571,0.964558,0.175394,0.057499
0.7162,1783066404.4283,-2.250757,-1.669144,1.084073,-1.338776,-1.509048,2.858933,0.00046,-0.09276,0.18601,0.00000,0.00000,-0.00000,0.0000,-2.251800,-1.664818,1.079158,-1.339027,-1.509048,2.859343,-2.252217,-1.662410,1.067185,-1.339191,-1.509047,2.859602,0.005960,-0.028735,0.256805,0.007852,-0.000000,-0.006046,0.5223,-2.3694,-0.8393,-0.1965,-0.0239,-0.1664,,0.0118,-0.03324,-3.23702,3.46460,-0.30112,-0.07277,0.03136,0.152457,0.410085,0.748976,0.188587,0.964772,0.174376,0.056941
0.7261,1783066404.4382,-2.250757,-1.673730,1.091728,-1.338776,-1.509048,2.858933,0.00000,-0.13691,0.22849,0.00000,0.00000,-0.00000,0.0000,-2.251710,-1.665704,1.081566,-1.339007,-1.509048,2.859304,-2.252153,-1.662675,1.069788,-1.339198,-1.509028,2.859539,0.008580,-0.035039,0.245573,0.001931,-0.000000,-0.005526,0.6821,-2.6323,-1.0779,-0.1884,-0.0121,-0.1478,,0.0118,-0.87855,-1.62431,2.73534,-0.34493,-0.09435,0.03095,0.152598,0.410304,0.747904,0.188601,0.964983,0.173367,0.056396
0.7362,1783066404.4483,-2.250757,-1.673730,1.091728,-1.338776,-1.509048,2.858933,0.00000,-0.13691,0.22849,0.00000,0.00000,-0.00000,0.0000,-2.251654,-1.666571,1.083798,-1.338994,-1.509048,2.859280,-2.252075,-1.663037,1.072182,-1.339092,-1.509059,2.859494,0.010669,-0.039911,0.235078,0.006769,-0.000000,-0.005692,0.5763,-2.7554,-1.1304,-0.2709,-0.0240,-0.1517,,0.0118,-0.35089,-3.33253,4.16634,-0.29813,-0.07765,0.03204,0.152675,0.410443,0.746953,0.188615,0.965176,0.172432,0.055915
0.7461,1783066404.4582,-2.250757,-1.673730,1.091728,-1.338776,-1.509048,2.858933,0.00000,-0.13691,0.22849,0.00000,0.00000,-0.00000,0.0000,-2.251575,-1.667755,1.086251,-1.338976,-1.509048,2.859247,-2.251980,-1.663451,1.074468,-1.339138,-1.509032,2.859471,0.010746,-0.044676,0.221578,0.001421,-0.000000,-0.005462,0.5624,-2.8610,-1.0922,-0.2254,-0.0255,-0.1558,,0.0118,-0.48402,-1.67582,3.01681,-0.33434,-0.08649,0.03782,0.152714,0.410558,0.746092,0.188615,0.965341,0.171647,0.055476
0.7562,1783066404.4683,-2.250757,-1.673730,1.091728,-1.338776,-1.509048,2.858933,0.00000,-0.13691,0.22849,0.00000,0.00000,-0.00000,0.0000,-2.251526,-1.668458,1.087434,-1.338966,-1.509048,2.859227,-2.251857,-1.663933,1.076610,-1.339087,-1.509082,2.859418,0.012016,-0.058146,0.222081,0.004828,-0.000000,-0.004594,0.6558,-2.7439,-0.6293,-0.1456,-0.0104,-0.1492,,0.0118,-0.16508,-2.41345,3.21791,-0.32764,-0.09316,0.03493,0.152704,0.410618,0.745311,0.188591,0.965501,0.170894,0.055099
0.7661,1783066404.4782,-2.250757,-1.673776,1.100916,-1.338776,-1.509048,2.858933,0.00000,-0.00136,0.27186,0.00000,0.00000,0.00000,0.0000,-2.251457,-1.669384,1.090729,-1.338950,-1.509048,2.859199,-2.251745,-1.664567,1.078858,-1.339048,-1.509047,2.859366,0.010832,-0.069114,0.218539,0.002058,-0.000000,-0.004182,0.5714,-2.8145,-1.1014,-0.1950,-0.0105,-0.1585,,0.0118,-0.65236,-2.26258,3.38437,-0.33761,-0.07574,0.02752,0.152646,0.410626,0.744546,0.188564,0.965655,0.170184,0.054698
0.7762,1783066404.4883,-2.250757,-1.673776,1.100916,-1.338776,-1.509048,2.858933,0.00000,-0.00136,0.27186,0.00000,0.00000,0.00000,0.0000,-2.251415,-1.669918,1.092948,-1.338941,-1.509048,2.859182,-2.251624,-1.665240,1.080969,-1.339023,-1.509047,2.859333,0.008774,-0.076072,0.210130,0.002177,-0.000000,-0.003692,0.5687,-2.7190,-1.1644,-0.2138,-0.0166,-0.1640,,0.0118,-0.07964,-2.31963,3.68692,-0.32411,-0.05573,0.03241,0.152560,0.410597,0.743861,0.188537,0.965791,0.169551,0.054355
