t_rel_s,x,y,z,qx,qy,qz,qw
12.5292,0.140918,0.520385,0.574028,0.200640,0.957731,0.178882,0.102451
12.5391,0.141858,0.520240,0.574148,0.201451,0.957469,0.179205,0.102741
12.5492,0.142881,0.520094,0.574178,0.202341,0.957209,0.179444,0.102999
12.5590,0.144083,0.519894,0.574191,0.203362,0.956925,0.179632,0.103298
12.5692,0.145342,0.519670,0.574215,0.204444,0.956626,0.179809,0.103626
12.5793,0.146651,0.519467,0.574145,0.205538,0.956353,0.179873,0.103869
12.5891,0.148136,0.519220,0.574017,0.206763,0.956071,0.179794,0.104165
12.5993,0.149815,0.518970,0.573826,0.208099,0.955780,0.179637,0.104453
12.6094,0.151544,0.518725,0.573616,0.209475,0.955478,0.179458,0.104773
12.6191,0.153437,0.518500,0.573283,0.210870,0.955214,0.179085,0.105011
12.6292,0.155376,0.518279,0.572888,0.212252,0.954964,0.178598,0.105333
12.6393,0.157355,0.518102,0.572446,0.213530,0.954752,0.178070,0.105571
12.6491,0.159311,0.517948,0.571975,0.214696,0.954568,0.177475,0.105867
12.6590,0.161378,0.517813,0.571404,0.215794,0.954429,0.176754,0.106094
12.6691,0.163388,0.517686,0.570916,0.216771,0.954290,0.176100,0.106437
12.6790,0.165363,0.517606,0.570291,0.217579,0.954226,0.175329,0.106638
12.6891,0.167388,0.517521,0.569666,0.218391,0.954160,0.174511,0.106912
12.6993,0.169446,0.517448,0.568976,0.219115,0.954126,0.173626,0.107175
12.7091,0.171480,0.517383,0.568321,0.219813,0.954085,0.172793,0.107456
12.7193,0.173704,0.517339,0.567520,0.220605,0.954054,0.171829,0.107656
12.7291,0.175991,0.517260,0.566750,0.221458,0.953989,0.170883,0.107982
12.7391,0.178321,0.517238,0.565926,0.222297,0.953934,0.169952,0.108215
12.7493,0.180752,0.517196,0.565026,0.223294,0.953854,0.168931,0.108468
12.7590,0.183387,0.517133,0.564060,0.224408,0.953751,0.167888,0.108690
12.7693,0.185983,0.517038,0.563203,0.225575,0.953597,0.166968,0.109046
12.7791,0.188535,0.516969,0.562280,0.226698,0.953461,0.166070,0.109272
12.7894,0.191136,0.516821,0.561400,0.227936,0.953289,0.165181,0.109550
12.7992,0.193696,0.516676,0.560606,0.229176,0.953074,0.164481,0.109883
12.8093,0.196066,0.516523,0.559883,0.230341,0.952855,0.163883,0.110238
12.8191,0.198347,0.516404,0.559149,0.231447,0.952651,0.163339,0.110494
12.8291,0.200475,0.516268,0.558519,0.232453,0.952432,0.162936,0.110863
12.8391,0.202505,0.516168,0.557931,0.233386,0.952210,0.162676,0.111194
12.8490,0.204430,0.516059,0.557370,0.234255,0.952000,0.162407,0.111554
12.8594,0.206338,0.515919,0.556855,0.235116,0.951775,0.162246,0.111897
12.8691,0.208168,0.515756,0.556438,0.235994,0.951520,0.162187,0.112305
12.8792,0.209948,0.515594,0.556017,0.236813,0.951279,0.162148,0.112673
12.8892,0.211647,0.515362,0.555688,0.237637,0.951031,0.162125,0.113064
12.8991,0.213336,0.515092,0.555406,0.238469,0.950771,0.162153,0.113459
12.9092,0.214908,0.514762,0.555247,0.239269,0.950500,0.162239,0.113919
12.9191,0.216541,0.514372,0.555106,0.240147,0.950223,0.162309,0.114288
12.9291,0.218167,0.513889,0.555041,0.241108,0.949911,0.162374,0.114761
12.9391,0.219778,0.513380,0.555059,0.242091,0.949583,0.162517,0.115205
12.9493,0.221398,0.512811,0.555033,0.243145,0.949262,0.162536,0.115601
12.9592,0.223137,0.512154,0.555078,0.244354,0.948891,0.162592,0.116020
12.9692,0.224885,0.511464,0.555167,0.245628,0.948493,0.162647,0.116508
12.9791,0.226549,0.510777,0.555307,0.246842,0.948105,0.162759,0.116945
12.9894,0.228279,0.510066,0.555378,0.248152,0.947712,0.162757,0.117355
12.9994,0.230067,0.509299,0.555531,0.249570,0.947277,0.162803,0.117794
13.0091,0.231726,0.508593,0.555671,0.250893,0.946862,0.162862,0.118240
13.0193,0.233440,0.507883,0.555709,0.252300,0.946465,0.162792,0.118522
13.0293,0.235155,0.507168,0.555721,0.253737,0.946057,0.162644,0.118914
13.0394,0.236834,0.506466,0.555792,0.255166,0.945640,0.162600,0.119230
13.0492,0.238528,0.505759,0.555798,0.256627,0.945229,0.162465,0.119536
13.0591,0.240313,0.504997,0.555807,0.258182,0.944800,0.162301,0.119809
13.0692,0.242060,0.504225,0.555882,0.259744,0.944345,0.162189,0.120167
13.0792,0.243802,0.503450,0.555959,0.261324,0.943891,0.162086,0.120451
13.0895,0.245609,0.502676,0.555980,0.262935,0.943434,0.161908,0.120764
13.0990,0.247441,0.501909,0.555977,0.264509,0.942992,0.161695,0.121062
13.1091,0.249181,0.501211,0.555959,0.266026,0.942560,0.161495,0.121371
13.1192,0.251027,0.500513,0.555849,0.267563,0.942147,0.161209,0.121574
13.1290,0.252870,0.499853,0.555700,0.269099,0.941729,0.160873,0.121870
13.1390,0.254679,0.499269,0.555467,0.270551,0.941354,0.160502,0.122039
13.1492,0.256559,0.498712,0.555142,0.272046,0.940980,0.160043,0.122207
13.1591,0.258608,0.498107,0.554736,0.273649,0.940592,0.159506,0.122314
13.1690,0.260642,0.497530,0.554328,0.275257,0.940189,0.158957,0.122521
13.1792,0.262610,0.497041,0.553838,0.276768,0.939835,0.158401,0.122549
13.1892,0.264601,0.496553,0.553283,0.278290,0.939492,0.157742,0.122584
13.1993,0.266600,0.496038,0.552800,0.279823,0.939122,0.157165,0.122668
13.2091,0.268446,0.495573,0.552346,0.281262,0.938777,0.156593,0.122755
13.2195,0.270299,0.495076,0.551959,0.282726,0.938414,0.156127,0.122756
13.2291,0.272085,0.494536,0.551629,0.284146,0.938049,0.155642,0.122884
13.2392,0.273856,0.493948,0.551387,0.285602,0.937654,0.155282,0.122982
13.2493,0.275581,0.493341,0.551200,0.287023,0.937258,0.154936,0.123122
13.2593,0.277356,0.492642,0.551014,0.288522,0.936843,0.154586,0.123223
13.2691,0.279076,0.491889,0.550957,0.290022,0.936391,0.154316,0.123472
13.2791,0.280719,0.491160,0.550869,0.291448,0.935971,0.154070,0.123606
13.2892,0.282326,0.490391,0.550837,0.292889,0.935533,0.153832,0.123816
13.2992,0.283905,0.489618,0.550813,0.294268,0.935107,0.153611,0.124034
13.3090,0.285373,0.488847,0.550892,0.295575,0.934678,0.153479,0.124322
13.3193,0.286884,0.488054,0.550939,0.296892,0.934263,0.153342,0.124478
13.3294,0.288373,0.487214,0.551032,0.298190,0.933831,0.153196,0.124796
13.3393,0.289821,0.486382,0.551137,0.299440,0.933415,0.153098,0.125035
13.3490,0.291301,0.485499,0.551231,0.300667,0.933007,0.152943,0.125324
13.3593,0.292966,0.484501,0.551311,0.301969,0.932576,0.152779,0.125601
13.3693,0.294609,0.483491,0.551409,0.303179,0.932163,0.152572,0.126003
13.3791,0.296258,0.482507,0.551431,0.304269,0.931807,0.152335,0.126295
13.3894,0.297962,0.481458,0.551405,0.305348,0.931466,0.151986,0.126620
13.3991,0.299772,0.480333,0.551383,0.306457,0.931108,0.151626,0.127007
13.4090,0.301491,0.479266,0.551384,0.307418,0.930787,0.151317,0.127412
13.4194,0.303267,0.478150,0.551308,0.308447,0.930469,0.150928,0.127707
13.4294,0.305058,0.476997,0.551272,0.309528,0.930113,0.150551,0.128126
13.4394,0.306852,0.475829,0.551204,0.310668,0.929749,0.150178,0.128445
13.4494,0.308689,0.474652,0.551053,0.311904,0.929366,0.149708,0.128773
13.4592,0.310592,0.473399,0.550941,0.313269,0.928932,0.149297,0.129063
13.4694,0.312420,0.472206,0.550814,0.314647,0.928487,0.148857,0.129422
13.4792,0.314178,0.471040,0.550695,0.316037,0.928042,0.148492,0.129645
13.4892,0.315956,0.469835,0.550532,0.317515,0.927570,0.148062,0.129909
13.4991,0.317905,0.468490,0.550387,0.319234,0.927012,0.147650,0.130145
13.5092,0.319874,0.467110,0.550245,0.321052,0.926406,0.147215,0.130483
13.5191,0.321986,0.465604,0.550034,0.323043,0.925765,0.146748,0.130643
13.5290,0.324179,0.464014,0.549844,0.325184,0.925053,0.146224,0.130964
13.5391,0.326379,0.462427,0.549580,0.327303,0.924360,0.145665,0.131197
13.5491,0.328488,0.460882,0.549274,0.329364,0.923693,0.145056,0.131413
13.5591,0.330645,0.459298,0.548958,0.331480,0.923008,0.144444,0.131581
13.5691,0.332649,0.457821,0.548619,0.333429,0.922371,0.143813,0.131811
13.5791,0.334484,0.456445,0.548303,0.335253,0.921778,0.143276,0.131920
13.5891,0.336299,0.455087,0.547974,0.337025,0.921206,0.142698,0.132025
13.5991,0.338089,0.453722,0.547691,0.338822,0.920605,0.142176,0.132178
13.6092,0.339770,0.452442,0.547410,0.340484,0.920049,0.141647,0.132350
13.6191,0.341386,0.451199,0.547150,0.342083,0.919515,0.141202,0.132414
13.6289,0.342935,0.449977,0.546901,0.343648,0.918984,0.140717,0.132569
13.6392,0.344453,0.448795,0.546659,0.345208,0.918453,0.140301,0.132629
13.6490,0.345904,0.447638,0.546459,0.346701,0.917933,0.139907,0.132755
13.6593,0.347392,0.446437,0.546288,0.348248,0.917389,0.139564,0.132826
13.6693,0.348837,0.445254,0.546126,0.349734,0.916856,0.139186,0.132997
13.6790,0.350240,0.444130,0.545974,0.351178,0.916342,0.138870,0.133070
13.6891,0.351696,0.442936,0.545821,0.352688,0.915794,0.138529,0.133199
13.6991,0.353149,0.441749,0.545646,0.354170,0.915260,0.138157,0.133324
13.7091,0.354518,0.440595,0.545478,0.355575,0.914753,0.137782,0.133456
13.7191,0.355933,0.439419,0.545292,0.357018,0.914237,0.137420,0.133511
13.7294,0.357313,0.438254,0.545107,0.358436,0.913719,0.137021,0.133669
13.7390,0.358652,0.437114,0.544887,0.359829,0.913223,0.136614,0.133731
13.7492,0.359859,0.436066,0.544750,0.361076,0.912763,0.136301,0.133825
13.7591,0.361001,0.435103,0.544519,0.362247,0.912356,0.135901,0.133847
13.7694,0.361966,0.434248,0.544384,0.363228,0.912000,0.135590,0.133926
13.7790,0.362788,0.433532,0.544235,0.364071,0.911701,0.135332,0.133937
13.7889,0.363627,0.432820,0.544095,0.364930,0.911394,0.135055,0.133971
13.7991,0.364415,0.432088,0.544023,0.365773,0.911079,0.134826,0.134042
13.8093,0.365223,0.431412,0.543894,0.366594,0.910778,0.134589,0.134084
13.8192,0.366109,0.430623,0.543808,0.367533,0.910428,0.134366,0.134109
13.8293,0.367121,0.429742,0.543742,0.368607,0.910018,0.134119,0.134197
13.8391,0.368219,0.428777,0.543682,0.369773,0.909569,0.133882,0.134270
13.8491,0.369395,0.427756,0.543626,0.371015,0.909083,0.133639,0.134372
13.8590,0.370708,0.426591,0.543583,0.372421,0.908538,0.133390,0.134421
13.8690,0.372030,0.425390,0.543614,0.373857,0.907950,0.133154,0.134640
13.8790,0.373371,0.424198,0.543595,0.375268,0.907390,0.132927,0.134712
13.8895,0.374761,0.422939,0.543600,0.376781,0.906774,0.132709,0.134851
13.8990,0.376233,0.421645,0.543580,0.378328,0.906148,0.132492,0.134944
13.9090,0.377674,0.420335,0.543589,0.379905,0.905500,0.132254,0.135093
13.9193,0.379132,0.419035,0.543526,0.381436,0.904889,0.132027,0.135097
13.9292,0.380528,0.417772,0.543516,0.382945,0.904265,0.131807,0.135223
13.9391,0.381812,0.416606,0.543481,0.384328,0.903703,0.131649,0.135213
13.9494,0.382985,0.415527,0.543489,0.385609,0.903168,0.131542,0.135241
13.9590,0.384109,0.414486,0.543455,0.386826,0.902671,0.131409,0.135213
13.9690,0.385121,0.413517,0.543455,0.387957,0.902200,0.131269,0.135251
13.9789,0.386018,0.412638,0.543502,0.388971,0.901772,0.131222,0.135238
13.9891,0.386935,0.411734,0.543497,0.390028,0.901337,0.131119,0.135196
13.9991,0.387914,0.410744,0.543523,0.391169,0.900854,0.131002,0.135227
14.0090,0.388871,0.409778,0.543576,0.392300,0.900365,0.130899,0.135314
14.0192,0.389924,0.408713,0.543607,0.393534,0.899845,0.130788,0.135298
14.0293,0.391036,0.407580,0.543624,0.394832,0.899288,0.130596,0.135402
14.0390,0.392191,0.406388,0.543660,0.396187,0.898704,0.130434,0.135480
14.0491,0.393380,0.405171,0.543697,0.397572,0.898100,0.130209,0.135643
14.0591,0.394635,0.403884,0.543681,0.399057,0.897465,0.129977,0.135704
14.0692,0.395876,0.402603,0.543652,0.400498,0.896841,0.129677,0.135874
14.0792,0.397108,0.401335,0.543600,0.401936,0.896229,0.129405,0.135924
14.0891,0.398368,0.400036,0.543529,0.403405,0.895597,0.129079,0.136046
14.0990,0.399646,0.398697,0.543470,0.404890,0.894956,0.128742,0.136172
14.1092,0.400876,0.397397,0.543404,0.406355,0.894321,0.128432,0.136275
14.1191,0.402199,0.395989,0.543310,0.407917,0.893648,0.128077,0.136356
14.1290,0.403490,0.394588,0.543220,0.409449,0.892982,0.127695,0.136490
14.1391,0.404742,0.393214,0.543108,0.410962,0.892327,0.127339,0.136560
14.1490,0.405969,0.391855,0.543008,0.412440,0.891679,0.126977,0.136672
14.1589,0.407219,0.390468,0.542842,0.413965,0.891020,0.126579,0.136728
14.1691,0.408368,0.389134,0.542682,0.415391,0.890397,0.126190,0.136818
14.1791,0.409421,0.387909,0.542519,0.416688,0.889831,0.125871,0.136856
14.1890,0.410467,0.386685,0.542338,0.417995,0.889256,0.125531,0.136915
14.1991,0.411513,0.385423,0.542139,0.419331,0.888665,0.125183,0.136986
14.2094,0.412482,0.384225,0.541938,0.420577,0.888115,0.124809,0.137074
14.2192,0.413478,0.383000,0.541696,0.421865,0.887556,0.124475,0.137040
14.2294,0.414468,0.381779,0.541437,0.423133,0.886999,0.124070,0.137103
14.2395,0.415455,0.380552,0.541191,0.424420,0.886436,0.123690,0.137112
14.2491,0.416419,0.379372,0.540908,0.425648,0.885900,0.123293,0.137126
14.2590,0.417445,0.378133,0.540562,0.426930,0.885351,0.122827,0.137106
14.2692,0.418402,0.376973,0.540230,0.428132,0.884830,0.122377,0.137126
14.2791,0.419337,0.375823,0.539883,0.429348,0.884311,0.121932,0.137069
14.2892,0.420276,0.374655,0.539525,0.430556,0.883791,0.121478,0.137031
14.2991,0.421225,0.373503,0.539157,0.431749,0.883278,0.121009,0.137006
14.3093,0.422144,0.372380,0.538813,0.432908,0.882777,0.120565,0.136969
14.3191,0.423132,0.371196,0.538455,0.434129,0.882245,0.120127,0.136910
14.3290,0.424122,0.370001,0.538108,0.435384,0.881691,0.119643,0.136918
14.3393,0.425116,0.368804,0.537826,0.436627,0.881130,0.119252,0.136914
14.3494,0.426105,0.367614,0.537527,0.437865,0.880572,0.118841,0.136911
14.3590,0.427132,0.366387,0.537270,0.439139,0.879984,0.118463,0.136934
14.3696,0.428096,0.365214,0.537043,0.440360,0.879415,0.118074,0.137004
14.3793,0.428983,0.364130,0.536829,0.441491,0.878889,0.117766,0.137005
14.3891,0.429843,0.363072,0.536630,0.442618,0.878361,0.117455,0.137025
14.3993,0.430740,0.361978,0.536461,0.443755,0.877821,0.117152,0.137070
14.4092,0.431553,0.360979,0.536322,0.444816,0.877304,0.116898,0.137154
14.4191,0.432375,0.359964,0.536207,0.445877,0.876791,0.116680,0.137175
14.4292,0.433199,0.358933,0.536075,0.446946,0.876272,0.116411,0.137240
14.4393,0.434062,0.357882,0.536015,0.448036,0.875726,0.116244,0.137310
14.4490,0.434910,0.356818,0.535949,0.449154,0.875166,0.116045,0.137400
14.4591,0.435794,0.355718,0.535886,0.450269,0.874611,0.115872,0.137430
14.4692,0.436674,0.354614,0.535831,0.451402,0.874036,0.115653,0.137554
14.4794,0.437538,0.353537,0.535813,0.452506,0.873472,0.115519,0.137623
14.4893,0.438420,0.352439,0.535772,0.453622,0.872902,0.115337,0.137718
14.4993,0.439348,0.351274,0.535763,0.454808,0.872289,0.115165,0.137836
14.5093,0.440239,0.350137,0.535784,0.455944,0.871690,0.115023,0.137993
14.5192,0.441192,0.348922,0.535787,0.457152,0.871064,0.114876,0.138073
14.5293,0.442129,0.347699,0.535841,0.458350,0.870419,0.114722,0.138293
14.5390,0.443085,0.346474,0.535848,0.459547,0.869789,0.114574,0.138406
14.5492,0.444037,0.345219,0.535845,0.460761,0.869148,0.114387,0.138550
14.5593,0.445128,0.343820,0.535876,0.462144,0.868411,0.114239,0.138692
14.5694,0.446206,0.342387,0.535907,0.463531,0.867662,0.114002,0.138946
14.5790,0.447285,0.340991,0.535891,0.464891,0.866941,0.113810,0.139058
14.5894,0.448419,0.339505,0.535847,0.466326,0.866179,0.113562,0.139202
14.5992,0.449615,0.337904,0.535841,0.467865,0.865353,0.113291,0.139395
14.6090,0.450771,0.336345,0.535797,0.469380,0.864537,0.113027,0.139586
14.6191,0.451987,0.334708,0.535720,0.470949,0.863699,0.112775,0.139686
14.6292,0.453264,0.332959,0.535625,0.472645,0.862792,0.112408,0.139863
14.6394,0.454628,0.331081,0.535551,0.474437,0.861824,0.112081,0.140025
14.6490,0.455988,0.329197,0.535474,0.476231,0.860845,0.111748,0.140220
14.6591,0.457417,0.327174,0.535381,0.478137,0.859813,0.111396,0.140346
14.6690,0.458840,0.325169,0.535289,0.480036,0.858768,0.110976,0.140594
14.6793,0.460162,0.323274,0.535178,0.481834,0.857788,0.110632,0.140697
14.6892,0.461327,0.321594,0.535088,0.483407,0.856922,0.110274,0.140859
14.6994,0.462314,0.320151,0.534980,0.484752,0.856190,0.109981,0.140917
14.7093,0.463157,0.318901,0.534886,0.485913,0.855555,0.109706,0.140995
14.7193,0.463964,0.317697,0.534761,0.487042,0.854942,0.109426,0.141032
14.7292,0.464732,0.316542,0.534648,0.488115,0.854353,0.109136,0.141117
14.7391,0.465481,0.315415,0.534507,0.489150,0.853793,0.108856,0.141138
14.7492,0.466277,0.314198,0.534374,0.490264,0.853178,0.108580,0.141202
14.7593,0.467216,0.312771,0.534195,0.491578,0.852460,0.108246,0.141230
14.7703,0.468182,0.311280,0.533977,0.492955,0.851705,0.107804,0.141325
14.7791,0.469149,0.309782,0.533804,0.494322,0.850946,0.107497,0.141357
14.7893,0.470131,0.308250,0.533582,0.495720,0.850176,0.107100,0.141395
14.7994,0.471137,0.306676,0.533347,0.497138,0.849391,0.106686,0.141448
14.8094,0.472086,0.305167,0.533114,0.498515,0.848624,0.106254,0.141530
14.8190,0.472999,0.303752,0.532848,0.499791,0.847923,0.105880,0.141508
14.8291,0.473868,0.302372,0.532581,0.501041,0.847233,0.105445,0.141546
14.8392,0.474729,0.301069,0.532302,0.502229,0.846581,0.105047,0.141533
14.8494,0.475530,0.299839,0.532014,0.503340,0.845969,0.104594,0.141583
14.8593,0.476287,0.298715,0.531740,0.504382,0.845402,0.104259,0.141511
14.8693,0.476958,0.297694,0.531497,0.505304,0.844892,0.103896,0.141535
14.8793,0.477596,0.296775,0.531234,0.506153,0.844430,0.103569,0.141496
14.8891,0.478147,0.295957,0.531025,0.506880,0.844031,0.103279,0.141486
14.8993,0.478673,0.295206,0.530831,0.507571,0.843648,0.103041,0.141464
14.9093,0.479126,0.294540,0.530681,0.508193,0.843298,0.102824,0.141477
14.9192,0.479592,0.293895,0.530513,0.508780,0.842975,0.102614,0.141446
14.9291,0.480015,0.293273,0.530373,0.509335,0.842664,0.102410,0.141447
14.9391,0.480447,0.292685,0.530211,0.509887,0.842358,0.102194,0.141441
14.9493,0.480851,0.292137,0.530092,0.510395,0.842072,0.102023,0.141436
14.9590,0.481269,0.291574,0.529987,0.510900,0.841781,0.101876,0.141449
14.9693,0.481672,0.291053,0.529842,0.511370,0.841514,0.101684,0.141478
14.9791,0.482043,0.290568,0.529760,0.511828,0.841246,0.101572,0.141494
14.9892,0.482415,0.290082,0.529669,0.512282,0.840979,0.101443,0.141528
14.9991,0.482803,0.289596,0.529583,0.512729,0.840714,0.101320,0.141574
15.0092,0.483159,0.289162,0.529499,0.513128,0.840477,0.101208,0.141618
15.0191,0.483510,0.288760,0.529385,0.513501,0.840261,0.101110,0.141614
15.0292,0.483852,0.288382,0.529330,0.513865,0.840041,0.101047,0.141647
15.0396,0.484170,0.288015,0.529252,0.514201,0.839839,0.100970,0.141679
15.0490,0.484484,0.287686,0.529170,0.514514,0.839652,0.100904,0.141693
15.0590,0.484766,0.287411,0.529074,0.514788,0.839491,0.100852,0.141693
15.0692,0.485025,0.287188,0.528993,0.515009,0.839357,0.100813,0.141709
15.0792,0.485277,0.286999,0.528873,0.515210,0.839245,0.100785,0.141665
15.0890,0.485525,0.286834,0.528735,0.515407,0.839141,0.100717,0.141609
15.0993,0.485806,0.286716,0.528540,0.515562,0.839067,0.100630,0.141548
15.1092,0.486126,0.286646,0.528289,0.515705,0.839014,0.100492,0.141441
15.1190,0.486535,0.286622,0.527900,0.515827,0.838997,0.100286,0.141239
15.1289,0.487015,0.286633,0.527385,0.515941,0.839010,0.099955,0.140979
15.1391,0.487635,0.286711,0.526692,0.516076,0.839039,0.099539,0.140610
15.1492,0.488355,0.286837,0.525853,0.516183,0.839117,0.099009,0.140126
15.1592,0.489269,0.287037,0.524755,0.516303,0.839223,0.098324,0.139532
15.1693,0.490239,0.287264,0.523596,0.516413,0.839350,0.097575,0.138882
15.1792,0.491315,0.287544,0.522297,0.516510,0.839499,0.096785,0.138174
15.1890,0.492431,0.287861,0.520918,0.516591,0.839679,0.095910,0.137383
15.1993,0.493595,0.288177,0.519545,0.516699,0.839828,0.095035,0.136670
15.2091,0.494725,0.288521,0.518267,0.516782,0.839977,0.094253,0.135984
15.2191,0.495840,0.288859,0.516981,0.516882,0.840111,0.093475,0.135306
15.2290,0.496887,0.289179,0.515826,0.516958,0.840242,0.092750,0.134703
15.2391,0.497923,0.289499,0.514735,0.517048,0.840347,0.092096,0.134153
15.2491,0.498892,0.289822,0.513698,0.517114,0.840460,0.091493,0.133602
15.2594,0.499843,0.290111,0.512690,0.517194,0.840559,0.090870,0.133091
15.2692,0.500721,0.290394,0.511755,0.517234,0.840672,0.090285,0.132621
15.2792,0.501576,0.290650,0.510852,0.517306,0.840759,0.089747,0.132151
15.2890,0.502358,0.290900,0.509955,0.517373,0.840855,0.089163,0.131677
15.2993,0.503102,0.291115,0.509143,0.517450,0.840926,0.088658,0.131261
15.3093,0.503793,0.291341,0.508320,0.517494,0.841020,0.088131,0.130840
15.3191,0.504483,0.291556,0.507483,0.517550,0.841107,0.087613,0.130402
15.3291,0.505131,0.291768,0.506653,0.517595,0.841203,0.087077,0.129961
15.3391,0.505797,0.291961,0.505787,0.517653,0.841288,0.086538,0.129539
15.3492,0.506438,0.292170,0.504888,0.517700,0.841394,0.085965,0.129048
15.3591,0.507145,0.292386,0.503795,0.517745,0.841525,0.085251,0.128484
15.3692,0.507820,0.292584,0.502770,0.517818,0.841626,0.084587,0.127965
15.3792,0.508538,0.292792,0.501681,0.517877,0.841737,0.083903,0.127443
15.3893,0.509342,0.293025,0.500320,0.517944,0.841895,0.082996,0.126721
15.3991,0.510279,0.293316,0.498743,0.518023,0.842068,0.081978,0.125910
15.4091,0.511285,0.293609,0.497059,0.518114,0.842242,0.080874,0.125082
15.4190,0.512478,0.293957,0.495025,0.518192,0.842472,0.079562,0.124050
15.4294,0.513739,0.294314,0.492841,0.518299,0.842713,0.078065,0.122908
15.4391,0.515117,0.294650,0.490563,0.518460,0.842916,0.076542,0.121790
15.4494,0.516429,0.295028,0.488326,0.518546,0.843164,0.075063,0.120624
15.4591,0.517748,0.295350,0.486197,0.518679,0.843356,0.073619,0.119591
15.4691,0.518940,0.295659,0.484273,0.518768,0.843542,0.072302,0.118699
15.4790,0.520069,0.295954,0.482586,0.518852,0.843690,0.071176,0.117954
15.4893,0.521145,0.296261,0.480969,0.518913,0.843844,0.070071,0.117246
15.4991,0.522189,0.296526,0.479516,0.518995,0.843961,0.069073,0.116630
15.5095,0.523147,0.296810,0.478187,0.519037,0.844087,0.068145,0.116078
15.5193,0.524159,0.297090,0.476793,0.519097,0.844208,0.067198,0.115475
15.5295,0.525118,0.297356,0.475558,0.519162,0.844310,0.066351,0.114931
15.5393,0.526059,0.297611,0.474460,0.519227,0.844387,0.065616,0.114493
15.5491,0.526968,0.297867,0.473435,0.519293,0.844457,0.064946,0.114062
15.5594,0.527923,0.298106,0.472483,0.519390,0.844492,0.064354,0.113690
15.5695,0.528837,0.298347,0.471720,0.519466,0.844518,0.063891,0.113416
15.5791,0.529769,0.298575,0.470958,0.519568,0.844524,0.063451,0.113148
15.5894,0.530695,0.298811,0.470180,0.519662,0.844543,0.063006,0.112821
15.5992,0.531700,0.299043,0.469424,0.519779,0.844536,0.062579,0.112574
15.6094,0.532649,0.299276,0.468714,0.519880,0.844538,0.062161,0.112323
15.6191,0.533661,0.299526,0.467863,0.519999,0.844542,0.061674,0.112006
15.6296,0.534640,0.299773,0.467017,0.520117,0.844548,0.061175,0.111684
15.6391,0.535612,0.300028,0.466219,0.520224,0.844548,0.060748,0.111423
15.6494,0.536521,0.300284,0.465443,0.520316,0.844559,0.060323,0.111143
15.6595,0.537423,0.300552,0.464618,0.520406,0.844571,0.059871,0.110870
15.6691,0.538273,0.300800,0.463813,0.520500,0.844582,0.059409,0.110595
15.6793,0.539101,0.301045,0.463063,0.520560,0.844602,0.058987,0.110383
15.6892,0.539866,0.301298,0.462265,0.520630,0.844632,0.058542,0.110065
15.6993,0.540650,0.301514,0.461414,0.520693,0.844664,0.058015,0.109799
15.7093,0.541378,0.301738,0.460578,0.520750,0.844704,0.057528,0.109481
15.7191,0.542127,0.301973,0.459647,0.520800,0.844755,0.056983,0.109130
15.7294,0.542842,0.302164,0.458656,0.520866,0.844812,0.056350,0.108699
15.7391,0.543537,0.302362,0.457662,0.520918,0.844871,0.055739,0.108304
15.7495,0.544194,0.302555,0.456608,0.520971,0.844944,0.055103,0.107808
15.7592,0.544844,0.302729,0.455481,0.521005,0.845034,0.054384,0.107300
15.7692,0.545444,0.302904,0.454422,0.521055,0.845110,0.053737,0.106784
15.7791,0.546016,0.303047,0.453406,0.521110,0.845174,0.053108,0.106322
15.7892,0.546558,0.303202,0.452348,0.521156,0.845254,0.052465,0.105780
15.7991,0.547066,0.303342,0.451358,0.521196,0.845324,0.051861,0.105324
15.8093,0.547541,0.303467,0.450400,0.521246,0.845387,0.051282,0.104851
15.8192,0.548000,0.303618,0.449409,0.521263,0.845474,0.050694,0.104350
15.8291,0.548456,0.303729,0.448424,0.521303,0.845550,0.050062,0.103839
15.8395,0.548937,0.303885,0.447381,0.521332,0.845631,0.049450,0.103323
15.8495,0.549415,0.304025,0.446291,0.521367,0.845718,0.048782,0.102756
15.8595,0.549932,0.304178,0.445142,0.521384,0.845819,0.048058,0.102170
15.8691,0.550447,0.304333,0.443959,0.521413,0.845916,0.047353,0.101550
15.8791,0.550998,0.304483,0.442740,0.521457,0.846004,0.046600,0.100936
15.8893,0.551558,0.304649,0.441438,0.521475,0.846117,0.045799,0.100265
15.8991,0.552144,0.304829,0.440092,0.521508,0.846220,0.044975,0.099588
15.9095,0.552726,0.305000,0.438751,0.521539,0.846328,0.044160,0.098878
15.9190,0.553329,0.305192,0.437359,0.521557,0.846443,0.043304,0.098167
15.9292,0.553932,0.305351,0.435910,0.521619,0.846537,0.042408,0.097418
15.9392,0.554527,0.305533,0.434571,0.521649,0.846634,0.041583,0.096767
15.9493,0.555081,0.305693,0.433207,0.521695,0.846727,0.040719,0.096070
15.9593,0.555668,0.305849,0.431860,0.521768,0.846795,0.039882,0.095421
15.9694,0.556199,0.306011,0.430667,0.521810,0.846869,0.039141,0.094845
15.9790,0.556716,0.306164,0.429506,0.521868,0.846929,0.038435,0.094280
15.9893,0.557211,0.306289,0.428449,0.521925,0.846980,0.037764,0.093772
15.9995,0.557710,0.306412,0.427446,0.521990,0.847018,0.037156,0.093306
16.0092,0.558158,0.306548,0.426535,0.522024,0.847067,0.036612,0.092888
