t_rel_s,x,y,z,qx,qy,qz,qw
20.3791,0.650651,0.381914,0.423385,0.493609,0.829726,0.166271,0.200646
20.3892,0.650301,0.381788,0.424736,0.493550,0.829534,0.166819,0.201131
20.3993,0.649926,0.381646,0.426020,0.493488,0.829372,0.167312,0.201541
20.4092,0.649522,0.381504,0.427289,0.493427,0.829206,0.167802,0.201962
20.4192,0.649096,0.381359,0.428530,0.493368,0.829038,0.168315,0.202372
20.4292,0.648672,0.381254,0.429677,0.493287,0.828891,0.168790,0.202774
20.4390,0.648192,0.381167,0.430822,0.493191,0.828765,0.169266,0.203127
20.4493,0.647721,0.381135,0.431913,0.493044,0.828659,0.169731,0.203526
20.4591,0.647219,0.381165,0.432960,0.492886,0.828564,0.170246,0.203868
20.4692,0.646716,0.381229,0.433963,0.492700,0.828489,0.170733,0.204211
20.4794,0.646184,0.381370,0.434940,0.492480,0.828443,0.171205,0.204537
20.4895,0.645639,0.381577,0.435908,0.492200,0.828425,0.171694,0.204871
20.4992,0.645050,0.381849,0.436888,0.491881,0.828429,0.172221,0.205179
20.5091,0.644438,0.382211,0.437826,0.491524,0.828474,0.172712,0.205440
20.5192,0.643798,0.382612,0.438792,0.491137,0.828535,0.173198,0.205712
20.5291,0.643126,0.383038,0.439790,0.490740,0.828604,0.173694,0.205961
20.5391,0.642440,0.383508,0.440795,0.490309,0.828702,0.174167,0.206193
20.5493,0.641728,0.383963,0.441807,0.489899,0.828801,0.174610,0.206395
20.5591,0.640992,0.384457,0.442873,0.489447,0.828932,0.175052,0.206569
20.5692,0.640271,0.384924,0.443885,0.489011,0.829075,0.175423,0.206713
20.5793,0.639573,0.385352,0.444901,0.488621,0.829202,0.175752,0.206846
20.5895,0.638877,0.385746,0.445942,0.488239,0.829326,0.176095,0.206956
20.5990,0.638187,0.386095,0.447019,0.487892,0.829447,0.176383,0.207045
20.6090,0.637532,0.386373,0.448052,0.487595,0.829557,0.176611,0.207110
20.6192,0.636868,0.386586,0.449175,0.487317,0.829660,0.176817,0.207178
20.6288,0.636229,0.386775,0.450255,0.487085,0.829749,0.176981,0.207225
20.6393,0.635571,0.386917,0.451323,0.486858,0.829874,0.177055,0.207198
20.6492,0.634952,0.387022,0.452408,0.486684,0.829971,0.177111,0.207171
20.6592,0.634268,0.387114,0.453507,0.486493,0.830111,0.177088,0.207075
20.6692,0.633594,0.387168,0.454599,0.486334,0.830257,0.176993,0.206944
20.6792,0.632907,0.387190,0.455728,0.486168,0.830414,0.176879,0.206803
20.6891,0.632226,0.387209,0.456805,0.486035,0.830575,0.176710,0.206613
20.6992,0.631523,0.387188,0.457953,0.485899,0.830727,0.176561,0.206449
20.7092,0.630849,0.387170,0.459061,0.485775,0.830879,0.176390,0.206274
20.7191,0.630129,0.387129,0.460227,0.485655,0.831035,0.176202,0.206091
20.7292,0.629409,0.387117,0.461348,0.485521,0.831198,0.176026,0.205899
20.7391,0.628692,0.387055,0.462452,0.485406,0.831358,0.175836,0.205685
20.7495,0.627963,0.386992,0.463623,0.485274,0.831502,0.175700,0.205530
20.7592,0.627181,0.386916,0.464890,0.485166,0.831615,0.175600,0.205417
20.7694,0.626433,0.386803,0.466151,0.485052,0.831716,0.175518,0.205345
20.7791,0.625691,0.386675,0.467427,0.484963,0.831801,0.175454,0.205266
20.7892,0.624933,0.386537,0.468800,0.484869,0.831846,0.175513,0.205253
20.7991,0.624194,0.386383,0.470160,0.484782,0.831908,0.175484,0.205234
20.8094,0.623499,0.386235,0.471446,0.484697,0.831967,0.175481,0.205200
20.8192,0.622781,0.386062,0.472810,0.484629,0.832008,0.175497,0.205178
20.8290,0.622098,0.385903,0.474181,0.484541,0.832032,0.175578,0.205218
20.8395,0.621406,0.385735,0.475579,0.484489,0.832047,0.175618,0.205248
20.8495,0.620772,0.385558,0.476987,0.484419,0.832042,0.175740,0.205331
20.8591,0.620034,0.385448,0.478501,0.484290,0.832068,0.175904,0.205387
20.8695,0.619372,0.385324,0.479953,0.484190,0.832071,0.176054,0.205483
20.8791,0.618699,0.385209,0.481430,0.484080,0.832073,0.176220,0.205590
20.8895,0.618023,0.385118,0.482926,0.483950,0.832066,0.176426,0.205748
20.8993,0.617371,0.385033,0.484389,0.483826,0.832067,0.176635,0.205858
20.9092,0.616743,0.384992,0.485785,0.483683,0.832072,0.176855,0.205981
20.9192,0.616119,0.384910,0.487217,0.483562,0.832072,0.177064,0.206089
20.9294,0.615501,0.384849,0.488603,0.483451,0.832064,0.177265,0.206207
20.9393,0.614896,0.384767,0.489903,0.483353,0.832089,0.177374,0.206240
20.9495,0.614321,0.384653,0.491235,0.483277,0.832067,0.177543,0.206367
20.9592,0.613696,0.384537,0.492575,0.483181,0.832092,0.177646,0.206401
20.9695,0.613115,0.384382,0.493866,0.483137,0.832076,0.177764,0.206467
20.9792,0.612518,0.384253,0.495116,0.483076,0.832088,0.177850,0.206485
20.9893,0.611868,0.384054,0.496496,0.483033,0.832089,0.177933,0.206510
20.9990,0.611133,0.383812,0.497927,0.483040,0.832140,0.177838,0.206370
21.0091,0.610374,0.383530,0.499295,0.483061,0.832242,0.177595,0.206119
21.0193,0.609513,0.383177,0.500901,0.483108,0.832322,0.177362,0.205890
21.0291,0.608589,0.382789,0.502629,0.483139,0.832394,0.177156,0.205699
21.0391,0.607563,0.382384,0.504419,0.483162,0.832510,0.176868,0.205426
21.0491,0.606506,0.381962,0.506292,0.483188,0.832581,0.176671,0.205245
21.0591,0.605386,0.381538,0.508279,0.483197,0.832647,0.176551,0.205061
21.0691,0.604338,0.381093,0.510113,0.483228,0.832695,0.176389,0.204931
21.0793,0.603282,0.380691,0.511892,0.483240,0.832748,0.176272,0.204786
21.0893,0.602260,0.380267,0.513680,0.483260,0.832758,0.176229,0.204736
21.0991,0.601265,0.379882,0.515344,0.483255,0.832804,0.176159,0.204624
21.1093,0.600299,0.379518,0.516925,0.483256,0.832842,0.176084,0.204528
21.1195,0.599306,0.379103,0.518578,0.483282,0.832857,0.176023,0.204459
21.1291,0.598327,0.378706,0.520181,0.483286,0.832886,0.175966,0.204379
21.1393,0.597322,0.378302,0.521774,0.483290,0.832926,0.175874,0.204287
21.1493,0.596331,0.377898,0.523376,0.483296,0.832930,0.175874,0.204257
21.1594,0.595274,0.377495,0.525057,0.483284,0.832946,0.175862,0.204233
21.1695,0.594283,0.377091,0.526595,0.483303,0.832962,0.175821,0.204156
21.1792,0.593294,0.376706,0.528111,0.483287,0.832990,0.175783,0.204114
21.1895,0.592325,0.376300,0.529647,0.483294,0.832976,0.175802,0.204134
21.1991,0.591351,0.375933,0.531082,0.483283,0.833019,0.175734,0.204045
21.2093,0.590445,0.375558,0.532403,0.483307,0.833049,0.175627,0.203958
21.2193,0.589464,0.375189,0.533802,0.483294,0.833085,0.175582,0.203880
21.2295,0.588484,0.374807,0.535215,0.483293,0.833110,0.175530,0.203825
21.2393,0.587497,0.374408,0.536601,0.483287,0.833156,0.175426,0.203739
21.2493,0.586539,0.374029,0.537986,0.483298,0.833153,0.175417,0.203736
21.2592,0.585626,0.373667,0.539336,0.483275,0.833149,0.175479,0.203752
21.2693,0.584827,0.373360,0.540473,0.483270,0.833142,0.175497,0.203780
21.2796,0.584085,0.373098,0.541558,0.483238,0.833133,0.175581,0.203817
21.2892,0.583420,0.372846,0.542482,0.483220,0.833139,0.175599,0.203818
21.2991,0.582778,0.372621,0.543347,0.483209,0.833162,0.175571,0.203776
21.3094,0.582148,0.372428,0.544168,0.483184,0.833198,0.175535,0.203720
21.3190,0.581372,0.372273,0.545109,0.483097,0.833273,0.175478,0.203669
21.3293,0.580509,0.372151,0.546117,0.482972,0.833385,0.175436,0.203543
21.3391,0.579501,0.372078,0.547225,0.482779,0.833542,0.175370,0.203417
21.3492,0.578375,0.372062,0.548491,0.482535,0.833699,0.175371,0.203348
21.3593,0.577062,0.372197,0.549763,0.482132,0.833998,0.175301,0.203139
21.3694,0.575694,0.372439,0.551007,0.481657,0.834363,0.175194,0.202862
21.3794,0.574235,0.372813,0.552241,0.481098,0.834780,0.175077,0.202571
21.3893,0.572659,0.373349,0.553501,0.480416,0.835273,0.174959,0.202259
21.3992,0.570853,0.374143,0.554651,0.479527,0.835986,0.174653,0.201688
21.4095,0.569046,0.374957,0.555752,0.478665,0.836702,0.174321,0.201050
21.4195,0.567108,0.375841,0.556901,0.477703,0.837473,0.173938,0.200461
21.4291,0.565188,0.376738,0.558021,0.476732,0.838249,0.173584,0.199833
21.4392,0.563178,0.377660,0.559216,0.475693,0.839046,0.173263,0.199242
21.4492,0.561270,0.378489,0.560389,0.474710,0.839784,0.173001,0.198706
21.4592,0.559391,0.379236,0.561579,0.473786,0.840475,0.172697,0.198252
21.4696,0.557676,0.379911,0.562650,0.472917,0.841129,0.172448,0.197769
21.4794,0.556081,0.380470,0.563677,0.472157,0.841690,0.172223,0.197394
21.4890,0.554596,0.380902,0.564703,0.471516,0.842160,0.172051,0.197071
21.4993,0.553216,0.381252,0.565648,0.470912,0.842622,0.171808,0.196754
21.5094,0.551996,0.381464,0.566523,0.470467,0.842978,0.171612,0.196466
21.5193,0.550855,0.381613,0.567381,0.470050,0.843298,0.171411,0.196265
21.5294,0.549901,0.381682,0.568151,0.469735,0.843532,0.171301,0.196109
21.5394,0.549075,0.381657,0.568870,0.469517,0.843699,0.171192,0.196008
21.5495,0.548323,0.381617,0.569558,0.469328,0.843826,0.171137,0.195964
21.5591,0.547611,0.381541,0.570194,0.469170,0.843958,0.171009,0.195884
21.5694,0.546977,0.381455,0.570744,0.469043,0.844085,0.170855,0.195773
21.5793,0.546365,0.381316,0.571316,0.468965,0.844181,0.170679,0.195700
21.5892,0.545685,0.381131,0.572014,0.468878,0.844260,0.170564,0.195668
21.5992,0.544940,0.380911,0.572742,0.468817,0.844365,0.170354,0.195545
21.6092,0.544172,0.380673,0.573507,0.468754,0.844467,0.170161,0.195421
21.6192,0.543287,0.380316,0.574486,0.468742,0.844523,0.169970,0.195376
21.6292,0.542342,0.379957,0.575579,0.468695,0.844575,0.169879,0.195345
21.6392,0.541316,0.379572,0.576687,0.468645,0.844658,0.169709,0.195251
21.6493,0.540282,0.379155,0.577879,0.468609,0.844700,0.169607,0.195246
21.6590,0.539166,0.378754,0.579161,0.468533,0.844753,0.169550,0.195249
21.6693,0.538102,0.378368,0.580376,0.468448,0.844808,0.169507,0.195253
21.6790,0.537027,0.378002,0.581605,0.468338,0.844868,0.169499,0.195261
21.6891,0.536011,0.377663,0.582772,0.468239,0.844914,0.169496,0.195303
21.6991,0.535033,0.377333,0.583861,0.468140,0.844977,0.169473,0.195290
21.7089,0.534113,0.377019,0.584892,0.468073,0.845012,0.169471,0.195301
21.7192,0.533206,0.376741,0.585893,0.467981,0.845067,0.169465,0.195286
21.7292,0.532372,0.376446,0.586813,0.467929,0.845113,0.169424,0.195247
21.7392,0.531530,0.376182,0.587705,0.467869,0.845169,0.169385,0.195184
21.7491,0.530740,0.375896,0.588612,0.467837,0.845181,0.169406,0.195188
21.7592,0.529927,0.375593,0.589490,0.467794,0.845222,0.169366,0.195152
21.7693,0.529146,0.375339,0.590262,0.467738,0.845294,0.169273,0.195054
21.7791,0.528371,0.375078,0.591071,0.467695,0.845339,0.169244,0.194987
21.7893,0.527451,0.374979,0.591893,0.467514,0.845455,0.169247,0.194914
21.7989,0.526312,0.375076,0.592773,0.467119,0.845705,0.169260,0.194767
21.8089,0.525095,0.375315,0.593601,0.466647,0.846013,0.169248,0.194571
21.8190,0.523611,0.375835,0.594544,0.465908,0.846435,0.169333,0.194431
21.8289,0.521925,0.376645,0.595502,0.464944,0.846981,0.169532,0.194188
21.8390,0.520024,0.377738,0.596451,0.463716,0.847666,0.169760,0.193938
21.8490,0.518047,0.379050,0.597329,0.462357,0.848429,0.170020,0.193617
21.8593,0.515927,0.380638,0.598155,0.460804,0.849292,0.170273,0.193311
21.8690,0.513811,0.382402,0.598840,0.459107,0.850256,0.170571,0.192848
21.8790,0.511689,0.384307,0.599375,0.457347,0.851275,0.170741,0.192383
21.8889,0.509686,0.386243,0.599755,0.455581,0.852316,0.170905,0.191821
21.8990,0.507727,0.388148,0.600096,0.453862,0.853332,0.170985,0.191304
21.9094,0.505981,0.389929,0.600333,0.452277,0.854279,0.171075,0.190754
21.9190,0.504314,0.391553,0.600598,0.450795,0.855162,0.171091,0.190287
21.9292,0.502822,0.392995,0.600808,0.449492,0.855958,0.171098,0.189787
21.9394,0.501440,0.394211,0.601096,0.448362,0.856643,0.171074,0.189385
21.9494,0.500170,0.395232,0.601430,0.447371,0.857245,0.171060,0.189019
21.9594,0.498890,0.396071,0.601901,0.446480,0.857775,0.171056,0.188724
21.9692,0.497721,0.396727,0.602399,0.445757,0.858213,0.171075,0.188425
21.9791,0.496600,0.397174,0.602991,0.445166,0.858567,0.171061,0.188223
21.9894,0.495545,0.397419,0.603731,0.444715,0.858800,0.171173,0.188125
21.9994,0.494522,0.397460,0.604520,0.444412,0.858963,0.171225,0.188049
22.0092,0.493577,0.397392,0.605346,0.444173,0.859079,0.171302,0.188013
22.0193,0.492561,0.397213,0.606319,0.443979,0.859134,0.171472,0.188068
22.0293,0.491582,0.397017,0.607294,0.443847,0.859142,0.171687,0.188143
22.0392,0.490550,0.396838,0.608230,0.443690,0.859189,0.171841,0.188161
22.0494,0.489538,0.396670,0.609188,0.443532,0.859209,0.172073,0.188230
22.0592,0.488471,0.396661,0.610021,0.443272,0.859300,0.172283,0.188233
22.0691,0.487414,0.396737,0.610799,0.442954,0.859417,0.172523,0.188230
22.0792,0.486335,0.396914,0.611548,0.442560,0.859565,0.172795,0.188232
22.0892,0.485259,0.397264,0.612160,0.442054,0.859783,0.173035,0.188205
22.0992,0.484114,0.397783,0.612694,0.441414,0.860084,0.173269,0.188114
22.1092,0.483041,0.398377,0.613091,0.440760,0.860408,0.173478,0.187972
22.1192,0.481862,0.399131,0.613491,0.439959,0.860804,0.173696,0.187835
22.1293,0.480687,0.399970,0.613775,0.439103,0.861257,0.173872,0.187601
22.1391,0.479514,0.400834,0.614051,0.438217,0.861719,0.174051,0.187384
22.1495,0.478337,0.401753,0.614272,0.437302,0.862212,0.174210,0.187105
22.1593,0.477077,0.402683,0.614533,0.436359,0.862719,0.174346,0.186841
22.1695,0.475868,0.403563,0.614769,0.435442,0.863221,0.174471,0.186545
22.1793,0.474634,0.404361,0.615082,0.434607,0.863664,0.174599,0.186324
22.1891,0.473338,0.405105,0.615543,0.433746,0.864072,0.174874,0.186178
22.1992,0.471961,0.405773,0.616128,0.432906,0.864455,0.175194,0.186057
22.2095,0.470646,0.406343,0.616679,0.432159,0.864805,0.175453,0.185923
22.2191,0.469232,0.406851,0.617401,0.431404,0.865109,0.175835,0.185899
22.2294,0.467861,0.407289,0.618175,0.430695,0.865367,0.176296,0.185908
22.2392,0.466456,0.407680,0.618979,0.429980,0.865627,0.176742,0.185930
22.2493,0.465113,0.408027,0.619759,0.429315,0.865851,0.177209,0.185980
22.2591,0.463753,0.408397,0.620563,0.428627,0.866069,0.177712,0.186071
22.2694,0.462467,0.408742,0.621261,0.427981,0.866293,0.178154,0.186090
22.2794,0.461231,0.409102,0.621908,0.427323,0.866531,0.178549,0.186114
22.2893,0.459981,0.409550,0.622527,0.426600,0.866798,0.178984,0.186112
22.2992,0.458759,0.410070,0.623032,0.425850,0.867092,0.179369,0.186090
22.3093,0.457595,0.410633,0.623454,0.425077,0.867419,0.179701,0.186017
22.3193,0.456344,0.411350,0.623836,0.424185,0.867798,0.180050,0.185944
22.3294,0.455135,0.412114,0.624134,0.423316,0.868186,0.180381,0.185791
22.3393,0.453873,0.413008,0.624380,0.422325,0.868637,0.180696,0.185633
22.3492,0.452615,0.413962,0.624592,0.421327,0.869093,0.181059,0.185413
22.3592,0.451242,0.415057,0.624776,0.420161,0.869630,0.181385,0.185222
22.3694,0.449924,0.416184,0.624884,0.419024,0.870174,0.181717,0.184919
22.3792,0.448592,0.417316,0.625032,0.417870,0.870703,0.182059,0.184706
22.3895,0.447260,0.418486,0.625142,0.416673,0.871264,0.182382,0.184443
22.3993,0.445861,0.419729,0.625212,0.415427,0.871871,0.182646,0.184126
22.4094,0.444554,0.420923,0.625266,0.414239,0.872450,0.182910,0.183797
22.4190,0.443239,0.422114,0.625321,0.413058,0.873026,0.183113,0.183516
22.4293,0.441971,0.423282,0.625336,0.411915,0.873601,0.183314,0.183150
22.4394,0.440718,0.424447,0.625321,0.410765,0.874193,0.183416,0.182802
22.4496,0.439523,0.425552,0.625311,0.409708,0.874747,0.183536,0.182406
22.4591,0.438305,0.426663,0.625320,0.408610,0.875304,0.183640,0.182091
22.4694,0.437141,0.427737,0.625314,0.407571,0.875849,0.183727,0.181711
22.4791,0.435993,0.428769,0.625346,0.406560,0.876363,0.183835,0.181387
22.4893,0.434852,0.429770,0.625405,0.405575,0.876854,0.183954,0.181099
22.4995,0.433777,0.430733,0.625453,0.404606,0.877332,0.184090,0.180812
22.5094,0.432749,0.431629,0.625518,0.403718,0.877770,0.184215,0.180547
22.5194,0.431721,0.432490,0.625617,0.402817,0.878192,0.184367,0.180350
22.5295,0.430769,0.433268,0.625771,0.402017,0.878548,0.184596,0.180169
22.5394,0.429862,0.433979,0.625888,0.401264,0.878889,0.184751,0.180022
22.5494,0.429018,0.434622,0.626047,0.400539,0.879198,0.184952,0.179921
22.5595,0.428129,0.435206,0.626287,0.399841,0.879480,0.185218,0.179823
22.5695,0.427444,0.435636,0.626472,0.399302,0.879695,0.185439,0.179740
22.5793,0.426465,0.436163,0.626848,0.398598,0.879941,0.185793,0.179734
22.5896,0.425496,0.436636,0.627288,0.397925,0.880146,0.186238,0.179763
22.5991,0.424396,0.437168,0.627741,0.397175,0.880396,0.186670,0.179748
22.6092,0.423284,0.437658,0.628249,0.396445,0.880622,0.187140,0.179764
22.6191,0.422033,0.438221,0.628813,0.395616,0.880879,0.187650,0.179800
22.6291,0.420741,0.438818,0.629379,0.394730,0.881170,0.188177,0.179770
22.6393,0.419393,0.439479,0.629909,0.393803,0.881497,0.188646,0.179708
22.6494,0.418104,0.440134,0.630351,0.392914,0.881838,0.189009,0.179601
22.6592,0.416782,0.440827,0.630778,0.391957,0.882223,0.189337,0.179457
22.6694,0.415579,0.441516,0.631087,0.391089,0.882603,0.189560,0.179242
22.6791,0.414407,0.442170,0.631390,0.390241,0.882979,0.189735,0.179058
22.6891,0.413376,0.442795,0.631581,0.389468,0.883354,0.189806,0.178813
22.6990,0.412428,0.443377,0.631731,0.388761,0.883718,0.189801,0.178560
22.7091,0.411618,0.443905,0.631788,0.388130,0.884075,0.189690,0.178281
22.7194,0.410847,0.444385,0.631859,0.387544,0.884406,0.189590,0.178018
22.7292,0.410181,0.444836,0.631866,0.387020,0.884727,0.189431,0.177736
22.7392,0.409609,0.445230,0.631866,0.386573,0.885005,0.189275,0.177488
22.7494,0.409112,0.445584,0.631820,0.386188,0.885260,0.189107,0.177235
22.7594,0.408682,0.445941,0.631721,0.385824,0.885510,0.188895,0.177003
22.7693,0.408289,0.446250,0.631666,0.385491,0.885731,0.188743,0.176787
22.7792,0.407968,0.446518,0.631570,0.385214,0.885927,0.188560,0.176604
22.7892,0.407657,0.446789,0.631515,0.384927,0.886104,0.188459,0.176449
22.7991,0.407327,0.447046,0.631481,0.384672,0.886258,0.188393,0.176304
22.8093,0.407024,0.447285,0.631455,0.384399,0.886411,0.188341,0.176180
22.8192,0.406702,0.447488,0.631492,0.384171,0.886524,0.188357,0.176095
22.8295,0.406382,0.447682,0.631554,0.383912,0.886635,0.188399,0.176053
22.8391,0.406069,0.447853,0.631633,0.383675,0.886732,0.188468,0.176008
22.8494,0.405773,0.448003,0.631724,0.383457,0.886814,0.188543,0.175990
22.8593,0.405475,0.448166,0.631834,0.383238,0.886887,0.188657,0.175979
22.8696,0.405179,0.448326,0.631927,0.383013,0.886962,0.188768,0.175974
22.8795,0.404873,0.448509,0.632009,0.382771,0.887055,0.188851,0.175942
22.8893,0.404566,0.448711,0.632100,0.382512,0.887147,0.188969,0.175912
22.8992,0.404237,0.448946,0.632161,0.382235,0.887256,0.189043,0.175887
22.9092,0.403890,0.449201,0.632226,0.381937,0.887373,0.189151,0.175825
22.9193,0.403509,0.449485,0.632306,0.381590,0.887501,0.189272,0.175802
22.9291,0.403066,0.449820,0.632361,0.381195,0.887665,0.189375,0.175725
22.9391,0.402644,0.450147,0.632408,0.380817,0.887817,0.189475,0.175666
22.9492,0.402194,0.450492,0.632451,0.380404,0.887989,0.189568,0.175587
22.9590,0.401732,0.450841,0.632489,0.379978,0.888166,0.189667,0.175510
22.9696,0.401264,0.451203,0.632547,0.379555,0.888335,0.189798,0.175432
22.9791,0.400838,0.451513,0.632604,0.379175,0.888486,0.189897,0.175380
22.9892,0.400382,0.451844,0.632649,0.378761,0.888657,0.189998,0.175297
22.9993,0.399908,0.452175,0.632721,0.378351,0.888815,0.190123,0.175248
23.0093,0.399469,0.452502,0.632766,0.377968,0.888971,0.190230,0.175166
23.0193,0.398995,0.452846,0.632826,0.377554,0.889133,0.190352,0.175104
23.0293,0.398529,0.453206,0.632870,0.377123,0.889306,0.190461,0.175038
23.0393,0.398059,0.453566,0.632916,0.376691,0.889477,0.190574,0.174976
23.0493,0.397609,0.453933,0.632932,0.376275,0.889652,0.190672,0.174872
23.0594,0.397151,0.454287,0.632973,0.375853,0.889823,0.190770,0.174801
23.0693,0.396741,0.454636,0.632993,0.375453,0.889986,0.190874,0.174719
23.0792,0.396353,0.454978,0.632979,0.375075,0.890150,0.190925,0.174642
23.0892,0.395953,0.455311,0.633001,0.374683,0.890311,0.191014,0.174565
23.0992,0.395547,0.455660,0.632977,0.374299,0.890480,0.191064,0.174471
23.1093,0.395155,0.456000,0.632973,0.373916,0.890645,0.191143,0.174365
23.1191,0.394761,0.456353,0.632941,0.373526,0.890815,0.191183,0.174289
23.1291,0.394359,0.456682,0.632980,0.373163,0.890959,0.191297,0.174202
23.1391,0.393952,0.457022,0.632982,0.372766,0.891121,0.191370,0.174144
23.1489,0.393580,0.457350,0.632975,0.372389,0.891282,0.191451,0.174040
23.1593,0.393238,0.457623,0.632985,0.372063,0.891418,0.191497,0.173985
23.1694,0.392930,0.457894,0.632987,0.371769,0.891539,0.191569,0.173919
23.1792,0.392639,0.458130,0.632969,0.371480,0.891666,0.191595,0.173856
23.1895,0.392402,0.458328,0.632965,0.371270,0.891752,0.191643,0.173811
23.1994,0.392171,0.458504,0.632970,0.371066,0.891835,0.191691,0.173765
23.2094,0.391950,0.458670,0.632943,0.370859,0.891932,0.191703,0.173696
23.2192,0.391772,0.458817,0.632900,0.370683,0.892015,0.191697,0.173653
23.2294,0.391630,0.458927,0.632841,0.370563,0.892084,0.191658,0.173598
23.2391,0.391470,0.459063,0.632793,0.370421,0.892154,0.191666,0.173534
23.2493,0.391327,0.459175,0.632733,0.370287,0.892230,0.191626,0.173471
23.2593,0.391190,0.459304,0.632666,0.370148,0.892302,0.191606,0.173421
23.2694,0.391030,0.459424,0.632618,0.369998,0.892379,0.191587,0.173367
23.2791,0.390856,0.459565,0.632586,0.369818,0.892463,0.191599,0.173305
23.2895,0.390651,0.459734,0.632535,0.369632,0.892553,0.191588,0.173249
23.2994,0.390394,0.459952,0.632477,0.369392,0.892669,0.191586,0.173163
23.3094,0.390079,0.460213,0.632411,0.369088,0.892814,0.191576,0.173076
23.3194,0.389667,0.460542,0.632385,0.368730,0.892970,0.191634,0.172972
23.3295,0.389209,0.460932,0.632299,0.368275,0.893182,0.191651,0.172831
23.3394,0.388702,0.461365,0.632207,0.367782,0.893414,0.191652,0.172679
23.3493,0.388153,0.461826,0.632097,0.367275,0.893662,0.191636,0.172492
23.3594,0.387497,0.462400,0.631953,0.366609,0.893978,0.191620,0.172286
23.3694,0.386823,0.462988,0.631789,0.365960,0.894297,0.191591,0.172044
23.3794,0.386110,0.463577,0.631644,0.365276,0.894622,0.191572,0.171829
23.3893,0.385364,0.464207,0.631481,0.364556,0.894963,0.191571,0.171585
23.3992,0.384568,0.464882,0.631256,0.363799,0.895343,0.191502,0.171283
23.4093,0.383796,0.465509,0.631013,0.363072,0.895709,0.191423,0.171000
23.4191,0.382972,0.466140,0.630780,0.362317,0.896079,0.191363,0.170730
23.4292,0.382147,0.466752,0.630473,0.361580,0.896469,0.191225,0.170403
23.4394,0.381331,0.467337,0.630119,0.360895,0.896848,0.191044,0.170062
23.4492,0.380539,0.467891,0.629704,0.360238,0.897230,0.190814,0.169698
23.4590,0.379768,0.468397,0.629267,0.359613,0.897597,0.190566,0.169361
23.4691,0.379005,0.468889,0.628797,0.359012,0.897971,0.190295,0.168959
23.4790,0.378286,0.469322,0.628346,0.358475,0.898306,0.190017,0.168628
23.4894,0.377570,0.469742,0.627850,0.357926,0.898661,0.189715,0.168245
23.4992,0.376797,0.470162,0.627415,0.357377,0.898994,0.189473,0.167905
23.5092,0.376046,0.470525,0.626998,0.356832,0.899328,0.189207,0.167573
23.5193,0.375220,0.470937,0.626594,0.356234,0.899671,0.188969,0.167272
23.5290,0.374388,0.471349,0.626209,0.355628,0.900019,0.188767,0.166920
23.5391,0.373542,0.471717,0.625928,0.355042,0.900326,0.188638,0.166655
23.5491,0.372652,0.472130,0.625679,0.354388,0.900653,0.188538,0.166394
23.5591,0.371691,0.472618,0.625386,0.353671,0.901018,0.188415,0.166085
23.5689,0.370718,0.473109,0.625154,0.352935,0.901373,0.188347,0.165798
23.5794,0.369771,0.473622,0.624938,0.352209,0.901713,0.188279,0.165570
23.5893,0.368761,0.474180,0.624763,0.351397,0.902074,0.188266,0.165342
23.5990,0.367691,0.474786,0.624569,0.350534,0.902467,0.188233,0.165066
23.6091,0.366666,0.475362,0.624432,0.349715,0.902823,0.188234,0.164860
23.6194,0.365620,0.475942,0.624329,0.348861,0.903179,0.188275,0.164672
23.6291,0.364612,0.476521,0.624212,0.348034,0.903532,0.188305,0.164449
23.6391,0.363621,0.477099,0.624106,0.347227,0.903871,0.188344,0.164248
23.6491,0.362655,0.477640,0.624056,0.346442,0.904184,0.188432,0.164083
23.6593,0.361692,0.478208,0.623937,0.345634,0.904526,0.188443,0.163889
23.6691,0.360798,0.478774,0.623827,0.344875,0.904846,0.188490,0.163664
23.6795,0.359908,0.479287,0.623758,0.344149,0.905139,0.188527,0.163532
23.6894,0.359049,0.479761,0.623689,0.343447,0.905429,0.188577,0.163345
23.6990,0.358177,0.480208,0.623621,0.342759,0.905709,0.188618,0.163189
23.7096,0.357354,0.480596,0.623578,0.342118,0.905967,0.188688,0.163020
23.7195,0.356492,0.480951,0.623495,0.341530,0.906219,0.188680,0.162863
23.7292,0.355659,0.481235,0.623488,0.341006,0.906428,0.188770,0.162693
23.7388,0.354852,0.481453,0.623504,0.340565,0.906600,0.188838,0.162579
23.7492,0.354074,0.481626,0.623492,0.340198,0.906754,0.188895,0.162423
23.7594,0.353329,0.481715,0.623544,0.340029,0.906818,0.188999,0.162299
23.7691,0.352613,0.481759,0.623600,0.339984,0.906839,0.189128,0.162121
23.7792,0.351973,0.481766,0.623628,0.340078,0.906810,0.189218,0.161983
23.7895,0.351375,0.481737,0.623635,0.340367,0.906713,0.189329,0.161793
23.7994,0.350761,0.481705,0.623561,0.340806,0.906589,0.189374,0.161509
23.8095,0.350218,0.481651,0.623423,0.341361,0.906431,0.189383,0.161211
23.8192,0.349649,0.481639,0.623225,0.341941,0.906276,0.189361,0.160884
23.8292,0.349073,0.481720,0.622879,0.342471,0.906177,0.189234,0.160459
23.8394,0.348424,0.481876,0.622444,0.342923,0.906127,0.189048,0.159996
23.8493,0.347750,0.482134,0.621926,0.343239,0.906146,0.188809,0.159495
23.8593,0.346928,0.482512,0.621384,0.343339,0.906251,0.188561,0.158975
