t_rel_s,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,eff1,eff2,eff3,eff4,eff5,eff6
26.3290,-1.984089,-1.456307,1.477483,-1.856001,-1.774971,3.084434,0.060903,0.200393,0.055626,-0.013565,0.005708,0.000000,0.6349,-0.7252,-1.1362,-0.5576,0.0984,0.0729
26.3391,-1.983553,-1.454140,1.478015,-1.856189,-1.774935,3.084434,0.052357,0.207599,0.051968,-0.018737,0.005170,0.000000,0.7054,-1.1832,-1.2600,-0.5238,0.1060,0.0808
26.3490,-1.983097,-1.451972,1.478563,-1.856310,-1.774884,3.084434,0.046901,0.234217,0.060850,-0.009543,0.007765,0.000000,0.7832,-0.4529,-0.9513,-0.5331,0.1461,0.0587
26.3590,-1.982627,-1.449547,1.479148,-1.856450,-1.774788,3.084412,0.044309,0.225465,0.058169,-0.019838,0.008388,0.000000,0.8776,-1.5529,-1.4417,-0.5528,0.1418,0.0832
26.3689,-1.982226,-1.447243,1.479739,-1.856581,-1.774691,3.084431,0.040922,0.227329,0.056233,-0.014393,0.010863,0.000000,0.9920,-1.8998,-1.5271,-0.6040,0.1340,0.0690
26.3789,-1.981815,-1.444954,1.480326,-1.856796,-1.774631,3.084434,0.040501,0.216769,0.053042,-0.019071,0.011515,0.000000,1.2168,-2.4600,-1.5643,-0.5991,0.1185,0.0664
26.3891,-1.981385,-1.442871,1.480840,-1.856913,-1.774547,3.084446,0.047383,0.209517,0.053865,-0.015029,0.013351,0.000000,1.0737,-1.7717,-1.3284,-0.5737,0.1494,0.0832
26.3989,-1.980920,-1.440862,1.481358,-1.857156,-1.774380,3.084419,0.048298,0.188532,0.047471,-0.021045,0.011191,0.000000,0.9569,-2.6037,-1.7498,-0.5902,0.1184,0.0793
26.4090,-1.980460,-1.439056,1.481842,-1.857265,-1.774286,3.084446,0.049440,0.186338,0.046783,-0.011565,0.011731,0.000000,0.9417,-2.0994,-1.6402,-0.5697,0.1123,0.0639
26.4190,-1.980000,-1.437337,1.482227,-1.857476,-1.774207,3.084404,0.049857,0.173568,0.039408,-0.015873,0.010297,0.000000,0.8229,-2.4197,-1.6581,-0.5853,0.1170,0.0677
26.4291,-1.979513,-1.435679,1.482587,-1.857605,-1.774056,3.084443,0.047564,0.169321,0.035361,-0.011716,0.010878,0.000000,0.9218,-1.7244,-1.4471,-0.5285,0.1160,0.0728
26.4391,-1.979049,-1.434079,1.482871,-1.857757,-1.773980,3.084415,0.045808,0.162666,0.027854,-0.013986,0.009469,0.000000,0.7380,-1.8339,-1.5190,-0.5251,0.1182,0.0678
26.4489,-1.978606,-1.432493,1.483136,-1.857872,-1.773907,3.084400,0.041152,0.173772,0.026125,-0.006999,0.011586,0.000000,0.7194,-1.2945,-1.5195,-0.5036,0.1220,0.0574
26.4590,-1.978198,-1.430753,1.483331,-1.857961,-1.773792,3.084431,0.038092,0.170634,0.016293,-0.010818,0.012384,0.000000,0.7686,-1.9080,-1.7220,-0.5391,0.1123,0.0573
26.4691,-1.977826,-1.429046,1.483456,-1.858037,-1.773648,3.084412,0.034736,0.178115,0.011172,-0.005827,0.014273,0.000000,0.5761,-1.2835,-1.6330,-0.5319,0.1271,0.0768
26.4791,-1.977487,-1.427242,1.483519,-1.858105,-1.773535,3.084431,0.031645,0.188818,0.002282,-0.006667,0.015516,0.000000,0.5746,-1.2379,-1.6938,-0.5167,0.1154,0.0536
26.4889,-1.977219,-1.425300,1.483504,-1.858180,-1.773400,3.084400,0.027589,0.199563,-0.002019,-0.006703,0.016888,0.000000,0.7140,-1.4421,-1.9250,-0.5590,0.1259,0.0703
26.4992,-1.976927,-1.423313,1.483456,-1.858304,-1.773248,3.084446,0.027798,0.193844,-0.006727,-0.014283,0.015693,0.000000,0.6951,-1.8780,-2.3911,-0.5417,0.1222,0.0535
26.5090,-1.976667,-1.421290,1.483392,-1.858420,-1.773076,3.084437,0.024005,0.218013,-0.003724,-0.009496,0.017020,0.000000,0.5861,-0.8089,-2.2866,-0.5229,0.1485,0.0688
26.5190,-1.976455,-1.419104,1.483308,-1.858580,-1.772948,3.084427,0.023686,0.217242,-0.011082,-0.020271,0.015397,0.000000,0.6278,-1.4166,-2.6915,-0.5515,0.1375,0.0692
26.5290,-1.976212,-1.416901,1.483197,-1.858771,-1.772801,3.084431,0.021498,0.223069,-0.012364,-0.021738,0.014162,0.000000,0.6839,-1.3505,-2.8023,-0.5865,0.1512,0.0702
26.5389,-1.976019,-1.414642,1.483041,-1.859055,-1.772653,3.084431,0.020849,0.220278,-0.015922,-0.031598,0.014784,0.000000,0.6482,-1.6892,-2.7974,-0.5741,0.1453,0.0598
26.5488,-1.975819,-1.412399,1.482928,-1.859355,-1.772501,3.084427,0.015912,0.237926,-0.014655,-0.032119,0.015357,0.000000,0.6605,-0.8771,-2.6155,-0.5657,0.1466,0.0599
26.5590,-1.975617,-1.410020,1.482744,-1.859743,-1.772349,3.084427,0.016417,0.229217,-0.021952,-0.047853,0.014650,0.000000,0.7601,-2.0111,-2.8916,-0.5662,0.1371,0.0716
26.5690,-1.975499,-1.407805,1.482533,-1.860213,-1.772225,3.084449,0.015602,0.220962,-0.021604,-0.049237,0.016305,0.000000,0.5991,-2.0736,-3.0795,-0.6254,0.1469,0.0510
26.5789,-1.975352,-1.405617,1.482333,-1.860758,-1.772013,3.084446,0.012976,0.218501,-0.022316,-0.057085,0.016539,0.000000,0.5431,-1.7926,-2.9909,-0.5977,0.1503,0.0625
26.5890,-1.975256,-1.403442,1.482096,-1.861361,-1.771901,3.084431,0.008466,0.233077,-0.023001,-0.065155,0.019087,0.000000,0.5482,-1.5276,-2.9445,-0.5789,0.1665,0.1116
26.5989,-1.975160,-1.401219,1.481789,-1.862121,-1.771643,3.084427,0.009335,0.214517,-0.033140,-0.079880,0.021208,0.000001,0.5978,-2.2267,-3.0204,-0.5595,0.1513,0.1666
26.6090,-1.975092,-1.399100,1.481450,-1.862955,-1.771465,3.084455,0.005504,0.223105,-0.032201,-0.080239,0.024136,0.004463,0.3369,-1.4594,-3.0103,-0.5778,0.1710,0.1975
26.6190,-1.975080,-1.396810,1.481112,-1.863827,-1.771225,3.084523,0.002951,0.218939,-0.040312,-0.093976,0.025229,0.008759,0.5684,-1.9601,-3.0237,-0.5552,0.1403,0.1760
26.6291,-1.975044,-1.394610,1.480673,-1.864797,-1.770940,3.084595,0.001684,0.226164,-0.044771,-0.099237,0.027880,0.009185,0.5237,-1.3514,-2.9321,-0.5593,0.1612,0.1672
26.6389,-1.975020,-1.392307,1.480162,-1.865834,-1.770694,3.084706,0.003138,0.222960,-0.050375,-0.107035,0.027660,0.009487,0.3874,-1.8231,-2.8186,-0.5360,0.1559,0.1489
26.6490,-1.975028,-1.390044,1.479678,-1.866873,-1.770423,3.084766,0.000724,0.234595,-0.049519,-0.108631,0.029056,0.008755,0.3768,-1.2794,-2.8147,-0.6105,0.1530,0.1543
26.6590,-1.975020,-1.387678,1.479183,-1.868057,-1.770119,3.084862,0.000359,0.227874,-0.054126,-0.121119,0.030260,0.008878,0.5846,-2.2158,-2.9011,-0.5863,0.1736,0.1627
26.6689,-1.975024,-1.385422,1.478626,-1.869244,-1.769827,3.084949,0.001510,0.225166,-0.052675,-0.120777,0.035179,0.007401,0.4041,-1.4361,-2.9773,-0.6218,0.1635,0.1702
26.6789,-1.974992,-1.383214,1.478087,-1.870532,-1.769412,3.084991,0.000664,0.225843,-0.052632,-0.130886,0.036178,0.007294,0.4220,-1.7469,-2.9389,-0.6105,0.1536,0.1710
26.6891,-1.974996,-1.381000,1.477571,-1.871867,-1.769092,3.085097,0.000504,0.224794,-0.051446,-0.136739,0.036994,0.006702,0.4990,-1.9434,-2.9347,-0.5990,0.1721,0.1732
26.6990,-1.975012,-1.378809,1.477016,-1.873263,-1.768737,3.085135,0.000398,0.215757,-0.051690,-0.141071,0.037266,0.007004,0.5979,-2.5150,-3.1089,-0.6240,0.1531,0.1515
26.7089,-1.975000,-1.376765,1.476518,-1.874725,-1.768333,3.085202,0.001117,0.217286,-0.049952,-0.149722,0.038961,0.006289,0.2699,-1.3226,-2.8863,-0.6365,0.1636,0.1567
26.7191,-1.974953,-1.374654,1.476023,-1.876335,-1.767965,3.085255,0.000250,0.209506,-0.050804,-0.163766,0.038072,0.006140,0.5591,-2.1913,-3.0394,-0.6126,0.1691,0.1468
26.7287,-1.974964,-1.372646,1.475488,-1.877979,-1.767547,3.085294,0.001317,0.206969,-0.049731,-0.172741,0.039893,0.005240,0.4550,-2.1030,-3.0571,-0.6199,0.1419,0.1559
26.7389,-1.974960,-1.370571,1.474994,-1.879777,-1.767146,3.085361,0.000867,0.196931,-0.051696,-0.174349,0.038673,0.004610,0.5068,-2.3489,-2.8165,-0.5702,0.1277,0.1469
26.7492,-1.974944,-1.368623,1.474519,-1.881473,-1.766811,3.085387,0.000720,0.211207,-0.044168,-0.181510,0.036525,0.004584,0.3225,-1.6614,-2.8097,-0.6471,0.1400,0.1729
26.7590,-1.974967,-1.366574,1.474063,-1.883403,-1.766479,3.085419,0.001696,0.194822,-0.046033,-0.192147,0.034702,0.004670,0.6227,-2.3741,-2.8639,-0.6218,0.1416,0.1367
26.7689,-1.974908,-1.364653,1.473615,-1.885349,-1.766111,3.085474,0.001696,0.185805,-0.041675,-0.193505,0.032025,0.003546,0.5185,-2.2621,-2.9444,-0.6032,0.1320,0.1482
26.7790,-1.974912,-1.362745,1.473208,-1.887246,-1.765788,3.085495,0.001785,0.176997,-0.038000,-0.188408,0.028234,0.003737,0.6890,-2.7944,-3.1424,-0.6381,0.1367,0.1633
26.7889,-1.974884,-1.361012,1.472849,-1.889136,-1.765580,3.085523,0.004986,0.162028,-0.037344,-0.197464,0.027129,0.003111,0.8599,-2.2795,-3.0500,-0.6431,0.1539,0.1628
26.7988,-1.974844,-1.359386,1.472521,-1.891104,-1.765288,3.085582,0.009785,0.145552,-0.035918,-0.197808,0.024628,0.003236,0.8152,-2.8593,-3.1453,-0.6216,0.1188,0.1691
26.8090,-1.974757,-1.357992,1.472176,-1.892992,-1.765076,3.085594,0.010351,0.140819,-0.031077,-0.192404,0.022275,0.002620,0.7864,-2.2682,-2.9796,-0.6068,0.1389,0.1393
26.8190,-1.974590,-1.356622,1.471838,-1.894931,-1.764860,3.085629,0.013017,0.131102,-0.030793,-0.190924,0.020293,0.001027,0.8454,-2.5333,-2.9483,-0.5774,0.1352,0.1293
26.8289,-1.974453,-1.355404,1.471581,-1.896814,-1.764695,3.085621,0.015739,0.129512,-0.027886,-0.187887,0.020707,0.000387,0.5168,-2.0137,-2.9014,-0.5919,0.1687,0.0951
26.8388,-1.974294,-1.354175,1.471242,-1.898675,-1.764492,3.085609,0.014062,0.126612,-0.027847,-0.184516,0.020931,0.000189,0.6396,-2.1605,-2.8728,-0.5151,0.1435,0.0372
26.8490,-1.974138,-1.352938,1.470970,-1.900459,-1.764297,3.085618,0.013363,0.134453,-0.023514,-0.175225,0.020674,-0.001731,0.5451,-1.3358,-2.6485,-0.5034,0.1585,-0.0197
26.8587,-1.974017,-1.351600,1.470746,-1.902218,-1.764105,3.085582,0.013164,0.133121,-0.023967,-0.171763,0.020346,-0.003502,0.5985,-1.9025,-2.7742,-0.5036,0.1386,-0.0333
26.8688,-1.973889,-1.350255,1.470527,-1.903826,-1.763870,3.085546,0.012805,0.141104,-0.020172,-0.157715,0.019179,-0.006014,0.4924,-1.5323,-2.6819,-0.5678,0.1516,-0.0656
26.8790,-1.973769,-1.348810,1.470347,-1.905414,-1.763685,3.085516,0.009184,0.155466,-0.016676,-0.156482,0.019418,-0.006520,0.4620,-1.4928,-2.6788,-0.5293,0.1307,-0.0724
26.8891,-1.973709,-1.347296,1.470168,-1.907002,-1.763533,3.085446,0.007303,0.165994,-0.012537,-0.155777,0.017328,-0.005304,0.4860,-1.3503,-2.7494,-0.5553,0.1551,-0.0475
26.8990,-1.973673,-1.345624,1.470051,-1.908538,-1.763342,3.085417,0.006472,0.165418,-0.014303,-0.154528,0.016420,-0.003511,0.5373,-1.7581,-2.8902,-0.5667,0.1111,-0.0703
26.9089,-1.973562,-1.343952,1.469896,-1.910041,-1.763244,3.085402,0.005928,0.197807,-0.008058,-0.152651,0.015761,-0.001309,0.4886,-0.6472,-2.6113,-0.5974,0.1228,-0.0505
26.9190,-1.973537,-1.342015,1.469799,-1.911715,-1.763136,3.085387,0.009848,0.205082,-0.012505,-0.166595,0.012655,-0.000740,0.7481,-1.3939,-2.7481,-0.5644,0.1307,-0.0448
26.9291,-1.973367,-1.339988,1.469675,-1.913371,-1.762990,3.085433,0.013315,0.217271,-0.011818,-0.166832,0.011400,-0.000466,0.7493,-1.2186,-2.7575,-0.5424,0.1467,-0.0133
26.9390,-1.973230,-1.337737,1.469500,-1.915090,-1.762854,3.085417,0.018053,0.223069,-0.015764,-0.168887,0.010418,-0.000118,0.8872,-1.4737,-2.8726,-0.5531,0.1183,0.0023
26.9489,-1.972991,-1.335382,1.469329,-1.916777,-1.762814,3.085399,0.033618,0.252512,-0.015259,-0.177315,0.009084,-0.000088,1.0551,-0.8231,-2.7623,-0.6134,0.1489,-0.0057
26.9588,-1.972600,-1.332783,1.469156,-1.918618,-1.762754,3.085421,0.045017,0.248582,-0.025736,-0.194932,0.006009,-0.000071,1.0334,-2.0507,-3.0943,-0.5381,0.1361,-0.0227
26.9690,-1.972153,-1.330192,1.468886,-1.920525,-1.762682,3.085380,0.056284,0.249381,-0.028144,-0.193484,0.004743,-0.000087,1.3596,-2.1648,-3.1608,-0.5791,0.1389,-0.0548
26.9791,-1.971533,-1.327597,1.468551,-1.922472,-1.762674,3.085387,0.073894,0.247752,-0.033848,-0.194502,0.004713,-0.000201,2.2206,-2.4811,-3.3330,-0.6830,0.1758,-0.0805
26.9891,-1.970584,-1.325080,1.468274,-1.924411,-1.762649,3.085382,0.128231,0.247824,-0.043848,-0.212711,0.008533,-0.001478,2.1847,-2.0448,-3.3499,-0.7004,0.1999,-0.0514
26.9991,-1.969227,-1.322559,1.467725,-1.926681,-1.762582,3.085366,0.144833,0.235793,-0.056560,-0.233282,0.002264,-0.001012,1.7065,-3.0353,-3.4956,-0.5955,0.1508,-0.0714
27.0093,-1.967605,-1.320283,1.467130,-1.928929,-1.762513,3.085351,0.195617,0.233908,-0.061177,-0.229167,0.009163,-0.000744,3.0957,-2.3443,-3.4496,-0.6975,0.2104,-0.0686
27.0190,-1.965469,-1.318002,1.466474,-1.931367,-1.762542,3.085351,0.225943,0.226024,-0.071525,-0.242914,0.003106,-0.000646,2.7372,-2.6813,-3.4380,-0.6216,0.2296,-0.0742
27.0291,-1.962830,-1.315818,1.465608,-1.933827,-1.762418,3.085388,0.295452,0.222595,-0.084157,-0.253900,0.016401,-0.001649,3.1864,-1.9760,-3.1880,-0.6154,0.2098,-0.0771
27.0393,-1.959748,-1.313618,1.464722,-1.936336,-1.762315,3.085339,0.316068,0.222559,-0.093434,-0.248927,0.009144,-0.002105,2.1707,-2.1453,-3.0499,-0.5822,0.1908,-0.0755
27.0489,-1.956414,-1.311477,1.463763,-1.938834,-1.762213,3.085288,0.356311,0.233210,-0.100516,-0.247668,0.010829,-0.001915,2.5709,-1.5196,-3.2387,-0.6423,0.1838,-0.0825
27.0590,-1.952781,-1.309214,1.462641,-1.941421,-1.762214,3.085306,0.363015,0.231823,-0.113924,-0.254104,0.003077,-0.001303,1.4608,-2.1153,-3.2446,-0.5089,0.1430,-0.0725
27.0691,-1.949122,-1.306898,1.461459,-1.943824,-1.762050,3.085321,0.372899,0.237251,-0.125478,-0.235491,0.006859,-0.000696,2.1996,-1.6262,-3.1015,-0.6074,0.0991,-0.0513
27.0789,-1.945426,-1.304470,1.460165,-1.946081,-1.762062,3.085321,0.358798,0.251187,-0.131350,-0.223545,0.000755,-0.000448,1.1127,-1.5679,-3.2516,-0.5619,0.0811,-0.0181
27.0890,-1.941919,-1.301972,1.458851,-1.948269,-1.762037,3.085318,0.346465,0.257198,-0.137875,-0.214106,0.000118,-0.000110,0.5364,-1.6805,-3.2698,-0.5537,0.0455,0.0123
27.0989,-1.938566,-1.299331,1.457385,-1.950379,-1.761998,3.085318,0.317818,0.253085,-0.147463,-0.200792,0.000000,-0.000000,-0.2411,-2.4569,-3.0997,-0.5280,-0.0169,0.0524
27.1089,-1.935561,-1.296743,1.455944,-1.952191,-1.761947,3.085318,0.279333,0.276051,-0.157420,-0.180812,0.000000,0.001545,0.7684,-1.2033,-3.5167,-0.6128,-0.0180,0.1058
27.1188,-1.932795,-1.293942,1.454279,-1.953989,-1.761970,3.085364,0.248095,0.277477,-0.176290,-0.182044,0.000000,0.003001,0.0294,-2.0766,-3.7100,-0.5890,-0.0695,0.1014
27.1287,-1.930426,-1.291151,1.452414,-1.955711,-1.761933,3.085354,0.218171,0.283171,-0.195059,-0.168528,-0.000772,0.003625,-0.2114,-1.8235,-3.5353,-0.5863,-0.0728,0.1183
27.1389,-1.928416,-1.288319,1.450404,-1.957292,-1.761949,3.085393,0.183807,0.276498,-0.205397,-0.154216,-0.000487,0.004271,-0.3619,-2.6152,-3.4141,-0.5664,-0.1371,0.1016
27.1488,-1.926793,-1.285651,1.448339,-1.958755,-1.761938,3.085426,0.147718,0.262610,-0.214559,-0.137944,-0.002568,0.004705,0.1517,-2.0137,-3.2447,-0.5627,-0.1226,0.1154
27.1589,-1.925437,-1.283057,1.446215,-1.960037,-1.761957,3.085450,0.117551,0.240995,-0.205792,-0.121862,-0.001003,0.004458,-0.1145,-2.7319,-3.1257,-0.5515,-0.1512,0.1356
27.1688,-1.924424,-1.280794,1.444228,-1.961101,-1.761946,3.085501,0.090292,0.215765,-0.191801,-0.105340,-0.001380,0.004279,0.0549,-3.1485,-3.0538,-0.4869,-0.1498,0.1277
27.1789,-1.923684,-1.278815,1.442442,-1.962051,-1.761978,3.085495,0.073610,0.190985,-0.179592,-0.085698,-0.002023,0.003844,0.4056,-2.9864,-3.2439,-0.5519,-0.1024,0.1331
27.1889,-1.923023,-1.277012,1.440673,-1.962795,-1.761990,3.085549,0.068658,0.178730,-0.177260,-0.074060,-0.000514,0.003586,0.5855,-2.7147,-3.3415,-0.6217,-0.0365,0.1350
27.1991,-1.922399,-1.275292,1.438884,-1.963557,-1.761990,3.085567,0.058792,0.161383,-0.173024,-0.071846,-0.000033,0.003436,0.5481,-2.9336,-3.0987,-0.5502,0.0306,0.1443
27.2091,-1.921875,-1.273840,1.437196,-1.964209,-1.761974,3.085621,0.060706,0.156515,-0.177101,-0.070220,0.003761,0.002632,0.8801,-2.2329,-3.5385,-0.5710,0.0912,0.1464
27.2191,-1.921354,-1.272301,1.435336,-1.964907,-1.761971,3.085629,0.057929,0.149697,-0.188100,-0.073403,0.003047,0.003315,1.1261,-2.2791,-3.6802,-0.5858,0.1539,0.1623
27.2289,-1.920738,-1.270773,1.433381,-1.965726,-1.761926,3.085669,0.067037,0.157474,-0.206545,-0.084292,0.009578,0.002567,1.2795,-1.9744,-3.7036,-0.5987,0.1723,0.1468
27.2390,-1.920062,-1.269099,1.431213,-1.966588,-1.761862,3.085678,0.070181,0.166814,-0.224226,-0.088413,0.011201,0.002490,1.1419,-2.3168,-3.3323,-0.5890,0.1615,0.1568
27.2492,-1.919378,-1.267375,1.428908,-1.967475,-1.761802,3.085686,0.081109,0.185134,-0.240497,-0.095607,0.014474,0.002841,1.6028,-1.6044,-3.6643,-0.5595,0.1888,0.1525
27.2590,-1.918491,-1.265425,1.426344,-1.968473,-1.761635,3.085764,0.087959,0.195015,-0.257204,-0.099756,0.014120,0.002541,1.3344,-2.1598,-3.3671,-0.5142,0.1666,0.1349
27.2690,-1.917606,-1.263381,1.423729,-1.969494,-1.761492,3.085765,0.096371,0.205667,-0.268457,-0.096298,0.014764,0.001556,1.4287,-1.7840,-3.3513,-0.5598,0.1714,0.1452
27.2788,-1.916642,-1.261279,1.421060,-1.970438,-1.761328,3.085759,0.103566,0.229997,-0.272908,-0.093509,0.018056,0.001957,1.3837,-1.5204,-3.2758,-0.5907,0.1794,0.1442
27.2889,-1.915583,-1.258994,1.418308,-1.971456,-1.761226,3.085759,0.113116,0.244890,-0.277578,-0.100459,0.021666,0.001490,1.3515,-1.3446,-3.0423,-0.5373,0.2011,0.1497
27.2991,-1.914418,-1.256537,1.415448,-1.972545,-1.760912,3.085798,0.117280,0.249276,-0.279511,-0.102258,0.024192,0.001481,1.0639,-1.9925,-2.7417,-0.4908,0.1669,0.1340
27.3091,-1.913208,-1.253993,1.412692,-1.973501,-1.760640,3.085798,0.132452,0.280668,-0.274362,-0.099362,0.035298,0.001458,1.4871,-0.7605,-3.2706,-0.5284,0.1986,0.1678
27.3189,-1.911891,-1.251228,1.409903,-1.974555,-1.760310,3.085806,0.139568,0.285807,-0.274863,-0.110059,0.037568,0.001510,1.1334,-1.5970,-3.0981,-0.5139,0.1964,0.1378
27.3291,-1.910487,-1.248374,1.407162,-1.975669,-1.759861,3.085822,0.145103,0.295251,-0.268732,-0.107803,0.046182,0.000893,1.1303,-1.8250,-2.9707,-0.4961,0.1798,0.1414
27.3390,-1.909019,-1.245429,1.404537,-1.976731,-1.759381,3.085838,0.146021,0.292034,-0.260237,-0.103446,0.047775,0.000783,1.0394,-2.2153,-2.9077,-0.5255,0.1708,0.1437
27.3490,-1.907514,-1.242499,1.402024,-1.977734,-1.758878,3.085849,0.161627,0.298404,-0.253958,-0.106818,0.058206,0.000724,1.3150,-1.6172,-3.1846,-0.6134,0.2314,0.1547
27.3589,-1.905895,-1.239450,1.399503,-1.978931,-1.758193,3.085839,0.157670,0.285917,-0.247049,-0.117479,0.061827,0.000683,0.9305,-2.6133,-3.0392,-0.4987,0.1776,0.1701
27.3691,-1.904283,-1.236572,1.397149,-1.980017,-1.757567,3.085843,0.156874,0.271842,-0.231565,-0.109200,0.064279,0.000669,0.8707,-2.9177,-2.9415,-0.5957,0.1569,0.1563
27.3789,-1.902738,-1.233838,1.394943,-1.981119,-1.756905,3.085882,0.149996,0.254376,-0.214830,-0.109947,0.063030,0.000629,0.7785,-2.7749,-3.1390,-0.5700,0.1712,0.1351
27.3890,-1.901242,-1.231373,1.392912,-1.982202,-1.756257,3.085873,0.151350,0.247610,-0.208299,-0.109829,0.064891,0.000595,0.9064,-2.5651,-3.3629,-0.5889,0.1763,0.1467
27.3990,-1.899748,-1.228923,1.390863,-1.983266,-1.755630,3.085866,0.138144,0.225585,-0.202502,-0.104814,0.058219,0.000659,0.6892,-3.2228,-3.0327,-0.5380,0.1384,0.1380
27.4091,-1.898346,-1.226812,1.388924,-1.984212,-1.754967,3.085863,0.129959,0.214215,-0.189157,-0.094750,0.055985,0.000814,0.5758,-2.7917,-3.0684,-0.5985,0.1210,0.1325
27.4191,-1.897147,-1.224768,1.387082,-1.985174,-1.754467,3.085860,0.117414,0.197875,-0.178505,-0.093506,0.048598,0.000671,0.2644,-3.0709,-3.0201,-0.5644,0.1113,0.1276
27.4291,-1.896044,-1.222942,1.385348,-1.986101,-1.754023,3.085906,0.101062,0.183891,-0.169794,-0.089738,0.043259,0.000567,0.6775,-2.4437,-2.9759,-0.5385,0.1321,0.1314
27.4391,-1.895063,-1.221187,1.383717,-1.987019,-1.753596,3.085925,0.086725,0.180582,-0.156601,-0.085124,0.037835,0.000447,0.4612,-2.3541,-2.8031,-0.5103,0.1111,0.1350
27.4490,-1.894247,-1.219443,1.382187,-1.987833,-1.753267,3.085921,0.073053,0.195990,-0.150408,-0.081318,0.034204,0.000378,0.5481,-1.3023,-3.0956,-0.5167,0.1242,0.1325
27.4590,-1.893570,-1.217552,1.380609,-1.988704,-1.752999,3.085928,0.064317,0.199730,-0.156486,-0.088038,0.028078,0.000371,0.4753,-2.0417,-3.0170,-0.4925,0.0975,0.1403
27.4691,-1.892973,-1.215572,1.379057,-1.989547,-1.752743,3.085887,0.054633,0.213650,-0.157112,-0.083539,0.022764,0.000358,0.5510,-1.4443,-2.9147,-0.4961,0.1334,0.1435
27.4790,-1.892457,-1.213366,1.377428,-1.990386,-1.752512,3.085925,0.048934,0.228074,-0.157253,-0.079047,0.018748,0.000327,0.5568,-1.5078,-2.8435,-0.5254,0.1186,0.1137
27.4892,-1.892079,-1.211039,1.375866,-1.991158,-1.752411,3.085937,0.043112,0.241883,-0.158303,-0.077066,0.015688,0.000251,0.7894,-1.6272,-2.9431,-0.5168,0.1460,0.0845
27.4990,-1.891633,-1.208563,1.374241,-1.991967,-1.752236,3.085925,0.041156,0.243464,-0.160237,-0.079213,0.013251,0.000120,0.8144,-2.4315,-2.9220,-0.4872,0.1158,0.0151
27.5092,-1.891249,-1.206036,1.372686,-1.992655,-1.752147,3.085918,0.040075,0.257276,-0.159383,-0.070809,0.011001,-0.002816,0.8436,-1.4722,-3.0873,-0.5102,0.1325,-0.0132
27.5189,-1.890861,-1.203350,1.371127,-1.993378,-1.752075,3.085888,0.039366,0.253321,-0.156851,-0.072477,0.006095,-0.005900,0.8697,-2.4021,-3.2830,-0.5134,0.1330,-0.0476
27.5292,-1.890492,-1.200831,1.369581,-1.994017,-1.752003,3.085825,0.039012,0.248523,-0.153990,-0.064531,0.004684,-0.007593,0.9032,-2.6746,-3.2558,-0.6019,0.1272,-0.0740
27.5390,-1.890148,-1.198320,1.368094,-1.994660,-1.751967,3.085727,0.037488,0.237909,-0.150179,-0.061851,0.003632,-0.008348,0.8981,-3.3133,-3.1551,-0.5750,0.1279,-0.0825
27.5491,-1.889804,-1.195995,1.366667,-1.995271,-1.751916,3.085671,0.034982,0.233846,-0.144355,-0.062884,0.004206,-0.008634,0.9429,-2.6153,-3.2099,-0.5779,0.1479,-0.0944
27.5588,-1.889440,-1.193680,1.365197,-1.995938,-1.751883,3.085587,0.033938,0.214185,-0.141321,-0.069971,0.003598,-0.009506,0.9159,-3.1872,-3.1303,-0.5071,0.1197,-0.1059
27.5691,-1.889108,-1.191694,1.363834,-1.996545,-1.751852,3.085511,0.033486,0.199174,-0.132999,-0.061083,0.004074,-0.009647,0.7150,-3.2060,-3.0131,-0.5864,0.1220,-0.1115
27.5790,-1.888768,-1.189846,1.362598,-1.997223,-1.751815,3.085489,0.030030,0.179080,-0.121662,-0.059991,0.004539,-0.008867,0.6299,-3.1968,-2.9727,-0.5626,0.1326,-0.1235
27.5891,-1.888520,-1.188151,1.361436,-1.997776,-1.751787,3.085402,0.024607,0.167297,-0.110212,-0.055787,0.002864,-0.008848,0.7202,-2.7523,-3.0273,-0.5675,0.1361,-0.0974
27.5991,-1.888276,-1.186593,1.360400,-1.998366,-1.751724,3.085339,0.022635,0.149670,-0.100880,-0.053244,0.004205,-0.008326,0.7318,-3.2224,-2.8654,-0.5809,0.1239,-0.1295
27.6090,-1.888079,-1.185241,1.359433,-1.998811,-1.751716,3.085298,0.017779,0.142498,-0.090831,-0.045568,0.003125,-0.008665,0.6966,-2.5334,-2.7555,-0.5386,0.1506,-0.1192
27.6191,-1.887923,-1.183865,1.358578,-1.999313,-1.751680,3.085231,0.015104,0.133829,-0.083063,-0.043653,0.003371,-0.006695,0.6755,-2.8278,-2.8999,-0.5267,0.1108,-0.1245
27.6290,-1.887803,-1.182559,1.357787,-1.999673,-1.751695,3.085171,0.012130,0.137350,-0.077942,-0.034907,0.002731,-0.007161,0.6622,-2.4502,-2.9023,-0.5234,0.1425,-0.1201
27.6391,-1.887667,-1.181260,1.356980,-2.000033,-1.751635,3.085135,0.009141,0.136580,-0.073113,-0.030469,0.002692,-0.006607,0.5002,-2.4374,-2.7895,-0.5082,0.1313,-0.1324
27.6492,-1.887623,-1.179895,1.356276,-2.000293,-1.751632,3.085075,0.003312,0.149904,-0.065962,-0.019986,0.002225,-0.007088,0.1976,-1.8184,-2.6712,-0.5183,0.1397,-0.1255
