t_rel_s,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,eff1,eff2,eff3,eff4,eff5,eff6
0.6788,-2.252273,-1.661794,1.059197,-1.339342,-1.509028,2.859826,-0.000050,-0.015441,0.272680,0.002082,-0.000000,-0.008887,0.3348,-2.2586,-0.7671,-0.1873,-0.0369,-0.1447
0.6888,-2.252295,-1.661942,1.061917,-1.339243,-1.509035,2.859735,0.001227,-0.017841,0.272586,0.003936,-0.000000,-0.007285,0.4606,-2.4651,-0.9983,-0.1506,-0.0344,-0.1539
0.6988,-2.252284,-1.662164,1.064625,-1.339239,-1.509078,2.859658,0.001917,-0.023450,0.259349,0.002278,-0.000000,-0.006877,0.6658,-2.7183,-1.2414,-0.2056,-0.0256,-0.1508
0.7088,-2.252217,-1.662410,1.067185,-1.339191,-1.509047,2.859602,0.005960,-0.028735,0.256805,0.007852,-0.000000,-0.006046,0.5223,-2.3694,-0.8393,-0.1965,-0.0239,-0.1664
0.7189,-2.252153,-1.662675,1.069788,-1.339198,-1.509028,2.859539,0.008580,-0.035039,0.245573,0.001931,-0.000000,-0.005526,0.6821,-2.6323,-1.0779,-0.1884,-0.0121,-0.1478
0.7290,-2.252075,-1.663037,1.072182,-1.339092,-1.509059,2.859494,0.010669,-0.039911,0.235078,0.006769,-0.000000,-0.005692,0.5763,-2.7554,-1.1304,-0.2709,-0.0240,-0.1517
0.7392,-2.251980,-1.663451,1.074468,-1.339138,-1.509032,2.859471,0.010746,-0.044676,0.221578,0.001421,-0.000000,-0.005462,0.5624,-2.8610,-1.0922,-0.2254,-0.0255,-0.1558
0.7490,-2.251857,-1.663933,1.076610,-1.339087,-1.509082,2.859418,0.012016,-0.058146,0.222081,0.004828,-0.000000,-0.004594,0.6558,-2.7439,-0.6293,-0.1456,-0.0104,-0.1492
0.7591,-2.251745,-1.664567,1.078858,-1.339048,-1.509047,2.859366,0.010832,-0.069114,0.218539,0.002058,-0.000000,-0.004182,0.5714,-2.8145,-1.1014,-0.1950,-0.0105,-0.1585
0.7692,-2.251624,-1.665240,1.080969,-1.339023,-1.509047,2.859333,0.008774,-0.076072,0.210130,0.002177,-0.000000,-0.003692,0.5687,-2.7190,-1.1644,-0.2138,-0.0166,-0.1640
0.7789,-2.251553,-1.666033,1.083000,-1.339008,-1.509051,2.859290,0.008049,-0.077198,0.206568,0.001424,-0.000000,-0.003854,0.4655,-2.2264,-0.6206,-0.1187,-0.0068,-0.1567
0.7890,-2.251488,-1.666881,1.085096,-1.339008,-1.509063,2.859258,0.006624,-0.076516,0.222476,0.002985,-0.000000,-0.003367,0.5529,-2.4215,-0.3822,-0.0957,-0.0083,-0.1739
0.7995,-2.251440,-1.667730,1.087313,-1.338979,-1.509047,2.859246,0.005748,-0.084308,0.222622,0.001638,-0.000000,-0.001607,0.4848,-2.2469,-0.7388,-0.1844,-0.0267,-0.1565
0.8091,-2.251349,-1.668580,1.089535,-1.338959,-1.509066,2.859222,0.005882,-0.079407,0.232274,0.002293,-0.000000,-0.002673,0.4383,-1.7244,-0.2530,-0.1444,-0.0311,-0.1492
0.8191,-2.251313,-1.669424,1.091863,-1.338960,-1.509032,2.859191,0.004619,-0.079543,0.238739,0.001380,-0.000000,-0.001840,0.4371,-1.7774,-0.4288,-0.1598,-0.0366,-0.1495
0.8293,-2.251327,-1.670198,1.094343,-1.338923,-1.509036,2.859178,0.003266,-0.073461,0.255518,0.003127,-0.000000,-0.001633,0.4577,-1.7745,-0.5023,-0.1614,-0.0294,-0.1507
0.8392,-2.251256,-1.670951,1.096923,-1.338923,-1.509063,2.859178,0.002756,-0.069357,0.260102,0.000819,-0.000000,-0.001983,0.3574,-1.6810,-0.5551,-0.1833,-0.0349,-0.1576
0.8490,-2.251263,-1.671617,1.099599,-1.338931,-1.509044,2.859150,0.001929,-0.058509,0.273298,0.000353,-0.000000,-0.001562,0.3515,-1.4464,-0.2761,-0.1214,-0.0660,-0.1541
0.8591,-2.251263,-1.672175,1.102360,-1.338880,-1.509044,2.859134,0.002071,-0.058430,0.273568,0.001352,-0.000000,-0.001623,0.4273,-1.7599,-0.8169,-0.2333,-0.1219,-0.1617
0.8693,-2.251212,-1.672694,1.105115,-1.338875,-1.509063,2.859129,0.002224,-0.049877,0.273557,0.000606,-0.002885,-0.001607,0.4105,-1.6669,-0.6038,-0.2053,-0.1868,-0.1595
0.8792,-2.251200,-1.673176,1.107834,-1.338883,-1.509107,2.859114,0.002012,-0.038491,0.278025,0.000387,-0.006033,-0.001585,0.4506,-1.6220,-0.6066,-0.1974,-0.1696,-0.1633
0.8888,-2.251204,-1.673558,1.110581,-1.338887,-1.509167,2.859078,0.001028,-0.032417,0.280856,0.000330,-0.006486,-0.001374,0.4521,-1.7521,-0.4724,-0.1616,-0.1452,-0.1585
0.8991,-2.251176,-1.673842,1.113356,-1.338883,-1.509216,2.859074,0.001113,-0.031638,0.273948,0.000301,-0.003608,-0.001272,0.5008,-2.0587,-1.0670,-0.2502,-0.1506,-0.1590
0.9089,-2.251168,-1.674124,1.116060,-1.338875,-1.509223,2.859062,0.002146,-0.016658,0.282942,0.000285,-0.002912,-0.001223,0.3054,-1.7223,-0.2260,-0.1705,-0.1625,-0.1392
0.9190,-2.251179,-1.674308,1.118886,-1.338864,-1.509279,2.859050,0.000741,-0.018549,0.281031,0.000448,-0.002809,-0.000991,0.5037,-2.0134,-0.5206,-0.2089,-0.1839,-0.1580
0.9290,-2.251140,-1.674452,1.121721,-1.338839,-1.509346,2.859031,0.001696,-0.015413,0.285165,0.000330,-0.003709,-0.001097,0.4437,-2.0074,-0.9327,-0.2395,-0.1798,-0.1444
0.9391,-2.251121,-1.674592,1.124531,-1.338840,-1.509351,2.859007,0.000953,-0.013444,0.278880,0.000153,-0.004599,-0.000851,0.5014,-2.0977,-0.8356,-0.2534,-0.1805,-0.1599
0.9490,-2.251143,-1.674668,1.127343,-1.338856,-1.509414,2.859026,0.001174,-0.004857,0.298994,0.000427,-0.007378,-0.000695,0.3931,-1.7329,-0.1286,-0.1126,-0.1824,-0.1417
0.9594,-2.251128,-1.674767,1.130405,-1.338856,-1.509531,2.859049,0.000753,-0.016838,0.296426,0.000452,-0.006689,-0.000693,0.5459,-2.2541,-0.8352,-0.2478,-0.1741,-0.1484
0.9689,-2.251111,-1.674957,1.133402,-1.338803,-1.509568,2.858980,0.001991,-0.016830,0.296422,0.000402,-0.005260,-0.000696,0.4683,-2.1937,-1.2414,-0.2743,-0.1896,-0.1396
0.9788,-2.251104,-1.675101,1.136285,-1.338796,-1.509624,2.859002,0.001273,-0.014963,0.285159,0.000195,-0.006124,-0.000599,0.4971,-2.0954,-0.5720,-0.2466,-0.1780,-0.1409
0.9890,-2.251092,-1.675198,1.139171,-1.338817,-1.509694,2.858990,0.000774,-0.009938,0.299782,0.000178,-0.006154,-0.000506,0.4912,-2.0561,-0.3586,-0.1890,-0.1831,-0.1446
0.9990,-2.251080,-1.675400,1.142143,-1.338789,-1.509763,2.859025,0.000867,-0.020426,0.291984,0.000040,-0.006227,-0.000516,0.6284,-2.2730,-1.0390,-0.2891,-0.1591,-0.1507
1.0089,-2.251056,-1.675560,1.145033,-1.338796,-1.509803,2.858978,0.001674,-0.008892,0.307465,0.000357,-0.004698,-0.000493,0.3393,-1.4834,0.1321,-0.1159,-0.1813,-0.1558
1.0189,-2.251044,-1.675668,1.148116,-1.338892,-1.509859,2.858990,0.000892,-0.012055,0.322126,0.000744,-0.004807,-0.000445,0.4785,-1.5717,0.4244,-0.0844,-0.2016,-0.1469
1.0290,-2.251024,-1.675847,1.151600,-1.338757,-1.509892,2.858994,0.001639,-0.004859,0.377542,0.012114,-0.005256,-0.000417,0.4120,-1.0526,0.4812,-0.0613,-0.1836,-0.1443
1.0391,-2.250996,-1.676030,1.155455,-1.338792,-1.509924,2.858978,0.003846,-0.019831,0.399623,0.001869,-0.003243,-0.000394,0.3905,-1.8104,-0.0680,-0.1002,-0.2048,-0.1359
1.0491,-2.250964,-1.676194,1.159548,-1.338644,-1.510019,2.858994,0.002526,-0.011216,0.426303,0.011432,-0.005108,-0.000393,0.3865,-1.5383,-0.1123,-0.1269,-0.1846,-0.1509
1.0591,-2.250948,-1.676329,1.163937,-1.338656,-1.510012,2.858998,0.001365,-0.015508,0.430445,0.002052,-0.003420,-0.000432,0.6271,-2.3033,-1.0739,-0.1533,-0.1866,-0.1353
1.0691,-2.250924,-1.676425,1.168231,-1.338433,-1.510072,2.858973,0.002690,-0.012158,0.420181,0.009338,-0.003897,-0.000402,0.4256,-1.8090,-0.6519,-0.2098,-0.1910,-0.1292
1.0790,-2.250908,-1.676417,1.172304,-1.338441,-1.510116,2.859017,0.001859,-0.003893,0.410170,0.003553,-0.003150,-0.000350,0.5334,-1.8875,-0.6898,-0.1402,-0.1846,-0.1167
1.0890,-2.250907,-1.676421,1.176330,-1.338397,-1.510151,2.858939,0.001712,-0.000179,0.400425,0.008621,-0.003005,-0.000250,0.5031,-2.2002,-0.9547,-0.1646,-0.1961,-0.0875
1.0991,-2.250888,-1.676417,1.180226,-1.338239,-1.510176,2.858970,0.001068,-0.001460,0.378806,0.008254,-0.003742,-0.000068,0.6713,-2.7641,-1.7329,-0.2633,-0.1772,-0.0434
1.1089,-2.250849,-1.676460,1.183848,-1.338205,-1.510187,2.858974,0.002250,0.001897,0.365220,0.012113,-0.001800,0.002787,0.4250,-1.8698,-0.7068,-0.1918,-0.2096,0.0203
1.1191,-2.250849,-1.676453,1.187381,-1.338189,-1.510216,2.859033,0.001079,-0.005943,0.344919,0.002956,-0.003156,0.004252,0.5178,-1.9677,-1.1880,-0.1737,-0.1917,0.0809
1.1295,-2.250825,-1.676489,1.190764,-1.338042,-1.510267,2.859078,0.001696,-0.001801,0.322655,0.009506,-0.002317,0.006878,0.5716,-2.1857,-1.5266,-0.2394,-0.1919,0.0740
1.1389,-2.250816,-1.676496,1.193867,-1.338050,-1.510267,2.859130,0.000832,-0.000566,0.298018,0.003562,-0.002124,0.008571,0.4567,-2.2872,-1.5478,-0.1894,-0.1958,0.0897
1.1488,-2.250809,-1.676457,1.196731,-1.337966,-1.510261,2.859214,0.000527,0.006842,0.289393,0.011553,-0.004013,0.009294,0.3853,-1.8805,-0.8200,-0.1798,-0.1939,0.0888
1.1589,-2.250809,-1.676441,1.199550,-1.337888,-1.510316,2.859270,0.000000,-0.004296,0.268935,0.003696,-0.002144,0.010032,0.4093,-2.2564,-1.4256,-0.2032,-0.1879,0.0756
1.1690,-2.250828,-1.676429,1.202154,-1.337791,-1.510313,2.859342,0.001210,-0.000000,0.249892,0.006435,-0.001640,0.010012,0.3553,-2.3356,-1.5775,-0.2494,-0.1987,0.1091
1.1790,-2.250812,-1.676422,1.204474,-1.337807,-1.510356,2.859378,0.000424,-0.000343,0.231366,0.003697,-0.002006,0.008898,0.4163,-2.0088,-1.0129,-0.1792,-0.1786,0.0979
1.1891,-2.250819,-1.676453,1.206769,-1.337838,-1.510375,2.859438,0.000267,0.000589,0.232379,0.005548,-0.001912,0.009109,0.3469,-1.7171,-0.7477,-0.1094,-0.1952,0.1143
1.1987,-2.250819,-1.676529,1.209031,-1.337716,-1.510388,2.859483,0.000060,-0.006210,0.219234,0.004105,-0.001421,0.009406,0.4356,-1.8258,-1.0817,-0.1865,-0.1882,0.0996
1.2092,-2.250789,-1.676565,1.211172,-1.337679,-1.510408,2.859503,0.000899,0.000549,0.223702,0.006252,-0.001259,0.009439,0.2886,-1.3488,-0.6554,-0.1439,-0.1969,0.1274
1.2192,-2.250789,-1.676577,1.213405,-1.337726,-1.510404,2.859575,0.000120,-0.002301,0.220389,0.001449,-0.001343,0.009449,0.4261,-1.6280,-0.5537,-0.1154,-0.1979,0.0969
1.2288,-2.250807,-1.676565,1.215685,-1.337579,-1.510440,2.859666,0.000141,0.005853,0.234775,0.007219,-0.001925,0.008092,0.3011,-1.3777,-0.4898,-0.1759,-0.1941,0.1109
1.2390,-2.250789,-1.676537,1.218011,-1.337612,-1.510436,2.859698,0.000197,-0.000069,0.235585,0.000774,-0.001225,0.007601,0.3711,-1.1567,-0.7784,-0.1616,-0.1880,0.1223
1.2491,-2.250792,-1.676485,1.220411,-1.337560,-1.510436,2.859798,0.000338,0.006349,0.249868,0.004572,-0.000621,0.008229,0.3068,-0.7510,-0.4955,-0.1033,-0.1842,0.1013
1.2590,-2.250785,-1.676417,1.222981,-1.337552,-1.510460,2.859831,0.000171,0.004568,0.253460,0.001632,-0.002016,0.007818,0.3904,-1.5117,-0.9874,-0.1749,-0.1720,0.1062
1.2691,-2.250792,-1.676382,1.225589,-1.337499,-1.510444,2.859910,0.001109,0.007264,0.256895,0.003144,-0.000840,0.007120,0.3144,-1.0895,-0.8312,-0.1882,-0.1830,0.1061
1.2796,-2.250777,-1.676298,1.228153,-1.337511,-1.510480,2.859954,0.000116,0.005366,0.257604,0.001642,-0.000931,0.006603,0.3838,-1.0566,-0.6955,-0.1995,-0.1753,0.1144
1.2890,-2.250780,-1.676250,1.230658,-1.337515,-1.510504,2.859971,0.000141,0.008192,0.258484,0.000812,-0.000638,0.005498,0.3145,-1.2401,-0.9485,-0.2122,-0.1759,0.1180
1.2990,-2.250777,-1.676171,1.233255,-1.337504,-1.510504,2.860057,0.000051,0.004851,0.251428,0.000028,-0.000512,0.004570,0.4122,-1.7233,-1.3359,-0.3463,-0.1715,0.1216
1.3092,-2.250783,-1.676115,1.235752,-1.337503,-1.510488,2.860086,0.000263,0.011883,0.257646,0.000000,-0.000434,0.003317,0.2528,-1.3442,-0.6762,-0.3241,-0.1948,0.1222
1.3191,-2.250777,-1.676047,1.238275,-1.337579,-1.510504,2.860114,-0.000017,0.002660,0.250699,-0.008414,-0.000506,0.004376,0.3514,-1.4870,-0.8433,-0.3308,-0.1863,0.1249
1.3292,-2.250780,-1.676058,1.240746,-1.337547,-1.510519,2.860135,-0.000000,0.000540,0.251087,-0.001461,-0.000506,0.003546,0.3613,-1.3256,-1.0609,-0.4666,-0.1858,0.1292
1.3391,-2.250761,-1.676035,1.243173,-1.337671,-1.510496,2.860167,-0.000000,0.002236,0.234035,-0.009302,-0.000777,0.003018,0.3880,-1.7092,-1.5021,-0.4810,-0.1904,0.1245
1.3495,-2.250795,-1.676023,1.245394,-1.337675,-1.510500,2.860191,-0.000000,-0.000001,0.216315,-0.005325,-0.000499,0.002920,0.4188,-1.2314,-1.1479,-0.5126,-0.1722,0.1151
1.3588,-2.250780,-1.675971,1.247447,-1.337762,-1.510543,2.860203,0.000093,0.001391,0.190966,-0.011136,-0.000545,0.002138,0.3586,-1.6730,-1.6292,-0.5002,-0.1678,0.1127
1.3691,-2.250765,-1.675935,1.249236,-1.337838,-1.510516,2.860227,0.000223,0.005218,0.166893,-0.007071,-0.000386,0.001706,0.3388,-1.8437,-1.7401,-0.5551,-0.1872,0.1191
1.3792,-2.250777,-1.675912,1.250738,-1.337863,-1.510532,2.860278,0.000069,0.002714,0.144753,-0.005129,-0.000488,0.001205,0.3615,-1.4414,-1.4540,-0.5209,-0.1805,0.1176
1.3892,-2.250783,-1.675887,1.252102,-1.337966,-1.510520,2.860298,0.000050,0.004381,0.133893,-0.008784,-0.001433,0.001600,0.3179,-1.2552,-1.0906,-0.4722,-0.2184,0.1062
1.3991,-2.250783,-1.675887,1.253379,-1.338077,-1.510568,2.860263,0.000039,0.001197,0.122827,-0.011251,-0.004425,0.001552,0.3390,-1.3884,-1.3926,-0.5137,-0.2177,0.1069
1.4091,-2.250753,-1.675912,1.254579,-1.338152,-1.510644,2.860291,0.000040,0.009537,0.129920,-0.008168,-0.007922,0.001123,0.4159,-0.8709,-0.5046,-0.4705,-0.1846,0.1062
1.4191,-2.250749,-1.675871,1.255919,-1.338361,-1.510711,2.860256,0.000440,0.004937,0.139940,-0.017784,-0.004547,0.000680,0.4793,-0.8422,-0.3596,-0.3827,-0.2032,0.0636
1.4290,-2.250725,-1.675800,1.257538,-1.338453,-1.510721,2.860310,0.002345,0.011908,0.174791,-0.011465,-0.003811,0.000408,0.5519,-0.5806,-0.3336,-0.4821,-0.1907,0.0209
1.4391,-2.250684,-1.675741,1.259370,-1.338687,-1.510768,2.860294,0.006157,0.007163,0.188998,-0.025839,-0.002474,0.000000,0.5523,-0.6504,-0.5033,-0.4622,-0.1943,-0.0408
1.4492,-2.250609,-1.675676,1.261334,-1.338899,-1.510804,2.860279,0.008275,0.015853,0.208962,-0.024586,-0.002206,-0.001877,0.5052,-0.5421,-0.3508,-0.5081,-0.2054,-0.0645
1.4590,-2.250525,-1.675466,1.263506,-1.339253,-1.510855,2.860270,0.009106,0.014419,0.215604,-0.034321,-0.003456,-0.002606,0.6557,-1.0076,-0.8952,-0.4918,-0.2080,-0.0645
1.4689,-2.250425,-1.675298,1.265711,-1.339525,-1.510895,2.860246,0.011288,0.018477,0.219139,-0.032463,-0.004781,-0.001299,0.5827,-0.7622,-0.6460,-0.5453,-0.2299,-0.0774
1.4789,-2.250317,-1.675076,1.267868,-1.339891,-1.510920,2.860223,0.011224,0.020420,0.218518,-0.037015,-0.005759,-0.001823,0.6645,-0.8881,-0.9941,-0.5100,-0.2065,-0.0744
1.4891,-2.250204,-1.674880,1.270020,-1.340262,-1.510999,2.860176,0.010603,0.022274,0.218016,-0.035310,-0.005853,-0.003067,0.5607,-1.0770,-1.0281,-0.5270,-0.2168,-0.1054
1.4991,-2.250108,-1.674684,1.272208,-1.340590,-1.511072,2.860162,0.010251,0.018799,0.209717,-0.035085,-0.007761,-0.004568,0.5981,-1.3501,-1.3074,-0.6208,-0.1839,-0.0853
1.5089,-2.249981,-1.674442,1.274221,-1.340952,-1.511131,2.860116,0.009191,0.026784,0.211934,-0.036515,-0.006237,-0.005054,0.4384,-0.8241,-0.7865,-0.5682,-0.2110,-0.1047
1.5189,-2.249909,-1.674218,1.276302,-1.341422,-1.511180,2.860067,0.008680,0.022299,0.209950,-0.044305,-0.007140,-0.005431,0.4489,-1.0863,-0.8177,-0.5306,-0.2027,-0.1122
1.5289,-2.249853,-1.673998,1.278385,-1.341778,-1.511291,2.860042,0.006267,0.024634,0.210320,-0.042160,-0.007424,-0.006106,0.4635,-1.0362,-1.1707,-0.6431,-0.1895,-0.1121
1.5390,-2.249781,-1.673728,1.280449,-1.342344,-1.511273,2.860006,0.005539,0.023007,0.204390,-0.054636,-0.006020,-0.006316,0.4383,-1.1378,-1.1069,-0.5418,-0.2110,-0.1180
1.5489,-2.249749,-1.673493,1.282455,-1.342830,-1.511395,2.859973,0.003338,0.029987,0.215383,-0.049398,-0.009923,-0.007111,0.4636,-0.9429,-0.8795,-0.5437,-0.2062,-0.1254
1.5587,-2.249686,-1.673261,1.284649,-1.343365,-1.511496,2.859900,0.002986,0.021988,0.209511,-0.055017,-0.010689,-0.009002,0.5006,-1.2257,-1.0929,-0.5263,-0.2048,-0.1182
1.5689,-2.249700,-1.673015,1.286708,-1.343879,-1.511611,2.859882,0.002496,0.021585,0.204832,-0.048597,-0.012180,-0.008654,0.5252,-1.1336,-1.4688,-0.6233,-0.2000,-0.1137
1.5788,-2.249688,-1.672815,1.288675,-1.344405,-1.511712,2.859808,0.001555,0.021731,0.190585,-0.050450,-0.013353,-0.009055,0.4746,-1.1094,-1.1165,-0.5879,-0.2103,-0.1138
1.5890,-2.249691,-1.672579,1.290578,-1.344872,-1.511915,2.859786,0.000594,0.026148,0.191334,-0.046035,-0.025530,-0.009051,0.3807,-0.9004,-0.8612,-0.5708,-0.2418,-0.1304
1.5992,-2.249679,-1.672336,1.292472,-1.345367,-1.512235,2.859723,0.000563,0.020625,0.177046,-0.052027,-0.037044,-0.008148,0.5262,-1.1338,-1.1980,-0.5419,-0.2285,-0.1301
1.6089,-2.249640,-1.672121,1.294214,-1.345809,-1.512694,2.859647,0.001808,0.025388,0.170620,-0.045488,-0.051718,-0.007343,0.3429,-0.8999,-1.0255,-0.5593,-0.3129,-0.1341
1.6191,-2.249640,-1.671867,1.295821,-1.346304,-1.513306,2.859610,0.000744,0.024931,0.158773,-0.046398,-0.072370,-0.007145,0.5314,-0.9968,-1.3182,-0.5133,-0.3561,-0.1427
1.6291,-2.249628,-1.671585,1.297331,-1.346667,-1.514252,2.859555,0.001114,0.030859,0.151829,-0.036390,-0.105281,-0.006178,0.3417,-0.7951,-1.2179,-0.5555,-0.3530,-0.1383
1.6389,-2.249601,-1.671265,1.298800,-1.347074,-1.515449,2.859542,0.000883,0.030856,0.142879,-0.037159,-0.135952,-0.005691,0.4317,-0.8679,-1.2285,-0.5161,-0.3381,-0.1439
1.6492,-2.249592,-1.670958,1.300120,-1.347404,-1.516945,2.859474,0.000898,0.037599,0.140381,-0.027931,-0.168609,-0.006270,0.3561,-0.6767,-0.9291,-0.5394,-0.4290,-0.1518
1.6591,-2.249604,-1.670627,1.301506,-1.347700,-1.518863,2.859426,0.000366,0.035049,0.134940,-0.029350,-0.202971,-0.005521,0.5879,-1.0071,-1.2150,-0.5358,-0.4242,-0.1221
1.6693,-2.249577,-1.670252,1.302852,-1.347958,-1.521028,2.859387,0.000923,0.038647,0.138274,-0.021594,-0.236074,-0.004794,0.3878,-0.7007,-0.8633,-0.5533,-0.4673,-0.1389
1.6791,-2.249552,-1.669851,1.304195,-1.348191,-1.523669,2.859338,0.000675,0.042291,0.140961,-0.020816,-0.275903,-0.004246,0.4087,-0.7070,-0.8051,-0.5435,-0.4220,-0.1485
1.6893,-2.249584,-1.669476,1.305567,-1.348418,-1.526506,2.859325,0.000941,0.044376,0.153640,-0.017790,-0.312794,-0.003665,0.4286,-0.6749,-0.6823,-0.5312,-0.4299,-0.1324
1.6990,-2.249565,-1.669041,1.307176,-1.348617,-1.529773,2.859286,0.000687,0.040108,0.154967,-0.022271,-0.337769,-0.003587,0.5185,-0.9326,-1.0023,-0.5622,-0.3188,-0.1530
1.7089,-2.249525,-1.668619,1.308782,-1.348788,-1.533255,2.859242,0.001513,0.042185,0.163176,-0.018829,-0.348912,-0.003513,0.4148,-0.6288,-0.8018,-0.5708,-0.3441,-0.1548
1.7191,-2.249544,-1.668189,1.310361,-1.349055,-1.536733,2.859206,0.001819,0.038783,0.155710,-0.025506,-0.341143,-0.003371,0.6116,-1.0477,-1.1503,-0.5392,-0.2741,-0.1341
1.7292,-2.249517,-1.667786,1.311936,-1.349216,-1.540047,2.859202,0.001306,0.040017,0.150856,-0.017599,-0.322152,-0.002969,0.5963,-1.1577,-1.5092,-0.6189,-0.2279,-0.1475
1.7391,-2.249539,-1.667355,1.313360,-1.349407,-1.543097,2.859154,0.001573,0.037626,0.138439,-0.019823,-0.294150,-0.002529,0.6471,-1.2849,-1.4596,-0.5884,-0.2181,-0.1511
1.7491,-2.249523,-1.666966,1.314715,-1.349631,-1.545879,2.859130,0.002117,0.040795,0.142903,-0.015612,-0.281664,-0.001382,0.6246,-0.9525,-0.8889,-0.5090,-0.3024,-0.1360
1.7591,-2.249488,-1.666630,1.316110,-1.349814,-1.548665,2.859138,0.005965,0.030014,0.139598,-0.017083,-0.269853,-0.001396,0.7096,-1.2518,-1.2426,-0.5175,-0.2497,-0.1435
1.7689,-2.249376,-1.666332,1.317553,-1.349875,-1.551198,2.859169,0.008569,0.026894,0.139506,-0.010927,-0.254847,-0.001520,0.7123,-1.1112,-1.2052,-0.5942,-0.2115,-0.1653
1.7790,-2.249249,-1.666069,1.318904,-1.350093,-1.553590,2.859126,0.012289,0.024578,0.140043,-0.014563,-0.243651,-0.001273,0.6587,-0.9270,-0.6080,-0.4993,-0.3283,-0.1431
1.7891,-2.249133,-1.665877,1.320394,-1.350198,-1.556057,2.859098,0.013106,0.027975,0.165188,-0.008532,-0.258438,-0.001044,0.5144,-0.8693,-0.5141,-0.4615,-0.3501,-0.1536
1.7989,-2.248994,-1.665673,1.322135,-1.350313,-1.558724,2.859121,0.013790,0.016213,0.174631,-0.009563,-0.262180,-0.001526,0.6344,-1.1278,-0.8371,-0.5333,-0.2864,-0.1532
1.8091,-2.248881,-1.665530,1.323945,-1.350349,-1.561367,2.859086,0.013476,0.020001,0.198208,-0.003643,-0.262936,-0.001126,0.5357,-0.7032,-0.0883,-0.4962,-0.2909,-0.1702
1.8190,-2.248752,-1.665397,1.326035,-1.350523,-1.564030,2.859069,0.013599,0.013242,0.215135,-0.011107,-0.259258,-0.001043,0.6087,-1.0183,-0.1911,-0.4020,-0.2625,-0.1445
1.8290,-2.248625,-1.665260,1.328357,-1.350457,-1.566600,2.859046,0.012223,0.014259,0.255525,-0.001152,-0.252328,-0.000990,0.5937,-0.6913,-0.1205,-0.4608,-0.2639,-0.1402
1.8388,-2.248513,-1.665226,1.331013,-1.350521,-1.569106,2.859031,0.011842,0.002213,0.264154,-0.010970,-0.233205,-0.000958,0.6070,-1.0224,-0.7503,-0.4878,-0.2627,-0.1624
1.8491,-2.248420,-1.665202,1.333683,-1.350549,-1.571366,2.859019,0.009220,0.004558,0.267880,-0.003756,-0.214503,-0.000903,0.5828,-1.2109,-1.0359,-0.5700,-0.1866,-0.1389
1.8589,-2.248363,-1.665143,1.336336,-1.350600,-1.573386,2.859045,0.007172,0.000652,0.259030,-0.005792,-0.185997,-0.000812,0.5290,-1.4892,-1.6945,-0.6222,-0.1568,-0.1491
1.8691,-2.248276,-1.665056,1.338795,-1.350620,-1.575028,2.859045,0.006240,0.000000,0.232158,-0.003698,-0.156128,-0.000751,0.4874,-1.2625,-1.3624,-0.6312,-0.1813,-0.1554
1.8789,-2.248205,-1.665028,1.341049,-1.350696,-1.576417,2.859018,0.003974,0.003159,0.215595,-0.005593,-0.124400,-0.000675,0.5590,-1.2343,-1.2937,-0.5956,-0.2175,-0.1530
1.8890,-2.248204,-1.665011,1.343073,-1.350747,-1.577513,2.859025,0.003209,0.007035,0.199772,-0.002719,-0.101796,-0.000578,0.5407,-1.1738,-1.3678,-0.5704,-0.1526,-0.1350
1.8989,-2.248176,-1.664979,1.344975,-1.350767,-1.578347,2.859002,0.001798,0.007604,0.180861,-0.004008,-0.074617,-0.000564,0.5662,-1.2475,-1.6950,-0.5801,-0.1416,-0.1554
1.9089,-2.248153,-1.664888,1.346715,-1.350790,-1.578926,2.859052,0.001449,0.021436,0.186615,-0.000863,-0.050457,-0.000574,0.3448,-0.6132,-0.5940,-0.4673,-0.1644,-0.1479
1.9192,-2.248129,-1.664732,1.348557,-1.350849,-1.579299,2.859006,0.000874,0.018285,0.188753,-0.005319,-0.032860,-0.000571,0.4385,-0.7985,-0.6693,-0.4226,-0.1915,-0.1367
1.9292,-2.248129,-1.664616,1.350507,-1.350836,-1.579547,2.858978,0.001020,0.020003,0.204830,-0.001023,-0.020416,-0.000548,0.4026,-0.5393,-0.7681,-0.4439,-0.1792,-0.1392
1.9389,-2.248132,-1.664382,1.352600,-1.350860,-1.579679,2.858978,0.001146,0.019677,0.208742,-0.000478,-0.009938,-0.000503,0.5471,-0.7696,-0.6383,-0.4796,-0.1793,-0.1517
1.9490,-2.248101,-1.664139,1.354832,-1.350863,-1.579684,2.858959,0.000983,0.030405,0.241282,-0.000346,-0.000843,-0.000439,0.4180,-0.4930,-0.0996,-0.3928,-0.1002,-0.1469
1.9589,-2.248104,-1.663880,1.357279,-1.350887,-1.579700,2.858990,0.000624,0.020055,0.247214,-0.000704,0.000516,-0.000357,0.5618,-0.9906,-0.7848,-0.5266,-0.0273,-0.1479
1.9690,-2.248092,-1.663664,1.359846,-1.350824,-1.579625,2.858978,0.001964,0.022512,0.253904,-0.000386,0.003227,-0.000358,0.4115,-1.0459,-1.1594,-0.5751,0.0039,-0.1385
