t_rel_s,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6
1.0240,-2.2507571622384424,-1.6768446743487695,1.186818107104306,-1.3372424200496678,-1.5105820956825147,2.858932842208628,0.00000,-0.00000,0.27732,0.00045,-0.00000,0.00000
1.0573,-2.2507571622384424,-1.6768446743639558,1.1975416958754987,-1.3372422681855698,-1.510582095682665,2.8604514831886347,0.00000,-0.00000,0.32216,0.00000,-0.00000,0.04562
1.0906,-2.2507571622384424,-1.6768446743641077,1.2052421366632444,-1.3372422666669288,-1.5105820956826665,2.860466669598435,0.00000,-0.00000,0.23139,0.00000,-0.00000,0.00046
1.1238,-2.2507571622384424,-1.6768446743641092,1.2129123459711564,-1.3372422666517425,-1.5105820956826665,2.860466821462533,0.00000,-0.00000,0.23071,0.00000,0.00000,0.00000
1.1572,-2.2507571622384424,-1.6768446743641092,1.2205822529642694,-1.3372422666515906,-1.5105820956826665,2.860466822981174,0.00000,0.00000,0.22972,0.00000,0.00000,0.00000
1.1903,-2.2507571622384424,-1.6753260333841025,1.2297707979142412,-1.337242266651589,-1.5105820956826665,2.86046682299636,0.00000,0.04581,0.27719,0.00000,0.00000,0.00000
1.2240,-2.2507571622384424,-1.6753108469743023,1.2389745292437813,-1.337242266651589,-1.5105820956826665,2.860466822996512,0.00000,0.00045,0.27376,0.00000,0.00000,0.00000
1.2574,-2.2507571622384424,-1.6753106951102044,1.2466597714571108,-1.338760907631596,-1.5105820956826665,2.860466822996514,0.00000,0.00000,0.23014,-0.04548,0.00000,0.00000
1.2904,-2.2507571622384424,-1.6753106935915634,1.254329828779278,-1.338776094041396,-1.5105820956826665,2.860466822996514,0.00000,0.00000,0.23198,-0.00046,0.00000,0.00000
1.3239,-2.2507571622384424,-1.675310693576377,1.2544065293524997,-1.3387762459054942,-1.5105820956826665,2.860466822996514,0.00000,0.00000,0.00229,-0.00000,0.00000,0.00000
1.3570,-2.2507571622384424,-1.6753106935762252,1.2604818602782588,-1.3402948884041417,-1.5121007366626735,2.860466822996514,0.00000,0.00000,0.18328,-0.04581,-0.04581,0.00000
1.3906,-2.2492385212584356,-1.6737920525962167,1.2726917414275707,-1.343347356789142,-1.5105972820924667,2.858948182016507,0.04526,0.04526,0.36387,-0.09097,0.04480,-0.04526
1.4238,-2.2492233348486352,-1.6722582252064098,1.2773697631790841,-1.343377881472992,-1.5121008885267715,2.860451636586714,0.00046,0.04615,0.14077,-0.00092,-0.04525,0.04524
1.4572,-2.2492231829845375,-1.6722428869325117,1.2834911073166269,-1.3448968276998368,-1.5121159245911147,2.858948030152409,0.00000,0.00046,0.18353,-0.04554,-0.00045,-0.04508
1.4904,-2.2492231814658963,-1.6707240925697662,1.291145525658036,-1.3479492991221194,-1.512116074951758,2.858932994088066,0.00000,0.04564,0.23000,-0.09172,-0.00000,-0.00045
1.5239,-2.24922318145071,-1.6707089046261387,1.2972966337614773,-1.347979823836342,-1.513634717435371,2.8589328437274224,0.00000,0.00045,0.18387,-0.00091,-0.04540,-0.00000
1.5571,-2.2492231814505583,-1.6691901117666956,1.3019140677825323,-1.3494987700634908,-1.5212431087602414,2.8589328422238163,0.00000,0.04576,0.13912,-0.04576,-0.22923,-0.00000
1.5905,-2.2492231814505566,-1.6676562828580943,1.304997524082756,-1.3495139595257624,-1.5304310385535305,2.85893284220878,0.00000,0.04591,0.09229,-0.00045,-0.27500,-0.00000
1.6240,-2.2492231814505566,-1.6661223035890016,1.3111029225657853,-1.349514111420385,-1.541153404711511,2.8589328422086298,0.00000,0.04582,0.18239,-0.00000,-0.32031,-0.00000
1.6571,-2.2492231814505566,-1.6645883228163039,1.3187571814506498,-1.3510327539193383,-1.553409756213145,2.858932842208628,0.00000,0.04624,0.23075,-0.04578,-0.36948,-0.00000
1.6906,-2.2492231814505566,-1.664572983008577,1.3188337240394985,-1.3510479403443278,-1.5535323197281614,2.858932842208628,0.00000,0.00046,0.00229,-0.00045,-0.00366,0.00000
1.7240,-2.24770454047055,-1.6645728296104996,1.3264276943654207,-1.3510480922085777,-1.564164032223359,2.858932842208628,0.04540,0.00000,0.22701,-0.00000,-0.31781,0.00000
1.7571,-2.24768935406075,-1.6645728280765189,1.3356154799487208,-1.3510480937272202,-1.5749008362083587,2.858932842208628,0.00046,0.00000,0.27813,-0.00000,-0.32502,0.00000
1.7906,-2.2476892021966517,-1.6645728280611791,1.347856485644608,-1.3510480937424065,-1.579564127188229,2.858932842208628,0.00000,0.00000,0.36486,-0.00000,-0.13900,0.00000
1.8241,-2.247689200678011,-1.6645728280610257,1.347978895701567,-1.3510480937425584,-1.5796107600980276,2.858932842208628,0.00000,0.00000,0.00366,-0.00000,-0.00140,0.00000
1.8572,-2.2476892006628244,-1.6630541870810172,1.3540546837221636,-1.35104809374256,-1.5796112264271256,2.858932842208628,0.00000,0.04578,0.18317,-0.00000,-0.00001,0.00000
1.8906,-2.2476892006626725,-1.6615203596912103,1.3662645694424236,-1.35104809374256,-1.5796112310904167,2.858932842208628,0.00000,0.04591,0.36547,0.00000,-0.00000,0.00000
1.9239,-2.247689200662671,-1.6615050214173122,1.3739798731996602,-1.35104809374256,-1.5796112311370496,2.858932842208628,0.00000,0.00046,0.23170,0.00000,-0.00000,0.00000
1.9571,-2.247689200662671,-1.6615048680345732,1.378612949177253,-1.35104809374256,-1.5811298721175224,2.858932842208628,0.00000,0.00000,0.13989,0.00000,-0.04585,0.00000
1.9905,-2.2461705596826644,-1.661504866500746,1.3832152028770492,-1.35104809374256,-1.581145058527327,2.858932842208628,0.04541,0.00000,0.13763,0.00000,-0.00045,0.00000
2.0238,-2.246155373272864,-1.6615048664854075,1.3878171483540676,-1.35104809374256,-1.5811452103914252,2.858932842208628,0.00046,0.00000,0.13836,0.00000,-0.00000,0.00000
2.0572,-2.2461552214087663,-1.6599862255052478,1.3939377317288653,-1.35104809374256,-1.5811452119100662,2.858932842208628,0.00000,0.04547,0.18324,0.00000,-0.00000,0.00000
2.0904,-2.244636578910119,-1.659971039095446,1.401592142462647,-1.35104809374256,-1.5811452119252525,2.858932842208628,0.04561,0.00046,0.22990,0.00000,-0.00000,0.00000
2.1237,-2.243102751505125,-1.6584522462513414,1.407743250490012,-1.35104809374256,-1.5811452119254044,2.858932842208628,0.04606,0.04561,0.18473,0.00000,-0.00000,0.00000
2.1572,-2.2324569263710274,-1.6508438534228662,1.4093234025502923,-1.35104809374256,-1.582663852905413,2.858932842208628,0.31850,0.22763,0.04727,0.00000,-0.04543,0.00000
2.1905,-2.2126081353795986,-1.6355813596945135,1.410857845050902,-1.352566734722567,-1.5902722442152468,2.858932842208628,0.59636,0.45857,0.04610,-0.04563,-0.22860,0.00000
2.2241,-2.203297801589643,-1.6293541708372028,1.4123918304559147,-1.352581921132367,-1.5979415330283788,2.858932842208628,0.27685,0.18517,0.04561,-0.00045,-0.22805,0.00000
2.2570,-2.1986487753117236,-1.6232173350286025,1.4139258112899717,-1.352582072996465,-1.6056114308165446,2.858932842208628,0.14115,0.18633,0.04657,-0.00000,-0.23287,0.00000
2.2906,-2.1910090801489104,-1.6186000437304964,1.4139411510983122,-1.352582074515106,-1.6147999756744666,2.858932842208628,0.22772,0.13763,0.00046,-0.00000,-0.27389,0.00000
2.3238,-2.1909326831972824,-1.6185538708175151,1.4139413044963958,-1.3525820745302923,-1.6148918611230458,2.858932842208628,0.00230,0.00139,0.00000,-0.00000,-0.00276,0.00000
2.3573,-2.1833387143277325,-1.613997486148365,1.4154599470103832,-1.3525820745304442,-1.620967343897559,2.8574142012286217,0.22707,0.13624,0.04541,-0.00000,-0.18167,-0.04541
2.3905,-2.174150928758996,-1.603321435441626,1.4154751334355231,-1.3525820745304458,-1.6255840216653243,2.858917655798828,0.27650,0.32129,0.00046,-0.00000,-0.13894,0.04525
2.4239,-2.1679844869832814,-1.600177392974545,1.4154752852997745,-1.3541007155104523,-1.625630188443002,2.8589326903445302,0.18457,0.09411,0.00000,-0.04546,-0.00138,0.00045
2.4571,-2.163366899625504,-1.5986273115698677,1.4185125687784306,-1.3586718248602727,-1.6256306501107787,2.858932840689987,0.13917,0.04672,0.09154,-0.13777,-0.00001,0.00000
2.4908,-2.1618020827719193,-1.598611810755821,1.4230988645532376,-1.3663107408538047,-1.6256306547274566,2.858932842193442,0.04642,0.00046,0.13604,-0.22659,-0.00000,0.00000
2.5240,-2.160267793623377,-1.5970930147676736,1.426182009470999,-1.3724616939337675,-1.6256306547736232,2.858932842208476,0.04625,0.04578,0.09293,-0.18540,-0.00000,0.00000
2.5573,-2.158733809751885,-1.5910032628877648,1.4277314819001836,-1.380116408364601,-1.625630654774085,2.8589328422086266,0.04597,0.18250,0.04643,-0.22939,-0.00000,0.00000
2.5906,-2.152643905993142,-1.5772745965489048,1.429265617604482,-1.3938607243289705,-1.6241120137940828,2.858932842208628,0.18314,0.41285,0.04614,-0.41332,0.04567,0.00000
2.6239,-2.1525830069555547,-1.5771373098855161,1.429280958961525,-1.3939981674886142,-1.6240968273842828,2.858932842208628,0.00183,0.00412,0.00046,-0.00412,0.00046,0.00000
2.6572,-2.148026475025159,-1.571061373098855,1.4292811123750955,-1.398555464860231,-1.6240966755201849,2.858932842208628,0.13690,0.18255,0.00000,-0.13692,0.00000,0.00000
2.6904,-2.143424986765835,-1.5618887678509477,1.4277624729292246,-1.4077128837139878,-1.6256153149815507,2.8604514831886347,0.13869,0.27646,-0.04577,-0.27601,-0.04577,0.04577
2.7239,-2.1433789718832417,-1.5587597598384553,1.4277472865347658,-1.4123603808425456,-1.6256305013761643,2.860466669598435,0.00137,0.09343,-0.00045,-0.13878,-0.00045,0.00045
2.7572,-2.1418598707544088,-1.5572098287783236,1.4277471346708213,-1.4169627787538512,-1.6256306532401104,2.860466821462533,0.04559,0.04652,-0.00000,-0.13814,-0.00000,0.00000
2.7906,-2.1418446797431203,-1.5571943294677222,1.4262284921721748,-1.4200460846929783,-1.6256306547587498,2.860466822981174,0.00046,0.00046,-0.04550,-0.09237,-0.00000,0.00000
2.8238,-2.1403258868530006,-1.5556755334946093,1.4262133057471884,-1.4246328406923898,-1.6256306547739363,2.86046682299636,0.04572,0.04572,-0.00046,-0.13807,-0.00000,0.00000
2.8570,-2.1403106989240994,-1.555660345534878,1.4262131538829386,-1.429234631192404,-1.6256306547740882,2.860466822996512,0.00046,0.00046,-0.00000,-0.13854,-0.00000,0.00000
2.8904,-2.1403105470448103,-1.5556601936552807,1.426213152364296,-1.4338365720374247,-1.6256306547740895,2.860466822996514,0.00000,0.00000,-0.00000,-0.13780,-0.00000,0.00000
2.9239,-2.1387919045460104,-1.554141551156478,1.4262131523491095,-1.4354012324258816,-1.6256306547740897,2.860466822996514,0.04533,0.04533,-0.00000,-0.04671,-0.00000,0.00000
2.9571,-2.138776718121022,-1.5495704417914697,1.4262131523489578,-1.4399728019697868,-1.6256306547740897,2.860466822996514,0.00046,0.13795,-0.00000,-0.13796,0.00000,0.00000
2.9903,-2.13573928429676,-1.526745115997718,1.4262131523489563,-1.4491303635452666,-1.6256306547740897,2.860466822996514,0.09141,0.68693,-0.00000,-0.27560,0.00000,0.00000
3.0238,-2.132671627998503,-1.5174050168597397,1.4277317933289633,-1.4537778621010418,-1.6256306547740897,2.861985463976521,0.09157,0.27880,0.04533,-0.13872,0.00000,0.04533
3.0572,-2.1280850284954997,-1.5127556929283397,1.4292656207187697,-1.4568616190466128,-1.6256306547740897,2.862000650386321,0.13720,0.13907,0.04588,-0.09224,0.00000,0.00045
3.0908,-2.1234832395604495,-1.5127091996890256,1.4292809589926678,-1.4629670205360956,-1.6256306547740897,2.862000802250419,0.13705,0.00138,0.00046,-0.18183,0.00000,0.00000
3.1239,-2.1188812987310794,-1.5111900937766254,1.4307997533554138,-1.4660653565110042,-1.6256306547740897,2.86200080376906,0.13900,0.04588,0.04587,-0.09358,0.00000,0.00000
3.1572,-2.114279356382765,-1.5066189797774814,1.4308149412990412,-1.469133621830767,-1.6256306547740897,2.8620008037842464,0.13817,0.13725,0.00046,-0.09212,0.00000,0.00000
3.1907,-2.1111960549992683,-1.5020173456974695,1.4308150931784775,-1.472201586443978,-1.6256306547740897,2.8620008037843983,0.09206,0.13740,0.00000,-0.09160,0.00000,0.00000
3.2239,-2.10812794002542,-1.4958967654366424,1.429296453717265,-1.4767881890301304,-1.6256306547740897,2.8620008037843996,0.09246,0.18445,-0.04576,-0.13822,0.00000,0.00000
3.2569,-2.1050599769156673,-1.488242354734,1.429281267322653,-1.4798713370160055,-1.6256306547740897,2.8620008037843996,0.09283,0.23160,-0.00046,-0.09329,0.00000,0.00000
3.2905,-2.1035106563045636,-1.479053964746933,1.4292811154587066,-1.4844580914358847,-1.6256306547740897,2.8620008037843996,0.04611,0.27344,-0.00000,-0.13650,0.00000,0.00000
3.3237,-2.1034951630984526,-1.4744061579070418,1.4292811139400672,-1.4890598819201037,-1.6256306547740897,2.8635194447644063,0.00047,0.14013,-0.00000,-0.13874,0.00000,0.04579
3.3569,-2.1034950081663912,-1.474359679838643,1.4292811139248809,-1.4891058998249458,-1.6256306547740897,2.8635346311742067,0.00000,0.00140,-0.00000,-0.00139,0.00000,0.00046
3.3905,-2.097420442697043,-1.4622100872179047,1.429281113924729,-1.5027741288240555,-1.624112013794083,2.8665720649983184,0.18058,0.36117,-0.00000,-0.40632,0.04515,0.09029
3.4240,-2.094322415082336,-1.4544953863916632,1.427762472944721,-1.5089853750340738,-1.6240968273842828,2.869639721296573,0.09261,0.23062,-0.04540,-0.18568,0.00045,0.09171
3.4571,-2.0882168708861615,-1.446825034483367,1.4277472865349208,-1.515122051416201,-1.6240966755201849,2.871189038839562,0.18412,0.23131,-0.00046,-0.18506,0.00000,0.04672
3.4904,-2.0820812515241736,-1.4376364850842434,1.4277471346708228,-1.5197393411200426,-1.624096674001544,2.871204532014992,0.18463,0.27650,-0.00000,-0.13894,0.00000,0.00047
3.5241,-2.077463972390533,-1.4299513946902183,1.4247098511921683,-1.5243414369571016,-1.6240966739863574,2.8712046869467462,0.13692,0.22789,-0.09007,-0.13647,0.00000,0.00000
3.5573,-2.074380517639183,-1.4237999798662508,1.4246794783573817,-1.5274247398754854,-1.6240966739862055,2.871204688496064,0.09290,0.18533,-0.00092,-0.09289,0.00000,0.00000
3.5906,-2.0713124011316557,-1.4161452608179772,1.4231605336490272,-1.5304928548646828,-1.624096673986204,2.871204688511557,0.09210,0.22978,-0.04560,-0.09210,0.00000,0.00000
3.6240,-2.0682444380065674,-1.409994149707467,1.4216267032219367,-1.5335608179745888,-1.624096673986204,2.8727233294917185,0.09181,0.18408,-0.04590,-0.09181,0.00000,0.04545
3.6572,-2.0651764764153024,-1.4023394336963282,1.4200927239376593,-1.5351101385856942,-1.624096673986204,2.87273851590152,0.09228,0.23024,-0.04614,-0.04660,0.00000,0.00046
3.6905,-2.063627155819383,-1.3961883226161897,1.4170401021848025,-1.5366442727718121,-1.624096673986204,2.8727386677656184,0.04653,0.18474,-0.09168,-0.04608,0.00000,0.00000
3.7241,-2.063611662613424,-1.3930895295453747,1.4154909349872673,-1.5366596141136732,-1.624096673986204,2.872738669284259,0.00046,0.09246,-0.04622,-0.00046,0.00000,0.00000
3.7572,-2.0620928667013576,-1.3930585416146666,1.4109195203752718,-1.5381784085070989,-1.6225780330061974,2.874257310279453,0.04579,0.00093,-0.13781,-0.04579,0.04578,0.04578
3.7950,-2.062077678742237,-1.3915395907553527,1.4063178832891312,-1.5397122374310397,-1.6210442056163905,2.8742724966894047,0.00040,0.04019,-0.12175,-0.04058,0.04058,0.00040
3.8296,-2.060558885882639,-1.3915244012467596,1.4032345849582566,-1.5442834986602996,-1.6195102263624854,2.8773099305135172,0.04403,0.00044,-0.08938,-0.13251,0.04447,0.08805
3.8630,-2.0590250569740363,-1.3915242493516737,1.4016851109949409,-1.5488851342126124,-1.6179762455899398,2.8788589458317655,0.04585,0.00000,-0.04631,-0.13755,0.04585,0.04630
3.8935,-2.0590097186849503,-1.3915242478327228,1.4016696162553077,-1.5489311505681356,-1.6179609057822144,2.878874435984948,0.00050,0.00000,-0.00051,-0.00151,0.00050,0.00051
3.9266,-2.0544536423620388,-1.3915242478175334,1.398632179347898,-1.5534875336717113,-1.61644211140413,2.8788745908864795,0.13783,0.00000,-0.09189,-0.13784,0.04595,0.00000
3.9601,-2.0468148766987757,-1.3854496838973545,1.3940458820388035,-1.5596076614227743,-1.6164269234603492,2.878874592435495,0.22798,0.18130,-0.13688,-0.18265,0.00045,0.00000
3.9917,-2.046738489042143,-1.3853889382581526,1.3940000190657125,-1.559668862700285,-1.6164267715809115,2.878874592450985,0.00242,0.00192,-0.00145,-0.00194,0.00000,0.00000
4.0244,-2.034588597325523,-1.3641273570816654,1.3864063555359476,-1.5642253976530802,-1.6149081290821103,2.87887459245114,0.37182,0.65066,-0.23238,-0.13944,0.04647,0.00000
4.0582,-2.025355252528316,-1.3441724085298123,1.3787372140006158,-1.565789603982615,-1.6148929426571224,2.880393233431149,0.27322,0.59048,-0.22694,-0.04629,0.00045,0.04494
4.0910,-2.019188355160317,-1.3318237312042396,1.3741045996452421,-1.5658052460459102,-1.6148927907928725,2.8804084198409488,0.18768,0.37581,-0.14099,-0.00048,0.00000,0.00046
4.1242,-2.01760804520663,-1.3286629624709705,1.3725396325216819,-1.56732404344655,-1.61489278927423,2.880408571705047,0.04768,0.09537,-0.04722,-0.04583,0.00000,0.00000
4.1575,-2.0175922421070935,-1.3286313547836377,1.3725239828504463,-1.5673392314205565,-1.6148927892590434,2.8804085732236877,0.00047,0.00095,-0.00047,-0.00046,0.00000,0.00000
4.1908,-2.017592084076098,-1.3255937567467508,1.3710051853737268,-1.5673393833002967,-1.6148927892588916,2.881927214218881,0.00000,0.09117,-0.04558,-0.00000,0.00000,0.04558
4.2241,-2.016073441515781,-1.324044739786375,1.3694713564189531,-1.574932589719128,-1.6133741482788837,2.8834610416088395,0.04560,0.04652,-0.04606,-0.22802,0.04560,0.04606
4.2572,-2.014539614110171,-1.3225106086367646,1.3679373771493986,-1.5871576496233704,-1.6118403208890766,2.8880323028227597,0.04625,0.04625,-0.04625,-0.36859,0.04625,0.13782
4.2906,-2.011486993876101,-1.3224952673252686,1.367922037356703,-1.594873105122447,-1.6118249826151785,2.8971898613149394,0.09157,0.00046,-0.00046,-0.23145,0.00046,0.27471
4.3238,-2.0053819037537335,-1.3209764729321467,1.3648846019987624,-1.6070993875174917,-1.6118248292324395,2.913986487679936,0.18352,0.04566,-0.09131,-0.36753,0.00000,0.50492
4.3572,-2.0038022118725025,-1.317924003028202,1.3618169456851694,-1.614814855241476,-1.611824827698612,2.9217476588436195,0.04731,0.09142,-0.09187,-0.23106,0.00000,0.23243
4.3906,-2.0007491329936773,-1.3087816324491217,1.35874898716202,-1.6209665738387433,-1.6118248276832738,2.9233439115352633,0.09138,0.27364,-0.09183,-0.18413,0.00000,0.04778
4.4240,-2.000718602204889,-1.293503798943263,1.3556810256167748,-1.6271026549447432,-1.6118248276831204,2.9233598740621796,0.00092,0.45829,-0.09203,-0.18406,0.00000,0.00048
4.4571,-2.000718296897001,-1.2796832517881433,1.3510944230613022,-1.6302012977158167,-1.6118248276831189,2.923360033687449,0.00001,0.41710,-0.13842,-0.09352,0.00000,0.00000
4.4906,-2.0007182938439225,-1.2704332004365517,1.3480112750757338,-1.631750925123534,-1.6118248276831189,2.9248786762637087,0.00000,0.27634,-0.09211,-0.04629,0.00000,0.04537
4.5240,-1.9991996528333844,-1.2657847769830155,1.343424520655858,-1.631766421397611,-1.6118248276831189,2.9248938626894714,0.04547,0.13917,-0.13732,-0.00046,0.00000,0.00045
4.5573,-1.9991844664232792,-1.2627010107884664,1.3418600121316522,-1.6363224993003722,-1.6118248276831189,2.924894014553729,0.00046,0.09270,-0.04703,-0.13695,0.00000,0.00000
4.5907,-1.999184314559178,-1.261151532146514,1.3403257260664032,-1.6409239830194202,-1.6118248276831189,2.9264126570523774,0.00000,0.04638,-0.04593,-0.13774,0.00000,0.04546
4.6240,-1.9961470310805236,-1.2596173963800876,1.338791742225744,-1.647044561776638,-1.6118248276831189,2.926427843477364,0.09110,0.04601,-0.04601,-0.18358,0.00000,0.00046
4.6572,-1.9915607353057165,-1.2580834140424169,1.3342204794473174,-1.6516616905042307,-1.6118248276831189,2.927946636321621,0.13801,0.04616,-0.13756,-0.13894,0.00000,0.04570
4.6906,-1.986958949407948,-1.2535121512790197,1.3296188438795125,-1.656263784731527,-1.6118248276831189,2.9294804652300703,0.13786,0.13695,-0.13785,-0.13787,0.00000,0.04595
4.7239,-1.983875649588957,-1.2473918747313586,1.3280541865438276,-1.6608657286138204,-1.6118248276831189,2.932533085479169,0.09249,0.18360,-0.04694,-0.13805,0.00000,0.09157
4.7572,-1.98232617561076,-1.2397374670658479,1.3234826170304503,-1.6654676709926632,-1.6118248276831189,2.9356008936416726,0.04661,0.23026,-0.13752,-0.13843,0.00000,0.09228
4.7907,-1.982310680870978,-1.2335863590691658,1.3188809783952966,-1.670069613356472,-1.6118248276831189,2.9401874946633186,0.00046,0.18379,-0.13749,-0.13750,0.00000,0.13705
4.8240,-1.9823105259235803,-1.2304875660291852,1.317316321028938,-1.6746715557201306,-1.6118248276831189,2.949345206553576,0.00000,0.09289,-0.04690,-0.13795,0.00000,0.27452
4.8571,-1.9807918833940998,-1.2304565780987855,1.3157820334752675,-1.677754857103781,-1.6103061867031123,2.9539927066124982,0.04590,0.00094,-0.04637,-0.09318,0.04590,0.14045
4.8908,-1.980776696968805,-1.228937627239475,1.3157666905997307,-1.6823416130576374,-1.6102910002933122,2.9601137455331146,0.00045,0.04507,-0.00046,-0.13611,0.00045,0.18163
4.9238,-1.9792579041245453,-1.2289224377308818,1.314247896190969,-1.6869434035571964,-1.6087722074492072,2.9616935969023275,0.04597,0.00046,-0.04597,-0.13928,0.04597,0.04782
4.9571,-1.9762054342360889,-1.2289222858357958,1.3127140672668745,-1.6900267034222058,-1.6087570195207663,2.9632280363960266,0.09192,0.00000,-0.04619,-0.09285,0.00046,0.04621
